"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Branchburg Township School District, New Jersey","3402160",42.6,31,52,42.8,49.6
"Brick Township School District, New Jersey","3402220",44.8,39.4,55.1,44.2,48.3
"Bridgeton City School District, New Jersey","3402250",29.8,23.4,46.2,36.4,33.5
"Bridgewater-Raritan Regional School District, New Jersey","3402280",42.4,29.6,52,47,45.9
"Brielle Borough School District, New Jersey","3402310",47.4,45.5,51.4,47.5,60.9
"Brigantine City School District, New Jersey","3402340",53.5,38.7,61.1,42.4,49.3
"Brooklawn Borough School District, New Jersey","3402370",39.1,37.1,44.5,35.6,44
"Buena Regional School District, New Jersey","3402400",39.9,31.7,55.7,59.5,33.8
"Burlington City School District, New Jersey","3402430",40.9,30.4,51.3,52.2,48.4
"Burlington Township School District, New Jersey","3402460",38.9,23.8,49.4,30.7,48.4
"Butler Borough School District, New Jersey","3402520",37.5,34.7,45.8,46.1,36.4
"Caldwell-West Caldwell School District, New Jersey","3402580",44,38.1,50.7,48.4,50.9
"Camden City School District, New Jersey","3402640",28.9,20.1,47,50.4,37.9
"Carteret Borough School District, New Jersey","3402820",35.3,27.6,40.5,40.3,45.4
"Cedar Grove Township School District, New Jersey","3402850",48.2,44.5,55.4,54.5,53.5
"Cherry Hill Township School District, New Jersey","3403000",42.4,25.5,50.3,51.6,49.7
"Chesilhurst Borough School District, New Jersey","3403030",51,42.1,57.5,46.3,39.4
"Cinnaminson Township School District, New Jersey","3403120",42.9,28.8,53.1,35.8,53.9
"Clark Township School District, New Jersey","3403150",44.5,39,47.9,33.7,54.9
"Clayton Borough School District, New Jersey","3403180",38.9,31.9,53,54.6,48.4
"Clementon Borough School District, New Jersey","3403240",36,32,46.3,53.9,35.3
"Cliffside Park Borough School District, New Jersey","3403270",43.9,28.5,44.4,52.9,49.9
"Clifton City School District, New Jersey","3403300",38,27.3,40.7,48,46.7
"Collingswood Borough School District, New Jersey","3403420",39.4,33.5,45.7,33.7,47.4
"Commercial Township School District, New Jersey","3403480",38.5,34.6,50.3,41.3,63.2
"Cranbury Township School District, New Jersey","3403540",48.7,40.9,53.5,55.1,48.8
"Cranford Township School District, New Jersey","3403570",42.6,36.6,48.6,59.5,46.2
"Cresskill Borough School District, New Jersey","3403600",43,26,46.6,46,46.3
"Deal Borough School District, New Jersey","3403630",58.9,54.5,62.2,77,63.7
"Delanco Township School District, New Jersey","3403690",43.9,33.4,56.2,8.5,43.8
"Delran Township School District, New Jersey","3403780",39,27.7,50.8,57.5,41.9
"Dennis Township School District, New Jersey","3403840",46.5,39.7,54.1,43.4,60.6
"Deptford Township School District, New Jersey","3403900",40.5,31,52.9,48.4,41.9
"Dover Town School District, New Jersey","3403930",36.1,20.5,48.7,47.9,40.7
"Downe Township School District, New Jersey","3403960",47.4,41.2,60.1,59.4,51.3
"Dumont Borough School District, New Jersey","3403990",43,30,46.8,61.4,52
"Dunellen Borough School District, New Jersey","3404020",36.3,27.8,39.4,45.2,47.8
"East Brunswick Township School District, New Jersey","3404110",43,26,50.2,48.8,48.5
"East Newark Borough School District, New Jersey","3404200",33.9,17.5,30.7,27.6,40.9
"East Orange City School District, New Jersey","3404230",37,27.6,51.2,33.8,46.9
