"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"East Windsor Regional School District, New Jersey","3404320",36.8,21.4,50.6,37.1,42.5
"Edgewater Borough School District, New Jersey","3404440",38.2,23.9,38.4,40.9,39.8
"Edgewater Park Township School District, New Jersey","3404470",43.5,39.5,51.2,47.4,44
"Edison Township School District, New Jersey","3404500",39.1,25.9,47.2,48.3,42.4
"Egg Harbor Township School District, New Jersey","3404560",40.1,26.3,51.2,47.7,50.1
"Elizabeth City School District, New Jersey","3404590",33.3,16.5,34.8,45.5,42.7
"Elmwood Park Borough School District, New Jersey","3404660",38.9,26.7,36.3,57.8,48.6
"Englewood City School District, New Jersey","3404740",39.1,23.4,44.5,27.4,45.9
"Englewood Cliffs Borough School District, New Jersey","3404770",46.3,17.4,38.5,53.2,55.1
"Ewing Township School District, New Jersey","3404920",38.7,30.2,48.3,49.4,43.1
"Fair Lawn Borough School District, New Jersey","3404980",42.1,29.3,45.7,58.1,48.9
"Fairview Borough School District, New Jersey","3405070",35.9,24.2,30.6,50.5,46.1
"Florence Township School District, New Jersey","3405220",42.8,37.2,51.8,49.2,46.9
"Folsom Borough School District, New Jersey","3405280",42.4,32.3,55.2,48.8,50
"Fort Lee Borough School District, New Jersey","3405310",45.8,26.4,47,37.1,49
"Franklin Township School District, New Jersey","3405490",40.4,28.5,52.8,40.9,43.5
"Garfield City School District, New Jersey","3405760",35.5,22.6,42.7,37.3,42.5
"Glassboro Borough School District, New Jersey","3405880",28.6,22.6,44.6,51.6,39.9
"Glen Ridge Borough School District, New Jersey","3405940",41.6,23.3,43.9,43.8,45.5
"Glen Rock Borough School District, New Jersey","3405970",41.9,23.9,49.1,56.1,47.5
"Gloucester City School District, New Jersey","3406000",35.6,32.5,44.5,40.2,35.6
"Green Township School District, New Jersey","3406090",41.8,34.9,47.7,57.2,48.7
"Greenwich Township School District (Gloucester County), New Jersey","3406180",43.8,40.8,51,54.5,44.2
"Greenwich Township School District (Warren County), New Jersey","3406210",42.3,35.3,44.1,43.4,44.9
"Guttenberg Town School District, New Jersey","3406240",36.4,17.6,35.4,51.7,43.1
"Hackensack City School District, New Jersey","3406270",38.9,26.9,47,43,41.8
"Hackettstown Town School District, New Jersey","3406300",35.8,31.1,41,38.2,37.7
"Haddon Heights Borough School District, New Jersey","3406330",42.9,36.4,51.7,18.8,51.5
"Haddon Township School District, New Jersey","3406360",42.6,38.3,47.2,54.1,44.7
"Haddonfield Borough School District, New Jersey","3406390",43.2,36.8,47.1,47.5,46.8
"Hamilton Township School District, New Jersey","3406540",42.6,38.4,51.3,41.1,42.8
"Hammonton Town School District, New Jersey","3406570",42.2,36.6,55.3,40.9,40.7
"Harding Township School District, New Jersey","3406720",49.2,44.1,55.8,17.4,47.8
"Harmony Township School District, New Jersey","3406810",45.5,43.3,51.4,29.5,57.2
"Harrison Town School District, New Jersey","3406870",34.5,21.9,29.9,51.6,39.3
"Hasbrouck Heights Borough School District, New Jersey","3406930",41.7,32.2,46.7,63.1,46.1
"Hawthorne Borough School District, New Jersey","3406990",39,31.8,44.5,59,48.2
"Highland Park Borough School District, New Jersey","3407170",33.9,23.1,40.6,18.4,37.9
"Hillsborough Township School District, New Jersey","3407230",40.6,29.4,51,44.7,45.8
"Hillside Township School District, New Jersey","3407290",38.1,25.3,52.2,47.2,50.2
"Hoboken City School District, New Jersey","3407350",31.6,28.5,31.4,59.5,37.8
"Holmdel Township School District, New Jersey","3407410",48.4,25.9,52.2,48.9,54.4
"Hopatcong Borough School District, New Jersey","3407440",43.4,35.2,56.1,56,47.4
"Hope Township School District, New Jersey","3407470",48.2,43.5,54.8,44.8,58.3
"Hopewell Valley Regional School District, New Jersey","3407530",44.7,34.5,49.6,46.4,49.3
"Irvington Township School District, New Jersey","3407680",35.3,23,52,41.5,42.1
"Jackson Township School District, New Jersey","3407740",43.4,32.7,52.9,45.2,52.6
"Jamesburg Borough School District, New Jersey","3407770",36.9,20.9,46,29.5,46.1
"Jefferson Township School District, New Jersey","3407800",43.4,38.6,53.9,50.4,51.6
"Jersey City School District, New Jersey","3407830",33.7,23.5,35.6,53.2,37.8
"Keansburg Borough School District, New Jersey","3407860",39.8,32.1,52,64.2,43
"Kearny Town School District, New Jersey","3407890",36.7,25,36.1,42,45.5
"Kenilworth Borough School District, New Jersey","3407920",39.5,35.4,48.4,50.3,49.2
"Keyport Borough School District, New Jersey","3407950",39.6,33.7,55.3,47.7,37
"Kinnelon Borough School District, New Jersey","3408040",43.7,31.4,50.5,49.5,52.7
"Lacey Township School District, New Jersey","3408100",43.8,38.4,53.6,47.7,58.3
"Lakehurst Borough School District, New Jersey","3408160",32.9,28.5,34.8,30.9,42.2
"Lakewood Township School District, New Jersey","3408220",21.3,9.6,33.7,26.5,36.3
"Lawrence Township School District (Cumberland County), New Jersey","3408370",39.3,34.7,54.6,23.3,40.3
"Lawrence Township School District (Mercer County), New Jersey","3408400",39.9,26.1,50.5,44.7,45.4
"Leonia Borough School District, New Jersey","3408520",43.2,18.9,49.8,56.1,45.9
"Lincoln Park Borough School District, New Jersey","3408580",45.7,39.3,54.2,51.1,51.6
"Linden City School District, New Jersey","3408610",37.1,27.3,47.6,38.6,46.5
"Lindenwold Borough School District, New Jersey","3408640",35,25.3,53.8,34.7,33.3
"Little Ferry Borough School District, New Jersey","3408760",40.4,23.3,43.8,74.6,44.1
"Livingston Township School District, New Jersey","3408820",44.1,31.2,48.3,43.8,50.5
"Lodi Borough School District, New Jersey","3408850",36.7,26.9,41.9,38.7,42.8
"Logan Township School District, New Jersey","3408880",37.4,37.6,36.6,27.2,47.4
"Long Branch City School District, New Jersey","3408940",36.9,27.8,53.9,52.6,37.3
"Lopatcong Township School District, New Jersey","3409000",41.9,37.8,46.3,49.7,46.4
"Pennsville Township School District, New Jersey","3409120",43.8,47.2,40.1,49.9,48.6
"Lyndhurst Township School District, New Jersey","3409210",41.8,36.2,42.9,49,47.8
"Madison Borough School District, New Jersey","3409240",39.2,24.9,45.8,19.3,48.1
"Old Bridge Township School District, New Jersey","3409270",41.5,28.7,47.6,49.5,48.4
"Mahwah Township School District, New Jersey","3409330",39.6,22.6,51.6,62,43.3
"Manasquan Borough School District, New Jersey","3409420",44.8,44.2,56,47.2,31.1
"Manchester Township School District, New Jersey","3409450",63.8,58.8,70.6,66,65.8
"Mannington Township School District, New Jersey","3409480",42.6,43,43.4,54.8,29
"Manville Borough School District, New Jersey","3409630",39.2,35.3,55.5,56.5,40.1
"Maple Shade Township School District, New Jersey","3409660",37.9,31,50.8,31,34.4
"Margate City School District, New Jersey","3409690",60,47.9,64.1,48.6,62.5
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39,29.5,46.2,47.7,46.4
"Maurice River Township School District, New Jersey","3409780",38.5,37.1,45.2,37.5,36.8
"Maywood Borough School District, New Jersey","3409810",42.5,31,54.4,52.6,46
"Merchantville Borough School District, New Jersey","3409960",41.3,29.4,47.6,61.8,40.9
"Metuchen Borough School District, New Jersey","3409990",41.6,30.6,48.3,37.2,45.8
"Middle Township School District, New Jersey","3410020",45.1,31.5,58.2,30.7,50.6
"Middlesex Borough School District, New Jersey","3410050",39.1,29.5,54.1,35.4,44.1
"Middletown Township School District, New Jersey","3410110",43.9,35.4,50.3,58.9,53
"Midland Park Borough School District, New Jersey","3410140",43.4,36.3,56.1,50.9,48
"Millburn Township School District, New Jersey","3410200",41,19.2,44.7,43.4,46.5
"Millstone Township School District, New Jersey","3410230",46.6,28.7,50.8,35.9,51.2
"Milltown Borough School District, New Jersey","3410290",40.2,37,59.1,54.2,39.4
"Millville City School District, New Jersey","3410320",38.5,32.7,56.1,42.4,56.3
"Mine Hill Township School District, New Jersey","3410350",38.9,29.5,54.1,52.1,40.8
"Monroe Township School District (Gloucester County), New Jersey","3410470",40.6,28.4,52.8,48.3,47.9
"Monroe Township School District (Middlesex County), New Jersey","3410500",55.8,41.2,67.1,69.1,52
"Montague Township School District, New Jersey","3410530",45.2,40.7,48.8,64.7,57.5
"Montclair Town School District, New Jersey","3410560",40.1,28.5,44.5,46.4,48.1
"Montgomery Township School District, New Jersey","3410590",43,21.1,48.2,47.6,46.3
"Montville Township School District, New Jersey","3410650",44.4,34.3,50.9,32.6,46.6
"Moonachie Borough School District, New Jersey","3410680",44,35.1,38.2,50.4,49.3
"Moorestown Township School District, New Jersey","3410710",44.7,28,51.7,39.6,54.9
"Morris Plains Borough School District, New Jersey","3410770",42.9,34.4,51.4,37.6,52.3
"Morris Township School District, New Jersey","3410810",41,30.1,51,34.3,42.8
"Mount Ephraim Borough School District, New Jersey","3410890",35.9,31.4,50.8,55.4,47.7
"Mount Olive Township School District, New Jersey","3410980",37.9,29.2,47.5,35.7,42.4
"Mountainside Borough School District, New Jersey","3411040",47.3,43.7,50.4,39.4,51.3
"Neptune Township School District, New Jersey","3411160",44.1,37,58.3,46.6,43.4
"New Brunswick City School District, New Jersey","3411220",23.6,19.4,27.9,46.5,35.5
"New Hanover Township School District, New Jersey","3411250",40.6,30.4,49.9,52.6,45.6
"New Milford Borough School District, New Jersey","3411280",41.5,26.1,47,46.2,49.6
"New Providence Borough School District, New Jersey","3411310",39.7,33.7,42.7,19.8,43.8
"Newark City School District, New Jersey","3411340",33,22.9,46.6,50,41.1
"Newfield Elementary School District, New Jersey","3411370",42.8,35.4,52,65.5,62.5
"Newton Town School District, New Jersey","3411400",40.9,41.5,42.4,56.9,36.2
"North Arlington Borough School District, New Jersey","3411430",40.5,34.5,41.7,49.5,47
"North Bergen Township School District, New Jersey","3411460",37,17.9,30,57.1,46.8
"North Brunswick Township School District, New Jersey","3411490",36.1,23,42.3,34.9,41.5
"North Plainfield Borough School District, New Jersey","3411640",37.1,23.5,45.4,47,42.7
"Nutley Town School District, New Jersey","3411880",41.2,37.2,45.7,46.2,46.2
"Oaklyn Borough School District, New Jersey","3411940",40.8,35.1,49.7,58,42.9
"Ocean City School District, New Jersey","3411970",53,36.6,61.3,29.4,35.1
"Ocean Township School District (Monmouth County), New Jersey","3412060",42.8,34.5,53.1,47,43
"Ocean Township School District (Ocean County), New Jersey","3412090",56.1,48.2,65,67.2,69.6
"Oldmans Township School District, New Jersey","3412210",38.2,34.7,42.6,21.9,45
"Orange City Township School District, New Jersey","3412270",33.8,22.8,46.2,39.1,40.9
"Palisades Park Borough School District, New Jersey","3412360",39.5,20.5,28.4,44,44.8
"Palmyra Borough School District, New Jersey","3412390",43.1,32.8,54.2,43.4,38.6
"Paramus Borough School District, New Jersey","3412420",46.9,31.5,55.5,42.8,50.8
"Park Ridge Borough School District, New Jersey","3412450",43.8,29.5,54.7,50.2,46.5
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41.2,28.2,50.5,46.9,45.5
"Passaic City School District, New Jersey","3412540",29,14.1,34.1,46.9,39.8
"Paterson City School District, New Jersey","3412690",33,20.2,45.8,48.6,44.1
"Paulsboro Borough School District, New Jersey","3412720",36.2,33.2,45.2,31.8,40.6
"Pemberton Township School District, New Jersey","3412810",39.5,29.2,48.6,47.2,52.1
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",37.2,33,43.1,37.5,39.4
"Pennsauken Township School District, New Jersey","3412870",40.4,29.8,50.6,49.8,43.9
"Pequannock Township School District, New Jersey","3412900",46.9,43.1,60.9,19.2,54.3
"Perth Amboy City School District, New Jersey","3412930",32.6,17.2,34.3,52.2,40.5
"Phillipsburg Town School District, New Jersey","3412960",39.8,38.4,42.5,36.8,39.2
"Pine Hill Borough School District, New Jersey","3412990",36.7,29.8,50.4,57.3,39.9
"Piscataway Township School District, New Jersey","3413050",31.6,20.9,46.2,48.3,42.2
"Pittsgrove Township School District, New Jersey","3413110",45.4,37.5,56.7,52.7,63.9
"Plainfield City School District, New Jersey","3413140",34.4,21.7,53.3,48.4,35.9
"Pleasantville City School District, New Jersey","3413200",35.4,24.1,56,47.4,42.8
"Point Pleasant Borough School District, New Jersey","3413290",42.7,39,51.7,38,38.7
"Point Pleasant Beach Borough School District, New Jersey","3413320",50,48.4,57,62.8,47.2
"Pompton Lakes Borough School District, New Jersey","3413350",41.5,34.2,49.8,59,45.2
"Port Republic City School District, New Jersey","3413380",50.3,45.6,52.5,61.2,56
"Princeton Public Schools, New Jersey","3413410",32.8,19.9,37,25.7,41.4
"Rahway City School District, New Jersey","3413530",37.9,29.9,44.7,53,42.8
"Ramsey Borough School District, New Jersey","3413590",43.9,30.9,49.2,54.2,48.2
"Randolph Township School District, New Jersey","3413650",40.9,26.1,50.2,31.9,44.3
"Hazlet Township School District, New Jersey","3413680",43.9,33.4,51.4,63.6,50.9
"Ridgefield Borough School District, New Jersey","3413770",40.9,22,36.6,33.7,48.5
"Ridgefield Park Township School District, New Jersey","3413800",37.3,26.3,33.4,38,45.9
"Ridgewood Village School District, New Jersey","3413830",41.6,20.4,45.4,17,46.6
"Riverside Township School District, New Jersey","3414010",37.1,31,47.5,42.1,37.7
"Riverton Borough School District, New Jersey","3414040",43.9,30.9,50.7,49.6,43.4
"Rochelle Park Township School District, New Jersey","3414070",42.3,37.5,44.1,29.1,45.6
"Roosevelt Borough School District, New Jersey","3414220",48.6,35.2,59.5,55.5,56.3
"Roselle Borough School District, New Jersey","3414280",40.4,24.5,55.7,44.6,48.5
"Roselle Park Borough School District, New Jersey","3414310",37.4,29.6,36.5,45.9,47.2
"Roxbury Township School District, New Jersey","3414340",43.1,34.1,54.5,46.3,50.1
"Rutherford Borough School District, New Jersey","3414460",40.9,29.1,49.5,46.3,45.1
"Saddle Brook Township School District, New Jersey","3414490",41.1,34.8,38.8,53.9,47.8
"Salem City School District, New Jersey","3414550",34.5,30.7,50.7,54.8,33
"Sayreville Borough School District, New Jersey","3414640",38.9,30.1,44.9,49.5,44
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",41.7,32.5,47.1,24.8,44.8
"Secaucus Town School District, New Jersey","3414850",40,33.4,38.5,48,42.1
"Somerville Borough School District, New Jersey","3415090",35.5,29.8,54.2,34.3,36.3
"South Amboy City School District, New Jersey","3415120",40.8,37,48.9,48.1,47.1
"Lake Como Borough School District, New Jersey","3415150",42.2,35.5,52.6,79.2,31.7
"South Brunswick Township School District, New Jersey","3415210",39.8,20.1,50.7,49.4,45.4
"South Orange-Maplewood School District, New Jersey","3415330",38.1,22.1,42.1,40.2,49.4
"South Plainfield Borough School District, New Jersey","3415360",41.1,32.2,51.1,62.3,44.7
"South River Borough School District, New Jersey","3415390",38,27.3,44.7,37.2,43.7
"Sparta Township School District, New Jersey","3415510",41.9,33.5,49.7,49.2,48.2
"Spotswood Borough School District, New Jersey","3415540",44.1,39.9,49.8,36.6,48.6
"Springfield Township School District, New Jersey","3415630",45.6,36.8,49.3,55.6,49.8
"Summit City School District, New Jersey","3415900",40.3,22.8,46.4,40.6,44.4
"Teaneck Township School District, New Jersey","3416080",39.8,21.7,43.6,40.8,50.8
"Tenafly Borough School District, New Jersey","3416110",43.2,15.4,40.5,33.7,49.3
"Toms River Regional School District, New Jersey","3416230",42.8,36.6,54.1,53.6,49.3
"Trenton City School District, New Jersey","3416290",33.7,25.6,50.9,44.1,36.9
"Union Beach Borough School District, New Jersey","3416350",40.5,32,53.7,17.4,52.7
"Union City School District, New Jersey","3416380",35.2,15.2,30.2,48.1,45.3
"Barnegat Township School District, New Jersey","3416470",45.6,40.1,56.5,45.6,48.9
"Union Township School District, New Jersey","3416500",41.6,31.3,46.7,50,50.4
"Upper Freehold Regional School District, New Jersey","3416560",45.1,37.5,55.6,54.8,58.2
"Upper Pittsgrove Township School District, New Jersey","3416590",44.3,37.4,54,27.6,49.8
"Upper Township School District, New Jersey","3416650",42,31.9,54.3,47.3,46.6
"Ventnor City City School District, New Jersey","3416680",46.1,25.9,62.9,39.1,47.5
"Vernon Township School District, New Jersey","3416710",43.1,39.8,46.2,54.3,50.6
"Verona Borough School District, New Jersey","3416740",45,36.2,53,22.1,50.7
"Vineland City School District, New Jersey","3416800",38.3,29.7,52.3,50.8,43.2
"Waldwick Borough School District, New Jersey","3416860",41.8,32.6,50,56.4,48.6
"Wall Township School District, New Jersey","3416890",46,40.5,54.9,42.6,55.2
"Wallington Borough School District, New Jersey","3416920",39.2,28.8,44,54.5,43.9
"Washington Township School District (Burlington County), New Jersey","3417040",43.2,38.9,56.3,42.4,37.8
"Washington Township School District (Gloucester County), New Jersey","3417070",41.1,26.6,51.1,51.7,50.9
"Robbinsville Township School District, New Jersey","3417100",41.1,33.1,42.9,44.5,44.9
"Waterford Township School District, New Jersey","3417250",38.9,31.9,55,7.2,41.6
"Wayne Township School District, New Jersey","3417280",43.4,32.4,52.7,45.3,50.3
"Weehawken Township School District, New Jersey","3417310",37.4,30,33.4,41.3,44.6
"West Deptford Township School District, New Jersey","3417430",41.9,36.3,52.9,35.9,38.8
"West Milford Township School District, New Jersey","3417520",43.9,36.4,53.6,53.2,53.9
"West New York Town School District, New Jersey","3417580",35,13.6,33.8,52.9,41.7
"West Orange Town School District, New Jersey","3417610",41.3,29.1,45,42.4,47.9
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",39,16.3,44,34.8,42.7
"Westfield Town School District, New Jersey","3417760",41.4,26.8,47.4,33.6,50.7
"Westwood Regional School District, New Jersey","3417820",44.3,28.5,55,43.8,49.4
"Weymouth Township School District, New Jersey","3417850",52.2,42.2,67.2,51.7,60.4
"White Township School District, New Jersey","3417910",55.2,55.5,49.5,69,68
"Wildwood City School District, New Jersey","3417940",45.8,31.1,56.4,34.1,40.6
"Wildwood Crest Borough School District, New Jersey","3417970",58.8,42.8,63.4,24.6,47.4
"Willingboro Township School District, New Jersey","3418000",40.3,23.9,52.1,46.8,49.3
"Winfield Township School District, New Jersey","3418030",43,41.8,55.3,68.4,52.3
"Winslow Township School District, New Jersey","3418060",38.4,29.1,51,45.4,39.9
"Woodbine Borough School District, New Jersey","3418090",40,32,51.1,54.9,42.2
"Woodbridge Township School District, New Jersey","3418120",39.6,33.1,47.5,49.2,42.9
"Woodbury City School District, New Jersey","3418150",37.1,29.7,47.7,62.5,33.8
"Woodlynne Borough School District, New Jersey","3418270",28.2,15.9,33.3,39.9,39.6
"Wood-Ridge Borough School District, New Jersey","3418300",42.1,37.2,52.8,6.5,55.1
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",43.1,41.8,44.8,24.7,54.9
"Joint Base McGuire-Dix-Lakehurst, New Jersey","3434001",29.5,20.7,29.3,28.3,41
"Remainder of New Jersey, New Jersey","3499999",43.3,33,52.1,48.7,48
"The Chathams School District, New Jersey","3400004",41.5,25.6,43.8,48.2,47.2
"Great Meadows Regional School District, New Jersey","3400008",43.9,40.9,46.8,61,45.6
"Somerset Hills Regional School District, New Jersey","3400009",40.9,31.8,52.9,44.4,36.5
"Absecon City School District, New Jersey","3400660",46,36.1,58,54.5,45.5
"Allamuchy Township School District, New Jersey","3400720",46.2,35.9,58.6,65.5,47.6
"South Hunterdon Regional School District, New Jersey","3400769",49.7,42.1,56.1,58.9,53.1
"Allenhurst Borough School District, New Jersey","3400780",49,51.6,46,12.5,25.9
"Alpha Borough School District, New Jersey","3400840",43.9,45.3,40.7,57.2,52.8
"Alpine Borough School District, New Jersey","3400870",51.5,24.9,49.1,16.3,59.9
"Andover Regional School District, New Jersey","3400900",47,38.7,56.4,55.6,54
"Asbury Park City School District, New Jersey","3400930",34.7,25.8,55.3,51.7,35.8
"Atlantic City School District, New Jersey","3400960",35.7,21.7,54.9,48.8,41.4
"Audubon Borough School District, New Jersey","3401050",44,37,53.1,50.1,52.2
"Avalon Borough School District, New Jersey","3401110",64.6,54.9,66,60.8,67.7
"Avon-by-the-Sea Borough School District, New Jersey","3401140",52.7,52,53.4,20.6,51.8
"Bayonne City School District, New Jersey","3401260",37.8,32.3,36.5,52.1,42.3
"Bedminster Township School District, New Jersey","3401320",45.2,39.6,52.8,48.6,44.2
"Belleville Town School District, New Jersey","3401350",38.7,28.7,35.2,49.8,47.2
"Belmar Borough School District, New Jersey","3401410",47.5,47.8,53.3,34.6,37.1
"Belvidere Town School District, New Jersey","3401440",39.7,32.4,49.1,54.3,51.7
"Bergenfield Borough School District, New Jersey","3401500",39.5,23.7,34.4,41.1,47.6
"Berkeley Heights Township School District, New Jersey","3401530",45.3,36.8,50.5,57.1,49.4
"Bernards Township School District, New Jersey","3401650",44,26.2,48.3,14.6,46.9
"Beverly City School District, New Jersey","3401740",43.8,37.8,51.6,50.8,50.2
"Bloomfield Township School District, New Jersey","3401830",38.6,30.9,40.6,50.1,47.5
"Bloomingdale Borough School District, New Jersey","3401860",41.2,30.7,56.7,54.4,48.1
"Bogota Borough School District, New Jersey","3401920",38.2,26.2,39.2,22.6,47.8
"Boonton Town School District, New Jersey","3401950",38.9,31.1,49.2,57.5,47.5
"Boonton Township School District, New Jersey","3401980",48.6,42.1,56,21.3,51.8
"Bordentown Regional School District, New Jersey","3402030",40.4,36.7,44.1,53.3,45.5
"Bound Brook Borough School District, New Jersey","3402100",34.3,24.3,44,61,41.1
