"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Millstone Township School District, New Jersey","3410230",7015,268,1396,1667,2219,1465,3147,155,629,801,977,585,2937,58,606,712,1028,533,88,0,23,56,9,0,843,55,138,98,205,347
"Milltown Borough School District, New Jersey","3410290",4947,253,1194,1257,1700,543,2986,118,798,816,943,311,1170,61,258,281,411,159,57,0,0,17,40,0,734,74,138,143,306,73
"Millville City School District, New Jersey","3410320",19026,2834,7699,5055,2358,1080,12540,1482,5326,3530,1654,548,4631,783,1784,1102,563,399,1086,421,381,248,36,0,769,148,208,175,105,133
"Mine Hill Township School District, New Jersey","3410350",2354,308,686,654,515,191,1321,89,452,399,311,70,458,25,107,174,87,65,60,53,0,7,0,0,515,141,127,74,117,56
"Monroe Township School District (Gloucester County), New Jersey","3410470",25083,2498,9325,7125,4244,1891,11598,971,4321,3480,2169,657,11472,1098,4612,3299,1567,896,294,88,53,80,47,26,1719,341,339,266,461,312
"Monroe Township School District (Middlesex County), New Jersey","3410500",33518,2325,9027,7003,8307,6856,10976,596,4078,2558,2377,1367,13987,589,3730,3581,3488,2599,338,66,92,15,81,84,8217,1074,1127,849,2361,2806
"Montague Township School District, New Jersey","3410530",2705,214,1129,842,282,238,1652,169,767,436,148,132,902,36,294,395,105,72,27,9,18,0,0,0,124,0,50,11,29,34
"Montclair Town School District, New Jersey","3410560",25822,1243,2817,4033,8883,8846,9563,400,1347,1637,3637,2542,11305,348,658,1528,3968,4803,291,11,23,58,95,104,4663,484,789,810,1183,1397
"Montgomery Township School District, New Jersey","3410590",15249,265,1386,1680,5307,6611,3982,29,741,527,1606,1079,5445,57,341,751,1813,2483,160,0,0,13,78,69,5662,179,304,389,1810,2980
"Montville Township School District, New Jersey","3410650",15159,490,2578,2634,5153,4304,7065,108,1474,1538,2565,1380,3922,130,619,585,1133,1455,188,7,0,115,38,28,3984,245,485,396,1417,1441
"Moonachie Borough School District, New Jersey","3410680",1963,365,786,395,301,116,780,72,410,108,156,34,230,15,96,86,23,10,65,16,4,21,16,8,888,262,276,180,106,64
"Moorestown Township School District, New Jersey","3410710",14094,526,2396,2545,4854,3773,5119,141,1072,1010,1848,1048,7080,282,1158,1276,2500,1864,191,3,0,47,40,101,1704,100,166,212,466,760
"Morris Plains Borough School District, New Jersey","3410770",3980,87,645,929,1312,1007,2130,26,372,615,675,442,1300,1,112,229,511,447,68,6,0,14,26,22,482,54,161,71,100,96
"Morris Township School District, New Jersey","3410810",29933,2331,5289,4246,9673,8394,11869,328,2151,1921,4513,2956,10066,301,1015,1222,3608,3920,454,95,86,134,101,38,7544,1607,2037,969,1451,1480
"Mount Arlington Borough School District, New Jersey","3410860",4160,113,1282,1091,986,688,2513,38,878,593,614,390,1126,30,347,329,209,211,20,1,0,19,0,0,501,44,57,150,163,87
"Mount Ephraim Borough School District, New Jersey","3410890",3228,309,1449,822,467,181,1986,158,927,489,321,91,971,113,434,245,104,75,10,1,0,9,0,0,261,37,88,79,42,15
"Mount Olive Township School District, New Jersey","3410980",19444,1042,5202,5004,5299,2897,9608,316,3186,2621,2355,1130,4981,72,1096,1300,1648,865,481,61,188,12,150,70,4374,593,732,1071,1146,832
"Mountain Lakes Borough School District, New Jersey","3411010",2614,45,104,183,925,1357,919,9,60,74,335,441,1210,0,34,59,479,638,0,0,0,0,0,0,485,36,10,50,111,278
"Mountainside Borough School District, New Jersey","3411040",4736,201,811,1129,1436,1159,2422,107,405,563,776,571,1333,21,175,246,469,422,68,0,18,0,29,21,913,73,213,320,162,145
"Neptune City School District, New Jersey","3411130",3407,154,1362,1105,483,303,2305,12,942,859,317,175,678,65,258,205,104,46,74,45,0,0,29,0,350,32,162,41,33,82
"Neptune Township School District, New Jersey","3411160",20212,1792,6474,5914,4040,1992,11172,579,3668,3479,2405,1041,5498,442,1660,1524,1114,758,455,45,229,129,24,28,3087,726,917,782,497,165
"New Brunswick City School District, New Jersey","3411220",26539,10478,6634,4145,2862,2420,5450,774,1699,1468,843,666,3479,470,764,873,693,679,1063,430,312,225,60,36,16547,8804,3859,1579,1266,1039
"New Hanover Township School District, New Jersey","3411250",1126,165,373,337,174,77,530,62,225,139,86,18,376,24,93,152,53,54,17,3,5,9,0,0,203,76,50,37,35,5
"New Milford Borough School District, New Jersey","3411280",11631,896,3440,2691,3169,1435,3505,186,1073,1062,794,390,3192,173,1001,806,766,446,279,0,91,129,37,22,4655,537,1275,694,1572,577
"New Providence Borough School District, New Jersey","3411310",8241,307,1095,1264,3276,2299,3569,96,663,609,1350,851,2820,28,225,385,1276,906,66,15,0,17,34,0,1786,168,207,253,616,542
"Newark City School District, New Jersey","3411340",177933,47540,63592,42505,17149,7147,67097,11312,28336,19409,5899,2141,29050,6201,10221,8068,2899,1661,14133,6474,4113,2508,849,189,67653,23553,20922,12520,7502,3156
"Newfield Elementary School District, New Jersey","3411370",1197,106,467,339,191,94,809,61,342,231,124,51,309,31,96,80,64,38,43,10,20,13,0,0,36,4,9,15,3,5
"Newton Town School District, New Jersey","3411400",5632,825,2096,1458,856,397,3594,461,1400,1030,476,227,1105,93,382,258,259,113,47,0,0,36,11,0,886,271,314,134,110,57
"North Arlington Borough School District, New Jersey","3411430",11411,1413,3383,2891,2464,1260,5405,401,1776,1452,1171,605,1103,47,325,281,294,156,206,34,41,38,9,84,4697,931,1241,1120,990,415
"North Bergen Township School District, New Jersey","3411460",43698,7963,13968,10656,7665,3446,7502,547,2340,2250,1505,860,5292,231,1258,1478,1489,836,1719,527,504,469,168,51,29185,6658,9866,6459,4503,1699
"North Brunswick Township School District, New Jersey","3411490",28922,2962,6908,5702,7962,5388,9574,648,3265,2534,2340,787,5575,350,1144,1413,1432,1236,642,180,106,107,122,127,13131,1784,2393,1648,4068,3238
"North Plainfield Borough School District, New Jersey","3411640",15129,2318,5079,4084,2428,1220,5273,310,1737,1515,1199,512,2647,242,654,944,455,352,649,217,198,207,27,0,6560,1549,2490,1418,747,356
"North Wildwood City School District, New Jersey","3411670",3231,318,1082,1036,616,179,824,121,304,210,125,64,2254,184,750,766,452,102,0,0,0,0,0,0,153,13,28,60,39,13
"Nutley Town School District, New Jersey","3411880",20672,1285,5337,4303,6223,3524,12423,688,3549,2818,3425,1943,3370,127,801,639,1138,665,408,101,100,67,140,0,4471,369,887,779,1520,916
"Oaklyn Borough School District, New Jersey","3411940",3008,168,918,831,797,294,1698,84,528,519,432,135,1151,70,344,270,336,131,22,0,3,19,0,0,137,14,43,23,29,28
"Ocean City School District, New Jersey","3411970",8783,505,2022,2076,2572,1608,2600,68,637,521,813,561,5281,178,1163,1384,1610,946,78,1,17,0,32,28,824,258,205,171,117,73
"Ocean Township School District (Monmouth County), New Jersey","3412060",19070,1508,4809,4303,4990,3460,9701,388,2731,2245,2738,1599,4615,74,845,1023,1394,1279,282,83,76,53,48,22,4472,963,1157,982,810,560
"Ocean Township School District (Ocean County), New Jersey","3412090",7083,549,2276,2321,1376,561,4544,341,1570,1419,878,336,2191,124,561,824,471,211,27,0,27,0,0,0,321,84,118,78,27,14
"Oldmans Township School District, New Jersey","3412210",1278,159,417,350,217,135,661,80,246,201,98,36,542,60,148,133,105,96,11,0,8,3,0,0,64,19,15,13,14,3
"Orange City Township School District, New Jersey","3412270",20203,4017,6700,5167,2975,1344,6485,860,2398,1817,1008,402,3377,608,810,960,636,363,454,104,212,46,60,32,9887,2445,3280,2344,1271,547
"Oxford Township School District, New Jersey","3412300",1835,187,715,478,286,169,1158,89,443,378,167,81,504,73,183,77,100,71,7,0,3,0,4,0,166,25,86,23,15,17
"Palisades Park Borough School District, New Jersey","3412360",15631,2213,4107,2713,5403,1195,1666,134,435,440,520,137,1567,45,429,570,415,108,296,67,58,66,89,16,12102,1967,3185,1637,4379,934
"Palmyra Borough School District, New Jersey","3412390",5339,382,1970,1580,1059,348,2197,142,849,623,437,146,2512,164,899,812,469,168,162,48,75,16,14,9,468,28,147,129,139,25
"Paramus Borough School District, New Jersey","3412420",19370,1475,4389,4273,6071,3162,7186,473,2020,1911,1624,1158,4700,248,992,1132,1529,799,365,41,80,119,94,31,7119,713,1297,1111,2824,1174
"Park Ridge Borough School District, New Jersey","3412450",6113,296,1274,1243,2081,1219,2591,51,505,737,849,449,2408,53,456,420,955,524,46,0,11,0,26,9,1068,192,302,86,251,237
"Parsippany-Troy Hills Township School District, New Jersey","3412480",38931,2703,8178,6972,12473,8605,13249,671,3678,3139,3833,1928,7532,281,1584,1591,2428,1648,462,66,145,92,121,38,17688,1685,2771,2150,6091,4991
"Passaic City School District, New Jersey","3412540",39628,13536,13890,6316,3942,1944,8166,1624,3215,1905,1108,314,4803,664,1193,1080,909,957,3232,1484,916,520,264,48,23427,9764,8566,2811,1661,625
"Paterson City School District, New Jersey","3412690",91377,26137,36609,19125,6778,2728,27444,4632,12455,7382,2187,788,9731,2129,3989,2224,940,449,10374,4916,3212,1499,525,222,43828,14460,16953,8020,3126,1269
"Paulsboro Borough School District, New Jersey","3412720",3902,374,1805,1308,328,87,2629,175,1392,844,181,37,1003,148,350,333,122,50,80,51,19,0,10,0,190,0,44,131,15,0
"Pemberton Township School District, New Jersey","3412810",18233,2348,7568,5800,1875,642,8181,1065,3831,2283,785,217,6922,587,2523,2754,691,367,1035,89,435,316,185,10,2095,607,779,447,214,48
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",8586,1979,3128,2510,649,320,4288,833,1644,1450,290,71,2747,317,1086,808,307,229,315,101,54,138,22,0,1236,728,344,114,30,20
"Pennsauken Township School District, New Jersey","3412870",25216,3727,8994,7419,3628,1448,9881,900,3920,3103,1434,524,8646,918,3045,2648,1348,687,1664,423,509,512,153,67,5025,1486,1520,1156,693,170
"Pequannock Township School District, New Jersey","3412900",11282,570,2974,2737,3177,1824,7107,222,1971,1802,2042,1070,2877,140,607,669,920,541,144,48,39,24,18,15,1154,160,357,242,197,198
"Perth Amboy City School District, New Jersey","3412930",32396,10081,11378,6116,3602,1219,7911,838,3227,2145,1185,516,3101,511,953,974,505,158,3986,1474,1564,617,213,118,17398,7258,5634,2380,1699,427
"Phillipsburg Town School District, New Jersey","3412960",9937,2101,3847,2262,1275,452,5260,1033,2159,1219,635,214,3186,508,1302,736,462,178,120,9,21,51,39,0,1371,551,365,256,139,60
"Pine Hill Borough School District, New Jersey","3412990",7055,848,2558,2155,1088,406,3927,366,1543,1355,509,154,2463,261,941,677,377,207,267,141,52,28,46,0,398,80,22,95,156,45
"Pine Valley Borough School District, New Jersey","3413020",4,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",34051,2552,7057,7332,9962,7148,11271,661,3304,2941,3024,1341,6085,307,1226,1657,1602,1293,348,0,34,96,126,92,16347,1584,2493,2638,5210,4422
"Pitman Borough School District, New Jersey","3413080",6176,429,1868,1877,1249,753,3843,261,1140,1228,845,369,2083,146,640,553,381,363,0,0,0,0,0,0,250,22,88,96,23,21
"Pittsgrove Township School District, New Jersey","3413110",6469,798,2160,1805,1209,497,4164,472,1453,1165,747,327,1927,194,620,601,386,126,75,37,28,10,0,0,303,95,59,29,76,44
"Plainfield City School District, New Jersey","3413140",33040,9181,10729,7136,3676,2318,9894,776,3871,2521,1762,964,6517,736,2095,1873,1014,799,839,228,321,185,78,27,15790,7441,4442,2557,822,528
"Pleasantville City School District, New Jersey","3413200",13198,3535,4671,3335,1392,265,5336,781,2278,1637,537,103,2760,685,951,686,376,62,859,230,369,183,77,0,4243,1839,1073,829,402,100
"Plumsted Township School District, New Jersey","3413230",5799,461,2530,1694,829,285,4107,280,1978,1167,545,137,1394,109,506,393,238,148,17,0,0,0,17,0,281,72,46,134,29,0
"Pohatcong Township School District, New Jersey","3413260",2135,187,733,730,339,146,1312,156,479,405,189,83,729,31,217,295,128,58,19,0,0,19,0,0,75,0,37,11,22,5
"Point Pleasant Borough School District, New Jersey","3413290",12898,616,3513,3451,3448,1870,9619,336,2727,2668,2481,1407,2440,67,550,629,839,355,82,0,0,45,37,0,757,213,236,109,91,108
"Point Pleasant Beach Borough School District, New Jersey","3413320",3641,230,779,859,1068,705,2421,50,498,643,751,479,780,6,195,162,252,165,47,0,5,13,0,29,393,174,81,41,65,32
"Pompton Lakes Borough School District, New Jersey","3413350",8036,540,3240,1690,1579,987,4313,196,1743,926,873,575,1403,67,327,298,435,276,130,0,73,41,0,16,2190,277,1097,425,271,120
"Port Republic City School District, New Jersey","3413380",787,83,197,226,164,117,519,51,141,145,99,83,175,12,36,55,42,30,13,4,0,3,3,3,80,16,20,23,20,1
"Princeton Public Schools, New Jersey","3413410",17938,776,1359,1681,4382,9740,3261,226,199,731,963,1142,8324,137,321,560,2394,4912,385,0,0,44,117,224,5968,413,839,346,908,3462
"Quinton Township School District, New Jersey","3413500",1548,180,649,430,209,80,1037,150,443,278,108,58,488,30,192,152,92,22,0,0,0,0,0,0,23,0,14,0,9,0
"Rahway City School District, New Jersey","3413530",20010,2103,6724,5415,3738,2030,9037,654,3263,2373,1957,790,3949,306,990,1407,647,599,554,147,189,88,83,47,6470,996,2282,1547,1051,594
"Ramsey Borough School District, New Jersey","3413590",10261,174,1371,1791,4167,2758,4119,35,626,907,1763,788,4572,14,569,735,1889,1365,103,0,57,16,30,0,1467,125,119,133,485,605
"Randolph Township School District, New Jersey","3413650",17500,612,2522,3346,6070,4950,7178,190,1106,1658,2626,1598,5563,118,467,859,2001,2118,317,20,48,74,120,55,4442,284,901,755,1323,1179
"Hazlet Township School District, New Jersey","3413680",14327,1325,4600,3998,3085,1319,7177,598,2584,1976,1409,610,5343,368,1755,1604,1110,506,178,39,22,54,63,0,1629,320,239,364,503,203
"Ridgefield Borough School District, New Jersey","3413770",7635,644,2694,1421,1932,944,1927,131,753,419,388,236,950,57,296,223,223,151,110,0,0,41,61,8,4648,456,1645,738,1260,549
"Ridgefield Park Township School District, New Jersey","3413800",8802,722,2304,2182,2388,1206,2920,114,1071,621,670,444,1838,66,416,542,492,322,142,42,29,21,43,7,3902,500,788,998,1183,433
"Ridgewood Village School District, New Jersey","3413830",16276,432,1430,2008,6689,5717,4301,107,518,515,1956,1205,7038,116,464,777,2961,2720,277,21,12,50,94,100,4660,188,436,666,1678,1692
"Riverdale Borough School District, New Jersey","3413980",3229,250,753,661,1030,535,2142,106,514,450,754,318,582,57,90,187,140,108,24,14,0,10,0,0,481,73,149,14,136,109
"Riverside Township School District, New Jersey","3414010",5426,826,2380,1306,602,312,2600,237,1206,759,290,108,1622,137,784,418,188,95,113,35,52,12,8,6,1091,417,338,117,116,103
"Riverton Borough School District, New Jersey","3414040",1962,69,443,470,596,384,892,39,247,180,248,178,1013,25,196,271,339,182,15,5,0,0,6,4,42,0,0,19,3,20
"Rochelle Park Township School District, New Jersey","3414070",3938,411,1302,850,981,394,1837,175,706,456,417,83,819,84,288,146,129,172,69,5,10,26,28,0,1213,147,298,222,407,139
"Rockleigh Borough School District, New Jersey","3414160",475,60,166,81,100,68,141,22,39,34,37,9,244,33,103,28,42,38,1,0,0,0,0,1,89,5,24,19,21,20
"Roosevelt Borough School District, New Jersey","3414220",542,13,139,119,142,129,272,9,86,54,80,43,215,0,42,48,49,76,8,2,0,4,2,0,47,2,11,13,11,10
"Roselle Borough School District, New Jersey","3414280",14636,2062,4880,4992,1989,713,5492,438,2012,2040,776,226,2937,302,952,1093,311,279,347,81,63,131,64,8,5860,1241,1853,1728,838,200
"Roselle Park Borough School District, New Jersey","3414310",9185,720,2973,2394,2148,950,4148,153,1493,1099,978,425,1318,86,325,336,336,235,343,21,65,94,118,45,3376,460,1090,865,716,245
"Roxbury Township School District, New Jersey","3414340",16071,824,4360,4124,4423,2340,8952,314,2711,2562,2344,1021,4035,100,833,1013,1237,852,284,39,74,46,106,19,2800,371,742,503,736,448
"Rutherford Borough School District, New Jersey","3414460",13015,572,2952,2618,4418,2455,5629,196,1511,1087,1806,1029,3010,48,633,731,1052,546,160,12,35,15,76,22,4216,316,773,785,1484,858
"Saddle Brook Township School District, New Jersey","3414490",10258,1241,2854,2776,2344,1043,4983,209,1828,1199,1426,321,1803,126,506,677,311,183,54,37,0,17,0,0,3418,869,520,883,607,539
"Saddle River Borough School District, New Jersey","3414520",2447,112,395,406,733,801,677,7,73,130,275,192,986,20,164,111,306,385,21,11,0,0,0,10,763,74,158,165,152,214
"Salem City School District, New Jersey","3414550",3064,699,1442,595,231,97,2178,434,1104,398,163,79,716,206,278,152,67,13,121,57,42,22,0,0,49,2,18,23,1,5
"Sayreville Borough School District, New Jersey","3414640",31433,3003,9456,9064,6750,3160,12766,860,4813,4057,2188,848,7550,320,2500,2681,1393,656,693,155,244,144,144,6,10424,1668,1899,2182,3025,1650
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",21668,750,4005,4105,7298,5510,10368,244,2633,2294,3296,1901,7062,172,693,1200,2886,2111,188,14,14,17,91,52,4050,320,665,594,1025,1446
"Sea Girt Borough School District, New Jersey","3414730",1376,10,202,237,498,429,804,10,152,128,304,210,522,0,35,102,177,208,23,0,0,0,17,6,27,0,15,7,0,5
"Sea Isle City School District, New Jersey","3414760",1723,63,461,470,396,333,424,11,111,109,114,79,1234,48,334,357,267,228,10,0,5,0,0,5,55,4,11,4,15,21
"Secaucus Town School District, New Jersey","3414850",13878,1675,3442,2689,3517,2555,4822,504,1782,1157,967,412,2358,110,456,428,896,468,552,221,194,31,76,30,6146,840,1010,1073,1578,1645
"Somerville Borough School District, New Jersey","3415090",8675,819,2334,2199,2345,978,4457,200,1352,1436,1117,352,1722,113,444,402,427,336,122,37,37,9,27,12,2374,469,501,352,774,278
"South Amboy City School District, New Jersey","3415120",6278,682,2139,1762,1083,612,3975,413,1567,1041,722,232,1330,189,482,291,230,138,37,0,10,18,9,0,936,80,80,412,122,242
"Lake Como Borough School District, New Jersey","3415150",1105,78,256,256,326,189,672,6,148,158,245,115,264,38,63,70,62,31,19,0,0,4,3,12,150,34,45,24,16,31
"South Bound Brook Borough School District, New Jersey","3415180",3371,250,1398,985,583,155,1590,41,697,472,323,57,665,29,208,229,143,56,0,0,0,0,0,0,1116,180,493,284,117,42
"South Brunswick Township School District, New Jersey","3415210",30174,1486,4597,5703,10783,7605,8386,274,2363,2315,2351,1083,6514,152,1072,1392,2465,1433,255,14,70,90,75,6,15019,1046,1092,1906,5892,5083
"South Hackensack Township School District, New Jersey","3415240",1933,334,942,366,202,89,679,71,330,173,75,30,219,9,71,71,50,18,10,10,0,0,0,0,1025,244,541,122,77,41
"South Orange-Maplewood School District, New Jersey","3415330",25403,1317,3546,4080,8500,7960,7654,290,1393,1646,2489,1836,10810,330,707,1345,3929,4499,315,26,41,26,111,111,6624,671,1405,1063,1971,1514
"South Plainfield Borough School District, New Jersey","3415360",17193,2147,4939,3736,4012,2359,8265,487,2853,2228,1773,924,3022,165,944,700,851,362,360,199,97,23,15,26,5546,1296,1045,785,1373,1047
"South River Borough School District, New Jersey","3415390",11179,2233,3881,2441,1799,825,4739,453,1692,1257,928,409,1721,178,583,483,281,196,372,132,195,33,12,0,4347,1470,1411,668,578,220
"Sparta Township School District, New Jersey","3415510",12618,294,2270,3072,4798,2184,6747,132,1506,1715,2357,1037,4091,82,431,955,1793,830,175,0,51,38,55,31,1605,80,282,364,593,286
"Spotswood Borough School District, New Jersey","3415540",7969,497,2950,2437,1473,612,4481,185,1845,1396,771,284,2059,81,752,736,315,175,122,5,26,57,29,5,1307,226,327,248,358,148
"Spring Lake Borough School District, New Jersey","3415570",2170,25,361,341,928,515,1316,8,282,173,555,298,764,9,58,115,373,209,0,0,0,0,0,0,90,8,21,53,0,8
"Spring Lake Heights Borough School District, New Jersey","3415600",3419,104,566,986,1184,579,2072,90,319,550,787,326,1087,14,135,372,328,238,0,0,0,0,0,0,260,0,112,64,69,15
"Springfield Township School District, New Jersey","3415630",12880,720,2484,2334,4185,3157,6199,108,1253,1374,2119,1345,2701,45,298,394,1092,872,230,11,44,15,140,20,3750,556,889,551,834,920
"Stone Harbor Borough School District, New Jersey","3415810",782,13,140,152,259,218,140,3,19,22,61,35,614,7,113,127,189,178,6,0,0,3,3,0,22,3,8,0,6,5
"Summit City School District, New Jersey","3415900",14613,888,1788,1661,5043,5233,4746,171,721,552,1823,1479,5389,14,222,428,2310,2415,201,76,13,9,49,54,4277,627,832,672,861,1285
"Teaneck Township School District, New Jersey","3416080",26725,1593,5103,5117,8487,6425,5852,255,1403,1500,1647,1047,12094,327,1934,1802,4138,3893,394,85,40,51,70,148,8385,926,1726,1764,2632,1337
"Tenafly Borough School District, New Jersey","3416110",9156,206,926,945,3210,3869,1392,0,143,246,547,456,3450,14,263,282,1348,1543,115,0,15,0,23,77,4199,192,505,417,1292,1793
"Toms River Regional School District, New Jersey","3416230",76144,5963,26683,20671,14943,7884,49094,3039,17889,13961,9631,4574,17999,1451,6059,4789,3436,2264,1085,202,294,365,128,96,7966,1271,2441,1556,1748,950
"Trenton City School District, New Jersey","3416290",54671,15388,20995,11783,4136,2369,23480,3875,10518,6620,1656,811,10667,2157,4086,2357,1153,914,3561,1203,1423,701,160,74,16963,8153,4968,2105,1167,570
"Union Beach Borough School District, New Jersey","3416350",3824,502,1512,1036,565,209,2651,299,1195,695,352,110,791,163,211,170,148,99,18,0,0,9,9,0,364,40,106,162,56,0
"Union City School District, New Jersey","3416380",46988,14313,15465,8308,6143,2759,5770,645,1795,1462,1340,528,3748,220,988,930,1125,485,2678,1002,903,383,225,165,34792,12446,11779,5533,3453,1581
"Barnegat Township School District, New Jersey","3416470",15761,1159,5826,5108,2491,1177,9384,706,3565,3026,1475,612,4997,295,1748,1505,971,478,179,15,103,48,0,13,1201,143,410,529,45,74
"Union Township School District, New Jersey","3416500",40746,4807,12525,10088,9400,3926,18896,1056,6369,5431,4276,1764,5129,433,1453,1249,1250,744,1085,101,457,286,160,81,15636,3217,4246,3122,3714,1337
"Upper Freehold Regional School District, New Jersey","3416560",6136,249,1394,1355,1823,1315,3474,131,803,839,1104,597,2112,60,417,462,605,568,39,0,39,0,0,0,511,58,135,54,114,150
"Upper Pittsgrove Township School District, New Jersey","3416590",2435,315,896,594,394,236,1692,190,716,435,242,109,565,94,165,97,108,101,36,0,4,0,32,0,142,31,11,62,12,26
"Upper Township School District, New Jersey","3416650",8306,271,2450,2233,2271,1081,4375,161,1399,1154,1037,624,3599,98,937,964,1158,442,116,2,51,25,38,0,216,10,63,90,38,15
"Ventnor City City School District, New Jersey","3416680",7519,847,2636,1818,1364,854,2490,245,924,565,548,208,2483,156,818,601,524,384,266,24,79,113,0,50,2280,422,815,539,292,212
"Vernon Township School District, New Jersey","3416710",15763,958,5379,4581,3302,1543,10328,526,3814,2938,2177,873,3833,131,1110,1203,894,495,168,62,19,76,0,11,1434,239,436,364,231,164
"Verona Borough School District, New Jersey","3416740",9804,317,2039,1721,3439,2288,5150,55,1185,1004,1899,1007,2961,100,451,485,1035,890,27,0,0,0,16,11,1666,162,403,232,489,380
"Vineland City School District, New Jersey","3416800",40368,9349,14404,9627,5024,1964,21224,3168,8287,5754,3165,850,7608,1278,2771,1901,1079,579,5101,2304,1636,852,269,40,6435,2599,1710,1120,511,495
"Waldwick Borough School District, New Jersey","3416860",6874,300,1295,1728,2292,1259,3365,45,654,868,1148,650,2119,15,424,558,621,501,56,0,9,0,26,21,1334,240,208,302,497,87
"Wall Township School District, New Jersey","3416890",18335,763,3973,4466,5568,3565,12095,464,2724,3013,3956,1938,4768,109,1008,988,1354,1309,229,9,7,163,46,4,1243,181,234,302,212,314
"Wallington Borough School District, New Jersey","3416920",8593,810,3574,1888,1608,713,3148,260,1223,813,658,194,826,37,234,265,196,94,109,12,42,55,0,0,4510,501,2075,755,754,425
"Washington Township School District (Burlington County), New Jersey","3417040",586,111,186,156,94,39,375,74,131,93,57,20,128,21,29,38,27,13,54,16,23,13,2,0,29,0,3,12,8,6
"Washington Township School District (Gloucester County), New Jersey","3417070",33427,2209,10023,9751,8059,3385,12161,491,3582,3458,3363,1267,18273,1166,5686,5654,4010,1757,332,33,117,84,69,29,2661,519,638,555,617,332
"Robbinsville Township School District, New Jersey","3417100",9465,324,1761,1754,3525,2101,4812,160,1166,1081,1727,678,2778,60,296,430,1083,909,95,19,33,34,0,9,1780,85,266,209,715,505
"Waterford Township School District, New Jersey","3417250",7528,823,2687,2315,1292,411,4263,472,1544,1228,781,238,2664,310,966,781,441,166,19,18,1,0,0,0,582,23,176,306,70,7
"Wayne Township School District, New Jersey","3417280",37706,2596,9035,7017,12044,7014,20050,1148,5432,3706,6762,3002,7821,341,1430,1577,2715,1758,421,69,103,105,81,63,9414,1038,2070,1629,2486,2191
"Weehawken Township School District, New Jersey","3417310",10503,1004,1910,1549,3475,2565,2739,98,674,349,1065,553,3072,70,418,417,1330,837,236,52,48,18,69,49,4456,784,770,765,1011,1126
"West Deptford Township School District, New Jersey","3417430",15514,1128,5156,4277,3665,1288,8731,581,2779,2546,2232,593,5850,462,2170,1439,1246,533,97,0,62,35,0,0,836,85,145,257,187,162
"West Milford Township School District, New Jersey","3417520",18740,1186,6380,4681,4300,2193,11599,756,4261,2958,2583,1041,5413,184,1503,1464,1366,896,92,20,40,8,12,12,1636,226,576,251,339,244
"West New York Town School District, New Jersey","3417580",36988,10079,9833,7496,6263,3317,3710,252,933,1083,1167,275,4375,226,690,1179,1401,879,1459,510,435,300,117,97,27444,9091,7775,4934,3578,2066
"West Orange Town School District, New Jersey","3417610",33102,2648,7587,6082,9774,7011,12414,521,3276,2581,3750,2286,8255,238,1150,1367,2803,2697,339,57,133,82,29,38,12094,1832,3028,2052,3192,1990
"West Wildwood Borough School District, New Jersey","3417670",416,63,195,102,33,23,78,7,33,29,9,0,332,54,160,73,24,21,1,0,0,0,0,1,5,2,2,0,0,1
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",35124,1076,2732,3951,11998,15367,5450,193,852,1203,1970,1232,10073,90,863,1427,3795,3898,297,7,16,45,100,129,19304,786,1001,1276,6133,10108
"Westfield Town School District, New Jersey","3417760",20146,491,2705,2835,7473,6642,7887,157,1219,1236,3227,2048,8501,105,827,970,3245,3354,284,0,18,57,86,123,3474,229,641,572,915,1117
"Westwood Regional School District, New Jersey","3417820",14464,673,3385,3099,4752,2555,6093,134,1368,1635,2058,898,4743,117,1224,850,1655,897,149,0,92,10,7,40,3479,422,701,604,1032,720
"Weymouth Township School District, New Jersey","3417850",2140,229,912,588,245,166,1125,139,514,283,111,78,828,55,341,266,123,43,36,0,13,23,0,0,151,35,44,16,11,45
"White Township School District, New Jersey","3417910",3755,387,1456,1181,578,153,2408,170,890,827,385,136,1111,78,536,336,144,17,25,6,0,6,13,0,211,133,30,12,36,0
"Wildwood City School District, New Jersey","3417940",3743,601,1593,914,418,217,1222,104,488,371,201,58,1747,281,806,390,200,70,286,68,120,91,7,0,488,148,179,62,10,89
"Wildwood Crest Borough School District, New Jersey","3417970",2523,129,804,658,645,287,777,39,175,246,240,77,1512,57,517,346,382,210,32,0,32,0,0,0,202,33,80,66,23,0
"Willingboro Township School District, New Jersey","3418000",21119,2107,7121,6921,3185,1785,6715,541,2320,2244,1118,492,9890,772,3419,3413,1362,924,617,155,169,158,130,5,3897,639,1213,1106,575,364
"Winfield Township School District, New Jersey","3418030",1135,80,523,345,140,47,932,64,426,272,126,44,139,9,74,53,0,3,9,0,2,7,0,0,55,7,21,13,14,0
