"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Fairview Borough School District, New Jersey","3405070",14314,2348,1114,10852,4904,763,276,3865,1939,168,106,1665,176,34,33,109,7295,1383,699,5213
"Florence Township School District, New Jersey","3405220",12594,668,468,11458,8675,500,357,7818,2897,145,82,2670,174,0,0,174,848,23,29,796
"Folsom Borough School District, New Jersey","3405280",1859,151,74,1634,1300,104,62,1134,491,43,12,436,26,0,0,26,42,4,0,38
"Fort Lee Borough School District, New Jersey","3405310",36607,3881,2213,30513,7472,676,474,6322,9003,784,458,7761,793,16,44,733,19339,2405,1237,15697
"Franklin Township School District, New Jersey","3405490",64522,3987,3319,57216,29827,2207,1617,26003,14373,776,614,12983,1148,1,0,1147,19174,1003,1088,17083
"Garfield City School District, New Jersey","3405760",31362,5846,3666,21850,14801,3109,1770,9922,2768,452,272,2044,657,161,80,416,13136,2124,1544,9468
"Garwood Borough School District, New Jersey","3405790",4289,176,130,3983,2800,101,88,2611,769,37,35,697,26,0,0,26,694,38,7,649
"Glassboro Borough School District, New Jersey","3405880",16825,3355,1172,12298,9613,2209,643,6761,5737,732,203,4802,325,55,110,160,1150,359,216,575
"Glen Ridge Borough School District, New Jersey","3405940",7615,336,33,7246,3608,176,13,3419,2971,105,0,2866,128,0,0,128,908,55,20,833
"Glen Rock Borough School District, New Jersey","3405970",11882,301,179,11402,5740,116,79,5545,4663,87,44,4532,153,0,0,153,1326,98,56,1172
"Gloucester City School District, New Jersey","3406000",11270,1392,1331,8547,8101,1055,1022,6024,2149,214,222,1713,143,64,29,50,877,59,58,760
"Green Township School District, New Jersey","3406090",3524,61,15,3448,2483,49,11,2423,707,7,4,696,63,0,0,63,271,5,0,266
"Green Brook Township School District, New Jersey","3406120",6981,393,223,6365,3709,239,115,3355,1259,66,30,1163,17,0,0,17,1996,88,78,1830
"Greenwich Township School District (Gloucester County), New Jersey","3406180",4870,484,230,4156,3273,425,144,2704,1276,30,86,1160,113,29,0,84,208,0,0,208
"Greenwich Township School District (Warren County), New Jersey","3406210",5567,125,254,5188,3055,84,145,2826,1682,38,11,1633,15,3,0,12,815,0,98,717
"Guttenberg Town School District, New Jersey","3406240",11517,1859,1637,8021,3363,896,402,2065,1586,57,73,1456,159,41,0,118,6409,865,1162,4382
"Hackensack City School District, New Jersey","3406270",43063,6279,3682,33102,15638,3117,1047,11474,8795,871,618,7306,1074,195,33,846,17556,2096,1984,13476
"Hackettstown Town School District, New Jersey","3406300",8869,1155,640,7074,5116,424,300,4392,1663,190,53,1420,96,0,8,88,1994,541,279,1174
"Haddon Heights Borough School District, New Jersey","3406330",7483,288,217,6978,4479,149,137,4193,2680,95,49,2536,106,9,4,93,218,35,27,156
"Haddon Township School District, New Jersey","3406360",14548,615,520,13413,8026,291,281,7454,5851,245,213,5393,84,8,0,76,587,71,26,490
"Haddonfield Borough School District, New Jersey","3406390",11453,328,144,10981,5199,184,13,5002,5735,133,107,5495,131,0,14,117,388,11,10,367
"Hamilton Township School District, New Jersey","3406540",88301,6192,5019,77090,57910,3492,2686,51732,14357,982,675,12700,1966,144,188,1634,14068,1574,1470,11024
"Hammonton Town School District, New Jersey","3406570",14310,1804,752,11754,9908,1128,396,8384,2363,220,101,2042,387,120,75,192,1652,336,180,1136
"Harding Township School District, New Jersey","3406720",3881,131,19,3731,2058,84,19,1955,1422,23,0,1399,28,0,0,28,373,24,0,349
"Harmony Township School District, New Jersey","3406810",2559,178,31,2350,1664,123,24,1517,794,25,4,765,16,6,0,10,85,24,3,58
"Harrison Town School District, New Jersey","3406870",14995,2159,1339,11497,5107,873,409,3825,1518,175,128,1215,540,72,53,415,7830,1039,749,6042
"Hasbrouck Heights Borough School District, New Jersey","3406930",12150,906,404,10840,6656,330,280,6046,2101,172,30,1899,210,30,25,155,3183,374,69,2740
"Hawthorne Borough School District, New Jersey","3406990",18931,888,1039,17004,12426,483,598,11345,3054,60,73,2921,377,12,41,324,3074,333,327,2414
"Hi-Nella Borough School District, New Jersey","3407080",892,106,127,659,530,75,62,393,270,29,32,209,0,0,0,0,92,2,33,57
"Highland Park Borough School District, New Jersey","3407170",14180,1608,619,11953,5478,719,205,4554,4319,381,130,3808,316,46,35,235,4067,462,249,3356
"Hillsborough Township School District, New Jersey","3407230",39874,1424,829,37621,23928,959,437,22532,8383,284,173,7926,448,35,0,413,7115,146,219,6750
"Hillside Township School District, New Jersey","3407290",21645,2605,2060,16980,11755,1751,1099,8905,3190,301,510,2379,471,38,0,433,6229,515,451,5263
"Ho-Ho-Kus Borough School District, New Jersey","3407320",4139,10,19,4110,2114,0,12,2102,1470,10,7,1453,24,0,0,24,531,0,0,531
"Hoboken City School District, New Jersey","3407350",51643,5424,1223,44996,21501,2842,432,18227,19393,998,279,18116,2130,829,180,1121,8619,755,332,7532
"Holmdel Township School District, New Jersey","3407410",16191,570,424,15197,6607,268,218,6121,5816,163,123,5530,177,0,23,154,3591,139,60,3392
"Hopatcong Borough School District, New Jersey","3407440",14588,904,800,12884,9817,526,515,8776,2950,218,112,2620,199,7,12,180,1622,153,161,1308
"Hope Township School District, New Jersey","3407470",1859,74,45,1740,1338,47,42,1249,381,21,3,357,24,0,0,24,116,6,0,110
"Hopewell Valley Regional School District, New Jersey","3407530",22289,642,491,21156,11926,281,259,11386,7840,240,199,7401,239,19,4,216,2284,102,29,2153
"Interlaken Borough School District, New Jersey","3407650",806,29,10,767,535,15,6,514,222,7,4,211,5,0,0,5,44,7,0,37
"Irvington Township School District, New Jersey","3407680",54017,12618,6753,34646,26450,6622,3231,16597,9314,2122,737,6455,1221,295,211,715,17032,3579,2574,10879
"Jackson Township School District, New Jersey","3407740",55793,2391,2834,50568,32886,1366,1776,29744,17376,796,559,16021,742,72,62,608,4789,157,437,4195
"Jamesburg Borough School District, New Jersey","3407770",6001,630,317,5054,3348,381,134,2833,1305,58,101,1146,107,46,0,61,1241,145,82,1014
"Jefferson Township School District, New Jersey","3407800",21377,1280,567,19530,15692,941,457,14294,3646,165,72,3409,104,9,0,95,1935,165,38,1732
"Jersey City School District, New Jersey","3407830",259141,50259,23586,185296,92600,22913,9502,60185,48879,6678,3317,38884,10542,2584,1271,6687,107120,18084,9496,79540
"Keansburg Borough School District, New Jersey","3407860",9759,1982,638,7139,6298,1266,394,4638,2160,422,195,1543,166,51,0,115,1135,243,49,843
"Kearny Town School District, New Jersey","3407890",40886,4752,3789,32345,18843,2116,1858,14869,3613,411,307,2895,1281,185,136,960,17149,2040,1488,13621
"Kenilworth Borough School District, New Jersey","3407920",8129,567,281,7281,5794,419,235,5140,787,0,32,755,68,0,0,68,1480,148,14,1318
"Keyport Borough School District, New Jersey","3407950",7100,832,826,5442,4427,453,465,3509,1341,158,253,930,142,14,6,122,1190,207,102,881
"Kinnelon Borough School District, New Jersey","3408040",10239,285,229,9725,6420,137,124,6159,2621,129,75,2417,126,0,9,117,1072,19,21,1032
"Lacey Township School District, New Jersey","3408100",28091,2615,1276,24200,21619,2049,1037,18533,5136,357,198,4581,253,27,0,226,1083,182,41,860
"Lakehurst Borough School District, New Jersey","3408160",2665,314,210,2141,1632,229,42,1361,683,45,102,536,83,15,0,68,267,25,66,176
"Lakewood Township School District, New Jersey","3408220",95778,30201,15681,49896,51980,18190,8718,25072,27141,7354,3622,16165,3940,1139,923,1878,12717,3518,2418,6781
"Laurel Springs Borough School District, New Jersey","3408280",1938,123,87,1728,1254,71,62,1121,592,36,25,531,4,0,0,4,88,16,0,72
"Lavallette Borough School District, New Jersey","3408310",2017,172,108,1737,1530,117,73,1340,391,40,8,343,6,6,0,0,90,9,27,54
"Lawnside Borough School District, New Jersey","3408340",2923,528,202,2193,1632,372,119,1141,1147,156,75,916,5,0,0,5,139,0,8,131
"Lawrence Township School District (Cumberland County), New Jersey","3408370",3236,593,99,2544,2490,394,81,2015,442,45,18,379,123,85,0,38,181,69,0,112
"Lawrence Township School District (Mercer County), New Jersey","3408400",30887,1756,1067,28064,14419,933,590,12896,7831,312,241,7278,369,35,0,334,8268,476,236,7556
"Leonia Borough School District, New Jersey","3408520",9129,897,337,7895,2497,144,46,2307,2348,99,67,2182,129,0,0,129,4155,654,224,3277
"Lincoln Park Borough School District, New Jersey","3408580",9909,468,140,9301,6490,278,53,6159,1505,71,22,1412,164,72,0,92,1750,47,65,1638
"Linden City School District, New Jersey","3408610",41258,4431,3921,32906,20541,2115,2062,16364,5826,635,372,4819,1356,157,283,916,13535,1524,1204,10807
"Lindenwold Borough School District, New Jersey","3408640",17464,3212,2242,12010,9033,1843,1101,6089,4653,493,575,3585,490,87,73,330,3288,789,493,2006
"Longport Borough School District, New Jersey","3408671",1006,40,83,883,379,19,45,315,592,21,35,536,4,0,0,4,31,0,3,28
"Little Ferry Borough School District, New Jersey","3408760",10861,1289,592,8980,4117,578,200,3339,1545,152,55,1338,198,0,16,182,5001,559,321,4121
"Livingston Township School District, New Jersey","3408820",29360,634,548,28178,14614,204,206,14204,7356,220,166,6970,340,2,0,338,7050,208,176,6666
"Lodi Borough School District, New Jersey","3408850",24364,3716,2304,18344,11734,1602,1215,8917,3307,617,236,2454,525,148,133,244,8798,1349,720,6729
"Logan Township School District, New Jersey","3408880",5964,420,38,5506,2196,195,32,1969,3296,199,0,3097,110,0,4,106,362,26,2,334
"Long Branch City School District, New Jersey","3408940",30497,5209,3505,21783,14961,2532,2006,10423,5257,599,324,4334,698,131,60,507,9581,1947,1115,6519
"Lopatcong Township School District, New Jersey","3409000",8001,662,405,6934,4420,435,217,3768,2720,126,140,2454,163,15,0,148,698,86,48,564
"Lower Alloways Creek Township School District, New Jersey","3409030",1861,168,72,1621,1437,146,65,1226,416,20,6,390,2,0,0,2,6,2,1,3
"Pennsville Township School District, New Jersey","3409120",12911,1464,796,10651,7194,818,440,5936,5047,588,292,4167,147,19,0,128,523,39,64,420
"Lyndhurst Township School District, New Jersey","3409210",21582,2144,1113,18325,12623,1094,781,10748,2565,249,112,2204,421,182,10,229,5973,619,210,5144
"Madison Borough School District, New Jersey","3409240",14653,884,355,13414,7736,406,163,7167,4411,223,91,4097,254,22,0,232,2252,233,101,1918
"Old Bridge Township School District, New Jersey","3409270",66103,2678,2937,60488,30056,1014,1543,27499,19909,565,555,18789,1451,25,79,1347,14687,1074,760,12853
"Mahwah Township School District, New Jersey","3409330",23360,837,802,21721,10735,294,457,9984,7948,219,123,7606,253,47,12,194,4424,277,210,3937
"Manasquan Borough School District, New Jersey","3409420",5812,402,295,5115,4115,250,218,3647,1120,6,0,1114,34,0,8,26,543,146,69,328
"Manchester Township School District, New Jersey","3409450",42853,3262,3726,35865,25981,1944,1859,22178,12503,892,1283,10328,707,66,65,576,3662,360,519,2783
"Mannington Township School District, New Jersey","3409480",1346,152,56,1138,852,91,35,726,415,39,14,362,28,9,0,19,51,13,7,31
"Manville Borough School District, New Jersey","3409630",10431,904,534,8993,6622,674,359,5589,1623,100,54,1469,84,8,0,76,2102,122,121,1859
"Maple Shade Township School District, New Jersey","3409660",18676,1781,1018,15877,9871,1083,744,8044,6747,454,193,6100,324,108,39,177,1734,136,42,1556
"Margate City School District, New Jersey","3409690",6230,582,280,5368,2587,300,65,2222,3133,210,144,2779,74,33,0,41,436,39,71,326
"Matawan-Aberdeen Regional School District, New Jersey","3409750",27062,1923,629,24510,14345,1007,287,13051,8264,530,214,7520,246,9,18,219,4207,377,110,3720
"Maurice River Township School District, New Jersey","3409780",2771,89,386,2296,2255,79,234,1942,368,10,21,337,58,0,52,6,90,0,79,11
"Maywood Borough School District, New Jersey","3409810",9706,512,563,8631,5122,129,206,4787,1939,131,78,1730,157,36,1,120,2488,216,278,1994
"Merchantville Borough School District, New Jersey","3409960",3771,101,242,3428,1965,36,131,1798,1347,57,56,1234,119,8,0,111,340,0,55,285
"Metuchen Borough School District, New Jersey","3409990",13773,349,498,12926,7362,159,112,7091,3362,69,60,3233,128,0,0,128,2921,121,326,2474
"Middle Township School District, New Jersey","3410020",17838,1634,1801,14403,10915,1014,972,8929,5997,444,597,4956,216,136,0,80,710,40,232,438
"Middlesex Borough School District, New Jersey","3410050",13811,953,545,12313,8649,447,365,7837,2110,273,154,1683,153,0,0,153,2899,233,26,2640
"Middletown Township School District, New Jersey","3410110",65842,3053,1861,60928,39304,1969,887,36448,21229,741,515,19973,666,39,13,614,4643,304,446,3893
"Midland Park Borough School District, New Jersey","3410140",7283,379,47,6857,5018,154,31,4833,1561,35,16,1510,103,0,0,103,601,190,0,411
"Millburn Township School District, New Jersey","3410200",20208,550,679,18979,7759,148,415,7196,8045,103,105,7837,279,11,10,258,4125,288,149,3688
"Millstone Township School District, New Jersey","3410230",10521,503,523,9495,5703,229,42,5432,3762,258,430,3074,160,0,0,160,896,16,51,829
"Milltown Borough School District, New Jersey","3410290",7016,544,15,6457,4881,221,15,4645,1202,19,0,1183,73,0,0,73,860,304,0,556
"Millville City School District, New Jersey","3410320",28019,5040,2537,20442,20517,3608,1706,15203,5258,847,467,3944,1320,420,294,606,924,165,70,689
"Mine Hill Township School District, New Jersey","3410350",3509,170,151,3188,2298,122,88,2088,474,31,0,443,104,0,0,104,633,17,63,553
"Monroe Township School District (Gloucester County), New Jersey","3410470",36382,2669,1692,32021,20984,1791,1038,18155,13267,710,587,11970,304,29,0,275,1827,139,67,1621
"Monroe Township School District (Middlesex County), New Jersey","3410500",42496,2118,1168,39210,18174,1065,338,16771,15316,605,697,14014,349,30,0,319,8657,418,133,8106
"Montague Township School District, New Jersey","3410530",3769,279,128,3362,2419,179,83,2157,1200,91,45,1064,27,9,0,18,123,0,0,123
"Montclair Town School District, New Jersey","3410560",37836,2906,1258,33672,16714,1747,570,14397,15557,685,401,14471,442,65,37,340,5123,409,250,4464
"Montgomery Township School District, New Jersey","3410590",23334,953,281,22100,8865,263,173,8429,7793,351,63,7379,202,0,15,187,6474,339,30,6105
"Montville Township School District, New Jersey","3410650",21608,603,725,20280,12455,299,402,11754,4574,175,64,4335,361,92,84,185,4218,37,175,4006
"Moonachie Borough School District, New Jersey","3410680",2741,336,89,2316,1293,125,34,1134,358,33,4,321,65,7,0,58,1025,171,51,803
"Moorestown Township School District, New Jersey","3410710",20191,742,384,19065,9299,363,240,8696,8836,266,117,8453,300,44,0,256,1756,69,27,1660
"Morris Plains Borough School District, New Jersey","3410770",5612,116,195,5301,3546,95,131,3320,1465,19,20,1426,68,0,0,68,533,2,44,487
"Morris Township School District, New Jersey","3410810",39946,2734,2398,34814,19501,1251,1046,17204,11465,525,347,10593,596,21,39,536,8384,937,966,6481
"Mount Arlington Borough School District, New Jersey","3410860",5251,93,217,4941,3438,65,105,3268,1192,1,52,1139,20,0,0,20,601,27,60,514
"Mount Ephraim Borough School District, New Jersey","3410890",4639,575,415,3649,3205,413,357,2435,1162,150,35,977,11,2,0,9,261,10,23,228
"Mount Olive Township School District, New Jersey","3410980",28744,1604,1483,25657,16981,930,862,15189,6091,298,205,5588,720,122,42,556,4952,254,374,4324
"Mountain Lakes Borough School District, New Jersey","3411010",4287,135,68,4084,2022,9,36,1977,1646,63,32,1551,17,0,0,17,602,63,0,539
"Mountainside Borough School District, New Jersey","3411040",6603,220,238,6145,3966,131,164,3671,1579,17,27,1535,111,0,0,111,947,72,47,828
"Neptune City School District, New Jersey","3411130",4621,860,414,3347,3440,608,356,2476,718,113,58,547,74,0,0,74,389,139,0,250
"Neptune Township School District, New Jersey","3411160",27090,2964,1977,22149,17065,1626,1266,14173,5802,769,423,4610,481,39,16,426,3742,530,272,2940
"New Brunswick City School District, New Jersey","3411220",48437,17426,8005,23006,20984,8974,3515,8495,5583,1829,648,3106,1423,378,308,737,20447,6245,3534,10668
"New Hanover Township School District, New Jersey","3411250",1660,207,114,1339,939,112,44,783,472,36,24,412,17,0,0,17,232,59,46,127
"New Milford Borough School District, New Jersey","3411280",16450,1239,737,14474,6617,514,126,5977,4479,364,286,3829,309,0,0,309,5045,361,325,4359
"New Providence Borough School District, New Jersey","3411310",12335,544,177,11614,6474,325,106,6043,3734,66,0,3668,136,0,0,136,1991,153,71,1767
"Newark City School District, New Jersey","3411340",268614,78133,38071,152410,137173,47077,18999,71097,36726,10140,4959,21627,16615,5219,2499,8897,78100,15697,11614,50789
"Newfield Elementary School District, New Jersey","3411370",1666,126,130,1410,1253,116,107,1030,334,10,12,312,43,0,3,40,36,0,8,28
"Newton Town School District, New Jersey","3411400",7579,1307,820,5452,5039,786,584,3669,1358,231,72,1055,51,0,0,51,1131,290,164,677
"North Arlington Borough School District, New Jersey","3411430",15788,1023,1164,13601,8884,433,661,7790,1514,16,62,1436,241,46,26,169,5149,528,415,4206
"North Bergen Township School District, New Jersey","3411460",62204,9229,5611,47364,19513,3429,1649,14435,8226,750,550,6926,1930,296,200,1434,32535,4754,3212,24569
"North Brunswick Township School District, New Jersey","3411490",40251,2807,1880,35564,18410,1444,635,16331,6733,354,184,6195,777,97,105,575,14331,912,956,12463
"North Plainfield Borough School District, New Jersey","3411640",21938,1982,1130,18826,10826,948,434,9444,3153,208,85,2860,819,62,42,715,7140,764,569,5807
"North Wildwood City School District, New Jersey","3411670",3943,355,310,3278,1171,121,97,953,2573,220,187,2166,46,0,0,46,153,14,26,113
"Nutley Town School District, New Jersey","3411880",28558,1638,1128,25792,18958,1126,634,17198,4406,148,193,4065,523,40,40,443,4671,324,261,4086
"Oaklyn Borough School District, New Jersey","3411940",3979,206,149,3624,2457,124,90,2243,1335,54,52,1229,22,5,3,14,165,23,4,138
"Ocean City School District, New Jersey","3411970",11280,1133,689,9458,4411,506,294,3611,5877,367,260,5250,131,15,7,109,861,245,128,488
"Ocean Township School District (Monmouth County), New Jersey","3412060",27176,2885,793,23498,16098,1602,462,14034,5617,458,80,5079,339,30,0,309,5122,795,251,4076
"Ocean Township School District (Ocean County), New Jersey","3412090",8663,547,500,7616,5993,392,420,5181,2322,154,62,2106,27,1,0,26,321,0,18,303
"Oldmans Township School District, New Jersey","3412210",1809,162,203,1444,1007,99,135,773,701,48,41,612,33,0,0,33,68,15,27,26
"Orange City Township School District, New Jersey","3412270",30044,7546,4169,18329,13813,4356,2047,7410,4476,877,611,2988,639,110,0,529,11116,2203,1511,7402
"Oxford Township School District, New Jersey","3412300",2514,110,56,2348,1748,51,40,1657,587,21,9,557,7,3,0,4,172,35,7,130
"Palisades Park Borough School District, New Jersey","3412360",20460,2286,2169,16005,4234,399,453,3382,2653,177,206,2270,340,0,34,306,13233,1710,1476,10047
"Palmyra Borough School District, New Jersey","3412390",7291,874,376,6041,3479,428,205,2846,3083,358,171,2554,231,0,0,231,498,88,0,410
"Paramus Borough School District, New Jersey","3412420",25387,594,950,23843,11993,248,288,11457,5266,129,137,5000,418,2,0,416,7710,215,525,6970
"Park Ridge Borough School District, New Jersey","3412450",8625,290,406,7929,4736,125,273,4338,2621,45,68,2508,65,0,0,65,1203,120,65,1018
"Parsippany-Troy Hills Township School District, New Jersey","3412480",52735,2578,2523,47634,23856,994,940,21922,8841,432,425,7984,466,4,35,427,19572,1148,1123,17301
"Passaic City School District, New Jersey","3412540",69942,22321,10994,36627,30659,11726,4946,13987,7535,1371,608,5556,4406,1315,859,2232,27342,7909,4581,14852
"Paterson City School District, New Jersey","3412690",145423,42254,22145,81024,68353,22116,10728,35509,13364,3526,1532,8306,12179,3895,2887,5397,51527,12717,6998,31812
"Paulsboro Borough School District, New Jersey","3412720",6009,1757,562,3690,4407,1162,485,2760,1286,405,77,804,80,51,0,29,236,139,0,97
"Pemberton Township School District, New Jersey","3412810",26883,3481,1574,21828,14565,2331,868,11366,8749,787,432,7530,1312,105,69,1138,2257,258,205,1794
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",12392,2479,1723,8190,6967,1514,1129,4324,3652,481,330,2841,402,152,12,238,1371,332,252,787
"Pennsauken Township School District, New Jersey","3412870",35563,4153,2891,28519,17105,2077,1435,13593,10879,1076,792,9011,1803,233,158,1412,5776,767,506,4503
"Pequannock Township School District, New Jersey","3412900",15484,725,417,14342,10841,445,347,10049,3039,94,44,2901,402,122,0,280,1202,64,26,1112
"Perth Amboy City School District, New Jersey","3412930",51613,10549,5555,35509,21225,4256,1725,15244,4440,771,361,3308,4834,914,443,3477,21114,4608,3026,13480
"Phillipsburg Town School District, New Jersey","3412960",14462,2838,1471,10153,8273,1828,774,5671,4477,689,450,3338,139,0,42,97,1573,321,205,1047
"Pine Hill Borough School District, New Jersey","3412990",10451,1544,781,8126,6818,934,413,5471,2883,449,225,2209,321,83,88,150,429,78,55,296
"Pine Valley Borough School District, New Jersey","3413020",4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",47488,3328,2175,41985,21452,1428,1240,18784,7663,500,134,7029,476,36,0,440,17897,1364,801,15732
"Pitman Borough School District, New Jersey","3413080",8841,615,275,7951,6164,370,183,5611,2373,229,55,2089,20,16,0,4,284,0,37,247
"Pittsgrove Township School District, New Jersey","3413110",8937,494,830,7613,6373,407,715,5251,2164,76,92,1996,71,3,0,68,329,8,23,298
"Plainfield City School District, New Jersey","3413140",49879,11012,6670,32197,21227,4677,2706,13844,8134,1294,578,6262,1041,163,143,735,19477,4878,3243,11356
"Pleasantville City School District, New Jersey","3413200",20206,4833,2721,12652,11370,2962,1344,7064,3210,531,495,2184,1009,185,163,661,4617,1155,719,2743
"Plumsted Township School District, New Jersey","3413230",8388,438,423,7527,6476,333,340,5803,1543,104,83,1356,51,0,0,51,318,1,0,317
"Pohatcong Township School District, New Jersey","3413260",3238,306,203,2729,2067,215,116,1736,1049,78,82,889,19,0,0,19,103,13,5,85
"Point Pleasant Borough School District, New Jersey","3413290",18349,1158,634,16557,14646,944,449,13253,2792,128,126,2538,82,10,0,72,829,76,59,694
"Point Pleasant Beach Borough School District, New Jersey","3413320",4847,384,195,4268,3450,282,142,3026,882,19,40,823,81,0,0,81,434,83,13,338
