"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Atlantic County, New Jersey","34001",27264,27073,31651,20664,24864
"Bergen County, New Jersey","34003",40048,38153,48231,31744,36143
"Burlington County, New Jersey","34005",37192,34461,41857,35277,31595
"Camden County, New Jersey","34007",30194,28397,35532,18015,25709
"Cape May County, New Jersey","34009",30251,30080,31603,19730,20033
"Cumberland County, New Jersey","34011",24821,26439,26040,19322,19926
"Essex County, New Jersey","34013",29776,30193,36613,20494,26455
"Gloucester County, New Jersey","34015",34553,31852,38229,30726,32015
"Hudson County, New Jersey","34017",30679,31288,46127,20375,26749
"Hunterdon County, New Jersey","34019",45817,41910,54701,41100,41885
"Mercer County, New Jersey","34021",32180,31534,38796,19599,28992
"Middlesex County, New Jersey","34023",36220,33298,42071,26211,37019
"Monmouth County, New Jersey","34025",37312,35896,44681,30167,29315
"Morris County, New Jersey","34027",43212,41814,54084,30892,37247
"Ocean County, New Jersey","34029",29992,30664,31396,25710,23049
"Passaic County, New Jersey","34031",27420,30838,37608,19183,23610
"Salem County, New Jersey","34033",29784,30251,31173,17277,23279
"Somerset County, New Jersey","34035",45120,42272,54254,40199,42034
"Sussex County, New Jersey","34037",38123,36373,43123,30638,37791
"Union County, New Jersey","34039",31491,33448,41235,27806,26966
"Warren County, New Jersey","34041",35411,33820,41110,30694,31511
