"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Atlantic County, New Jersey","34001",273674,16609,47575,25086,31355,37409,43908,17482,6993,8842,20720,17695,151324,14901,38343,16906,16247,17948,19852,7328,2499,3173,7216,6911,71599,1191,5531,4207,5956,8746,13857,6645,3227,3838,9941,8460,8335,256,981,412,1356,1608,1773,569,229,420,422,309,42416,261,2720,3561,7796,9107,8426,2940,1038,1411,3141,2015
"Bergen County, New Jersey","34003",900730,50434,153565,66881,103791,132231,146039,60341,22990,28683,66662,69113,391298,40680,103853,37701,38812,42251,47632,19718,7546,9196,18893,25016,235200,7820,32944,13094,20531,32567,41100,19679,7446,9602,23972,26445,13575,324,1731,1101,1495,2407,1907,1301,403,646,1288,972,260657,1610,15037,14985,42953,55006,55400,19643,7595,9239,22509,16680
"Burlington County, New Jersey","34005",448095,25944,78927,37038,51608,64597,74284,29297,11113,14090,31677,29520,231267,21840,57962,23905,26565,27811,31146,11004,4052,5390,10862,10730,165552,3573,17179,9550,16195,26637,33032,14109,5557,6771,17007,15942,8181,188,1041,743,1203,1417,1660,651,131,368,403,376,43095,343,2745,2840,7645,8732,8446,3533,1373,1561,3405,2472
"Camden County, New Jersey","34007",513582,33322,92841,46304,67165,71412,78018,32744,11393,15215,33117,32051,268549,28667,68081,29426,36653,31884,31068,11950,4218,4911,10800,10891,175529,4011,19943,10369,17611,25467,34454,15684,5395,7916,17089,17590,17303,208,1335,1584,2360,3371,3497,1442,647,742,1400,717,52201,436,3482,4925,10541,10690,8999,3668,1133,1646,3828,2853
"Cape May County, New Jersey","34009",97265,4566,14048,7578,9030,10854,15289,7396,3294,4479,10812,9919,44983,3959,10730,4633,5150,4642,5676,2463,1122,1126,2869,2613,46955,532,2916,2284,3009,5271,8753,4479,2048,3178,7512,6973,1104,31,122,168,91,191,277,105,46,19,33,21,4223,44,280,493,780,750,583,349,78,156,398,312
"Cumberland County, New Jersey","34011",156142,10723,27046,14707,22437,22438,22051,9189,3498,4459,10379,9215,102511,9885,22656,10105,13866,13992,12503,5239,1852,2216,5537,4660,29663,668,2736,1846,3431,4225,5502,2479,878,1222,3149,3527,7777,33,481,479,975,1435,1551,666,389,491,877,400,16191,137,1173,2277,4165,2786,2495,805,379,530,816,628
"Essex County, New Jersey","34013",781668,54033,141366,73384,107872,117459,113853,46374,16321,21010,47078,42918,405771,46659,106184,45751,50756,48029,44341,17387,6043,7218,15315,18088,159669,5888,21526,10568,16478,24322,25958,12940,4702,6535,15675,15077,27838,389,2338,1779,3985,4758,5566,2576,1014,1220,2643,1570,188390,1097,11318,15286,36653,40350,37988,13471,4562,6037,13445,8183
"Gloucester County, New Jersey","34015",287036,17373,53161,26622,33151,41787,46178,18274,6900,8602,18622,16366,162929,14797,39489,18644,20236,21767,20705,7297,2823,3637,6904,6630,106816,2466,12463,6716,10262,16364,22316,9420,3611,4284,10338,8576,3045,57,214,165,579,663,513,226,172,123,211,122,14246,53,995,1097,2074,2993,2644,1331,294,558,1169,1038
"Hudson County, New Jersey","34017",627589,41948,88798,62575,129686,96117,81972,33348,12388,15130,35704,29923,239211,32718,61264,30344,37929,23780,19888,8723,3106,3166,8618,9675,108009,6916,12784,10241,28334,17825,13441,4671,1592,2304,4885,5016,26289,564,2140,1783,3530,3705,4281,2658,1250,1587,3027,1764,254080,1750,12610,20207,59893,50807,44362,17296,6440,8073,19174,13468
"Hunterdon County, New Jersey","34019",128355,6299,24369,8938,10534,19049,25327,10429,3357,3931,9087,7035,79456,5555,19241,6660,6471,10263,13971,5370,1797,2022,4192,3914,36769,609,4156,1445,2592,6003,8966,4089,1247,1548,3701,2413,1396,50,185,87,115,194,366,130,26,55,109,79,10734,85,787,746,1356,2589,2024,840,287,306,1085,629
"Mercer County, New Jersey","34021",365318,21588,61717,39642,46790,52700,55129,22665,8114,10833,23292,22848,193563,18780,45509,22907,19902,21931,25099,10167,3715,4399,9685,11469,89239,2344,10375,8898,8875,12134,15836,7310,2885,4260,8724,7598,9494,126,1076,1022,1621,1598,1882,597,233,268,682,389,73022,338,4757,6815,16392,17037,12312,4591,1281,1906,4201,3392
"Middlesex County, New Jersey","34023",804299,50437,134482,81140,111901,119172,120552,49468,17397,21277,49847,48626,381984,42929,96418,48903,39254,38845,45828,18695,6005,7541,17496,20070,162996,5086,21613,13549,16907,21581,27482,13065,4691,6544,14957,17521,19457,434,1797,1263,2512,2852,3683,1977,749,854,2188,1148,239862,1988,14654,17425,53228,55894,43559,15731,5952,6338,15206,9887
"Monmouth County, New Jersey","34025",628920,35237,116591,48859,63842,89968,109621,43395,15348,20713,43204,42142,353066,30793,90714,31610,32680,43220,51446,19746,7047,8767,18983,18060,185456,3842,20811,10265,15060,28136,40758,16598,5577,8795,17549,18065,7993,268,786,459,919,1237,1578,686,297,294,765,704,82405,334,4280,6525,15183,17375,15839,6365,2427,2857,5907,5313
"Morris County, New Jersey","34027",491307,27925,90240,34804,51913,74876,83804,33088,11819,16194,34427,32217,278904,24371,71686,23157,25616,34729,40208,15954,5572,7128,14996,15487,114447,2704,11758,5603,9758,18274,23544,10047,3965,5638,11708,11448,6209,108,976,324,741,986,1307,424,148,360,585,250,91747,742,5820,5720,15798,20887,18745,6663,2134,3068,7138,5032
"Ocean County, New Jersey","34029",572991,38557,95307,42302,59927,68764,77472,34806,14891,20704,57627,62634,370868,34546,79776,29922,35401,41828,47128,20287,8222,11202,30242,32314,148101,3286,12131,7901,15239,18025,22638,11144,5082,7522,21334,23799,9365,524,1236,673,1389,1256,1473,615,193,331,974,701,44657,201,2164,3806,7898,7655,6233,2760,1394,1649,5077,5820
"Passaic County, New Jersey","34031",498009,34599,89645,50829,66723,70195,72204,29583,11068,13436,31374,28353,261226,31790,68908,31386,29049,26826,28862,10669,3909,5023,11355,13449,69002,1867,8042,5064,8412,9165,11820,5998,2309,3053,7033,6239,30240,430,2673,2825,4242,5614,5895,2239,1104,1088,2300,1830,137541,512,10022,11554,25020,28590,25627,10677,3746,4272,10686,6835
"Salem County, New Jersey","34033",65984,3882,11745,5521,7179,8753,10532,4569,1897,2182,4913,4811,41778,2841,8200,3955,4160,5356,6697,2889,1061,1215,2895,2509,20980,1033,3398,1347,2319,2659,3280,1470,743,859,1850,2022,720,1,0,39,162,201,139,52,3,44,21,58,2506,7,147,180,538,537,416,158,90,64,147,222
"Somerset County, New Jersey","34035",321304,19615,61001,20987,36129,50287,56503,20605,7445,9574,20082,19076,168538,17464,47459,14241,15448,19820,23699,8082,2935,3613,7561,8216,75629,1481,8921,2958,6135,11233,16858,7055,2843,3531,7310,7304,3683,68,416,140,342,459,842,706,77,132,269,232,73454,602,4205,3648,14204,18775,15104,4762,1590,2298,4942,3324
"Sussex County, New Jersey","34037",149589,8122,28394,11298,14218,22425,27649,11289,3768,5268,10007,7151,101376,7426,23650,9067,9697,14669,16380,6553,2076,2872,5196,3790,36171,563,4020,1702,2740,5381,8574,3805,1326,1773,3686,2601,1539,7,199,126,234,246,290,99,33,73,121,111,10503,126,525,403,1547,2129,2405,832,333,550,1004,649
"Union County, New Jersey","34039",532378,35885,94799,45126,68735,79353,82007,32818,11458,14827,33265,34105,269708,31451,71526,26270,28693,28522,32317,12883,4273,5573,12329,15871,96339,3521,13070,5169,9235,15066,16919,7450,2808,3859,9350,9892,12846,303,1735,1102,1619,2551,2106,967,410,378,949,726,153485,610,8468,12585,29188,33214,30665,11518,3967,5017,10637,7616
