"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Dade County School District, Georgia","1301590",13785,1497,12288,3225,1568,2407,1510,1496,1032,249,801,3977,540,3437,812,583,688,400,408,256,54,236,9498,920,8578,2360,955,1689,1055,1077,712,195,535,56,10,46,0,0,22,0,0,4,0,20,254,27,227,53,30,8,55,11,60,0,10
"Dalton City School District, Georgia","1301620",25085,4492,20593,4175,2866,5053,3258,2414,908,300,1619,9218,1489,7729,1806,1277,1486,919,1102,369,130,640,6661,664,5997,1514,828,999,864,733,384,137,538,428,79,349,48,53,27,42,113,38,10,18,8778,2260,6518,807,708,2541,1433,466,117,23,423
"Dawson County School District, Georgia","1301650",18387,3100,15287,2896,1986,2622,1897,1882,1432,579,1993,10050,1882,8168,1710,978,1473,1318,1055,565,386,683,7507,1116,6391,1095,874,950,500,732,770,193,1277,155,56,99,0,0,38,44,17,0,0,0,675,46,629,91,134,161,35,78,97,0,33
"Decatur City School District, Georgia","1301680",15141,1643,13498,2446,1021,1488,848,1384,1317,780,4214,4823,637,4186,1104,399,684,265,432,438,174,690,8629,790,7839,969,495,635,446,810,767,577,3140,308,20,288,57,13,42,39,81,32,0,24,1381,196,1185,316,114,127,98,61,80,29,360
"Decatur County School District, Georgia","1301710",21758,5335,16423,3691,2109,3510,2532,2148,1152,314,967,14742,3701,11041,2809,1507,2351,1622,1307,697,169,579,6194,1382,4812,855,471,1031,836,751,347,138,383,68,8,60,0,7,20,0,24,2,7,0,754,244,510,27,124,108,74,66,106,0,5
"DeKalb County School District, Georgia","1301740",525532,84706,440826,89225,44470,72531,57954,59063,40736,16805,60042,188694,34188,154506,38255,16767,25065,21680,20160,13720,5029,13830,224056,27026,197030,33286,16148,25355,24679,29756,21284,9180,37342,7965,1495,6470,1181,604,967,1022,798,653,173,1072,104817,21997,82820,16503,10951,21144,10573,8349,5079,2423,7798
"Dodge County School District, Georgia","1301770",17670,4278,13392,3239,1980,2089,2132,1827,923,476,726,13928,3168,10760,2358,1569,1694,1679,1599,777,436,648,3274,979,2295,750,359,376,391,184,127,40,68,71,2,69,48,16,0,0,0,0,0,5,397,129,268,83,36,19,62,44,19,0,5
"Dooly County School District, Georgia","1301800",11944,3703,8241,2277,984,1848,1287,924,492,160,269,9827,2816,7011,1967,883,1492,1112,766,439,146,206,1611,627,984,279,79,199,175,122,53,14,63,9,5,4,4,0,0,0,0,0,0,0,497,255,242,27,22,157,0,36,0,0,0
"Dougherty School District, Georgia","1301830",73892,14729,59163,16601,7587,11494,7763,6717,3653,1564,3784,53589,10966,42623,12976,5897,8472,5429,4445,2380,946,2078,17712,3159,14553,3218,1444,2597,2089,2042,1151,513,1499,537,108,429,78,32,33,103,40,28,39,76,2054,496,1558,329,214,392,142,190,94,66,131
"Douglas County School District, Georgia","1301860",104340,17987,86353,17211,8930,13496,12340,13115,8774,3850,8637,48090,9081,39009,8087,4428,6634,5415,5570,3900,1801,3174,44617,6385,38232,7328,3809,5203,5354,6346,4127,1680,4385,1503,504,999,305,0,117,95,193,150,16,123,10130,2017,8113,1491,693,1542,1476,1006,597,353,955
"Dublin City School District, Georgia","1301870",12466,2857,9609,2644,1267,1661,1180,1217,659,294,687,10227,2486,7741,2132,1053,1418,1061,942,528,239,368,1823,286,1537,433,170,215,102,217,116,50,234,41,14,27,0,14,0,0,5,0,0,8,375,71,304,79,30,28,17,53,15,5,77
"Laurens County School District, Georgia","1301890",25520,5960,19560,3952,2819,3874,3142,2498,1508,525,1242,20339,4808,15531,3147,2271,3160,2595,1950,1217,383,808,4284,834,3450,708,505,550,470,452,286,119,360,168,66,102,28,0,23,14,24,0,13,0,729,252,477,69,43,141,63,72,5,10,74
"Early County School District, Georgia","1301920",8473,1855,6618,1435,874,1463,939,777,404,289,437,6480,1342,5138,1063,698,1219,754,600,299,200,305,1899,469,1430,355,176,233,175,165,105,89,132,9,0,9,0,0,0,0,9,0,0,0,85,44,41,17,0,11,10,3,0,0,0
"Echols County School District, Georgia","1301950",3127,622,2505,485,368,634,380,314,179,13,132,1632,326,1306,248,155,235,222,199,135,4,108,828,138,690,134,104,174,100,115,30,9,24,13,0,13,0,0,0,13,0,0,0,0,654,158,496,103,109,225,45,0,14,0,0
"Effingham County School District, Georgia","1301980",41523,6627,34896,6255,3107,5309,5090,5472,3898,1663,4102,24819,4054,20765,3817,1999,3527,3214,3217,2255,841,1895,15016,2171,12845,2253,1014,1544,1751,2043,1529,755,1956,718,147,571,69,37,171,24,44,63,33,130,970,255,715,116,57,67,101,168,51,34,121
"Elbert County School District, Georgia","1302010",16050,2287,13763,3023,2490,2975,1994,1545,858,256,622,12087,1577,10510,2360,1944,2265,1439,1145,761,182,414,3416,589,2827,561,466,563,490,379,97,63,208,31,0,31,0,0,20,0,0,0,11,0,516,121,395,102,80,127,65,21,0,0,0
"Emanuel County School District, Georgia","1302040",18014,3678,14336,4337,1965,2611,2015,1609,841,281,677,14451,2766,11685,3473,1714,2145,1729,1249,707,201,467,3222,821,2401,808,231,420,261,290,131,80,180,54,31,23,0,2,9,0,9,3,0,0,287,60,227,56,18,37,25,61,0,0,30
"Evans County School District, Georgia","1302070",8414,1638,6776,1645,741,1152,1234,920,497,132,455,5914,1127,4787,1219,474,782,860,734,305,89,324,1680,278,1402,264,213,231,261,169,131,17,116,65,7,58,7,0,13,0,0,2,26,10,755,226,529,155,54,126,113,17,59,0,5
"Fannin County School District, Georgia","1302100",20097,2813,17284,4592,2875,3277,2235,1646,1274,552,833,9562,1561,8001,2370,1644,1457,1108,540,414,191,277,10185,1216,8969,2097,1219,1763,1064,1051,858,361,556,82,5,77,27,0,2,28,20,0,0,0,268,31,237,98,12,55,35,35,2,0,0
"Fayette County School District, Georgia","1302130",87220,13708,73512,13281,5592,9536,8318,9091,7906,3651,16137,30275,5333,24942,5753,1984,3707,3069,3087,2556,1136,3650,46299,6602,39697,6143,2818,4431,4310,4685,4506,2059,10745,1411,105,1306,222,139,97,132,243,119,105,249,9235,1668,7567,1163,651,1301,807,1076,725,351,1493
"Floyd County School District, Georgia","1302190",48449,7135,41314,10868,4743,6895,5863,5591,3093,990,3271,33620,5320,28300,7708,3406,4458,3989,3704,2131,739,2165,12250,1151,11099,2705,1158,1788,1512,1831,864,227,1014,502,121,381,112,0,84,41,13,84,9,38,2077,543,1534,343,179,565,321,43,14,15,54
"Forsyth County School District, Georgia","1302220",142226,22907,119319,20356,9640,16087,12147,14568,11458,5757,29306,42944,7553,35391,7190,3507,5518,4179,4444,3277,1671,5605,72157,9832,62325,9173,4276,7043,6026,7622,6656,3321,18208,1866,307,1559,214,119,229,172,142,198,80,405,25259,5215,20044,3779,1738,3297,1770,2360,1327,685,5088
"Franklin County School District, Georgia","1302250",17926,2638,15288,3876,2460,2852,2213,1694,1112,432,649,12649,1888,10761,2788,1772,1847,1486,1207,863,314,484,4574,609,3965,1019,607,860,571,441,246,118,103,88,18,70,15,2,0,21,14,3,0,15,615,123,492,54,79,145,135,32,0,0,47
"Fulton County School District, Georgia","1302280",432149,70509,361640,60523,28152,53306,40812,44060,35245,15364,84178,132549,26236,106313,24528,10045,16206,11985,14144,10005,3459,15941,208456,25604,182852,26071,12366,22930,19346,22678,19178,8825,51458,7179,997,6182,1135,281,881,636,737,691,161,1660,83965,17672,66293,8789,5460,13289,8845,6501,5371,2919,15119
"Gainesville City School District, Georgia","1302310",25724,4564,21160,4681,2559,5369,2995,2151,1285,437,1683,10173,1966,8207,2210,1020,1591,1065,827,601,185,708,6723,942,5781,1104,680,894,954,825,483,195,646,315,68,247,92,0,30,67,0,36,10,12,8513,1588,6925,1275,859,2854,909,499,165,47,317
"Gilmer County School District, Georgia","1302340",23435,3301,20134,4868,2962,4142,2413,2636,1300,636,1177,12823,1782,11041,2806,1784,2230,1352,1358,563,409,539,8812,985,7827,1861,1012,1552,891,1089,633,227,562,133,26,107,0,0,47,14,12,34,0,0,1667,508,1159,201,166,313,156,177,70,0,76
"Glascock County School District, Georgia","1302370",2448,338,2110,392,305,469,334,332,146,51,81,2116,271,1845,299,228,432,325,303,131,46,81,300,55,245,84,73,31,8,29,15,5,0,15,4,11,9,2,0,0,0,0,0,0,17,8,9,0,2,6,1,0,0,0,0
"Glynn County School District, Georgia","1302400",65056,8399,56657,11902,7086,9626,7671,7417,4557,2095,6303,34490,5399,29091,6848,4094,4682,4085,3583,2385,887,2527,25375,2207,23168,4373,2153,3899,3087,3263,1930,1061,3402,727,38,689,130,56,132,55,149,63,15,89,4464,755,3709,551,783,913,444,422,179,132,285
"Gordon County School District, Georgia","1302430",31650,5680,25970,5454,3441,4971,4043,4286,1704,684,1387,21275,3890,17385,3725,2419,3199,2685,2970,1228,297,862,8302,1246,7056,1434,941,1226,924,1201,427,378,525,101,15,86,28,17,9,8,0,24,0,0,1972,529,1443,267,64,537,426,115,25,9,0
"Grady County School District, Georgia","1302460",19782,4184,15598,3960,2129,3593,2102,1805,1006,298,705,12609,2383,10226,2684,1521,2333,1394,1150,543,198,403,5626,955,4671,1134,539,896,616,655,444,99,288,60,3,57,17,0,30,0,0,0,0,10,1487,843,644,125,69,334,92,0,19,1,4
"Greene County School District, Georgia","1302490",13503,2285,11218,2701,1722,1723,1650,1115,637,320,1350,8761,1604,7157,1973,1244,1197,1029,758,312,136,508,4067,438,3629,609,462,499,431,309,309,184,826,42,2,40,1,0,1,23,14,0,0,1,633,241,392,118,16,26,167,34,16,0,15
"Spalding County School District, Georgia","1302520",50589,9272,41317,9012,6299,8262,6026,4708,3149,984,2877,36607,7082,29525,7090,4591,5936,4346,3288,2022,589,1663,11595,1615,9980,1547,1341,1931,1447,1125,1073,387,1129,393,10,383,14,109,43,97,78,20,0,22,1994,565,1429,361,258,352,136,217,34,8,63
"Gwinnett County School District, Georgia","1302550",635004,119773,515231,92621,46685,84856,69562,74205,50801,22434,74067,151442,33308,118134,26117,9757,17118,15693,16662,12519,5782,14486,273600,40965,232635,35793,18062,30647,27991,37735,26334,11599,44474,14398,3208,11190,1678,1104,1659,2038,1710,1078,297,1626,195564,42292,153272,29033,17762,35432,23840,18098,10870,4756,13481
"Habersham County School District, Georgia","1302580",34924,6925,27999,6841,3307,5526,4414,3699,1724,665,1823,21180,4548,16632,4487,2107,2994,2416,2187,1074,338,1029,10103,1506,8597,1851,937,1714,1317,1214,586,308,670,233,40,193,94,0,26,25,29,3,0,16,3408,831,2577,409,263,792,656,269,61,19,108
"Hall County School District, Georgia","1302610",116531,20333,96198,16949,10685,18249,13549,13374,9872,3571,9949,56179,10379,45800,9390,5090,7904,6656,6548,4833,1710,3669,39668,5146,34522,4925,3517,5575,4583,4794,3904,1626,5598,1187,135,1052,182,56,223,191,115,128,41,116,19497,4673,14824,2452,2022,4547,2119,1917,1007,194,566
"Hancock County School District, Georgia","1302640",7796,2776,5020,1421,939,1156,616,479,176,107,126,6283,2095,4188,1265,719,1059,488,365,166,71,55,1285,556,729,147,202,81,107,82,10,29,71,36,5,31,0,0,10,21,0,0,0,0,192,120,72,9,18,6,0,32,0,7,0
"Haralson County School District, Georgia","1302670",18224,3068,15156,3908,2221,2369,2238,2068,1126,476,750,13320,2590,10730,3003,1522,1565,1580,1374,768,301,617,4468,417,4051,836,675,696,595,677,312,175,85,89,21,68,0,0,7,19,0,0,0,42,347,40,307,69,24,101,44,17,46,0,6
"Harris County School District, Georgia","1302700",26687,3703,22984,3911,2399,3184,3093,3349,2091,1339,3618,15001,2189,12812,2350,1473,2063,1910,1805,1115,605,1491,10381,1305,9076,1398,902,981,1054,1382,876,583,1900,530,31,499,39,8,15,71,98,48,128,92,775,178,597,124,16,125,58,64,52,23,135
"Hart County School District, Georgia","1302730",20848,2938,17910,4406,2582,3559,2517,2142,1135,382,1187,12704,1895,10809,2675,1716,2351,1522,1178,431,202,734,7558,941,6617,1567,810,1130,912,901,680,180,437,102,30,72,2,0,13,11,46,0,0,0,484,72,412,162,56,65,72,17,24,0,16
"Heard County School District, Georgia","1302790",9376,1466,7910,1802,1141,1411,1089,1241,610,244,372,6557,1140,5417,1378,816,849,749,819,463,128,215,2722,323,2399,403,325,516,325,422,145,116,147,75,0,75,19,0,29,15,0,2,0,10,22,3,19,2,0,17,0,0,0,0,0
"Henry County School District, Georgia","1302820",161670,28718,132952,24224,12158,20023,17826,20549,16238,7023,14911,79239,15640,63599,13025,5599,9889,8752,10353,7409,3147,5425,65293,9622,55671,8622,4891,7483,7330,8299,7633,3416,7997,2864,584,2280,568,94,297,193,433,266,62,367,14274,2872,11402,2009,1574,2354,1551,1464,930,398,1122
"Houston County School District, Georgia","1302880",112984,19914,93070,17455,9673,13809,12869,13666,9237,4789,11572,55116,10801,44315,9886,4845,6934,6160,7080,4099,1964,3347,47031,6624,40407,5980,3537,5331,5211,5786,4602,2502,7458,2859,566,2293,489,225,266,418,338,241,79,237,7978,1923,6055,1100,1066,1278,1080,462,295,244,530
"Irwin County School District, Georgia","1302910",7663,1756,5907,1483,752,1233,761,585,451,209,433,6116,1346,4770,1198,608,1002,601,456,378,171,356,1450,379,1071,275,144,214,141,109,73,38,77,34,8,26,0,0,6,0,20,0,0,0,63,23,40,10,0,11,19,0,0,0,0
"Jackson County School District, Georgia","1302940",35351,6008,29343,5454,3311,4881,4401,4308,3205,989,2794,22457,4236,18221,3714,2110,3124,2661,2967,1809,611,1225,11188,1472,9716,1534,949,1390,1466,1278,1311,370,1418,318,13,305,23,102,91,31,3,14,0,41,1388,287,1101,183,150,276,243,60,71,8,110
"Jasper County School District, Georgia","1302970",10864,1751,9113,2237,913,1662,1211,1488,655,222,725,7751,1315,6436,1655,513,1137,906,1145,444,141,495,2710,305,2405,519,337,453,260,343,200,81,212,9,0,9,0,8,1,0,0,0,0,0,394,131,263,63,55,71,45,0,11,0,18
"Jeff Davis County School District, Georgia","1303000",11466,1988,9478,2081,1159,2106,1459,1097,849,189,538,8946,1417,7529,1611,978,1579,1209,824,754,155,419,1723,253,1470,455,149,269,192,187,65,34,119,0,0,0,0,0,0,0,0,0,0,0,797,318,479,15,32,258,58,86,30,0,0
"Jefferson City School District, Georgia","1303030",7275,1184,6091,855,667,1005,1022,1054,478,158,852,4093,755,3338,408,346,514,591,537,290,101,551,2637,369,2268,384,277,299,397,441,188,57,225,71,38,33,0,0,0,9,0,0,0,24,474,22,452,63,44,192,25,76,0,0,52
"Jefferson County School District, Georgia","1303060",13129,2638,10491,3231,1791,1909,1329,1153,602,170,306,10787,2260,8527,2682,1475,1562,1048,922,458,140,240,1908,213,1695,520,236,275,235,200,133,30,66,79,19,60,7,11,3,2,31,6,0,0,355,146,209,22,69,69,44,0,5,0,0
"Jenkins County School District, Georgia","1303090",6943,1038,5905,1675,830,1350,586,602,439,160,263,5663,818,4845,1300,734,1090,498,532,333,130,228,1002,172,830,208,96,228,62,70,101,30,35,83,48,35,0,0,9,26,0,0,0,0,195,0,195,167,0,23,0,0,5,0,0
"Johnson County School District, Georgia","1303120",8203,1807,6396,1537,1037,1376,866,669,534,155,222,6573,1365,5208,1207,887,1184,696,535,392,130,177,1468,380,1088,317,145,160,170,84,142,25,45,39,22,17,0,0,9,0,8,0,0,0,123,40,83,13,5,23,0,42,0,0,0
"Jones County School District, Georgia","1303150",22899,3692,19207,3505,1870,3280,2900,2982,1905,919,1846,18023,3182,14841,2977,1453,2536,2414,2132,1406,606,1317,4314,472,3842,500,399,619,443,770,463,195,453,154,0,154,0,18,6,0,0,0,102,28,408,38,370,28,0,119,43,80,36,16,48
"Lamar County School District, Georgia","1303210",15031,2923,12108,3180,1586,2149,1466,1767,964,285,711,11718,2316,9402,2580,1301,1790,1169,1210,684,218,450,2804,514,2290,513,246,325,192,454,251,67,242,147,46,101,37,0,0,20,33,11,0,0,362,47,315,50,39,34,85,70,18,0,19
"Lanier County School District, Georgia","1303240",7767,1351,6416,1673,843,1194,676,966,710,118,236,4652,756,3896,1128,503,809,394,421,434,54,153,2760,511,2249,485,309,282,282,468,276,64,83,193,17,176,30,30,76,0,40,0,0,0,162,67,95,30,1,27,0,37,0,0,0
"Lee County School District, Georgia","1303270",22414,4149,18265,3589,1561,2299,2283,3134,1988,704,2707,14028,2896,11132,2572,927,1342,1266,1848,1165,503,1509,7090,1040,6050,867,417,706,836,1199,753,201,1071,359,14,345,29,60,74,41,48,30,0,63,937,199,738,121,157,177,140,39,40,0,64
"Liberty County School District, Georgia","1303300",41671,7026,34645,7124,3564,5865,5415,5029,3741,1256,2651,12951,2581,10370,2372,1412,1988,1616,1225,745,266,746,22825,3063,19762,3684,1742,2926,3106,3152,2636,887,1629,2723,705,2018,457,229,381,257,357,140,76,121,3172,677,2495,611,181,570,436,295,220,27,155
"Lincoln County School District, Georgia","1303330",6556,936,5620,1161,787,1160,787,795,375,202,353,4619,679,3940,900,527,807,562,514,273,127,230,1753,225,1528,232,244,320,190,257,102,60,123,95,27,68,9,0,12,8,24,0,15,0,89,5,84,20,16,21,27,0,0,0,0
"Long County School District, Georgia","1303360",11966,1970,9996,2760,750,1704,1360,1341,1139,340,602,5266,822,4444,1056,316,762,564,596,664,173,313,5399,921,4478,1435,344,688,533,647,466,126,239,399,105,294,59,14,17,81,64,9,0,50,902,122,780,210,76,237,182,34,0,41,0
"Lowndes County School District, Georgia","1303390",43721,7831,35890,8315,4167,6558,4948,4787,3023,1232,2860,22417,4380,18037,4339,2262,3408,2403,2402,1519,594,1110,18314,2826,15488,3296,1672,2385,2308,2222,1404,616,1585,996,184,812,224,60,272,81,76,39,13,47,1994,441,1553,456,173,493,156,87,61,9,118
"Lumpkin County School District, Georgia","1303420",25765,4127,21638,6178,2264,3924,2845,2818,1498,725,1386,14777,2532,12245,3766,1348,2184,1606,1825,740,286,490,9761,1460,8301,2114,894,1311,1086,934,715,359,888,124,29,95,38,0,0,17,15,17,0,8,1103,106,997,260,22,429,136,44,26,80,0
"Macon County School District, Georgia","1303450",11822,3501,8321,2565,1403,1642,1104,706,529,154,218,9536,2566,6970,2194,1197,1398,935,591,400,91,164,1904,789,1115,260,190,190,149,98,115,63,50,19,14,5,0,0,0,0,0,5,0,0,363,132,231,111,16,54,20,17,9,0,4
"Madison County School District, Georgia","1303480",22708,3919,18789,3799,2391,3675,2802,2940,1590,403,1189,16757,2956,13801,2846,1661,2847,2125,2330,995,272,725,4862,498,4364,923,614,614,555,580,516,129,433,162,45,117,23,2,25,14,0,48,2,3,927,420,507,7,114,189,108,30,31,0,28
"Marietta City School District, Georgia","1303510",47254,6735,40519,8337,5515,7676,5065,5049,3237,956,4684,14081,2248,11833,2843,1271,2174,1242,1413,1152,466,1272,20820,2239,18581,3706,1940,2683,2582,2847,1555,465,2803,930,195,735,211,169,90,28,46,89,0,102,11423,2053,9370,1577,2135,2729,1213,743,441,25,507
"Marion County School District, Georgia","1303540",6975,1356,5619,1055,872,1228,741,721,569,88,345,4411,902,3509,724,559,706,380,556,352,43,189,1945,334,1611,327,231,372,213,124,194,33,117,88,51,37,0,0,16,9,0,0,12,0,531,69,462,4,82,134,139,41,23,0,39
"Mcduffie County School District, Georgia","1303570",16953,2956,13997,3618,1754,2756,1705,1879,1172,292,821,13390,2413,10977,3109,1443,2125,1385,1372,787,205,551,3088,454,2634,453,307,492,194,486,370,87,245,191,5,186,5,0,80,59,6,15,0,21,284,84,200,51,4,59,67,15,0,0,4
"Mcintosh County School District, Georgia","1303600",11826,1827,9999,2219,1105,1739,1429,1862,703,339,603,8143,1280,6863,1629,714,1196,925,1404,383,278,334,3179,521,2658,511,373,437,455,341,235,61,245,191,0,191,79,18,28,0,51,0,0,15,313,26,287,0,0,78,49,66,85,0,9
"Meriwether County School District, Georgia","1303630",17393,3406,13987,3364,2101,2746,2097,1892,633,447,707,13769,2985,10784,2751,1805,1910,1535,1520,533,231,499,3330,376,2954,567,285,756,526,351,96,216,157,144,44,100,6,0,54,0,0,0,0,40,150,1,149,40,11,26,36,21,4,0,11
"Miller County School District, Georgia","1303660",4802,902,3900,838,540,641,736,516,272,121,236,3897,692,3205,696,474,594,510,462,194,95,180,834,185,649,123,66,47,217,54,60,26,56,26,17,9,0,0,0,9,0,0,0,0,45,8,37,19,0,0,0,0,18,0,0
"Mitchell County School District, Georgia","1303690",15505,4055,11450,2915,1825,2245,1545,1316,848,260,496,12253,3145,9108,2234,1325,1808,1223,1200,721,233,364,2801,785,2016,637,399,387,208,99,127,27,132,15,5,10,0,0,8,0,2,0,0,0,436,120,316,44,101,42,114,15,0,0,0
"Monroe County School District, Georgia","1303720",22062,3467,18595,4579,1836,3313,2489,2546,1659,546,1627,15714,2605,13109,3560,1380,2278,1877,1648,1123,330,913,5744,819,4925,921,425,883,537,885,410,209,655,200,0,200,47,0,24,20,0,64,0,45,404,43,361,51,31,128,55,13,62,7,14
"Montgomery County School District, Georgia","1303750",7202,1738,5464,1270,790,1206,718,724,282,173,301,5624,1194,4430,979,658,1038,577,571,240,142,225,1217,397,820,284,77,91,111,139,37,20,61,26,9,17,0,8,0,0,9,0,0,0,335,138,197,7,47,77,30,5,5,11,15
"Morgan County School District, Georgia","1303780",14332,2197,12135,2602,1568,1967,1687,1665,943,446,1257,9921,1559,8362,2074,1141,1308,1199,1106,594,252,688,3987,588,3399,495,400,554,463,481,313,134,559,129,8,121,27,0,0,0,5,34,55,0,295,42,253,6,27,105,25,73,2,5,10
"Murray County School District, Georgia","1303840",31040,5617,25423,6283,3593,4798,4888,3193,1372,610,686,19134,3333,15801,3932,2371,2976,2699,2081,900,357,485,8710,1552,7158,1799,958,1402,1305,867,444,196,187,154,0,154,24,38,36,39,17,0,0,0,3042,732,2310,528,226,384,845,228,28,57,14
"Muscogee County School District, Georgia","1303870",148412,23252,125160,28973,14686,23412,16984,15959,9473,4658,11015,71773,12651,59122,16088,7748,10959,7697,7346,3631,1555,4098,61836,7909,53927,9881,5840,9999,7339,7193,5165,2655,5855,4892,714,4178,996,303,779,688,825,199,150,238,9911,1978,7933,2008,795,1675,1260,595,478,298,824
"Newton County School District, Georgia","1303930",78195,12885,65310,14488,6819,11698,9138,8766,6510,2559,5332,43764,7751,36013,8876,4005,6299,5212,4611,3351,1255,2404,27832,3726,24106,4560,2389,4120,3232,3431,2613,1115,2646,831,87,744,127,39,134,31,181,176,0,56,5768,1321,4447,925,386,1145,663,543,370,189,226
"Oconee County School District, Georgia","1303960",26296,4138,22158,3729,1728,3010,2911,2557,3142,834,4247,13840,2349,11491,2409,1157,1703,1484,1460,1485,340,1453,10218,1291,8927,1103,497,1091,1143,979,1430,394,2290,576,93,483,72,12,39,63,73,35,60,129,1662,405,1257,145,62,177,221,45,192,40,375
"Oglethorpe County School District, Georgia","1303990",12032,1931,10101,1919,1258,2107,1425,1386,965,326,715,7765,1405,6360,1307,960,1364,918,869,407,183,352,3743,382,3361,544,297,554,486,472,524,135,349,148,26,122,8,0,73,2,14,25,0,0,376,118,258,60,1,116,19,31,9,8,14
"Paulding County School District, Georgia","1304020",110678,17577,93101,18028,8376,13122,11718,15807,11417,4680,9953,52721,9234,43487,9762,4004,6273,5645,7031,5488,1900,3384,50049,6844,43205,7159,3945,5618,4964,7809,5325,2431,5954,1453,219,1234,293,185,115,175,115,111,169,71,6455,1280,5175,814,242,1116,934,852,493,180,544
