"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Oconee County, South Carolina","45073",75926,4005,11434,6019,8391,8144,9804,5427,2188,3870,10103,6541,44579,3501,9144,3613,5474,4591,5207,2873,982,1939,3953,3302,27637,449,1819,2208,2217,2965,3891,2381,1098,1650,5930,3029,779,0,104,17,52,59,231,82,100,66,24,44,2931,55,367,181,648,529,475,91,8,215,196,166
"Barnwell County, South Carolina","45011",21788,1440,3938,2024,2291,2465,2948,1683,603,769,2223,1404,15703,1173,2974,1455,1693,1694,2058,1175,434,483,1514,1050,5667,267,932,510,515,716,838,464,169,285,628,343,108,0,0,13,34,5,6,39,0,0,11,0,310,0,32,46,49,50,46,5,0,1,70,11
"Berkeley County, South Carolina","45015",204632,13600,36064,20345,29952,26892,27175,13477,4794,6358,17062,8913,104398,11625,25353,9532,14290,11298,10846,5683,2022,2678,7017,4054,86097,1809,9724,9332,12917,12749,13914,6703,2431,3312,9037,4169,3366,62,543,335,689,753,515,173,88,48,71,89,10771,104,444,1146,2056,2092,1900,918,253,320,937,601
"Charleston County, South Carolina","45019",387847,23485,54229,37166,66854,48603,49196,26241,10140,13915,35814,22204,205557,20868,41560,19750,28522,19850,22710,12334,4549,6725,17211,11478,158112,2397,11273,15409,32378,23540,22781,12354,4769,6443,16959,9809,4958,71,464,808,1030,726,805,466,144,160,189,95,19220,149,932,1199,4924,4487,2900,1087,678,587,1455,822
"Darlington County, South Carolina","45031",67572,3946,11472,6091,7524,8046,9145,5144,1985,2641,7063,4515,53247,3727,10284,4871,5669,5868,6519,3851,1553,1985,5452,3468,12845,199,1150,1064,1483,1885,2412,1210,356,568,1550,968,287,20,0,32,27,58,28,42,25,8,29,18,1193,0,38,124,345,235,186,41,51,80,32,61
"Georgetown County, South Carolina","45043",61065,2928,9037,4310,5693,6294,7677,4642,1827,3294,9669,5694,37231,2724,7249,3263,3721,3671,4498,2721,988,1743,4330,2323,21883,204,1732,982,1601,2311,2836,1807,747,1470,5020,3173,439,0,11,0,32,54,101,52,16,48,43,82,1512,0,45,65,339,258,242,62,76,33,276,116
"Marlboro County, South Carolina","45069",27505,1460,4111,2331,3876,3719,3872,1763,793,1044,2885,1651,19896,1110,3200,1830,2441,2428,2766,1293,579,753,2137,1359,6707,344,899,433,1155,1044,970,435,201,278,679,269,190,0,0,0,75,27,33,12,0,2,21,20,712,6,12,68,205,220,103,23,13,11,48,3
"York County, South Carolina","45091",251664,15788,46232,21906,31090,34955,36642,16054,6567,8796,21120,12514,99948,7983,19924,10612,12601,11138,12019,5843,2357,3854,8281,5336,136543,7521,25059,10206,15946,20020,21766,9487,3662,4537,11769,6570,2725,57,365,259,441,469,548,138,104,69,207,68,12448,227,884,829,2102,3328,2309,586,444,336,863,540
"Anderson County, South Carolina","45007",194174,11519,33537,16384,22786,23699,26989,13428,5022,7365,19792,13653,132000,10450,27782,11412,14915,15199,15735,7959,3189,4632,11878,8849,55545,890,5195,4530,6597,7076,10217,4935,1740,2497,7321,4547,1309,65,130,57,174,286,219,237,0,70,51,20,5320,114,430,385,1100,1138,818,297,93,166,542,237
"Cherokee County, South Carolina","45021",56549,3334,9988,5513,6862,6972,7804,3813,1483,1934,5295,3551,40457,2991,8131,4020,4785,4373,5266,2312,972,1283,3800,2524,14615,343,1716,1366,1769,2244,2318,1367,501,630,1468,893,283,0,31,23,0,65,137,27,0,0,0,0,1194,0,110,104,308,290,83,107,10,21,27,134
"Chesterfield County, South Carolina","45025",46127,2625,7842,3981,5193,5612,6770,3498,1197,1737,4802,2870,30075,1972,5564,2420,2785,3277,4217,2358,756,1207,3369,2150,14394,653,2178,1359,1990,1982,2229,1103,414,484,1296,706,131,0,0,27,50,24,8,0,0,0,22,0,1527,0,100,175,368,329,316,37,27,46,115,14
"Greenwood County, South Carolina","45047",69981,4369,11700,6839,8600,8257,9234,4713,1707,2377,6789,5396,50689,4020,9801,5544,6194,5381,6035,3321,1083,1569,4251,3490,15918,181,1519,1032,1771,2143,2663,1289,511,695,2417,1697,439,15,68,5,35,167,17,39,10,7,9,67,2935,153,312,258,600,566,519,64,103,106,112,142
"Jasper County, South Carolina","45053",27465,1651,4201,2452,4161,3175,3671,1865,833,1086,2874,1496,13848,1307,3116,1384,1595,1183,1742,707,384,488,1114,828,11214,334,1030,878,1708,1369,1581,1040,356,573,1730,615,96,0,0,0,28,25,24,19,0,0,0,0,2307,10,55,190,830,598,324,99,93,25,30,53
"Horry County, South Carolina","45051",310186,15750,43212,24739,37680,35860,40170,22485,9458,14740,43191,22901,116647,13170,28830,11205,13103,12160,11406,6432,2498,3740,8959,5144,170582,2497,12894,12089,19476,18742,24939,14526,6282,10261,32271,16605,3358,26,247,317,912,439,502,405,130,52,268,60,19599,57,1241,1128,4189,4519,3323,1122,548,687,1693,1092
"Kershaw County, South Carolina","45055",63734,3639,11304,4944,7218,7623,8813,4619,1901,2768,6619,4286,42482,3345,8916,3511,5084,4413,5254,2778,1072,1637,3657,2815,19234,233,2171,1326,1804,2892,3227,1642,769,1075,2806,1289,644,0,184,40,71,68,123,46,23,16,54,19,1374,61,33,67,259,250,209,153,37,40,102,163
"Lee County, South Carolina","45061",17897,1009,2799,1700,2313,2040,2389,1497,421,725,1783,1221,14735,979,2244,1414,1806,1567,1916,1250,359,615,1490,1095,3024,30,555,277,502,448,410,241,62,107,289,103,42,0,0,9,0,25,8,0,0,0,0,0,96,0,0,0,5,0,55,6,0,3,4,23
"Orangeburg County, South Carolina","45075",89116,5134,14855,9783,10476,9038,11616,5821,2747,3725,9443,6478,71454,4887,13259,7651,8386,6818,8744,4389,2004,2880,7435,5001,15484,247,1422,1843,1730,1885,2449,1293,691,757,1822,1345,344,0,76,6,89,33,47,4,17,10,62,0,1834,0,98,283,271,302,376,135,35,78,124,132
"Spartanburg County, South Carolina","45083",297732,18209,51624,28486,38130,36522,41186,20416,7029,10291,27448,18391,188879,16431,39540,18230,23073,20497,21613,11354,4083,5999,16743,11316,86982,1663,10481,8239,10886,11324,15522,7128,2581,3892,9313,5953,2697,100,392,224,392,317,548,315,129,70,178,32,19174,15,1211,1793,3779,4384,3503,1619,236,330,1214,1090
"Abbeville County, South Carolina","45001",24788,1316,3931,2431,2405,2787,3283,1593,705,1363,3024,1950,18979,1250,3436,1753,1892,2023,2207,1185,539,1042,2193,1459,5515,66,407,605,490,698,1050,408,166,313,826,486,63,0,19,39,0,0,0,0,0,0,0,5,231,0,69,34,23,66,26,0,0,8,5,0
"Bamberg County, South Carolina","45009",14842,728,2273,1939,1375,1788,1709,1133,455,543,1740,1159,12152,674,1955,1353,1085,1533,1378,973,364,480,1457,900,2420,54,318,569,137,252,287,149,91,63,283,217,14,0,0,9,0,0,5,0,0,0,0,0,256,0,0,8,153,3,39,11,0,0,0,42
"Beaufort County, South Carolina","45013",179316,10134,25074,17204,20819,18332,19229,11585,4447,7817,27722,16953,51531,6828,14357,5059,5639,4137,4722,2491,1003,1505,3597,2193,110121,3115,9433,10412,11975,10407,11752,8003,2954,5924,22321,13825,2323,143,286,245,500,365,262,203,61,53,117,88,15341,48,998,1488,2705,3423,2493,888,429,335,1687,847
"Calhoun County, South Carolina","45017",14808,727,2260,1083,1504,1695,2064,1217,347,814,2001,1096,10971,692,1939,928,1143,1041,1283,829,257,689,1336,834,3373,35,238,145,333,567,686,376,60,107,604,222,50,0,0,0,0,0,25,0,0,0,5,20,414,0,83,10,28,87,70,12,30,18,56,20
"Dillon County, South Carolina","45033",31073,2143,5861,2702,3879,3620,3985,2278,842,951,2863,1949,24551,2048,4952,2216,2988,2450,3019,1758,670,758,2227,1465,5492,46,624,387,577,1006,907,466,172,192,631,484,178,49,66,0,3,9,0,51,0,0,0,0,852,0,219,99,311,155,59,3,0,1,5,0
"Saluda County, South Carolina","45081",20228,1296,3200,1683,2345,2602,2640,1561,517,695,2120,1569,14892,1219,2707,1170,1360,1610,1954,1122,369,555,1681,1145,3352,61,456,172,351,330,544,415,98,124,398,403,164,0,0,14,84,6,23,0,0,16,21,0,1820,16,37,327,550,656,119,24,50,0,20,21
"Richland County, South Carolina","45079",404869,23827,64381,65441,59754,49816,49329,23670,8993,12854,29105,17699,227956,20067,48009,30278,30631,25272,23966,12912,4540,7224,15529,9528,146341,3232,13974,30644,22601,19067,20953,9162,3784,4651,11427,6846,8015,169,840,1530,1631,1521,930,440,224,204,367,159,22557,359,1558,2989,4891,3956,3480,1156,445,775,1782,1166
"Fairfield County, South Carolina","45039",22868,1100,3474,1869,2306,2565,3401,1769,934,1153,2643,1654,18878,1013,3153,1776,1907,2099,2581,1422,723,909,2009,1286,3517,87,262,89,260,433,641,317,200,244,619,365,79,0,0,0,18,0,8,30,11,0,12,0,394,0,59,4,121,33,171,0,0,0,3,3
"Hampton County, South Carolina","45049",20066,1102,3379,1665,2579,2568,2695,1302,704,678,2083,1311,16162,1046,3190,1510,1771,1886,2109,1035,540,529,1532,1014,3266,43,163,134,623,529,520,204,164,117,504,265,126,13,0,21,48,0,20,24,0,0,0,0,512,0,26,0,137,153,46,39,0,32,47,32
"Greenville County, South Carolina","45045",490332,31426,83575,44527,67011,64194,66938,32397,12068,16439,43144,28613,258710,27203,59663,23200,32422,27587,27638,14176,5558,7591,19838,13834,187215,3641,20123,17730,25594,26776,30999,15354,5597,7761,20391,13249,5686,146,775,636,760,1207,926,353,177,268,287,151,38721,436,3014,2961,8235,8624,7375,2514,736,819,2628,1379
"Lancaster County, South Carolina","45057",86544,5070,13897,6222,10233,11538,11467,5649,2122,3361,10690,6295,44800,2964,7651,3853,5294,5536,5940,2935,1086,1948,4402,3191,37543,2019,5903,2134,4207,5057,4817,2428,973,1255,5879,2871,803,78,114,8,114,185,83,108,0,38,48,27,3398,9,229,227,618,760,627,178,63,120,361,206
"Dorchester County, South Carolina","45035",151716,9422,28816,12711,21128,20673,21655,9309,4203,4881,12232,6686,76175,8049,19139,7394,10485,8215,7865,3096,1768,1906,5122,3136,66031,1315,8908,4743,9061,10184,12078,5527,2103,2580,6474,3058,2440,39,238,277,575,358,448,222,38,135,90,20,7070,19,531,297,1007,1916,1264,464,294,260,546,472
"Florence County, South Carolina","45041",138537,8822,24588,12504,17536,17347,18308,8945,3873,5312,13040,8262,103286,8314,21022,9589,12360,12257,11688,5969,2847,3813,9607,5820,30666,491,3255,2544,4202,4255,5766,2626,906,1359,3010,2252,805,12,72,103,152,190,169,74,6,0,19,8,3780,5,239,268,822,645,685,276,114,140,404,182
"Laurens County, South Carolina","45059",66508,3889,10929,6422,7603,7712,9267,4621,1856,2796,6760,4653,49230,3730,9146,4902,5588,5312,6037,3081,1272,1956,4744,3462,15140,152,1674,1251,1586,1905,2830,1393,567,808,1829,1145,543,7,56,8,130,35,98,74,17,23,68,27,1595,0,53,261,299,460,302,73,0,9,119,19
"McCormick County, South Carolina","45065",9694,296,932,503,1105,984,1270,699,379,524,1984,1018,5332,199,705,339,645,709,791,314,239,288,756,347,4121,97,213,164,431,257,451,346,134,207,1197,624,86,0,14,0,25,3,23,17,0,0,4,0,155,0,0,0,4,15,5,22,6,29,27,47
"Pickens County, South Carolina","45077",121449,6105,17568,21684,14129,13223,15154,8055,2780,3889,11154,7708,74484,5272,14521,11906,7870,7987,8225,4128,1437,2193,6027,4918,41352,774,2792,9009,4816,4145,6164,3441,1200,1527,4779,2705,1006,30,52,141,140,70,201,173,92,63,44,0,4607,29,203,628,1303,1021,564,313,51,106,304,85
"Union County, South Carolina","45087",27772,1512,4415,2159,2978,3266,3949,2028,1125,1042,3082,2216,23338,1502,4108,1892,2459,2481,3174,1784,886,786,2596,1670,4162,10,303,242,465,676,749,244,239,256,475,503,48,0,0,0,0,5,5,0,0,0,4,34,224,0,4,25,54,104,21,0,0,0,7,9
"Williamsburg County, South Carolina","45089",32256,1651,5296,2759,3844,3709,4222,2532,1078,1224,3658,2283,26730,1570,4791,2211,2894,2557,3330,2120,891,1030,3249,2087,4677,56,497,469,679,901,787,388,187,194,329,190,274,25,8,65,54,101,12,0,0,0,9,0,575,0,0,14,217,150,93,24,0,0,71,6
