"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Aiken County, South Carolina","45003",135567,19046,116521,22695,13289,20945,15723,15680,11048,4048,13093,52612,7443,45169,10298,6041,8725,5249,5879,3957,1333,3687,74281,9809,64472,11205,6507,10895,9271,8802,6420,2589,8783,1650,243,1407,296,86,231,202,230,203,71,88,7024,1551,5473,896,655,1094,1001,769,468,55,535
"Allendale County, South Carolina","45005",7886,2445,5441,1332,1109,1194,818,617,120,80,171,6173,1880,4293,1174,885,968,613,435,72,44,102,1524,492,1032,158,211,207,152,153,48,36,67,76,23,53,0,0,0,53,0,0,0,0,113,50,63,0,13,19,0,29,0,0,2
"Newberry County, South Carolina","45071",30935,4556,26379,4938,3337,5617,3977,3766,2119,767,1858,23001,3226,19775,3761,2482,4406,2987,2842,1537,607,1153,6085,923,5162,948,564,744,792,760,568,160,626,198,34,164,8,0,40,44,72,0,0,0,1651,373,1278,221,291,427,154,92,14,0,79
"Edgefield County, South Carolina","45037",22612,4045,18567,3845,2565,3635,2584,2248,1369,623,1698,10199,1598,8601,1797,1511,1914,1141,1026,517,261,434,11103,2194,8909,1879,959,1355,1263,1120,807,347,1179,256,43,213,84,10,28,42,44,5,0,0,1054,210,844,85,85,338,138,58,40,15,85
"Chester County, South Carolina","45023",26268,4513,21755,4946,3178,4189,2861,2798,1847,426,1510,19116,3437,15679,3713,2529,3023,1994,1867,1374,326,853,6780,1031,5749,1162,638,1119,821,873,450,100,586,59,7,52,8,1,2,6,22,12,0,1,313,38,275,63,10,45,40,36,11,0,70
"Clarendon County, South Carolina","45027",28539,4902,23637,6341,3498,4075,3392,2876,1610,538,1307,20832,3591,17241,4938,2608,2985,2413,2110,967,354,866,6969,1114,5855,1258,826,978,879,703,595,184,432,204,53,151,37,2,30,17,34,22,0,9,534,144,390,108,62,82,83,29,26,0,0
"Colleton County, South Carolina","45029",30656,4644,26012,5223,3764,5841,3669,3634,1772,435,1674,22536,3314,19222,3778,2875,4325,2791,2875,1217,310,1051,7258,883,6375,1322,884,1339,837,717,545,109,622,130,73,57,22,0,0,0,22,0,13,0,732,374,358,101,5,177,41,20,10,3,1
"Marion County, South Carolina","45067",25533,4366,21167,5193,3751,4187,3323,2267,1232,334,880,20188,3556,16632,4167,2874,3170,2780,1744,997,219,681,4498,653,3845,832,701,805,511,523,226,90,157,77,0,77,18,14,0,24,0,0,0,21,770,157,613,176,162,212,8,0,9,25,21
"Sumter County, South Carolina","45085",85440,12550,72890,16448,9063,13387,10977,9247,6282,2222,5264,52852,8328,44524,11131,6133,8322,7099,5411,3195,900,2333,28059,3489,24570,4393,2435,4388,3371,3360,2705,1235,2683,1253,143,1110,254,78,113,169,144,206,45,101,3276,590,2686,670,417,564,338,332,176,42,147
"Lexington County, South Carolina","45063",226933,27268,199665,31948,19266,32793,28880,31732,22300,8146,24600,124762,16100,108662,19297,11007,18194,16271,17583,11336,4160,10814,85114,8196,76918,10743,7037,11302,10486,12259,9656,3539,11896,3173,242,2931,455,212,440,459,385,425,159,396,13884,2730,11154,1453,1010,2857,1664,1505,883,288,1494
