"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Aiken County, South Carolina","45003",41,41.2,41.4,38.2,39.9
"Allendale County, South Carolina","45005",40.6,38.7,45.3,51.6,38.5
"Newberry County, South Carolina","45071",41.5,40.5,48.3,49.5,37
"Edgefield County, South Carolina","45037",42.6,44.4,42.2,41.8,39.6
"Chester County, South Carolina","45023",41.8,39.5,47,52.5,59.6
"Clarendon County, South Carolina","45027",43.6,38.8,53.9,52.5,48.1
"Colleton County, South Carolina","45029",42.2,39.6,51.6,35.7,35.2
"Marion County, South Carolina","45067",40,38.3,50.5,47,44.2
"Sumter County, South Carolina","45085",36,32.7,41.5,29.3,41.5
"Lexington County, South Carolina","45063",38.9,32.6,46.7,44.5,39.2
"Oconee County, South Carolina","45073",45,36.3,55.6,53.3,38
"Barnwell County, South Carolina","45011",40.6,39.2,42.5,53.3,42.3
"Berkeley County, South Carolina","45015",35.8,28.6,42.2,35.6,42.5
"Charleston County, South Carolina","45019",37.2,31.7,42.6,36.1,39.2
"Darlington County, South Carolina","45031",41.2,39.1,48.4,47.7,36.8
"Georgetown County, South Carolina","45043",48.5,39.2,58.5,57.3,48
"Marlboro County, South Carolina","45069",39.9,40.4,39.6,41.5,38.3
"York County, South Carolina","45091",38.3,34.1,40.2,40.6,41.2
"Anderson County, South Carolina","45007",40.5,36.2,48.7,41.2,40.7
"Cherokee County, South Carolina","45021",38.9,35.8,44.3,45.5,36.8
"Chesterfield County, South Carolina","45025",41.9,43.2,40.6,34.4,38.8
"Greenwood County, South Carolina","45047",39.3,34.7,50.1,38.9,37.9
"Jasper County, South Carolina","45053",38.1,31.8,47.6,44.8,36.7
"Horry County, South Carolina","45051",44.4,28.3,53,37.6,42.1
"Kershaw County, South Carolina","45055",41.8,36,49.8,40.4,47.1
"Lee County, South Carolina","45061",41.7,41.8,39.7,42.1,51.7
"Orangeburg County, South Carolina","45075",39.5,36.8,48.5,36.1,42.8
"Spartanburg County, South Carolina","45083",38.3,33.7,45.6,43.6,41.6
"Abbeville County, South Carolina","45001",43.7,41.6,49.3,20.5,27.5
"Bamberg County, South Carolina","45009",41.8,42.3,40.6,22.7,31.8
"Beaufort County, South Carolina","45013",44,24.6,53.6,34.7,42.1
"Calhoun County, South Carolina","45017",45.9,41.2,50.9,61,44.9
"Dillon County, South Carolina","45033",37.4,35.3,46.8,12.2,29.9
"Saluda County, South Carolina","45081",40.6,40.5,51.6,26,34.5
"Richland County, South Carolina","45079",33,29.7,36.4,34.2,37.8
"Fairfield County, South Carolina","45039",45.4,42.2,54.9,57,37.5
"Hampton County, South Carolina","45049",39.9,37.5,47.7,31.1,39.3
"Greenville County, South Carolina","45045",38,30.8,44.9,38.4,40.2
"Lancaster County, South Carolina","45057",42,40.1,43.8,44.2,43.5
"Dorchester County, South Carolina","45035",36.2,28,43.9,36.1,42.7
"Florence County, South Carolina","45041",38.8,35.3,46.3,41.7,44.1
"Laurens County, South Carolina","45059",40.8,37,49.2,48.4,37.8
"McCormick County, South Carolina","45065",52.8,46.3,61.4,46.1,64.5
"Pickens County, South Carolina","45077",36.2,32.1,43.4,47.8,36.3
"Union County, South Carolina","45087",43.7,41.8,48.7,78.3,38.1
"Williamsburg County, South Carolina","45089",41.7,42.2,41.8,30.6,36.9
