"","GEOID","B07007_001","B07007_002","B07007_003","B07007_004","B07007_005","B07007_006","B07007_007","B07007_008","B07007_009","B07007_010","B07007_011","B07007_012","B07007_013","B07007_014","B07007_015","B07007_016","B07007_017","B07007_018","B07007_019","B07007_020","B07007_021","B07007_022","B07007_023","B07007_024","B07007_025","B07007_026","B07007_027","B07007_028","B07007_029","B07007_030"
"Saluda County School District, South Carolina","4503460",15397,13826,1571,227,1344,14542,13124,1418,227,1191,442,420,22,0,22,117,110,7,0,7,208,156,52,0,52,88,16,72,0,72
"Spartanburg School District 1, South Carolina","4503480",29674,28521,1153,475,678,26372,25477,895,422,473,2192,1966,226,50,176,595,581,14,3,11,492,480,12,0,12,23,17,6,0,6
"Spartanburg School District 2, South Carolina","4503510",59082,55333,3749,1412,2337,51662,48292,3370,1297,2073,4414,4272,142,87,55,1455,1442,13,10,3,1229,1165,64,18,46,322,162,160,0,160
"Spartanburg School District 4, South Carolina","4503570",19867,19153,714,292,422,16053,15487,566,278,288,2013,2003,10,3,7,1241,1173,68,0,68,523,479,44,11,33,37,11,26,0,26
"Spartanburg School District 5, South Carolina","4503600",45051,42186,2865,1838,1027,38726,36221,2505,1640,865,3621,3455,166,102,64,1181,1136,45,19,26,1441,1341,100,77,23,82,33,49,0,49
"Spartanburg School District 6, South Carolina","4503630",66076,59768,6308,2375,3933,54678,49923,4755,2033,2722,7971,7225,746,175,571,1713,1493,220,53,167,1545,1093,452,114,338,169,34,135,0,135
"Spartanburg School District 7, South Carolina","4503660",50956,48439,2517,1281,1236,41500,39314,2186,1085,1101,6135,6021,114,88,26,1837,1815,22,15,7,1365,1240,125,93,32,119,49,70,0,70
"Union County School District, South Carolina","4503750",27472,27248,224,58,166,24131,23985,146,48,98,2363,2289,74,6,68,892,888,4,4,0,57,57,0,0,0,29,29,0,0,0
"Williamsburg County School District, South Carolina","4503780",32046,31471,575,224,351,29358,28927,431,223,208,1440,1440,0,0,0,785,765,20,0,20,271,259,12,1,11,192,80,112,0,112
"York School District 1, South Carolina","4503810",32197,31161,1036,344,692,29339,28468,871,274,597,1710,1664,46,14,32,235,235,0,0,0,895,776,119,56,63,18,18,0,0,0
"York School District 2, South Carolina","4503840",39641,38149,1492,753,739,33735,32508,1227,646,581,2765,2735,30,19,11,458,453,5,5,0,2538,2431,107,83,24,145,22,123,0,123
"York School District 3, South Carolina","4503870",115074,110093,4981,2193,2788,97195,93048,4147,1964,2183,10663,10277,386,167,219,4082,3926,156,11,145,2830,2719,111,51,60,304,123,181,0,181
"York School District 4, South Carolina","4503900",61747,56808,4939,2612,2327,51330,47461,3869,2081,1788,4080,3964,116,66,50,1299,1213,86,76,10,4670,4030,640,389,251,368,140,228,0,228
"Remainder of South Carolina, South Carolina","4599999",17248,16215,1033,314,719,3446,3358,88,43,45,507,441,66,19,47,520,511,9,0,9,12508,11667,841,252,589,267,238,29,0,29
"Dillon School District 4, South Carolina","4501920",23400,22642,758,314,444,20931,20390,541,118,423,1557,1428,129,124,5,514,514,0,0,0,355,267,88,72,16,43,43,0,0,0
"Marion School District 10, South Carolina","4503908",31390,30620,770,206,564,28323,27888,435,206,229,1749,1706,43,0,43,409,392,17,0,17,611,611,0,0,0,298,23,275,0,275
"Sumter County Consolidated School District, South Carolina","4503902",105784,102289,3495,1494,2001,89421,86732,2689,1287,1402,9921,9487,434,156,278,2401,2343,58,4,54,3305,3192,113,47,66,736,535,201,0,201
"Aiken County School District, South Carolina","4500720",166244,158673,7571,2500,5071,144534,138168,6366,2319,4047,13240,12537,703,112,591,2714,2604,110,19,91,5359,5138,221,50,171,397,226,171,0,171
"Anderson School District 1, South Carolina","4500780",52940,51353,1587,572,1015,47062,45773,1289,510,779,2448,2440,8,8,0,2121,1971,150,38,112,1132,1052,80,16,64,177,117,60,0,60
"Dorchester School District 4, South Carolina","4500002",17938,17737,201,67,134,16174,15975,199,65,134,950,950,0,0,0,648,646,2,2,0,166,166,0,0,0,0,0,0,0,0
"Abbeville County School District, South Carolina","4500690",23331,23100,231,77,154,20831,20619,212,68,144,1011,1006,5,5,0,1120,1110,10,4,6,351,351,0,0,0,18,14,4,0,4
"Allendale County School District, South Carolina","4500750",9359,9246,113,7,106,8367,8261,106,0,106,286,286,0,0,0,600,593,7,7,0,106,106,0,0,0,0,0,0,0,0
"Anderson School District 2, South Carolina","4500810",22672,22519,153,110,43,19922,19769,153,110,43,1482,1482,0,0,0,789,789,0,0,0,447,447,0,0,0,32,32,0,0,0
"Anderson School District 3, South Carolina","4500840",14523,14344,179,86,93,12926,12747,179,86,93,968,968,0,0,0,194,194,0,0,0,401,401,0,0,0,34,34,0,0,0
"Anderson School District 4, South Carolina","4500870",21030,20466,564,285,279,18078,17558,520,241,279,1038,1038,0,0,0,1215,1201,14,14,0,669,669,0,0,0,30,0,30,30,0
"Bamberg School District 2, South Carolina","4500960",6571,6442,129,14,115,6072,5946,126,11,115,98,98,0,0,0,178,175,3,3,0,223,223,0,0,0,0,0,0,0,0
"Barnwell School District 45, South Carolina","4501080",12023,11874,149,77,72,10489,10365,124,67,57,1042,1027,15,0,15,177,167,10,10,0,287,287,0,0,0,28,28,0,0,0
"Anderson School District 5, South Carolina","4500900",80856,78019,2837,1130,1707,68384,66109,2275,905,1370,8856,8567,289,162,127,1785,1725,60,0,60,1564,1473,91,63,28,267,145,122,0,122
"Bamberg School District 1, South Carolina","4500930",8117,7990,127,88,39,7412,7303,109,88,21,235,220,15,0,15,349,349,0,0,0,110,110,0,0,0,11,8,3,0,3
"Barnwell School District 19, South Carolina","4501020",4729,4623,106,56,50,4215,4109,106,56,50,333,333,0,0,0,97,97,0,0,0,77,77,0,0,0,7,7,0,0,0
"Barnwell School District 29, South Carolina","4501050",4770,4715,55,53,2,4046,3991,55,53,2,118,118,0,0,0,393,393,0,0,0,213,213,0,0,0,0,0,0,0,0
"Calhoun County School District, South Carolina","4501250",14726,14312,414,166,248,13919,13541,378,138,240,311,311,0,0,0,383,383,0,0,0,113,77,36,28,8,0,0,0,0,0
"Beaufort County School District, South Carolina","4501110",176812,161500,15312,5671,9641,143423,130981,12442,4714,7728,15310,13899,1411,511,900,2821,2642,179,50,129,14196,13463,733,338,395,1062,515,547,58,489
"Berkeley County School District, South Carolina","4501170",201889,191118,10771,4842,5929,168913,159733,9180,4311,4869,12746,12275,471,189,282,9087,8721,366,132,234,10435,9955,480,184,296,708,434,274,26,248
"Charleston County School District, South Carolina","4501440",382933,363730,19203,8044,11159,320011,304783,15228,6995,8233,35447,33665,1782,601,1181,11408,10912,496,173,323,14647,13827,820,260,560,1420,543,877,15,862
"Cherokee County School District, South Carolina","4501500",54312,53139,1173,503,670,48289,47194,1095,457,638,3774,3768,6,6,0,1401,1338,63,40,23,750,750,0,0,0,98,89,9,0,9
"Chester County School District, South Carolina","4501530",31922,31609,313,206,107,30043,29730,313,206,107,900,900,0,0,0,674,674,0,0,0,276,276,0,0,0,29,29,0,0,0
"Chesterfield County School District, South Carolina","4501560",45723,44196,1527,414,1113,40997,39566,1431,402,1029,2610,2573,37,0,37,1275,1275,0,0,0,752,706,46,12,34,89,76,13,0,13
"Clarendon School District 1, South Carolina","4501740",8343,8301,42,31,11,7611,7573,38,31,7,470,470,0,0,0,180,176,4,0,4,71,71,0,0,0,11,11,0,0,0
"Clarendon School District 2, South Carolina","4501770",18473,18135,338,98,240,16590,16335,255,98,157,996,994,2,0,2,499,499,0,0,0,343,278,65,0,65,45,29,16,0,16
"Clarendon School District 3, South Carolina","4501800",6976,6820,156,18,138,6267,6147,120,18,102,138,138,0,0,0,441,441,0,0,0,105,94,11,0,11,25,0,25,0,25
"Colleton County School District, South Carolina","4501830",37272,36464,808,194,614,33951,33186,765,194,571,1781,1781,0,0,0,947,947,0,0,0,587,544,43,0,43,6,6,0,0,0
"Dillon School District 3, South Carolina","4501950",7270,7176,94,55,39,6719,6625,94,55,39,463,463,0,0,0,65,65,0,0,0,23,23,0,0,0,0,0,0,0,0
"Darlington County School District, South Carolina","4501860",66802,65609,1193,447,746,58759,57840,919,343,576,4244,4244,0,0,0,2871,2708,163,71,92,882,777,105,33,72,46,40,6,0,6
"Dorchester School District 2, South Carolina","4502010",132132,125263,6869,3819,3050,110109,104355,5754,3498,2256,9063,8697,366,138,228,7604,7308,296,105,191,4707,4443,264,78,186,649,460,189,0,189
"Edgefield County School District, South Carolina","4502070",26497,25443,1054,256,798,22941,22057,884,187,697,1211,1190,21,9,12,1510,1438,72,23,49,737,660,77,37,40,98,98,0,0,0
"Fairfield County School District, South Carolina","4502100",22760,22366,394,110,284,21590,21327,263,110,153,679,599,80,0,80,253,253,0,0,0,154,154,0,0,0,84,33,51,0,51
"Florence School District 1, South Carolina","4502130",98390,95319,3071,1790,1281,85369,82683,2686,1687,999,8238,8052,186,46,140,3005,2955,50,0,50,1674,1596,78,57,21,104,33,71,0,71
"Florence School District 2, South Carolina","4502160",7192,7043,149,28,121,6698,6633,65,28,37,322,322,0,0,0,54,54,0,0,0,118,34,84,0,84,0,0,0,0,0
"Georgetown County School District, South Carolina","4502280",60599,59087,1512,730,782,53528,52234,1294,616,678,3390,3301,89,63,26,1969,1900,69,51,18,1660,1628,32,0,32,52,24,28,0,28
"Florence School District 3, South Carolina","4502190",19364,19036,328,45,283,16954,16749,205,45,160,1989,1866,123,0,123,336,336,0,0,0,70,70,0,0,0,15,15,0,0,0
"Florence School District 4, South Carolina","4502220",6376,6227,149,9,140,5797,5648,149,9,140,363,363,0,0,0,188,188,0,0,0,12,12,0,0,0,16,16,0,0,0
"Florence School District 5, South Carolina","4502250",5283,5200,83,42,41,4822,4754,68,42,26,409,394,15,0,15,45,45,0,0,0,7,7,0,0,0,0,0,0,0,0
"Greenville County School District, South Carolina","4502310",499785,459728,40057,14962,25095,425538,393264,32274,13268,19006,41912,38562,3350,834,2516,12599,11603,996,330,666,15941,14625,1316,404,912,3795,1674,2121,126,1995
"Greenwood School District 50, South Carolina","4502340",57751,54985,2766,583,2183,48974,46569,2405,530,1875,5373,5116,257,40,217,1981,1962,19,13,6,1359,1291,68,0,68,64,47,17,0,17
"Greenwood School District 51, South Carolina","4502370",6819,6773,46,15,31,5846,5814,32,8,24,88,88,0,0,0,767,760,7,7,0,118,111,7,0,7,0,0,0,0,0
"Horry County School District, South Carolina","4502490",307568,287969,19599,8091,11508,258379,242036,16343,7051,9292,28604,26967,1637,536,1101,4517,4254,263,73,190,14864,14197,667,408,259,1204,515,689,23,666
"Greenwood School District 52, South Carolina","4502400",7897,7835,62,41,21,7172,7116,56,41,15,406,406,0,0,0,150,150,0,0,0,169,163,6,0,6,0,0,0,0,0
"Hampton School District 1, South Carolina","4502430",12298,12162,136,116,20,11579,11443,136,116,20,519,519,0,0,0,96,96,0,0,0,104,104,0,0,0,0,0,0,0,0
"Hampton School District 2, South Carolina","4502460",7604,7228,376,119,257,6688,6408,280,119,161,442,396,46,0,46,78,78,0,0,0,368,331,37,0,37,28,15,13,0,13
"Jasper County School District, South Carolina","4502520",27158,24861,2297,402,1895,23702,21662,2040,323,1717,1166,1082,84,0,84,1289,1169,120,69,51,973,932,41,10,31,28,16,12,0,12
"Kershaw County School District, South Carolina","4502550",63030,61656,1374,799,575,58310,57137,1173,751,422,2614,2447,167,40,127,985,975,10,0,10,857,833,24,8,16,264,264,0,0,0
"Lancaster County School District, South Carolina","4502580",85557,82159,3398,1686,1712,75621,72571,3050,1501,1549,5222,5172,50,37,13,1525,1512,13,13,0,2962,2858,104,70,34,227,46,181,65,116
"Laurens School District 55, South Carolina","4502610",36440,35439,1001,228,773,31027,30259,768,187,581,3515,3337,178,17,161,1568,1513,55,24,31,312,312,0,0,0,18,18,0,0,0
"Laurens School District 56, South Carolina","4502640",21313,20890,423,123,300,17878,17605,273,94,179,2101,2070,31,0,31,912,858,54,26,28,310,304,6,3,3,112,53,59,0,59
"Lee County School District, South Carolina","4502670",17717,17621,96,58,38,16421,16325,96,58,38,494,494,0,0,0,689,689,0,0,0,107,107,0,0,0,6,6,0,0,0
"Lexington School District 1, South Carolina","4502700",134473,127479,6994,2859,4135,115786,110354,5432,2436,2996,10875,10270,605,244,361,4234,3987,247,74,173,2809,2567,242,105,137,769,301,468,0,468
"Lexington School District 2, South Carolina","4502730",63823,59457,4366,1056,3310,52729,49058,3671,887,2784,5662,5458,204,26,178,3143,2988,155,36,119,1954,1772,182,107,75,335,181,154,0,154
"Lexington School District 3, South Carolina","4502760",13601,13115,486,149,337,11725,11250,475,138,337,1090,1079,11,11,0,420,420,0,0,0,331,331,0,0,0,35,35,0,0,0
"Lexington School District 4, South Carolina","4502790",18165,17705,460,68,392,16256,15796,460,68,392,1346,1346,0,0,0,330,330,0,0,0,233,233,0,0,0,0,0,0,0,0
"Lexington School District 5, South Carolina","4502820",97740,93379,4361,2579,1782,85704,81779,3925,2498,1427,4099,3930,169,30,139,4778,4708,70,16,54,2914,2804,110,35,75,245,158,87,0,87
