"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Dorchester School District 2, South Carolina","4502010",87765,7151,23485,31043,16698,9388,31927,3036,9708,10867,5270,3046,48026,2636,11742,18124,10019,5505,1790,110,420,649,424,187,6022,1369,1615,1403,985,650
"Edgefield County School District, South Carolina","4502070",19340,3579,6963,5030,2372,1396,8723,1952,3543,1880,952,396,9385,1046,3237,2896,1333,873,250,55,42,94,30,29,982,526,141,160,57,98
"Fairfield County School District, South Carolina","4502100",16425,2870,6370,4290,2103,792,12936,2414,5430,3278,1434,380,3079,356,843,945,543,392,79,0,25,14,38,2,331,100,72,53,88,18
"Florence School District 1, South Carolina","4502130",67134,8427,21171,20169,11128,6239,43139,6800,15106,12162,5895,3176,20893,1240,5514,7051,4520,2568,487,0,71,240,140,36,2615,387,480,716,573,459
"Florence School District 2, South Carolina","4502160",4721,881,2010,1239,422,169,3879,790,1654,965,349,121,688,54,273,240,73,48,5,0,5,0,0,0,149,37,78,34,0,0
"Georgetown County School District, South Carolina","4502280",44790,6062,12846,13739,7486,4657,23995,4061,8681,7097,2665,1491,18965,1377,3870,6283,4593,2842,428,120,43,70,119,76,1402,504,252,289,109,248
"Florence School District 3, South Carolina","4502190",12978,3644,4451,3107,1155,621,10882,3153,3826,2642,886,375,1714,310,617,441,231,115,83,40,0,24,0,19,299,141,8,0,38,112
"Florence School District 4, South Carolina","4502220",4402,1200,1571,1024,497,110,3584,1004,1348,801,372,59,626,80,174,196,125,51,43,0,24,19,0,0,149,116,25,8,0,0
"Florence School District 5, South Carolina","4502250",3388,591,1254,1017,347,179,2877,578,1056,839,280,124,455,6,188,163,43,55,0,0,0,0,0,0,56,7,10,15,24,0
"Greenville County School District, South Carolina","4502310",341193,44083,85324,99520,71548,40718,153947,24581,48015,45336,23660,12355,149518,8717,29654,46381,41106,23660,4279,439,693,1332,1190,625,33449,10346,6962,6471,5592,4078
"Greenwood School District 50, South Carolina","4502340",38563,6717,11593,10892,6089,3272,25584,4868,8304,7453,3434,1525,10505,640,2836,3072,2397,1560,344,67,36,128,75,38,2130,1142,417,239,183,149
"Greenwood School District 51, South Carolina","4502370",4899,887,1864,1515,417,216,3810,667,1549,1121,328,145,1021,198,293,381,89,60,25,7,7,0,0,11,43,15,15,13,0,0
"Horry County School District, South Carolina","4502490",226485,24276,74237,75939,34246,17787,63442,9349,22703,20041,7457,3892,143102,9860,45787,50987,24016,12452,2768,284,666,1122,484,212,17173,4783,5081,3789,2289,1231
"Greenwood School District 52, South Carolina","4502400",5815,714,1734,2076,764,527,3652,527,1145,1447,369,164,2115,178,574,620,380,363,0,0,0,0,0,0,48,9,15,9,15,0
"Hampton School District 1, South Carolina","4502430",8431,1147,3727,2396,777,384,6715,1018,3146,1769,569,213,1580,120,570,522,197,171,26,3,8,15,0,0,110,6,3,90,11,0
"Hampton School District 2, South Carolina","4502460",5489,1427,2317,1281,292,172,3701,926,1678,798,175,124,1346,314,502,398,91,41,66,19,27,0,13,7,376,168,110,85,13,0
"Jasper County School District, South Carolina","4502520",19161,4057,6692,5572,1894,946,8041,1817,3138,2225,613,248,8972,1168,2931,3012,1176,685,96,7,8,69,12,0,2052,1065,615,266,93,13
"Kershaw County School District, South Carolina","4502550",43847,6101,16033,12752,5489,3472,26710,4237,10705,7455,2632,1681,15504,1518,4742,4904,2674,1666,420,11,109,189,78,33,1213,335,477,204,105,92
"Lancaster County School District, South Carolina","4502580",61355,8825,20171,16981,10066,5312,30332,6364,12227,7483,2673,1585,27487,1847,6853,8841,6558,3388,603,15,63,179,319,27,2933,599,1028,478,516,312
"Laurens School District 55, South Carolina","4502610",25641,4901,9059,8091,2515,1075,17545,3360,6398,5475,1589,723,6929,1068,2345,2423,771,322,303,0,140,97,51,15,864,473,176,96,104,15
"Laurens School District 56, South Carolina","4502640",14289,3095,4784,3992,1382,1036,10665,2537,3896,2832,873,527,3214,484,767,1065,462,436,134,17,39,14,28,36,276,57,82,81,19,37
"Lee County School District, South Carolina","4502670",12389,2760,5260,2929,979,461,10098,2413,4311,2257,808,309,2162,333,881,635,166,147,33,11,8,9,5,0,96,3,60,28,0,5
"Lexington School District 1, South Carolina","4502700",91327,8899,25812,28117,18576,9923,45594,4654,14364,13723,8769,4084,38503,2282,9870,12730,8697,4924,1232,69,217,620,218,108,5998,1894,1361,1044,892,807
"Lexington School District 2, South Carolina","4502730",44943,5919,14042,13928,7363,3691,26431,3201,8915,8369,4146,1800,13907,1029,4124,4485,2721,1548,886,22,315,355,133,61,3719,1667,688,719,363,282
"Lexington School District 3, South Carolina","4502760",9271,1774,3580,2398,966,553,6885,1372,2821,1729,634,329,1908,159,671,554,300,224,90,0,30,50,10,0,388,243,58,65,22,0
"Lexington School District 4, South Carolina","4502790",11890,2682,4889,3241,839,239,7594,1860,3212,1957,437,128,3868,599,1575,1186,401,107,56,11,10,34,1,0,372,212,92,64,0,4
"Lexington School District 5, South Carolina","4502820",68159,3202,13867,21095,19003,10992,29983,1763,7015,8683,7982,4540,33360,1000,5924,11140,9845,5451,1069,114,151,392,253,159,3747,325,777,880,923,842
