"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Marion School District 10, South Carolina","4503908",40,38.3,50.5,47,44.2
"Sumter County Consolidated School District, South Carolina","4503902",36,32.7,41.5,29.3,41.5
"Aiken County School District, South Carolina","4500720",41,41.3,41.4,38.3,39.8
"Anderson School District 1, South Carolina","4500780",39.3,34.8,46.3,39,39.8
"Dorchester School District 4, South Carolina","4500002",41.2,37.4,46.7,44.6,44.2
"Abbeville County School District, South Carolina","4500690",43.5,41.1,49.3,20.5,27.5
"Allendale County School District, South Carolina","4500750",40.6,38.7,45.3,51.6,38.5
"Anderson School District 2, South Carolina","4500810",41.7,37.9,50.2,38.8,49.8
"Anderson School District 4, South Carolina","4500870",44,38.4,51.7,38.7,41.2
"Barnwell School District 45, South Carolina","4501080",38.4,37.5,44.3,34.9,22.9
"Anderson School District 5, South Carolina","4500900",40.8,36.2,48.6,41.8,40.4
"Bamberg School District 1, South Carolina","4500930",43.7,42.6,49.3,53.2,51.5
"Calhoun County School District, South Carolina","4501250",45.9,41.2,50.9,61,44.9
"Beaufort County School District, South Carolina","4501110",44.2,24.6,53.7,34.7,42.1
"Berkeley County School District, South Carolina","4501170",35.8,28.6,42.2,35.6,42.5
"Charleston County School District, South Carolina","4501440",37.2,31.7,42.6,36.1,39.2
"Cherokee County School District, South Carolina","4501500",38.6,35.5,44.2,45.5,36.9
"Chester County School District, South Carolina","4501530",41.8,39.5,47,52.5,59.6
"Chesterfield County School District, South Carolina","4501560",41.9,43.2,40.6,34.4,38.8
"Clarendon School District 1, South Carolina","4501740",54.2,50.6,62.3,55.1,56.8
"Clarendon School District 2, South Carolina","4501770",42.7,38,52.5,50.5,48.6
"Clarendon School District 3, South Carolina","4501800",33.7,33,32.9,36.1,40.7
"Colleton County School District, South Carolina","4501830",42.2,39.6,51.6,35.7,35.2
"Darlington County School District, South Carolina","4501860",41.2,39.1,48.4,47.7,36.8
"Dorchester School District 2, South Carolina","4502010",35.8,26.2,43.7,35.5,42.7
"Edgefield County School District, South Carolina","4502070",42.6,44.4,42.2,41.8,39.6
"Fairfield County School District, South Carolina","4502100",45.4,42.2,54.9,57,37.5
"Florence School District 1, South Carolina","4502130",38.9,34.5,46.9,34.8,46.6
"Georgetown County School District, South Carolina","4502280",48.5,39.2,58.5,57.3,48
"Florence School District 3, South Carolina","4502190",35.9,35.4,40.7,47.6,32.4
"Florence School District 4, South Carolina","4502220",41.4,41.4,41.9,44.7,31.5
"Greenville County School District, South Carolina","4502310",37.8,30.6,44.7,38.5,40.1
"Greenwood School District 50, South Carolina","4502340",38.4,34.2,49.2,38.8,37.8
"Greenwood School District 51, South Carolina","4502370",42.1,38.6,49.9,60.5,40.8
"Horry County School District, South Carolina","4502490",44.4,28.3,53,37.6,42.1
"Hampton School District 1, South Carolina","4502430",40.4,37.9,51.3,29.8,62.1
"Hampton School District 2, South Carolina","4502460",39.2,37.1,44.5,31.2,37.4
"Jasper County School District, South Carolina","4502520",38.1,31.8,47.6,44.8,36.7
"Kershaw County School District, South Carolina","4502550",41.8,36,49.8,40.4,47.1
"Lancaster County School District, South Carolina","4502580",42,40.1,43.8,44.2,43.5
"Laurens School District 55, South Carolina","4502610",41.4,37.3,50.7,45.8,38.3
"Laurens School District 56, South Carolina","4502640",42.3,39.9,50.5,52.4,34.7
"Lee County School District, South Carolina","4502670",41.7,41.8,39.7,42.1,51.7
"Lexington School District 1, South Carolina","4502700",37.6,30.8,45.2,41.8,39.8
"Lexington School District 2, South Carolina","4502730",38.4,35.4,45.5,46.8,35.2
"Lexington School District 3, South Carolina","4502760",41.8,37.4,53.7,51.4,41.5
"Lexington School District 4, South Carolina","4502790",36.9,30.9,48.1,45.4,35.4
"Lexington School District 5, South Carolina","4502820",40.6,31.9,48.4,39,46.4
