"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Abbeville County, South Carolina","45001",43.1,41.5,48.4,50.9,24.3
"Aiken County, South Carolina","45003",40.6,41,40.5,36.5,39.5
"Allendale County, South Carolina","45005",38.5,38.2,40.5,51.3,31.9
"Anderson County, South Carolina","45007",40.3,35.8,48.5,42.6,39
"Barnwell County, South Carolina","45011",39.1,37.8,45.8,42.5,49.5
"Beaufort County, South Carolina","45013",42,23.6,51.3,35.8,38.8
"Berkeley County, South Carolina","45015",35,28.3,40.8,33.5,39.5
"Calhoun County, South Carolina","45017",45.1,42.1,52.4,52.4,45.1
"Charleston County, South Carolina","45019",36.2,30.5,41.3,36.6,37.5
"Cherokee County, South Carolina","45021",38.4,36.3,42.6,45.6,38.6
"Chester County, South Carolina","45023",40.8,37.9,46.1,52.2,62.7
"Chesterfield County, South Carolina","45025",40.4,41.2,39.7,29.4,38
"Clarendon County, South Carolina","45027",42.3,38.6,50.7,52.3,39.3
"Colleton County, South Carolina","45029",41.5,36.9,52.6,23,26.9
"Darlington County, South Carolina","45031",40.4,38,46.1,42.3,41.7
"Dillon County, South Carolina","45033",37.4,35.9,43.9,41.2,34.3
"Dorchester County, South Carolina","45035",35.7,27.6,42.2,35.3,42.3
"Edgefield County, South Carolina","45037",41.8,43.4,39.9,45.3,38
"Fairfield County, South Carolina","45039",43.5,41.8,50,37.9,33.5
"Florence County, South Carolina","45041",37.8,34.8,44.7,33.4,42.6
"Georgetown County, South Carolina","45043",47,40.7,56.1,45.5,46.7
"Greenville County, South Carolina","45045",37.6,31,43.9,38.7,39
"Greenwood County, South Carolina","45047",38.6,34.8,47.6,39.6,34.2
"Hampton County, South Carolina","45049",39.5,38.1,42.2,44.8,38
"Horry County, South Carolina","45051",42.5,27.5,50.8,37.8,38.1
"Jasper County, South Carolina","45053",36.3,33.6,41.5,60.1,36
"Kershaw County, South Carolina","45055",41.2,36.5,46.8,40,45.1
"Lancaster County, South Carolina","45057",41,39,44.2,56.2,40.4
"Laurens County, South Carolina","45059",40.7,36.9,50.1,39.9,34.8
"Lee County, South Carolina","45061",39.7,37.3,43.9,40.7,41.1
"Lexington County, South Carolina","45063",38.2,32.2,45.8,43.8,37.8
"McCormick County, South Carolina","45065",51,45.9,58.7,55.3,60.7
"Marion County, South Carolina","45067",39.7,38.6,46.1,61.4,39
"Marlboro County, South Carolina","45069",39.6,40.3,38.6,38.8,39.1
"Newberry County, South Carolina","45071",40.7,39.2,49,45.3,36.4
"Oconee County, South Carolina","45073",43.8,37,51.8,50.8,39.7
"Orangeburg County, South Carolina","45075",38.7,37,43.4,39.2,41.3
"Pickens County, South Carolina","45077",35.2,32.1,42.4,37.7,33.3
"Richland County, South Carolina","45079",32.7,29.9,35.5,34.7,36.9
"Saluda County, South Carolina","45081",41.2,41.2,51.1,40.5,31.4
"Spartanburg County, South Carolina","45083",38.2,33.3,45.6,45.3,38.8
"Sumter County, South Carolina","45085",35.6,32.3,39.8,27.4,39.3
"Union County, South Carolina","45087",42.9,41.2,46,53.3,44.8
"Williamsburg County, South Carolina","45089",40.9,41.9,38.9,37,36.1
"York County, South Carolina","45091",37.6,33.4,40,40.3,39.4
