"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Dillon County, South Carolina","45033",20409,5784,7948,4979,1202,496,15675,4624,6261,3536,932,322,3944,747,1343,1416,268,170,29,0,14,15,0,0,761,413,330,12,2,4
"Dorchester County, South Carolina","45035",92797,10000,26962,32713,15052,8070,39114,5705,13287,12563,4689,2870,46182,3019,11649,17885,9070,4559,2223,250,456,1021,365,131,5278,1026,1570,1244,928,510
"Edgefield County, South Carolina","45037",18936,3430,7087,4890,2266,1263,8551,1958,3556,1886,784,367,9066,887,3164,2801,1436,778,205,41,48,89,10,17,1114,544,319,114,36,101
"Fairfield County, South Carolina","45039",16630,3192,6582,4323,1602,931,12602,2609,5229,3242,951,571,3498,521,1208,988,443,338,91,0,0,31,58,2,439,62,145,62,150,20
"Florence County, South Carolina","45041",91046,15263,30475,25740,11978,7590,63977,12605,23045,17364,7263,3700,23552,1910,6552,7832,3998,3260,584,61,170,121,151,81,2933,687,708,423,566,549
"Georgetown County, South Carolina","45043",43598,6248,14005,12973,6245,4127,23760,4383,9190,6742,1930,1515,18206,1265,4477,5890,4179,2395,391,56,76,131,51,77,1241,544,262,210,85,140
"Greenville County, South Carolina","45045",311759,42446,81822,89112,63727,34652,141893,23440,46026,39900,22021,10506,136197,9551,28416,42144,35694,20392,3889,450,857,1143,1054,385,29780,9005,6523,5925,4958,3369
"Greenwood County, South Carolina","45047",46033,9249,13711,12489,7230,3354,31479,6660,10339,8598,4274,1608,12001,1525,2836,3543,2615,1482,501,48,64,191,55,143,2052,1016,472,157,286,121
"Hampton County, South Carolina","45049",14022,3258,5647,3566,966,585,10038,2479,4203,2299,678,379,3484,581,1327,1182,224,170,107,13,14,24,43,13,393,185,103,61,21,23
"Horry County, South Carolina","45051",201699,24530,65242,65739,31061,15127,59024,10141,19842,18168,7393,3480,124766,8984,40285,43562,21351,10584,2080,248,542,944,283,63,15829,5157,4573,3065,2034,1000
"Jasper County, South Carolina","45053",17421,3772,7018,4371,1614,646,8737,1935,4031,1963,514,294,6667,809,2401,2240,891,326,83,0,51,32,0,0,1934,1028,535,136,209,26
"Kershaw County, South Carolina","45055",42468,6732,14543,12704,5595,2894,26005,4816,9550,7281,2889,1469,14699,1430,4397,4963,2564,1345,460,15,166,214,65,0,1304,471,430,246,77,80
"Lancaster County, South Carolina","45057",55321,8474,19402,16238,7562,3645,30633,6098,11989,8328,2833,1385,22072,1881,6408,7351,4347,2085,498,41,237,152,39,29,2118,454,768,407,343,146
"Laurens County, South Carolina","45059",44598,9738,16143,12351,4272,2094,31976,7404,12305,8307,2638,1322,10999,1645,3433,3796,1450,675,237,14,30,86,73,34,1386,675,375,162,111,63
"Lee County, South Carolina","45061",12637,3194,5059,3158,878,348,9921,2714,4016,2302,680,209,2588,416,1043,807,188,134,36,15,0,16,0,5,92,49,0,33,10,0
"Lexington County, South Carolina","45063",182439,21006,51137,57957,33682,18657,97025,12253,30828,30050,16410,7484,71843,4885,17279,24814,15471,9394,2410,130,697,941,371,271,11161,3738,2333,2152,1430,1508
"McCormick County, South Carolina","45065",8024,1752,2535,2314,864,559,4396,1340,1474,1325,202,55,3450,402,985,943,641,479,42,0,14,17,11,0,136,10,62,29,10,25
"Marion County, South Carolina","45067",21868,4038,8854,5687,2291,998,17327,3074,7222,4563,1808,660,3934,695,1457,1021,483,278,47,0,20,27,0,0,560,269,155,76,0,60
"Marlboro County, South Carolina","45069",19916,5469,8319,4341,1091,696,13838,3823,6051,2833,696,435,5433,1291,2113,1436,343,250,169,69,41,22,37,0,476,286,114,50,15,11
"Newberry County, South Carolina","45071",25389,5673,8539,6647,2982,1548,18446,4013,6509,5003,1954,967,5094,655,1528,1481,931,499,241,0,113,116,12,0,1608,1005,389,47,85,82
"Oconee County, South Carolina","45073",53052,8937,17682,14704,6993,4736,28583,6022,11313,7309,2405,1534,21888,1991,5857,6898,4345,2797,491,26,101,197,96,71,2090,898,411,300,147,334
"Orangeburg County, South Carolina","45075",59605,11608,21021,15800,6819,4357,45020,9495,16302,11378,4977,2868,12559,1550,4210,4104,1569,1126,269,30,74,67,65,33,1757,533,435,251,208,330
"Pickens County, South Carolina","45077",73612,13022,22781,21303,9691,6815,43203,9233,15543,12148,4024,2255,26134,3088,6434,8231,4975,3406,722,111,89,284,154,84,3553,590,715,640,538,1070
"Richland County, South Carolina","45079",243442,25370,54280,75751,53200,34841,127363,16032,33961,38582,24725,14063,93405,5409,16061,31822,23894,16219,5682,337,971,2151,1524,699,16992,3592,3287,3196,3057,3860
"Saluda County, South Carolina","45081",13738,3202,5565,3300,1156,515,10078,1881,4471,2540,915,271,2092,172,863,647,220,190,89,15,0,59,15,0,1479,1134,231,54,6,54
"Spartanburg County, South Carolina","45083",190841,33013,57466,58529,26602,15231,110244,21529,35901,33338,12757,6719,63810,5970,17277,21457,11732,7374,1841,402,406,595,296,142,14946,5112,3882,3139,1817,996
"Sumter County, South Carolina","45085",68989,12860,20647,22444,8082,4956,41239,9853,13553,11738,3924,2171,23545,1902,5991,9598,3561,2493,972,64,171,428,213,96,3233,1041,932,680,384,196
"Union County, South Carolina","45087",19745,4108,7323,5631,1756,927,15715,3483,6060,4357,1230,585,3788,617,1162,1202,496,311,35,0,0,10,25,0,207,8,101,62,5,31
"Williamsburg County, South Carolina","45089",23031,4939,9372,5964,1749,1007,18950,4158,7772,4780,1408,832,3599,635,1444,1113,237,170,105,15,51,38,1,0,377,131,105,33,103,5
"York County, South Carolina","45091",154774,19244,43479,47839,29867,14345,58992,10129,19098,17567,8109,4089,84929,7179,22041,27536,19495,8678,1753,137,330,613,471,202,9100,1799,2010,2123,1792,1376
