"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Cherokee County, South Carolina","45021",44433,6812,37621,9877,5062,7842,4721,4999,2508,820,1792,30486,4737,25749,7011,3689,5228,3128,3434,1524,593,1142,12497,1770,10727,2582,1252,2357,1371,1397,940,227,601,325,68,257,89,0,27,53,72,16,0,0,1125,237,888,195,121,230,169,96,28,0,49
"Chester County, South Carolina","45023",26395,4534,21861,5836,3199,4207,2817,2797,1400,558,1047,19382,3393,15989,4440,2526,3173,1988,2046,920,310,586,6654,1136,5518,1310,639,1000,757,726,462,225,399,42,0,42,13,0,0,8,10,10,0,1,317,5,312,73,34,34,64,15,8,23,61
"Chesterfield County, South Carolina","45025",37351,6508,30843,7077,4915,7129,4301,4093,1516,490,1322,24294,3957,20337,4397,3409,4821,2872,2588,962,335,953,12008,2357,9651,2433,1358,2088,1320,1388,554,141,369,44,2,42,24,0,10,7,1,0,0,0,1005,192,813,223,148,210,102,116,0,14,0
"Clarendon County, South Carolina","45027",28483,5151,23332,6909,3811,3940,3438,2398,1444,321,1071,21108,3873,17235,5288,2937,2906,2409,1748,1002,227,718,6773,1153,5620,1419,808,994,955,589,408,94,353,88,11,77,14,19,0,8,10,26,0,0,514,114,400,188,47,40,66,51,8,0,0
"Colleton County, South Carolina","45029",30794,4815,25979,6797,3808,5305,3413,3321,1575,330,1430,22122,3651,18471,4924,2752,3719,2455,2536,1044,206,835,7711,919,6792,1701,971,1369,838,718,494,122,579,138,86,52,18,17,0,0,17,0,0,0,823,159,664,154,68,217,120,50,37,2,16
"Darlington County, South Carolina","45031",54952,8982,45970,11620,6729,8612,6597,5219,3092,1221,2880,41901,6720,35181,9225,5412,6477,5141,3962,2106,918,1940,11467,1872,9595,2145,1077,1814,1332,1168,913,286,860,338,105,233,45,54,41,0,42,10,17,24,1246,285,961,205,186,280,124,47,63,0,56
"Dillon County, South Carolina","45033",24581,4430,20151,5732,3687,4570,2486,1630,1117,290,639,19017,3543,15474,4332,2925,3448,2047,1165,903,203,451,4675,687,3988,1156,702,936,414,372,212,44,152,52,0,52,0,13,10,0,29,0,0,0,837,200,637,244,47,176,25,64,2,43,36
"Dorchester County, South Carolina","45035",111615,16383,95232,17584,9881,15610,13569,14499,10269,4014,9806,50136,9015,41121,8547,5407,7097,6251,6122,3444,1481,2772,52934,6107,46827,7454,3830,7251,6327,7033,6142,2331,6459,2758,264,2494,647,227,156,409,493,342,88,132,5787,997,4790,936,417,1106,582,851,341,114,443
"Edgefield County, South Carolina","45037",22210,4591,17619,4295,2069,3364,2076,2431,1447,539,1398,9995,1896,8099,1806,1033,1778,1248,1158,469,195,412,10793,2048,8745,2256,982,1292,774,1231,941,344,925,216,61,155,68,9,25,10,12,16,0,15,1206,586,620,165,45,269,44,30,21,0,46
"Fairfield County, South Carolina","45039",19275,3213,16062,3826,2296,3217,2280,1919,1003,587,934,14900,2601,12299,3063,1908,2678,1940,1328,597,357,428,3740,436,3304,695,326,471,258,511,365,230,448,124,0,124,33,2,0,1,53,17,0,18,511,176,335,35,60,68,81,27,24,0,40
"Florence County, South Carolina","45041",109937,16166,93771,22197,11827,16508,12930,13029,7316,2669,7295,78512,11858,66654,17185,9010,11667,9484,9126,4777,1644,3761,27427,3558,23869,4554,2538,4164,2857,3662,2217,918,2959,686,132,554,110,60,38,154,27,49,44,72,3312,618,2694,348,219,639,435,214,273,63,503
"Georgetown County, South Carolina","45043",50210,6845,43365,9940,5792,7850,5696,6039,3007,1161,3880,28599,4338,24261,6730,3583,4588,3243,2981,1297,445,1394,19827,2258,17569,3069,1915,2916,2168,2935,1611,671,2284,400,38,362,0,38,19,159,43,30,45,28,1384,211,1173,141,256,327,126,80,69,0,174
"Greenville County, South Carolina","45045",374114,54707,319407,64067,35650,56619,42338,43150,27798,10503,39282,175853,27742,148111,32794,18753,27552,20280,20457,12325,4280,11670,159286,19617,139669,25389,13090,21141,17639,19562,13577,5412,23859,4778,480,4298,1016,304,800,523,487,358,132,678,34197,6868,27329,4868,3503,7126,3896,2644,1538,679,3075
"Greenwood County, South Carolina","45047",56112,8171,47941,11324,6736,9293,6120,6445,3832,1158,3033,39231,5770,33461,7838,4930,6597,4294,4854,2598,771,1579,13826,1787,12039,2764,1402,2108,1563,1431,1039,350,1382,563,89,474,166,47,29,51,38,117,21,5,2492,525,1967,556,357,559,212,122,78,16,67
"Hampton County, South Carolina","45049",16855,2884,13971,3623,2093,2611,2125,1768,924,179,648,12283,1884,10399,2507,1640,1937,1618,1448,668,131,450,4064,785,3279,1052,409,566,461,320,245,44,182,107,49,58,27,0,4,23,0,0,4,0,401,166,235,37,44,104,23,0,11,0,16
"Horry County, South Carolina","45051",236585,25837,210748,43809,28040,43501,30468,29846,15841,5166,14077,75553,10361,65192,17153,9261,12548,8853,7923,4206,1669,3579,140716,12762,127954,23042,16307,25540,18852,20474,10855,3231,9653,2390,192,2198,474,232,353,529,318,150,48,94,17926,2522,15404,3140,2240,5060,2234,1131,630,218,751
"Jasper County, South Carolina","45053",21005,3072,17933,4572,2566,4142,2439,2052,1246,262,654,10813,2013,8800,2508,1275,1831,1218,1025,609,104,230,7869,794,7075,1617,988,1473,1030,934,494,148,391,83,0,83,1,25,38,0,9,0,10,0,2240,265,1975,446,278,800,191,84,143,0,33
"Kershaw County, South Carolina","45055",49981,7627,42354,8753,5576,7778,6269,6179,3341,1322,3136,31254,5057,26197,5897,3551,5180,4129,3555,1732,607,1546,16753,2161,14592,2567,1911,2090,1923,2366,1526,695,1514,568,74,494,94,54,108,109,63,27,4,35,1406,335,1071,195,60,400,108,195,56,16,41
"Lancaster County, South Carolina","45057",64517,10987,53530,11715,6899,9525,7583,7930,3984,1586,4308,36783,7151,29632,6980,4709,5780,3875,4006,2016,585,1681,24751,3273,21478,4086,1894,3334,3397,3665,1717,989,2396,595,207,388,184,68,49,15,9,22,12,29,2388,356,2032,465,228,362,296,250,229,0,202
"Laurens County, South Carolina","45059",53939,7625,46314,10575,6134,10585,6494,5949,3665,917,1995,39266,5680,33586,8042,4642,7379,4789,4346,2555,595,1238,12639,1546,11093,2204,1382,2518,1515,1502,985,282,705,286,35,251,73,16,42,18,30,68,4,0,1748,364,1384,256,94,646,172,71,57,36,52
"Lee County, South Carolina","45061",15288,3407,11881,3519,1889,2584,1536,1179,588,171,415,12199,2608,9591,3034,1545,1969,1297,837,451,147,311,2896,750,2146,485,344,519,229,337,137,24,71,36,15,21,0,0,6,10,5,0,0,0,157,34,123,0,0,90,0,0,0,0,33
"Lexington County, South Carolina","45063",216568,26846,189722,32925,19119,32112,27425,30107,20177,7598,20259,119996,15895,104101,19846,10924,17750,15498,17009,10506,3614,8954,80773,8176,72597,11072,6826,10866,10145,11447,8554,3572,10115,2904,441,2463,357,178,345,347,464,363,104,305,12895,2334,10561,1650,1191,3151,1435,1187,754,308,885
"McCormick County, South Carolina","45065",8921,2076,6845,1469,1125,1401,811,955,411,258,415,4987,1365,3622,842,668,827,477,397,176,144,91,3756,678,3078,624,422,553,314,548,215,108,294,42,0,42,0,7,0,13,5,6,6,5,136,33,103,3,28,21,7,5,14,0,25
"Marion County, South Carolina","45067",26023,4477,21546,5796,3664,4459,2735,2312,1351,338,891,20797,3621,17176,4712,2939,3517,2126,1917,1032,225,708,4525,729,3796,1002,563,761,557,360,319,75,159,60,0,60,45,13,2,0,0,0,0,0,641,127,514,37,149,179,52,35,0,38,24
"Marlboro County, South Carolina","45069",23379,6190,17189,4833,2820,3615,2263,1805,958,280,615,16518,4026,12492,3691,2154,2593,1553,1335,623,188,355,6173,1724,4449,1085,622,980,675,443,318,92,234,175,97,78,23,7,20,9,0,2,0,17,513,343,170,34,37,22,26,27,15,0,9
"Newberry County, South Carolina","45071",30498,4444,26054,4862,3352,5262,4171,3925,1968,766,1748,22345,3010,19335,3877,2584,3992,3062,2812,1450,514,1044,5996,835,5161,808,687,843,655,831,502,252,583,268,48,220,10,0,30,64,116,0,0,0,1889,551,1338,167,81,397,390,166,16,0,121
"Oconee County, South Carolina","45073",61764,8379,53385,11598,7401,10515,6821,6958,4231,1624,4237,34736,5315,29421,6774,4265,6285,4189,3830,1953,756,1369,24276,2558,21718,4327,2729,3649,2378,2921,2197,830,2687,564,62,502,98,158,58,78,37,30,0,43,2188,444,1744,399,249,523,176,170,51,38,138
"Orangeburg County, South Carolina","45075",73960,13421,60539,17627,8288,11368,8225,6684,3977,1419,2951,55855,9789,46066,13582,6599,8766,6338,5038,3088,897,1758,15830,3080,12750,3586,1498,2317,1694,1434,779,453,989,310,71,239,101,39,37,0,27,0,19,16,1965,481,1484,358,152,248,193,185,110,50,188
"Pickens County, South Carolina","45077",99896,13404,86492,25022,10578,15563,10749,10339,6113,2201,5927,58810,8504,50306,14240,6935,9502,6743,6024,3297,1075,2490,35689,3979,31710,9454,3140,5055,3552,4008,2494,1027,2980,917,44,873,265,62,135,181,78,35,27,90,4480,877,3603,1063,441,871,273,229,287,72,367
"Richland County, South Carolina","45079",320905,38679,282226,67489,29093,45664,37427,38779,24025,10158,29591,167814,22816,144998,35902,16275,25301,20545,19706,11139,4259,11871,125436,12139,113297,26400,10126,16123,13721,15804,11078,5024,15021,7334,620,6714,1691,464,789,784,1162,679,301,844,20321,3104,17217,3496,2228,3451,2377,2107,1129,574,1855
"Saluda County, South Carolina","45081",16144,2668,13476,3040,1862,2821,2051,1671,896,361,774,11854,1743,10111,2470,1350,1886,1612,1230,774,260,529,2375,427,1948,400,232,488,178,263,111,96,180,107,12,95,0,30,0,6,7,0,5,47,1808,486,1322,170,250,447,255,171,11,0,18
"Spartanburg County, South Carolina","45083",231340,32506,198834,43794,25603,37710,27169,26893,16680,5972,15013,137784,20127,117657,28249,16478,22583,15349,15591,9567,3244,6596,73969,8702,65267,11894,7361,11197,9164,9608,6344,2454,7245,2138,227,1911,422,144,441,349,221,137,23,174,17449,3450,13999,3229,1620,3489,2307,1473,632,251,998
"Sumter County, South Carolina","45085",85166,14246,70920,15668,9227,14236,9713,9923,5357,1969,4827,51861,9214,42647,10483,6184,9064,5889,5711,2674,715,1927,28296,3997,24299,4084,2570,4231,3366,3844,2442,1201,2561,1460,304,1156,257,89,201,122,124,115,44,204,3549,731,2818,844,384,740,336,244,126,9,135
"Union County, South Carolina","45087",23167,3097,20070,4395,2838,4679,2791,2708,1469,389,801,18694,2486,16208,3700,2434,3647,2378,2135,1150,239,525,4215,549,3666,670,352,986,383,547,314,150,264,49,14,35,13,0,7,15,0,0,0,0,209,48,161,12,52,39,15,26,5,0,12
"Williamsburg County, South Carolina","45089",27277,5800,21477,6623,3472,4065,2707,2340,1179,380,711,22160,4055,18105,5457,2757,3399,2489,2040,1019,336,608,4580,1543,3037,1035,629,626,198,293,148,23,85,139,41,98,50,26,7,15,0,0,0,0,398,161,237,81,60,33,5,7,12,21,18
"York County, South Carolina","45091",186171,26063,160108,31601,16525,25927,21116,23964,14901,5842,20232,73769,10467,63302,13955,7821,11386,8452,10006,5088,1782,4812,100184,13466,86718,16052,7954,12474,11138,12578,8861,3772,13889,2130,347,1783,312,148,186,180,267,271,142,277,10088,1783,8305,1282,602,1881,1346,1113,681,146,1254
