"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Abbeville County, South Carolina","45001",19688,19889,18786,62857,24044
"Aiken County, South Carolina","45003",24422,21341,26963,26250,24038
"Allendale County, South Carolina","45005",16069,14660,20808,30536,20375
"Anderson County, South Carolina","45007",22803,21516,25503,25325,24847
"Barnwell County, South Carolina","45011",19829,19106,22131,85934,30089
"Beaufort County, South Carolina","45013",27711,20408,31859,25989,21226
"Berkeley County, South Carolina","45015",26281,22787,30308,27799,22155
"Calhoun County, South Carolina","45017",22951,21751,26126,22788,15536
"Charleston County, South Carolina","45019",27038,21860,34706,32843,24262
"Cherokee County, South Carolina","45021",19109,18281,21065,27534,17051
"Chester County, South Carolina","45023",18547,17381,22036,37500,26042
"Chesterfield County, South Carolina","45025",19387,19322,19813,6875,16216
"Clarendon County, South Carolina","45027",16917,16075,20564,34219,11000
"Colleton County, South Carolina","45029",18815,18459,20072,11176,19554
"Darlington County, South Carolina","45031",19852,19010,23366,20664,17591
"Dillon County, South Carolina","45033",16404,16435,16153,35536,17455
"Dorchester County, South Carolina","45035",27470,24089,32242,29500,23699
"Edgefield County, South Carolina","45037",21782,21228,23542,22550,17193
"Fairfield County, South Carolina","45039",20725,19060,28792,41413,25139
"Florence County, South Carolina","45041",22162,20666,27376,30242,28073
"Georgetown County, South Carolina","45043",21932,18400,28519,28589,23024
"Greenville County, South Carolina","45045",25675,22567,30641,25456,21871
"Greenwood County, South Carolina","45047",20819,20565,23089,21538,15716
"Hampton County, South Carolina","45049",19079,19465,18105,16250,16285
"Horry County, South Carolina","45051",22076,19308,24546,25709,18796
"Jasper County, South Carolina","45053",18975,17216,20155,21020,20417
"Kershaw County, South Carolina","45055",23695,21874,28540,19710,21609
"Lancaster County, South Carolina","45057",23057,19402,29312,10368,23587
"Laurens County, South Carolina","45059",20517,19964,22214,23750,18402
"Lee County, South Carolina","45061",17067,16203,20152,31125,17440
"Lexington County, South Carolina","45063",28783,26926,32331,35221,21502
"McCormick County, South Carolina","45065",20437,17359,23649,48000,22404
"Marion County, South Carolina","45067",17360,17135,18776,6818,18024
"Marlboro County, South Carolina","45069",16937,16250,18750,18625,20556
"Newberry County, South Carolina","45071",23903,22456,27848,40045,25195
"Oconee County, South Carolina","45073",21874,20195,25438,14679,20036
"Orangeburg County, South Carolina","45075",18572,17954,20432,13615,23824
"Pickens County, South Carolina","45077",19437,18584,20798,23841,18776
"Richland County, South Carolina","45079",24687,22623,27331,30938,22962
"Saluda County, South Carolina","45081",21014,20908,22747,72250,19137
"Spartanburg County, South Carolina","45083",22389,20797,26820,23370,20898
"Sumter County, South Carolina","45085",21863,19585,29373,31371,17263
"Union County, South Carolina","45087",20786,20072,22823,24107,18207
"Williamsburg County, South Carolina","45089",16168,17012,13958,7308,11803
"York County, South Carolina","45091",27441,23269,30983,36688,27120
