"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Georgia","13",9714569,685245,1799706,987110,1335594,1405189,1382109,576155,210398,286437,617602,429024,5369617,601994,1302422,559861,606014,591516,617712,277833,105085,142493,322021,242666,3281893,71837,405939,310866,476399,562877,589920,243325,88393,121838,250106,160393,123495,3839,19638,16471,23434,22474,21518,6938,1715,2449,3237,1782,939564,7575,71707,99912,229747,228322,152959,48059,15205,19657,42238,24183
"Hawaii","15",1362730,88203,214817,131578,188151,176082,191838,90474,37988,46551,101744,95304,743079,73953,159287,70909,89528,77311,87246,40625,16840,20517,48540,58323,332604,10346,34704,39338,57280,46464,52497,26337,11559,14226,24439,15414,40245,2185,7072,4401,6238,6687,6662,3157,791,872,1218,962,246802,1719,13754,16930,35105,45620,45433,20355,8798,10936,27547,20605
"Idaho","16",1567803,119601,306218,155812,208468,192581,207097,96415,37126,47809,111154,85522,730512,100322,200165,72654,92145,66720,69707,33282,13168,15949,36074,30326,728224,17977,94694,70567,92361,103981,119622,56622,22053,29908,69289,51150,15053,387,2777,2421,2712,2036,2606,982,291,180,373,288,94014,915,8582,10170,21250,19844,15162,5529,1614,1772,5418,3758
"Illinois","17",12823860,832930,2279808,1251175,1774620,1730297,1854809,808306,293725,375846,860161,762183,8565369,758446,1927301,894928,1056447,986670,1130896,479235,171136,210772,487117,462421,2359529,60193,238343,196853,327083,325210,394743,195554,74343,102176,236760,208271,130657,3860,15920,13423,18680,19738,22230,9702,3637,5458,11223,6786,1768305,10431,98244,145971,372410,398679,306940,123815,44609,57440,125061,84705
"Indiana","18",6485530,431230,1171268,653894,828795,843805,937244,419561,156088,196170,457066,390409,4430602,385216,934794,436331,535401,537008,603875,270480,98117,119751,271815,237814,1719026,40883,202534,173879,216610,237222,285627,133279,51655,68557,168699,140081,37939,1054,5459,5533,6248,6835,6261,2392,917,1073,1305,862,297963,4077,28481,38151,70536,62740,41481,13410,5399,6789,15247,11652
"Iowa","19",3047646,198875,526487,308655,382625,366342,435145,202207,75717,96149,226947,228497,2199596,173585,411377,201246,256287,240460,303622,145032,55868,68556,167563,176000,701048,23243,99750,85954,91958,94691,110946,50777,17662,24667,53467,47933,14672,571,2443,2329,2572,2655,2427,654,102,269,288,362,132330,1476,12917,19126,31808,28536,18150,5744,2085,2657,5629,4202
"Kansas","20",2851183,202762,518992,291350,376319,348662,402410,182140,65210,85070,192328,185940,1677559,173091,374619,171429,198304,161986,207398,97308,35211,43291,104486,110436,963834,26742,125202,93795,129194,137655,162633,74486,27028,37431,79668,70000,23266,1177,3668,3500,4128,4231,4288,1071,197,284,375,347,186524,1752,15503,22626,44693,44790,28091,9275,2774,4064,7799,5157
"Kentucky","21",4340167,280640,740739,416492,563435,579116,636266,289702,107555,143145,329574,253503,3048265,241799,576494,274798,365566,362866,417866,198440,75749,100309,241494,192884,1124946,35738,144740,120383,159441,179108,194629,84059,29496,39050,81966,56336,27170,861,4434,3765,5335,4963,4987,1387,177,464,510,287,139786,2242,15071,17546,33093,32179,18784,5816,2133,3322,5604,3996
"Louisiana","22",4529605,313009,802052,474246,623555,568717,647813,290868,105531,141320,315611,246883,3555107,285866,699306,377063,473006,415849,484107,216437,78780,104660,235887,184146,780327,25132,88891,76694,108243,111381,130578,61866,22755,31920,68172,54695,26935,860,4025,3474,3969,5328,5397,1417,391,611,793,670,167236,1151,9830,17015,38337,36159,27731,11148,3605,4129,10759,7372
"Maine","23",1329084,68687,205149,116624,145195,171418,216659,101365,38458,52298,114368,98863,857270,60789,160025,77912,93664,101119,123263,58243,22314,29587,67525,62829,414119,7092,39236,34158,43991,60934,83183,38836,14908,20410,41100,30271,13546,428,1992,1045,2048,2411,2830,834,153,426,767,612,44149,378,3896,3509,5492,6954,7383,3452,1083,1875,4976,5151
"Maryland","24",5785496,365258,985445,559511,766645,799736,894654,378373,141635,178513,392312,323414,2749712,297028,678274,304675,303056,291473,343692,144740,53316,65913,142324,125221,2164520,59090,241853,177234,278583,316154,394533,179734,69077,88488,197727,162047,74860,2922,12556,9364,12751,13084,14206,3883,1022,1021,2095,1956,796404,6218,52762,68238,172255,179025,142223,50016,18220,23091,50166,34190
"Massachusetts","25",6560595,366952,1049846,677899,853072,889830,1005361,433285,161780,211491,463633,447446,4131113,332285,855996,417508,433065,475560,577352,253495,93502,124018,277897,290435,1294224,25211,115778,157891,196427,185664,225709,104085,40199,52475,102931,87854,163793,3151,22932,18489,26364,28353,28334,10590,3691,4961,9907,7021,971465,6305,55140,84011,197216,200253,173966,65115,24388,30037,72898,62136
"Michigan","26",9897264,593776,1744636,980333,1172711,1280898,1496801,686060,248425,321399,733580,638645,7566116,552275,1520677,777739,889093,945474,1112597,500635,174429,216382,478172,398643,1668528,32421,163347,136840,166892,207621,278855,143799,58623,83791,203264,193075,64865,2405,11622,8056,9420,10969,9968,3557,1004,1395,3057,3412,597755,6675,48990,57698,107306,116834,95381,38069,14369,19831,49087,43515
"Minnesota","27",5313081,352455,927877,506899,717533,684783,801742,348686,124610,159000,359092,330404,3645218,316113,747408,341776,435206,405080,515746,229660,81737,104042,238545,229905,1253513,29692,135348,114695,182993,190743,227182,100188,36550,46976,102332,86814,31618,1114,5026,4529,5499,5858,5457,1541,545,487,719,843,382732,5536,40095,45899,93835,83102,53357,17297,5778,7495,17496,12842
"Mississippi","28",2967620,208315,545155,309301,383389,376644,412142,187021,69687,92125,217045,166796,2119498,182151,431016,215119,262760,244475,268154,128182,47754,64766,151706,123415,767551,24769,106490,82928,101144,116528,131945,54902,20463,25501,61783,41098,15253,701,2327,2549,2772,2604,2528,795,254,221,373,129,65318,694,5322,8705,16713,13037,9515,3142,1216,1637,3183,2154
"Missouri","29",5982413,385372,1033023,590404,775601,751724,877179,389504,144362,191772,454658,388814,3956972,340810,818100,393607,483310,449181,529207,235434,86203,112775,266016,242329,1755729,41379,187328,164706,234129,247576,305555,139283,52934,72964,174369,135506,38627,1117,5835,5449,6720,7149,7057,2374,582,706,828,810,231085,2066,21760,26642,51442,47818,35360,12413,4643,5327,13445,10169
"Montana","30",990785,60865,162185,96398,121664,114211,147758,75894,28527,35311,81418,66554,538629,51892,117084,52520,64755,52621,69890,35089,12660,14816,35623,31679,424536,8625,41869,40759,52979,57197,73198,38903,15046,19574,43736,32650,8121,189,1573,1085,1352,1297,1269,674,93,146,125,318,19499,159,1659,2034,2578,3096,3401,1228,728,775,1934,1907
"Nebraska","31",1827306,130754,327171,184713,244233,222411,256249,116621,44128,53483,124131,123412,1195573,113375,249339,116603,142617,124343,153357,70965,27221,32870,77864,87019,506228,15974,64757,52149,70288,69213,85373,40279,14686,18579,41519,33411,13036,340,1943,1751,2957,2316,2294,659,130,192,141,313,112469,1065,11132,14210,28371,26539,15225,4718,2091,1842,4607,2669
"Nevada","32",2704204,187513,476110,249552,387655,383790,374125,163762,63925,88381,200930,128461,657108,154487,267747,75335,60698,38607,31101,10107,2745,4162,7325,4794,1483222,29266,170736,126174,211564,213791,242405,116748,48417,66290,154676,103155,44960,1223,6999,5146,8837,7629,8042,2289,640,1029,1945,1181,518914,2537,30628,42897,106556,123763,92577,34618,12123,16900,36984,19331
"New Hampshire","33",1317474,69372,216363,124401,145270,179209,223407,96640,35780,46529,98760,81743,555389,55111,139830,61593,60910,58657,67175,28963,11164,13789,29388,28809,678644,13381,69452,55775,71281,103532,139830,62157,22556,29789,63044,47847,13816,269,1641,1638,1567,2687,3565,676,310,368,615,480,69625,611,5440,5395,11512,14333,12837,4844,1750,2583,5713,4607
"New Jersey","34",8793888,537989,1517663,768720,1114252,1240986,1368440,566815,210862,272071,620899,575191,4597696,463830,1144679,486136,507117,515376,578539,234841,84324,105390,235020,242444,2145528,57687,246872,133229,222393,298562,394991,180584,70602,95440,226819,218349,217588,4617,22082,16261,28589,36345,40427,18307,7781,9879,19980,13320,1833076,11855,104030,133094,356153,390703,354483,133083,48155,61362,139080,101078
"New Mexico","35",2055287,143937,371533,205891,267452,248645,286411,135203,52836,68276,155997,119106,1071352,122035,269662,123915,134303,106360,124694,52003,19775,23957,54452,40196,761114,20028,81729,61627,92825,95801,121638,67976,28020,37564,86000,67906,22283,774,3531,2443,3122,3672,4446,1415,731,559,963,627,200538,1100,16611,17906,37202,42812,35633,13809,4310,6196,14582,10377
"New York","36",19398125,1159763,3157157,1979223,2672147,2619534,2858807,1242172,461480,607208,1378799,1261835,12373252,1075057,2694506,1344536,1429481,1414735,1640854,711624,258262,336204,738719,729274,2283133,52421,209240,258837,410538,305683,328672,160002,61267,85497,216499,194477,473720,10063,46521,35050,56138,58559,72550,38347,16779,26107,64354,49252,4268020,22222,206890,340800,775990,840557,816731,332199,125172,159400,359227,288832
"North Carolina","37",9544249,627188,1647750,945192,1246313,1329005,1358821,603928,228184,309899,707990,539979,5541374,545895,1188893,527050,569408,611208,696528,339586,130263,173939,419205,339399,3185581,71071,381474,320734,469085,530417,542351,228012,86541,120066,256874,178956,98500,3044,16578,13529,17014,17246,17851,4512,1408,1977,2938,2403,718794,7178,60805,83879,190806,170134,102091,31818,9972,13917,28973,19221
"North Dakota","38",676253,44052,106248,83164,90890,76001,95908,44939,16412,20770,47452,50417,463067,37887,79995,46706,55258,46142,63499,31398,11694,14608,35700,40180,191601,5672,23318,32903,30984,26424,29588,12489,4374,5591,10926,9332,4549,128,900,701,1063,571,644,205,64,95,50,128,17036,365,2035,2854,3585,2864,2177,847,280,476,776,777
"Ohio","39",11533561,712820,2005258,1099590,1420955,1482197,1724093,784545,292035,377466,860348,774254,8645097,658294,1721090,853916,1053389,1076840,1257058,553565,201226,247446,539696,482577,2352251,47305,235602,191712,263058,304774,384985,199071,78350,112148,280854,254392,81626,1906,11578,10351,12291,14780,13745,4866,1602,2327,4324,3856,454587,5315,36988,43611,92217,85803,68305,27043,10857,15545,35474,33429
"Oklahoma","40",3749005,261232,665520,383932,503582,463734,519577,237948,86676,116984,283129,226691,2281492,227500,502259,232657,283461,232673,257562,125079,46244,64111,166806,143140,1230340,30815,142084,120572,164611,179234,224317,100364,36314,48382,105674,77973,32818,1113,4359,4156,5385,6473,7484,1838,443,453,784,330,204355,1804,16818,26547,50125,45354,30214,10667,3675,4038,9865,5248
"Oregon","41",3836628,234979,629264,360341,524489,501524,536189,270585,103060,135670,295472,245055,1751922,206668,454835,189767,224001,173590,190848,94487,34272,42294,79283,61877,1669974,24711,139052,126172,213693,235418,276412,153123,60770,82841,192899,164883,38724,1056,5596,4258,6546,7377,7135,2287,748,1128,1119,1474,376008,2544,29781,40144,80249,85139,61794,20688,7270,9407,22171,16821
"Pennsylvania","42",12699589,725723,2057095,1257899,1521540,1616427,1922437,880913,322248,422960,991108,981239,9402113,656971,1674620,884634,1035343,1098174,1370030,644097,235801,306742,735651,760050,2363053,58436,301393,282700,310958,336604,396638,175715,62904,85942,187061,164702,196245,3865,26407,19772,32717,33668,33523,13694,4968,6806,11844,8981,738178,6451,54675,70793,142522,147981,122246,47407,18575,23470,56552,47506
"Rhode Island","44",1052471,56804,166234,119750,127986,137501,160443,71438,25979,33173,75293,77870,616462,49646,126961,61268,62597,69504,85457,37864,14672,18154,42438,47901,278171,5868,27256,42437,36708,37981,47105,21435,7619,10211,21691,19860,21482,465,3792,2622,3255,4042,2940,1464,434,528,1046,894,136356,825,8225,13423,25426,25974,24941,10675,3254,4280,10118,9215
"South Carolina","45",4630351,299819,778003,476874,592778,603672,653523,306115,118305,161164,375219,264879,2721342,251747,559370,277001,310120,308189,344216,169986,64459,86150,198148,151956,1641318,44468,195804,167983,217317,240811,269585,122121,48930,68075,161897,104327,45585,1593,5870,6210,8086,8459,9037,2309,891,967,1268,895,222106,2011,16959,25680,57255,46213,30685,11699,4025,5972,13906,7701
"South Dakota","46",815871,58268,143664,82166,104797,94223,116271,54766,18795,25469,58012,59440,532214,51035,108855,48745,60344,53787,70445,34429,11430,15282,36202,41660,257248,6686,31687,29778,38757,35492,41618,19125,6807,9522,20938,16838,4921,251,784,757,711,1115,774,192,36,89,89,123,21488,296,2338,2886,4985,3829,3434,1020,522,576,783,819
"Tennessee","47",6353226,406033,1087803,608500,827734,857058,917466,413841,162202,211170,492409,369010,3899320,360661,830950,372006,453490,445598,489386,229500,91675,119953,281832,224269,2116600,41118,221844,194334,290442,337849,378809,168684,65272,84794,196653,136801,48260,1168,7602,6801,8746,9037,9090,2333,680,820,1180,803,289046,3086,27407,35359,75056,64574,40181,13324,4575,5603,12744,7137
"Texas","48",25208897,1928842,4920487,2594520,3623225,3479610,3413900,1417568,514971,680384,1495256,1140134,15248259,1761920,3905194,1718014,1941634,1573904,1620395,724274,261763,341553,769776,629832,5553655,129124,662055,451733,746758,881556,1008915,426274,166896,223468,487960,368916,307969,10926,50151,36625,52677,56950,55769,16781,5149,6440,10690,5811,4099014,26872,303087,388148,882156,967200,728821,250239,81163,108923,226830,135575
"Utah","49",2766233,260218,606872,321000,441778,336026,305957,134231,46176,62047,139850,112078,1713404,233017,470868,188910,249841,162966,150380,69517,23029,31455,70430,62991,796657,24457,110871,99646,131917,115648,116741,53063,19126,24977,58412,41799,27283,967,4673,4330,5471,4619,3977,1297,305,421,679,544,228889,1777,20460,28114,54549,52793,34859,10354,3716,5194,10329,6744
"Vermont","50",625498,31675,96629,65613,69615,78661,101123,49148,17819,23154,50297,41764,319995,24937,67270,30495,34785,36028,44321,20406,7677,9510,23126,21440,274320,6529,26457,31770,30575,37800,51425,26574,9259,12261,24190,17480,5898,74,784,694,936,951,1339,342,87,152,254,285,25285,135,2118,2654,3319,3882,4038,1826,796,1231,2727,2559
"Virginia","51",8014955,507701,1341012,809671,1093400,1114285,1202830,508415,196141,252995,559430,429075,3992070,424160,938340,423568,430175,418740,482058,218530,84865,107741,255533,208360,2995899,72143,319963,285708,438209,467863,538727,228747,90935,118451,248800,186353,133809,5179,22743,17855,24212,22036,24276,8012,2080,2275,2926,2215,893177,6219,59966,82540,200804,205646,157769,53126,18261,24528,52171,32147
"Washington","53",6738714,437979,1137924,655342,939478,912264,980838,450507,168051,219111,464796,372424,3171106,375530,813488,349734,387364,316375,361598,167696,61738,79280,146962,111341,2579123,50347,241925,204418,348852,384798,457120,224832,84972,112901,255537,213421,111604,4439,16471,14938,18479,20428,19495,6788,1688,2401,3210,3267,876881,7663,66040,86252,184783,190663,142625,51191,19653,24529,59087,44395
"West Virginia","54",1850481,104141,282987,171079,219555,237094,272960,137862,56406,69045,164894,134458,1307032,84892,209957,109468,148551,148113,179635,99533,41745,50615,127499,107024,510736,18788,70189,57079,65070,82615,88331,36522,13999,17505,35039,25599,7482,120,1103,1091,1302,1568,1229,387,164,126,155,237,25231,341,1738,3441,4632,4798,3765,1420,498,799,2201,1598
"Wisconsin","55",5687219,355308,978468,553152,719728,727364,866941,387507,136588,178501,405090,378572,4075009,320560,791230,386221,481886,473478,591220,265920,93000,119846,277546,274102,1306523,30648,156704,132160,170724,191249,232198,105441,37286,51296,111010,87807,41267,1022,7016,5678,7147,6753,6074,2392,693,965,1775,1752,264420,3078,23518,29093,59971,55884,37449,13754,5609,6394,14759,14911
"Wyoming","56",562803,39192,95617,56898,76767,67663,82596,41856,14342,17500,39813,30559,232226,28586,55338,25728,32139,21138,26794,12374,4266,5457,11179,9227,308073,10174,37960,28590,39664,41537,52447,28046,9778,11627,27655,20595,4524,274,669,760,636,836,755,316,46,60,127,45,17980,158,1650,1820,4328,4152,2600,1120,252,356,852,692
