"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Alabama","01",37.8,35.7,42.8,36.4,34.7
"Alaska","02",33.8,19.1,44.2,31.6,43.5
"Arizona","04",36,17.7,48.8,37,40.5
"Arkansas","05",37.4,33,44,36.6,35.4
"California","06",35.2,22.3,53.1,38.4,43.1
"Colorado","08",36.1,22.3,45.2,36.2,38.2
"Connecticut","09",40,32.3,47.6,42.1,42.4
"Delaware","10",38.7,27.5,47.3,37.6,38.6
"District of Columbia","11",33.9,27.3,35.8,35,37.9
"Florida","12",40.8,20,52.2,40.9,45.6
"Georgia","13",35.4,28.5,41.8,34.3,37.4
"Hawaii","15",38.4,32.3,40.4,35.3,47.1
"Idaho","16",34.7,24.2,43.5,32.1,37.8
"Illinois","17",36.6,31.4,45.9,41.9,41.1
"Indiana","18",37,33.5,44.6,36.1,36
"Iowa","19",38,37.5,40.3,32.8,35.3
"Kansas","20",36,30.6,42.9,32.9,36.7
"Kentucky","21",38,36.9,40.9,34,35.5
"Louisiana","22",35.9,33.6,43.2,37.1,39.4
"Maine","23",42.8,38.9,47.7,39.3,47.2
"Maryland","24",37.9,27.6,45.3,34.8,40.3
"Massachusetts","25",39.1,35.7,43.3,39.2,42
"Michigan","26",38.8,35.5,49.6,35.9,41.4
"Minnesota","27",37.4,34.5,43.7,34.5,35.6
"Mississippi","28",36,33.7,41.1,32.8,35.8
"Missouri","29",37.9,33.7,45.1,35.3,37.6
"Montana","30",39.9,32.2,46.7,33.4,45.7
"Nebraska","31",36.3,33.1,42.3,33.6,35.5
"Nevada","32",36.3,12.4,44.6,35.3,41
"New Hampshire","33",41.1,28.2,46.9,41.5,43.1
"New Jersey","34",38.9,28.7,48,45.2,42.9
"New Mexico","35",36.6,26.3,47.7,38,41.3
"New York","36",38,32.2,41.9,49.2,44.3
"North Carolina","37",37.4,33.9,41.7,34.5,35.8
"North Dakota","38",36.9,37.7,36.1,30.8,33.6
"Ohio","39",38.8,35.4,48.6,38.3,40.5
"Oklahoma","40",36.3,30.9,43.9,37,36.3
"Oregon","41",38.4,26,48.8,37.6,38.8
"Pennsylvania","42",40.1,39.4,41.9,39.9,41.2
"Rhode Island","44",39.4,36.3,42.2,36.6,42.8
"South Carolina","45",37.9,33.6,43.2,36.2,36.7
"South Dakota","46",37.1,34.5,41.1,34.3,35.9
"Tennessee","47",38,33.4,44.2,34.8,35.5
"Texas","48",33.6,26.1,44,35.6,39.4
"Utah","49",29.3,23.7,37.5,31.4,36.7
"Vermont","50",41.7,35.9,45.9,40,46.2
"Virginia","51",37.4,29.5,43.3,33.5,39.5
"Washington","53",37.2,26.1,46.4,35.7,39.6
"West Virginia","54",41.3,41.8,40.6,35.5,39.8
"Wisconsin","55",38.5,36.3,43.7,34.6,37.5
"Wyoming","56",36.9,26.8,44,32.8,37.5
