"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Atlantic County, New Jersey","34001",26535,26674,31594,19567,22147
"Bergen County, New Jersey","34003",40859,37386,51130,35357,37364
"Burlington County, New Jersey","34005",37337,34552,41559,34308,36156
"Camden County, New Jersey","34007",30324,27750,36781,17142,26663
"Cape May County, New Jersey","34009",28719,28288,30847,13480,21192
"Cumberland County, New Jersey","34011",21910,24233,22394,15190,18819
"Essex County, New Jersey","34013",28505,28226,36949,18511,26492
"Gloucester County, New Jersey","34015",35366,31580,40915,30148,30767
"Hudson County, New Jersey","34017",31506,32767,49408,21511,27138
"Hunterdon County, New Jersey","34019",46692,43088,54617,31912,40007
"Mercer County, New Jersey","34021",31959,30895,41299,21544,30098
"Middlesex County, New Jersey","34023",36712,35382,40746,27447,36987
"Monmouth County, New Jersey","34025",38757,36274,47216,30806,31635
"Morris County, New Jersey","34027",45435,44057,56108,27592,39471
"Ocean County, New Jersey","34029",30646,31292,32101,23913,22883
"Passaic County, New Jersey","34031",28109,30962,39028,18590,24802
"Salem County, New Jersey","34033",30822,31685,31447,24934,22149
"Somerset County, New Jersey","34035",43896,39402,52110,39417,46235
"Sussex County, New Jersey","34037",37454,36298,44007,35563,32486
"Union County, New Jersey","34039",31645,33842,46227,24942,26224
"Warren County, New Jersey","34041",34248,34342,37453,26480,26455
