"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Atlantic County, New Jersey","34001",268322,41469,22330,204523,151845,24420,11466,115959,63619,6531,4344,52744,7448,1659,926,4863,45410,8859,5594,30957
"Bergen County, New Jersey","34003",919364,69119,47777,802468,396499,28022,18514,349963,227674,11871,7415,208388,14326,1631,876,11819,280865,27595,20972,232298
"Burlington County, New Jersey","34005",438059,28440,19947,389672,231642,17242,10054,204346,157223,7768,7193,142262,8864,688,501,7675,40330,2742,2199,35389
"Camden County, New Jersey","34007",504177,66882,36533,400762,274280,40086,20637,213557,158177,13227,8727,136223,15736,4846,2035,8855,55984,8723,5134,42127
"Cape May County, New Jersey","34009",93114,9695,7504,75915,46857,4939,3423,38495,39857,3345,3009,33503,1734,521,272,941,4666,890,800,2976
"Cumberland County, New Jersey","34011",142976,26448,16801,99727,96144,17037,10147,68960,22298,3224,2211,16863,8648,2610,1638,4400,15886,3577,2805,9504
"Essex County, New Jersey","34013",773466,132940,73247,567279,400222,77783,37158,285281,151079,19067,10434,121578,25355,6424,3090,15841,196810,29666,22565,144579
"Gloucester County, New Jersey","34015",287071,23257,13406,250408,164678,15099,8424,141155,103658,6091,3644,93923,3092,345,146,2601,15643,1722,1192,12729
"Hudson County, New Jersey","34017",661503,115156,61009,485338,242936,48686,22671,171579,110431,12812,6404,91215,24313,5649,2803,15861,283823,48009,29131,206683
"Hunterdon County, New Jersey","34019",121386,5499,3215,112672,74932,2850,2179,69903,33796,1315,638,31843,1552,207,63,1282,11106,1127,335,9644
"Mercer County, New Jersey","34021",353429,39606,25649,288174,184883,21353,13092,150438,80899,6169,4529,70201,8803,1712,1006,6085,78844,10372,7022,61450
"Middlesex County, New Jersey","34023",803009,71749,45798,685462,369188,33051,19237,316900,150677,10812,6164,133701,17905,2496,1819,13590,265239,25390,18578,221271
"Monmouth County, New Jersey","34025",621159,47318,30344,543497,350793,26816,15681,308296,179007,10270,6834,161903,7396,816,366,6214,83963,9416,7463,67084
"Morris County, New Jersey","34027",490713,22483,19790,448440,281205,11763,9716,259726,107727,3996,2580,101151,8331,857,501,6973,93450,5867,6993,80590
"Ocean County, New Jersey","34029",578805,64770,43914,470121,386083,41423,27150,317510,137156,14831,9696,112629,9382,1827,1335,6220,46184,6689,5733,33762
"Passaic County, New Jersey","34031",498951,83738,48816,366397,268112,44931,23791,199390,64751,6598,3889,54264,22153,5777,3930,12446,143935,26432,17206,100297
"Salem County, New Jersey","34033",63143,8692,4934,49517,40037,5747,3332,30958,19199,2153,1198,15848,939,274,12,653,2968,518,392,2058
"Somerset County, New Jersey","34035",328149,16924,12069,299156,171388,9214,6197,155977,73230,2827,1886,68517,4267,201,94,3972,79264,4682,3892,70690
"Sussex County, New Jersey","34037",143341,8358,5853,129130,99834,5852,4154,89828,30950,1561,910,28479,1293,52,96,1145,11264,893,693,9678
"Union County, New Jersey","34039",543614,58464,45616,439534,276293,28917,21353,226023,90862,6274,4373,80215,13970,2085,1449,10436,162489,21188,18441,122860
"Warren County, New Jersey","34041",105307,8334,5871,91102,66090,5098,3262,57730,27814,1945,1587,24282,1101,56,83,962,10302,1235,939,8128
