"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Dorchester School District 4, South Carolina","4500002",20071,18801,25126,70536,23393
"Marion School District 7, South Carolina","4500012",16569,14983,24444,2499,21519
"Abbeville County School District, South Carolina","4500690",18938,18556,19447,42273,21676
"Aiken County School District, South Carolina","4500720",24511,21605,27358,33648,21757
"Anderson School District 1, South Carolina","4500780",26605,25440,30305,24309,23852
"Anderson School District 2, South Carolina","4500810",21085,20685,24761,13917,13558
"Anderson School District 3, South Carolina","4500840",18300,17781,19012,35893,6542
"Anderson School District 4, South Carolina","4500870",25365,23899,28301,42672,25417
"Anderson School District 5, South Carolina","4500900",21670,20504,24576,19886,20129
"Barnwell School District 45, South Carolina","4501080",21608,19430,30109,11333,44479
"Beaufort County School District, South Carolina","4501110",28362,20157,33384,24985,21234
"Berkeley County School District, South Carolina","4501170",25695,22852,29605,33285,18885
"Charleston County School District, South Carolina","4501440",26504,21392,33196,33776,21550
"Cherokee County School District, South Carolina","4501500",19586,18492,22094,25375,19773
"Chester County School District, South Carolina","4501530",18917,17461,21877,43250,24722
"Chesterfield County School District, South Carolina","4501560",20001,19540,20527,15156,21594
"Clarendon School District 2, South Carolina","4501770",17265,17307,17090,11094,23456
"Colleton County School District, South Carolina","4501830",18326,17644,19216,20813,20947
"Darlington County School District, South Carolina","4501860",21637,21541,22655,20435,20158
"Dillon School District 2, South Carolina","4501920",14998,15270,15895,35650,6748
"Dillon School District 3, South Carolina","4501950",17100,16827,20293,37875,11563
"Dorchester School District 2, South Carolina","4502010",30315,26144,33902,27682,22804
"Edgefield County School District, South Carolina","4502070",21642,20180,25181,47656,16225
"Fairfield County School District, South Carolina","4502100",20434,19404,23319,42232,20909
"Florence School District 1, South Carolina","4502130",24063,21925,30069,30090,30214
"Florence School District 3, South Carolina","4502190",17254,17437,14627,48125,19728
"Florence School District 4, South Carolina","4502220",18421,19205,18935,14643,15997
"Georgetown County School District, South Carolina","4502280",20699,17769,27233,26932,17802
"Greenville County School District, South Carolina","4502310",25150,22394,30051,26814,20270
"Greenwood School District 50, South Carolina","4502340",22175,21564,24693,36940,17312
"Greenwood School District 51, South Carolina","4502370",18698,18374,20617,26974,18173
"Greenwood School District 52, South Carolina","4502400",21053,19923,24328,9032,5927
"Hampton School District 2, South Carolina","4502460",15695,16496,12156,8125,17578
"Horry County School District, South Carolina","4502490",22751,19621,25623,25101,18866
"Jasper County School District, South Carolina","4502520",20347,19332,20792,21473,20963
"Kershaw County School District, South Carolina","4502550",24057,23162,27210,26806,19164
"Lancaster County School District, South Carolina","4502580",22431,20059,26824,4869,24950
"Laurens School District 55, South Carolina","4502610",21361,22037,19870,48750,16606
"Laurens School District 56, South Carolina","4502640",18119,18802,16899,25625,16815
"Lee County School District, South Carolina","4502670",16266,16011,16615,9432,20163
"Lexington School District 1, South Carolina","4502700",31867,31502,34213,33462,21313
"Lexington School District 2, South Carolina","4502730",24577,24196,29068,33813,19284
"Lexington School District 3, South Carolina","4502760",20933,21610,19866,14868,14517
"Lexington School District 4, South Carolina","4502790",23556,22283,25069,25409,22780
"Lexington School District 5, South Carolina","4502820",34701,32782,36541,42708,34415
"Marlboro County School District, South Carolina","4502970",16260,15435,19768,11411,10164
"McCormick County School District, South Carolina","4503000",21031,17749,27095,21705,9494
"Newberry County School District, South Carolina","4503030",23822,22764,26728,31893,24654
"Oconee County School District, South Carolina","4503060",21770,19568,25492,20058,21852
"Orangeburg School District 3, South Carolina","4503150",16084,15726,17476,6250,22473
"Orangeburg School District 4, South Carolina","4503180",22205,21887,23577,20833,22997
"Orangeburg School District 5, South Carolina","4503210",18356,17963,19592,11974,21897
"Pickens County School District, South Carolina","4503330",18901,18167,20090,20923,18515
"Richland School District 1, South Carolina","4503360",20300,19320,23218,19647,19242
"Richland School District 2, South Carolina","4503390",31717,30261,36066,30506,24104
"Saluda County School District, South Carolina","4503460",20299,20528,21081,18520,18192
"Spartanburg School District 1, South Carolina","4503480",21981,21244,25091,38958,11429
"Spartanburg School District 2, South Carolina","4503510",23554,22228,26475,36250,20995
"Spartanburg School District 3, South Carolina","4503540",17866,16948,21162,52143,24489
"Spartanburg School District 4, South Carolina","4503570",20324,19199,24259,15417,15474
"Spartanburg School District 5, South Carolina","4503600",27097,25315,32260,15436,22111
"Spartanburg School District 6, South Carolina","4503630",24042,22038,27853,25705,22799
"Spartanburg School District 7, South Carolina","4503660",19439,17699,23543,12745,24914
"Sumter School District 17, South Carolina","4503690",22282,18671,31152,23983,20548
"Sumter School District 2, South Carolina","4503720",21553,18584,27159,24167,22390
"Union County School District, South Carolina","4503750",20113,19493,22334,15694,16563
"Williamsburg County School District, South Carolina","4503780",14908,15146,13790,9189,13250
"York School District 1, South Carolina","4503810",22822,21863,24303,23523,25291
"York School District 2, South Carolina","4503840",30202,27101,31619,33242,25925
"York School District 3, South Carolina","4503870",24722,22536,28768,30321,21614
"York School District 4, South Carolina","4503900",38866,35149,40426,52898,27940
"Remainder of South Carolina, South Carolina","4599999",14660,19924,14572,11898,16740
