"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Dorchester School District 4, South Carolina","4500002",13696,2675,11021,2770,1477,2163,1794,1393,612,231,581,10049,1964,8085,2164,1198,1604,1199,957,382,189,392,3439,699,2740,560,269,531,557,396,228,21,178,55,0,55,5,0,4,14,0,0,21,11,153,12,141,41,10,24,24,40,2,0,0
"Marion School District 7, South Carolina","4500012",5518,816,4702,1387,792,949,697,364,245,37,231,4263,521,3742,1206,668,693,485,262,203,37,188,804,248,556,163,53,66,106,83,42,0,43,18,0,18,18,0,0,0,0,0,0,0,433,47,386,0,71,190,106,19,0,0,0
"Abbeville County School District, South Carolina","4500690",19739,2678,17061,4623,2346,3589,2382,1952,1328,369,472,14847,2074,12773,3421,1771,2784,1896,1432,1008,187,274,4450,485,3965,1099,575,716,462,484,288,182,159,112,0,112,27,0,0,7,23,22,0,33,330,119,211,76,0,89,17,13,10,0,6
"Aiken County School District, South Carolina","4500720",131114,19690,111424,24516,12787,19109,15660,14760,9572,3751,11269,56504,9532,46972,11239,5817,9062,7034,5986,3562,1223,3049,68397,9170,59227,12299,6434,8841,7902,8135,5595,2408,7613,1278,125,1153,223,73,124,183,163,129,47,211,4935,863,4072,755,463,1082,541,476,286,73,396
"Allendale County School District, South Carolina","4500750",8614,3247,5367,1393,995,1167,545,504,463,117,183,6956,2698,4258,1176,809,942,447,358,296,117,113,1529,531,998,216,141,207,53,144,167,0,70,18,17,1,1,0,0,0,0,0,0,0,111,1,110,0,45,18,45,2,0,0,0
"Anderson School District 1, South Carolina","4500780",38080,5170,32910,5947,3983,5609,4880,5146,3338,1237,2770,24309,3373,20936,4289,2620,3410,3215,3219,2002,706,1475,12423,1485,10938,1536,1299,1817,1458,1845,1268,490,1225,359,84,275,15,35,98,70,7,30,12,8,989,228,761,107,29,284,137,75,38,29,62
"Anderson School District 2, South Carolina","4500810",19065,2584,16481,3437,2624,3152,2120,2402,1533,399,814,14200,1931,12269,2660,1863,2532,1575,1867,1088,224,460,4546,587,3959,689,687,610,522,535,427,175,314,116,0,116,41,30,0,23,0,0,0,22,203,66,137,47,44,10,0,0,18,0,18
"Anderson School District 3, South Carolina","4500840",12147,1800,10347,2588,1739,2465,1476,1136,484,157,302,8700,1454,7246,1832,1189,1763,1078,775,332,76,201,3262,346,2916,699,550,679,366,299,152,81,90,94,0,94,0,0,11,21,62,0,0,0,91,0,91,57,0,12,11,0,0,0,11
"Anderson School District 4, South Carolina","4500870",16996,1804,15192,3015,1824,2648,2270,2376,1172,707,1180,10353,1242,9111,1886,1096,1744,1486,1444,551,446,458,6063,519,5544,1008,652,861,718,818,570,241,676,130,0,130,41,0,0,14,37,38,0,0,450,43,407,80,76,43,52,77,13,20,46
"Anderson School District 5, South Carolina","4500900",62645,7417,55228,12969,7115,10457,8363,6787,4307,1460,3770,39756,5236,34520,8471,4837,6461,5310,4248,2559,694,1940,19349,1830,17519,3854,1894,3122,2518,2261,1553,712,1605,745,32,713,206,34,184,105,78,53,8,45,2795,319,2476,438,350,690,430,200,142,46,180
