"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Dorchester School District 4, South Carolina","4500002",43.3,41.3,46.1,52.1,40.6
"Abbeville County School District, South Carolina","4500690",42.1,40.6,46.8,50.7,37.5
"Aiken County School District, South Carolina","4500720",40.1,39.9,40.3,35.7,39.9
"Allendale County School District, South Carolina","4500750",37.8,38.2,38,28.5,27.9
"Anderson School District 1, South Carolina","4500780",38.5,33.7,45.7,40.9,38.8
"Anderson School District 2, South Carolina","4500810",42.7,40.6,46.3,45.5,36.6
"Anderson School District 3, South Carolina","4500840",39.4,35.4,46.3,47.9,41.6
"Anderson School District 4, South Carolina","4500870",42.4,37.1,49.4,49.7,58.6
"Anderson School District 5, South Carolina","4500900",38.6,35.6,45.3,43.1,35
"Barnwell School District 45, South Carolina","4501080",38.5,35.9,45.1,40.9,62.4
"Beaufort County School District, South Carolina","4501110",41.1,23,50,36.2,35.3
"Berkeley County School District, South Carolina","4501170",34.4,28.2,39.6,30.8,37
"Calhoun County School District, South Carolina","4501250",43.8,41.9,48.2,28.3,45.2
"Charleston County School District, South Carolina","4501440",35.8,30,40.8,37.1,35.2
"Cherokee County School District, South Carolina","4501500",37.5,35.3,43.1,41.9,35.8
"Chester County School District, South Carolina","4501530",40.4,37.9,44,28.8,45.5
"Chesterfield County School District, South Carolina","4501560",39.1,39.8,38.7,37.6,33
"Clarendon School District 1, South Carolina","4501740",50.4,48.4,55.5,60.8,44.2
"Clarendon School District 2, South Carolina","4501770",39.4,35.1,45.1,43.4,51.9
"Clarendon School District 3, South Carolina","4501800",32,31,44.1,17.7,29.8
"Colleton County School District, South Carolina","4501830",40,36.6,49.2,22.7,30.7
"Darlington County School District, South Carolina","4501860",39,37.6,46.3,42.5,36.6
"Dillon School District 1, South Carolina","4501890",40.5,38.8,47,21.8,36
"Dillon School District 2, South Carolina","4501920",36.6,35.7,37.9,41.7,40
"Dillon School District 3, South Carolina","4501950",36.9,36.1,45.1,44.2,30.8
"Dorchester School District 2, South Carolina","4502010",34.9,25.6,40.6,33.5,39.6
"Edgefield County School District, South Carolina","4502070",40.2,42.5,37.9,44.7,36.2
"Fairfield County School District, South Carolina","4502100",42.1,38.5,49.9,48.3,38.8
"Florence School District 1, South Carolina","4502130",37.4,33.4,44.7,38.5,41.5
"Florence School District 3, South Carolina","4502190",37.3,37.2,41.1,51.3,31.3
"Florence School District 4, South Carolina","4502220",36.4,35.7,49.7,35.5,29.9
"Georgetown County School District, South Carolina","4502280",45.1,38.8,54.4,46.4,38.9
"Greenville County School District, South Carolina","4502310",37.1,31.5,42.6,36.8,36.3
"Greenwood School District 50, South Carolina","4502340",36.9,34.1,45.3,53.1,32.5
"Greenwood School District 51, South Carolina","4502370",40.2,38,44.5,52.8,27.1
"Greenwood School District 52, South Carolina","4502400",44.2,42.4,49,41.5,51.5
"Hampton School District 1, South Carolina","4502430",40,39.5,42.2,29.8,58
"Hampton School District 2, South Carolina","4502460",35.5,36,34.6,31.6,35.9
"Horry County School District, South Carolina","4502490",41.3,28.9,48.5,35.1,34.7
"Jasper County School District, South Carolina","4502520",35.1,34.9,39.2,60.4,31.1
"Kershaw County School District, South Carolina","4502550",40.3,35.1,46.1,40.1,41.5
"Lancaster County School District, South Carolina","4502580",39.3,39,40.8,37.9,35.7
"Laurens School District 55, South Carolina","4502610",40.6,37.2,49.6,39.2,46
"Laurens School District 56, South Carolina","4502640",37.5,36.2,44.1,43.1,38.9
"Lee County School District, South Carolina","4502670",38.3,36.7,41.5,40.5,31.3
"Lexington School District 1, South Carolina","4502700",36.5,31.6,41.7,40.4,37.1
"Lexington School District 2, South Carolina","4502730",36.8,33.9,43.3,45.2,30.8
"Lexington School District 3, South Carolina","4502760",40.7,38.2,47.5,45.5,38.2
"Lexington School District 4, South Carolina","4502790",37,30.6,45.6,36,40.7
"Lexington School District 5, South Carolina","4502820",39.1,31,44.9,40.2,40.2
"Marion School District 2, South Carolina","4502880",41.9,39.6,46.2,21.5,61.1
"Marlboro County School District, South Carolina","4502970",38.7,38.5,39.4,35.7,37.9
"McCormick County School District, South Carolina","4503000",49,42.8,57.5,47.7,61.5
"Newberry County School District, South Carolina","4503030",39.1,38.1,48.5,50.1,31.6
"Oconee County School District, South Carolina","4503060",42.8,37.4,50.6,37.6,37.1
"Orangeburg School District 3, South Carolina","4503150",40.5,37.7,45.1,43.3,36.9
"Orangeburg School District 4, South Carolina","4503180",39,37.8,44.8,53.3,33.3
"Orangeburg School District 5, South Carolina","4503210",35.7,35.4,37.6,31.1,34.4
"Pickens County School District, South Carolina","4503330",34.7,31.9,39.8,22.1,32.5
"Richland School District 1, South Carolina","4503360",31.8,30.2,34.8,30,32
"Richland School District 2, South Carolina","4503390",35.2,29.2,40.1,34.5,39.2
"Saluda County School District, South Carolina","4503460",40.3,40.8,49,31.3,29
"Spartanburg School District 1, South Carolina","4503480",40,35.3,48.2,43.9,36.4
"Spartanburg School District 2, South Carolina","4503510",36.6,32.7,42.7,32.4,35.1
"Spartanburg School District 3, South Carolina","4503540",43.3,42.3,46.7,38.9,29.7
"Spartanburg School District 4, South Carolina","4503570",40,37.5,44.8,37.1,43.7
