"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Barnwell County, South Carolina","45011",14803,3258,6053,3891,1154,447,10953,2560,4627,2662,776,328,3556,582,1363,1162,330,119,92,0,32,60,0,0,202,116,31,7,48,0
"Beaufort County, South Carolina","45013",109047,10241,26511,31379,25025,15891,21311,3586,7625,5256,2970,1874,73607,3330,14777,22669,20049,12782,1380,83,405,456,334,102,12749,3242,3704,2998,1672,1133
"Berkeley County, South Carolina","45015",111800,15641,38695,35976,14932,6556,49206,8357,19783,14384,4627,2055,52081,4358,16266,18817,8754,3886,1898,271,555,602,299,171,8615,2655,2091,2173,1252,444
"Calhoun County, South Carolina","45017",10616,1796,3585,3077,1493,665,7912,1367,2929,2153,1121,342,2503,329,656,901,309,308,8,0,0,8,0,0,193,100,0,15,63,15
"Charleston County, South Carolina","45019",231787,28108,53524,62870,55462,31823,105680,18778,30731,27833,18676,9662,107793,5382,18347,31042,33522,19500,2850,161,565,959,762,403,15464,3787,3881,3036,2502,2258
"Cherokee County, South Carolina","45021",36344,9162,14168,8823,3226,965,24340,6209,10059,5395,2037,640,10655,2271,3866,3140,1080,298,262,94,46,122,0,0,1087,588,197,166,109,27
"Chester County, South Carolina","45023",22309,5640,8566,5626,1801,676,16323,4371,6700,3850,1051,351,5606,1183,1816,1665,703,239,55,0,10,33,12,0,325,86,40,78,35,86
"Chesterfield County, South Carolina","45025",30783,7913,11913,7274,2386,1297,20726,5612,8319,4829,1290,676,9128,1943,3309,2294,1038,544,59,2,15,39,0,3,870,356,270,112,58,74
"Clarendon County, South Carolina","45027",23300,5644,9220,5322,2076,1038,16477,4584,6469,3439,1372,613,6282,918,2504,1800,657,403,110,24,26,32,28,0,431,118,221,51,19,22
"Colleton County, South Carolina","45029",25842,6211,9908,5995,2412,1316,17848,4308,6960,4141,1685,754,7364,1561,2742,1817,715,529,72,12,40,12,7,1,558,330,166,25,5,32
"Darlington County, South Carolina","45031",45785,9921,16939,11680,5083,2162,36411,8356,14205,8767,3761,1322,8322,1242,2460,2766,1227,627,148,75,50,23,0,0,904,248,224,124,95,213
"Dillon County, South Carolina","45033",20339,6609,7866,4276,1051,537,16018,5345,6395,3197,759,322,3733,873,1315,1063,284,198,53,12,25,16,0,0,535,379,131,0,8,17
"Dorchester County, South Carolina","45035",86174,9566,25950,29472,14019,7167,36296,5660,12296,11546,4464,2330,44045,2891,12012,16308,8683,4151,1439,205,312,614,166,142,4394,810,1330,1004,706,544
"Edgefield County, South Carolina","45037",18746,3598,6814,4971,2310,1053,8682,2061,3624,1964,774,259,8871,946,2871,2845,1514,695,138,27,41,47,0,23,1055,564,278,115,22,76
"Fairfield County, South Carolina","45039",16432,3471,6313,4212,1604,832,12673,2921,4964,3133,1077,578,3497,482,1319,1005,438,253,110,4,0,51,55,0,152,64,30,23,34,1
"Florence County, South Carolina","45041",89291,16391,30730,23841,11504,6825,63738,13534,23407,16418,6945,3434,22113,2014,6487,6851,3909,2852,559,60,177,122,127,73,2881,783,659,450,523,466
