"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Georgetown County, South Carolina","45043",45.1,38.8,54.4,46.4,38.9
"Greenville County, South Carolina","45045",37.1,31.2,42.6,36.6,36.9
"Greenwood County, South Carolina","45047",38.2,35,45.9,50.5,32.3
"Hampton County, South Carolina","45049",38.3,38.6,38.5,31.5,36
"Horry County, South Carolina","45051",41.3,28.9,48.5,35.1,34.7
"Jasper County, South Carolina","45053",35.1,34.9,39.2,60.4,31.1
"Kershaw County, South Carolina","45055",40.3,35.1,46.1,40.1,41.5
"Lancaster County, South Carolina","45057",39.3,39,40.8,37.9,35.7
"Laurens County, South Carolina","45059",40.2,37,48,39.3,38.1
"Lee County, South Carolina","45061",38.3,36.7,41.5,40.5,31.3
"Lexington County, South Carolina","45063",37.5,32.8,44,40.9,34.7
"McCormick County, South Carolina","45065",49,42.8,57.5,47.7,61.5
"Marion County, South Carolina","45067",39.4,38.5,43.7,21.8,28.8
"Marlboro County, South Carolina","45069",38.7,38.5,39.4,35.7,37.9
"Newberry County, South Carolina","45071",39.1,38.1,48.5,50.1,31.6
"Oconee County, South Carolina","45073",42.8,37.4,50.6,37.6,37.1
"Orangeburg County, South Carolina","45075",37.5,36.7,42.1,32,34.2
"Pickens County, South Carolina","45077",34.7,31.9,39.8,22.1,32.5
"Richland County, South Carolina","45079",32.7,29.8,36,30.3,35.5
"Saluda County, South Carolina","45081",40.1,41.1,46.3,31.3,29.8
"Spartanburg County, South Carolina","45083",37.9,34.5,43.9,40.5,35.7
"Sumter County, South Carolina","45085",35.5,32.7,38.8,33.6,38.8
"Union County, South Carolina","45087",42,41,47,25.6,52.7
"Williamsburg County, South Carolina","45089",40.6,42.7,34.6,25.7,36.2
"York County, South Carolina","45091",37,33.9,38.3,39.9,39.6
"Abbeville County, South Carolina","45001",41.9,40.2,46.6,50.7,37.5
"Aiken County, South Carolina","45003",40,39.5,40.4,35.7,40.3
"Allendale County, South Carolina","45005",37.8,38.2,38,28.5,27.9
"Anderson County, South Carolina","45007",39.7,35.7,46,44,36.9
"Barnwell County, South Carolina","45011",38.5,37.3,42.8,40.8,40.8
"Beaufort County, South Carolina","45013",40.7,23.1,49.2,35,35.3
"Berkeley County, South Carolina","45015",34.4,28.2,39.6,30.8,37
"Calhoun County, South Carolina","45017",43.8,41.9,48.2,28.3,45.2
"Charleston County, South Carolina","45019",35.8,30,40.8,37.1,35.2
"Cherokee County, South Carolina","45021",37.8,35.5,43.4,41.9,35.9
"Chester County, South Carolina","45023",40.4,37.9,44,28.8,45.5
"Chesterfield County, South Carolina","45025",39.1,39.8,38.7,37.6,33
"Clarendon County, South Carolina","45027",41.4,38.7,48.1,43.1,44.3
"Colleton County, South Carolina","45029",40,36.6,49.2,22.7,30.7
"Darlington County, South Carolina","45031",39,37.6,46.3,42.5,36.6
"Dillon County, South Carolina","45033",37.2,36.3,40,41.7,38.8
"Dorchester County, South Carolina","45035",35.6,28.5,41,34.1,39.7
"Edgefield County, South Carolina","45037",40.2,42.5,37.9,44.7,36.2
"Fairfield County, South Carolina","45039",42.1,38.5,49.9,48.3,38.8
"Florence County, South Carolina","45041",37.3,34.7,44.4,41.1,36.7
