"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Richland County, South Carolina","45079",307355,36101,271254,66494,26702,41954,37716,37857,22647,8924,28960,161790,21291,140499,35910,14837,22997,20468,19557,10551,4039,12140,120217,11590,108627,25483,9153,14812,14619,15303,10684,4146,14427,6265,558,5707,1490,652,768,558,967,524,128,620,19083,2662,16421,3611,2060,3377,2071,2030,888,611,1773
"Saluda County, South Carolina","45081",15812,2060,13752,3508,1933,3022,1822,1544,831,339,753,11824,1488,10336,2676,1466,2077,1382,1209,738,250,538,2432,289,2143,593,258,463,266,182,93,89,199,58,0,58,0,0,58,0,0,0,0,0,1498,283,1215,239,209,424,174,153,0,0,16
"Spartanburg County, South Carolina","45083",224820,29944,194876,45549,23365,36115,26930,27842,15396,5257,14422,137739,18907,118832,29796,15131,23048,15821,16880,8908,2864,6384,69934,8032,61902,12775,6495,9648,8531,9541,5720,2152,7040,1508,92,1416,371,179,219,184,168,110,42,143,15639,2913,12726,2607,1560,3200,2394,1253,658,199,855
"Sumter County, South Carolina","45085",84109,14039,70070,16344,9349,12746,10455,9773,5213,1887,4303,51773,9277,42496,11144,6801,8056,6185,5598,2296,891,1525,27322,3634,23688,4171,2187,3751,3797,3704,2641,927,2510,1648,351,1297,220,155,314,103,162,175,44,124,3366,777,2589,809,206,625,370,309,101,25,144
"Union County, South Carolina","45087",23604,2864,20740,5061,3066,4223,3141,2667,1335,489,758,19165,2232,16933,4280,2578,3310,2725,2108,1024,345,563,4112,580,3532,743,411,798,402,538,303,144,193,140,43,97,18,18,54,7,0,0,0,0,187,9,178,20,59,61,7,21,8,0,2
"Williamsburg County, South Carolina","45089",28016,6078,21938,7411,3622,4329,2479,2041,1148,335,573,22694,4313,18381,6009,3121,3577,2050,1874,943,299,508,4836,1533,3303,1269,488,734,366,167,205,36,38,95,35,60,42,0,18,0,0,0,0,0,391,197,194,91,13,0,63,0,0,0,27
"York County, South Carolina","45091",174344,21535,152809,30855,15229,24852,20742,23072,14685,5479,17895,71286,9271,62015,13617,7372,11490,8929,9236,5236,1803,4332,92346,10598,81748,15731,6924,11047,10844,12832,8472,3347,12551,1717,244,1473,214,140,202,162,197,295,64,199,8995,1422,7573,1293,793,2113,807,807,682,265,813
"Abbeville County, South Carolina","45001",20664,2822,17842,4769,2409,3847,2505,2080,1361,390,481,15612,2214,13398,3542,1834,2995,1983,1522,1041,201,280,4610,489,4121,1124,575,763,498,522,288,189,162,112,0,112,27,0,0,7,23,22,0,33,330,119,211,76,0,89,17,13,10,0,6
"Aiken County, South Carolina","45003",128264,19226,109038,23934,12376,18418,15423,14552,9467,3748,11120,54388,9183,45205,10827,5461,8597,6851,5832,3482,1220,2935,67868,9100,58768,12146,6381,8743,7861,8081,5570,2408,7578,1278,125,1153,223,73,124,183,163,129,47,211,4730,818,3912,738,461,954,528,476,286,73,396
"Allendale County, South Carolina","45005",8614,3247,5367,1393,995,1167,545,504,463,117,183,6956,2698,4258,1176,809,942,447,358,296,117,113,1529,531,998,216,141,207,53,144,167,0,70,18,17,1,1,0,0,0,0,0,0,0,111,1,110,0,45,18,45,2,0,0,0
"Anderson County, South Carolina","45007",148607,18727,129880,27894,17260,24249,19063,17837,10834,3950,8793,97137,13236,83901,19076,11590,15862,12618,11543,6532,2146,4534,45498,4719,40779,7786,5072,7055,5582,5758,3970,1689,3867,1444,116,1328,303,99,293,233,184,121,20,75,4528,656,3872,729,499,1039,630,352,211,95,317
"Bamberg County, South Carolina","45009",13149,2792,10357,3411,1269,1777,1351,1245,614,353,337,10163,2039,8124,2480,1082,1345,1081,1048,491,330,267,2713,747,1966,834,173,348,247,178,113,23,50,19,0,19,0,0,0,0,19,0,0,0,254,6,248,97,14,84,23,0,10,0,20
"Barnwell County, South Carolina","45011",17960,3718,14242,3624,1934,2611,1968,1922,1033,351,799,13498,2895,10603,2728,1524,1918,1515,1355,728,295,540,4078,788,3290,747,347,647,453,488,293,56,259,118,22,96,30,34,0,0,32,0,0,0,266,13,253,119,29,46,0,47,12,0,0
"Beaufort County, South Carolina","45013",130637,12414,118223,22012,11865,19768,15591,16738,11173,4620,16456,26956,3593,23363,6586,2943,3924,3108,2698,1760,619,1725,86483,6579,79904,12757,6674,12163,10395,12171,8568,3689,13487,1734,173,1561,323,97,369,230,182,112,109,139,15464,2069,13395,2346,2151,3312,1858,1687,733,203,1105
"Berkeley County, South Carolina","45015",137937,18534,119403,24270,11930,21839,18270,17718,11384,4336,9656,63641,10054,53587,12512,5724,10009,8868,7632,4570,1416,2856,61961,6269,55692,9668,4634,9601,8274,8873,5860,2661,6121,2317,481,1836,331,140,214,316,293,211,91,240,10018,1730,8288,1759,1432,2015,812,920,743,168,439
"Calhoun County, South Carolina","45017",12442,1535,10907,2552,1445,1833,1649,1518,881,261,768,9458,1252,8206,2084,1068,1376,1250,1018,657,221,532,2752,270,2482,438,333,422,399,412,204,40,234,8,0,8,0,8,0,0,0,0,0,0,224,13,211,30,36,35,0,88,20,0,2
"Charleston County, South Carolina","45019",285717,33875,251842,52869,25031,41285,35428,35523,22700,8494,30512,135526,18917,116609,30356,14091,20551,16523,14905,8429,2917,8837,128698,11755,116943,19592,8336,16578,16474,18455,12792,5008,19708,3285,448,2837,386,185,501,394,561,275,108,427,18208,2755,15453,2535,2419,3655,2037,1602,1204,461,1540
"Cherokee County, South Carolina","45021",43859,6198,37661,10053,4898,7547,5704,4733,2449,866,1411,29894,4262,25632,7358,3293,5148,3750,2957,1677,570,879,12341,1731,10610,2250,1511,2139,1755,1496,706,268,485,297,23,274,109,0,24,44,89,8,0,0,1327,182,1145,336,94,236,155,191,58,28,47
"Chester County, South Carolina","45023",26642,4640,22002,5743,3194,4312,3063,2880,1354,463,993,19853,3606,16247,4459,2489,3056,2356,2150,886,317,534,6390,1007,5383,1200,686,1196,622,710,439,111,419,74,16,58,3,0,2,12,19,10,0,12,325,11,314,81,19,58,73,1,19,35,28
"Chesterfield County, South Carolina","45025",36858,5642,31216,7896,4349,6359,4956,4023,1843,548,1242,24565,4039,20526,5035,3159,4171,3322,2617,1101,372,749,11139,1444,9695,2641,1156,1792,1504,1293,698,144,467,68,2,66,32,0,16,18,0,0,0,0,1086,157,929,188,34,380,112,113,44,32,26
"Clarendon County, South Carolina","45027",28426,4808,23618,7349,3290,4575,3092,2672,1237,389,1014,20635,3723,16912,5192,2483,3376,2308,1838,770,285,660,7100,986,6114,1979,749,1059,685,772,445,71,354,136,34,102,44,8,28,0,0,22,0,0,555,65,490,134,50,112,99,62,0,33,0
"Colleton County, South Carolina","45029",30928,4511,26417,7381,3562,5413,3438,3195,1686,492,1250,21679,3325,18354,5246,2349,3798,2393,2405,1086,270,807,8223,949,7274,1957,1120,1405,920,690,549,212,421,163,36,127,26,31,20,14,17,0,7,12,863,201,662,152,62,190,111,83,51,3,10
"Darlington County, South Carolina","45031",54864,7925,46939,11506,5846,8995,7178,5868,3619,937,2990,43963,6528,37435,9293,4744,7072,5998,4573,2900,781,2074,9677,1099,8578,2099,914,1623,1116,1176,696,156,798,154,70,84,6,17,57,0,0,4,0,0,1070,228,842,108,171,243,64,119,19,0,118
"Dillon County, South Carolina","45033",24676,4208,20468,6228,3595,4636,2781,1603,869,310,446,19762,3466,16296,4741,3028,3792,2187,1268,761,221,298,4259,629,3630,1147,517,737,588,300,108,89,144,70,0,70,12,10,7,6,35,0,0,0,585,113,472,328,40,100,0,0,0,0,4
"Dorchester County, South Carolina","45035",104039,13656,90383,17447,8702,14357,12728,14899,9945,3355,8950,45976,7310,38666,8566,4478,6594,5886,6035,3313,1104,2690,51028,5228,45800,7698,3616,6562,6231,7987,5947,2055,5704,1935,219,1716,487,52,218,166,307,275,104,107,5100,899,4201,696,556,983,445,570,410,92,449
"Edgefield County, South Carolina","45037",22138,4572,17566,4405,1959,3211,2294,2406,1135,697,1459,10293,2010,8283,2026,1082,1725,1152,1031,513,290,464,10544,2009,8535,2139,830,1279,1009,1323,622,407,926,148,40,108,17,0,20,16,16,0,0,39,1153,513,640,223,47,187,117,36,0,0,30
"Fairfield County, South Carolina","45039",19426,3119,16307,4223,2081,3277,2243,2151,1001,365,966,15340,2713,12627,3437,1725,2462,1918,1643,645,255,542,3783,365,3418,723,352,788,305,460,331,98,361,110,0,110,4,0,0,8,46,25,0,27,193,41,152,59,4,27,12,2,0,12,36
"Florence County, South Carolina","45041",108173,14354,93819,22708,11868,16504,13619,13280,6745,2493,6602,78449,10847,67602,17816,8744,12398,9975,9401,4128,1776,3364,25747,2893,22854,4467,2738,3334,3052,3524,2286,631,2822,639,86,553,106,7,116,153,77,37,24,33,3338,528,2810,319,379,656,439,278,294,62,383
