"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Alabama","01",3782404,480212,3302192,830898,393089,587969,436501,431710,259108,95098,267819,2547982,326603,2221379,589008,278867,399412,298379,288922,167061,57566,142164,1057217,123012,934205,210022,94754,151114,120080,128253,82840,33818,113324,31666,3770,27896,6357,2248,4336,3827,4124,2826,1356,2822,145539,26827,118712,25511,17220,33107,14215,10411,6381,2358,9509
"Alaska","02",539340,22379,516961,115815,43357,70205,62420,71593,54804,25888,72879,159610,6185,153425,56834,15191,20775,16200,16480,11400,4823,11722,320333,12762,307571,48746,22271,37518,38015,46746,39060,19019,56196,11976,616,11360,2442,1066,1585,1134,1865,1108,691,1469,47421,2816,44605,7793,4829,10327,7071,6502,3236,1355,3492
"Arizona","04",4903367,708640,4194727,857248,430197,711407,585385,625542,376683,145197,463068,1248587,259078,989509,280852,98862,157065,137859,143698,77145,26587,67441,2765362,258509,2506853,431526,240132,394921,342502,396478,256497,102539,342258,62625,8523,54102,10236,5123,7750,7740,8783,5796,2231,6443,826793,182530,644263,134634,86080,151671,97284,76583,37245,13840,46926
"Arkansas","05",2287288,270674,2016614,503609,260184,391485,283940,259915,137590,50556,129335,1302315,151617,1150698,303560,153076,219397,159857,146985,76705,27409,63709,856257,94257,762000,179546,93311,140743,108774,102182,56111,21540,59793,15480,1715,13765,3165,1343,2399,2128,2288,1008,228,1206,113236,23085,90151,17338,12454,28946,13181,8460,3766,1379,4627
"California","06",28999754,4649591,24350163,4750271,2736571,3892354,2868645,3121322,2179825,992576,3808599,12622974,2436852,10186122,2297700,1023017,1424523,1166187,1356647,972153,443249,1502646,6471437,486741,5984696,828170,605736,832339,663586,789505,613462,301415,1350483,358851,50116,308735,53569,30977,42321,35945,42934,31484,14721,56784,9546492,1675882,7870610,1570832,1076841,1593171,1002927,932236,562726,233191,898686
"Colorado","08",3886900,413330,3473570,687965,327458,517687,456107,514834,339355,149025,481139,1299281,160236,1139045,284557,114007,173458,153981,168375,101033,40452,103182,2087931,165918,1922013,313411,160784,261390,243134,295086,211721,96918,339569,56431,6900,49531,9872,4393,6119,6064,7494,5089,2585,7915,443257,80276,362981,80125,48274,76720,52928,43879,21512,9070,30473
"Connecticut","09",2872661,294094,2578567,482572,213798,357098,307987,361063,274969,127721,453359,1427503,149998,1277505,252879,104838,173351,158725,189322,146416,66562,185412,895050,74257,820793,135203,60129,98442,83828,106367,88461,43089,205274,107157,12600,94557,27743,12138,17440,12137,10919,5765,2182,6233,442951,57239,385712,66747,36693,67865,53297,54455,34327,15888,56440
"Delaware","10",713080,78309,634771,122436,56859,98315,88853,98458,65082,28697,76071,276334,33351,242983,53317,22313,37088,35631,38071,24729,9663,22171,356306,32115,324191,57253,28120,46885,43661,52064,34736,16549,44923,12324,1605,10719,2405,1368,1993,1385,1352,837,305,1074,68116,11238,56878,9461,5058,12349,8176,6971,4780,2180,7903
"District of Columbia","11",499210,59273,439937,92029,33152,48465,45139,59301,43460,19659,98732,158267,25793,132474,39036,11422,16097,16501,18830,12498,3866,14224,260231,24140,236091,41511,16142,21722,19839,30634,24867,12247,69129,7748,664,7084,1363,271,547,396,899,793,570,2245,72964,8676,64288,10119,5317,10099,8403,8938,5302,2976,13134
"Florida","12",15229204,2044090,13185114,2737495,1482692,2407143,1895216,1871515,1074923,410640,1305490,3804373,781063,3023310,812372,325062,516362,428950,423338,225487,80393,211346,7531450,665807,6865643,1193301,726677,1172684,978549,1051425,644129,251340,847538,505733,67067,438666,107469,52549,83239,65371,56764,28785,12321,32168,3387648,530153,2857495,624353,378404,634858,422346,339988,176522,66586,214438
