"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Louisiana","22",2856356,543292,993261,721947,400971,196885,2137928,431426,786914,525210,276742,117636,570889,73046,167860,167451,101129,61403,18095,1612,5337,5340,3816,1990,129444,37208,33150,23946,19284,15856
"Maine","23",929301,95195,326777,260602,159601,87126,548958,67496,228432,152734,73325,26971,334495,20095,85905,96428,78235,53832,9860,874,2571,3280,1916,1219,35988,6730,9869,8160,6125,5104
"Maryland","24",3789931,463994,1001744,971114,748560,604519,1438735,211780,511889,391253,206898,116915,1682086,120463,363129,447216,400397,350881,47905,3447,8291,13376,12693,10098,621205,128304,118435,119269,128572,126625
"Massachusetts","25",4382378,495822,1171725,1036622,961563,716646,2499613,214088,793935,680181,518792,292617,978009,52386,154104,199404,295364,276751,112860,38781,31013,21263,12668,9135,791896,190567,192673,135774,134739,138143
"Michigan","26",6561843,784988,2064575,2070897,1014345,627038,4681048,474049,1586756,1582373,682143,355727,1365498,191474,371217,390829,234405,177573,39921,5801,9404,12180,7187,5349,475376,113664,97198,85515,90610,88389
"Minnesota","27",3450999,299246,960792,1106804,736420,347737,2199457,165064,697978,756015,422485,157915,959820,59152,202882,288876,260295,148615,19691,1496,3678,6309,5328,2880,272031,73534,56254,55604,48312,38327
"Mississippi","28",1876719,382391,579428,549741,236987,128172,1280575,288463,404593,361512,150364,75643,538621,75938,162086,176278,78606,45713,9437,705,2381,3831,1634,886,48086,17285,10368,8120,6383,5930
"Missouri","29",3906865,540668,1272495,1115052,618502,360148,2365941,336838,846683,673276,339712,169432,1349693,161482,382422,403131,246005,156653,24423,1714,5842,8836,4842,3189,166808,40634,37548,29809,27943,30874
"Montana","30",654124,59132,204382,208280,125754,56576,309353,28962,107052,99892,54539,18908,324537,27031,92371,102863,67463,34809,4946,491,1212,1693,1022,528,15288,2648,3747,3832,2730,2331
"Nebraska","31",1160884,116049,344090,379521,219346,101878,705497,52491,233414,242127,127736,49729,368521,27453,93903,123002,80774,43389,7912,714,1338,2904,1908,1048,78954,35391,15435,11488,8928,7712
"Nevada","32",1733764,272581,514350,568041,250126,128666,147514,15172,50315,53126,19847,9054,1137172,107266,346422,421370,168933,93181,28292,3517,7363,10324,4620,2468,420786,146626,110250,83221,56726,23963
"New Hampshire","33",895399,81053,266353,253793,187794,106406,293087,36997,110089,82414,45524,18063,534466,33353,140345,156019,128054,76695,10036,1329,2423,3107,2117,1060,57810,9374,13496,12253,12099,10588
"New Jersey","34",5889519,750070,1753082,1348972,1274368,763027,2474737,228790,862574,633468,510001,239904,1734047,143893,452795,419578,425052,292729,168431,57153,53356,30938,17696,9288,1512304,320234,384357,264988,321619,221106
"New Mexico","35",1296627,224153,349895,392546,189601,140432,529380,92115,180170,168158,57631,31306,594146,51117,135518,197274,115556,94681,14841,1777,2854,4580,3801,1829,158260,79144,31353,22534,12613,12616
"New York","36",12914436,2008788,3646632,3109848,2368185,1780983,7197793,719135,2233158,2009468,1274615,961417,1754334,176557,367096,380696,446347,383638,379402,149396,99412,68682,36270,25642,3582907,963700,946966,651002,610953,410286
"North Carolina","37",6121611,1006055,1728039,1789677,1065675,532165,3246291,621982,1076670,947398,436887,163354,2294862,193325,529928,731798,538973,300838,58637,5471,12160,21147,12859,7000,521821,185277,109281,89334,76956,60973
"North Dakota","38",429333,45419,120683,150254,83209,29768,294052,34999,86874,103132,53552,15495,121741,8307,30472,44009,27214,11739,2554,102,675,864,621,292,10986,2011,2662,2249,1822,2242
"Ohio","39",7655994,962586,2744596,2100358,1173544,674910,5354290,608215,2082263,1527038,763117,373657,1890950,275653,566842,491879,333108,223468,54942,10987,15956,14505,8030,5464,355812,67731,79535,66936,69289,72321
"Oklahoma","40",2380819,348235,775478,718924,362043,176139,1294949,178814,454508,388082,189308,84237,917719,109815,280149,300284,150864,76607,21744,1833,5569,8221,4132,1989,146407,57773,35252,22337,17739,13306
"Oregon","41",2543151,291105,650974,872831,464210,264031,869120,71322,262459,329682,147096,58561,1358460,116141,325845,477092,269260,170122,26439,1774,4784,8847,6887,4147,289132,101868,57886,57210,40967,31201
"Pennsylvania","42",8558693,1077224,3236194,1987219,1396618,861438,6175055,742813,2594931,1436165,917119,484027,1674910,160619,466812,422254,360922,264303,137608,47595,40669,27191,13340,8813,571120,126197,133782,101609,105237,104295
"Rhode Island","44",708598,115798,199935,177907,130781,84177,382064,53083,124577,105880,63932,34592,201331,17388,43428,49470,51330,39715,14163,5001,3297,3232,1765,868,111040,40326,28633,19325,13754,9002
"South Carolina","45",2981382,506502,931546,829138,462485,251711,1611058,345124,569213,414975,190965,90781,1176163,109355,314447,371413,242474,138474,29491,2203,7324,10466,6357,3141,164670,49820,40562,32284,22689,19315
"South Dakota","46",518285,55673,169659,161719,93187,38047,319064,36561,113919,96835,53573,18176,182780,14951,51408,61504,37274,17643,2656,244,728,885,436,363,13785,3917,3604,2495,1904,1865
"Tennessee","47",4156132,727830,1387505,1097796,610966,332035,2306225,465821,866141,573093,270634,130536,1612198,194955,462978,479851,303054,171360,30412,2414,8386,10488,5891,3233,207297,64640,50000,34364,31387,26906
"Texas","48",15116371,3020998,3928438,4272812,2609718,1284405,7575149,1203042,2308495,2374057,1204104,485451,4188605,356104,960900,1370335,977976,523290,192745,22934,39070,63880,46039,20822,3159872,1438918,619973,464540,381599,254842
"Utah","49",1503241,141364,373409,546179,299160,143129,787109,53077,216860,307075,148618,61479,533371,32775,110441,198456,125938,65761,17218,1299,4119,6094,3557,2149,165543,54213,41989,34554,21047,13740
"Vermont","50",426409,40245,136644,107655,85973,55892,195797,25566,85310,50524,25461,8936,206488,11512,45245,51481,55616,42634,3995,247,1153,1136,860,599,20129,2920,4936,4514,4036,3723
"Virginia","51",5208536,725063,1353923,1368388,1038321,722841,2180194,427014,746423,577596,293336,135825,2250337,151253,454382,627658,565749,451295,82385,5364,13761,23814,24808,14638,695620,141432,139357,139320,154428,121083
"Washington","53",4360316,454534,1059315,1494744,870087,481636,1574018,121900,452348,597645,284782,117343,2047427,144862,454752,724217,448566,275030,70471,5315,16208,25226,15499,8223,668400,182457,136007,147656,121240,81040
"West Virginia","54",1282621,232001,529569,299777,135525,85749,910253,182068,395525,201180,84146,47334,348746,46589,128876,93589,47173,32519,4849,282,1542,1672,860,493,18773,3062,3626,3336,3346,5403
"Wisconsin","55",3739243,395410,1272319,1107102,641145,323267,2540245,233526,957446,771836,410576,166861,974068,93981,262057,292537,199044,126449,26027,5693,6998,7216,3826,2294,198903,62210,45818,35513,27699,27663
"Wyoming","56",357859,30997,111915,130621,56349,27977,118967,9346,40175,45602,17137,6707,223669,17478,67846,81224,37374,19747,2438,121,607,1107,320,283,12785,4052,3287,2688,1518,1240
