"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Georgia","13",9468815,688521,1773957,953927,1319156,1419376,1343284,548672,196621,253950,560765,410586,5229453,600363,1251702,530594,588284,600961,611170,273205,99601,130580,302922,240071,3218153,76509,423250,300810,474389,584550,577302,228428,82163,105188,217998,147566,112187,3168,20456,16288,20423,21656,17978,5114,1462,1430,2697,1515,909022,8481,78549,106235,236060,212209,136834,41925,13395,16752,37148,21434
"Hawaii","15",1333591,86581,214147,129053,179967,179048,193225,88469,33888,42813,93796,92604,733048,72584,158822,68388,85664,79328,88254,39814,15588,19820,47057,57729,325601,10041,34707,40013,53199,48474,54446,26151,10251,12137,20919,15263,38765,2026,6784,4234,6641,6714,6705,2938,459,680,908,676,236177,1930,13834,16418,34463,44532,43820,19566,7590,10176,24912,18936
"Idaho","16",1526797,119166,300046,154955,201215,192727,207365,92147,34318,41850,100821,82187,704959,97857,190537,71482,87794,64067,71642,32716,11947,14013,33765,29139,718313,19808,97548,70507,91079,107289,119864,53932,20588,25966,62064,49668,14166,425,2673,2206,2448,2341,2458,750,174,89,334,268,89359,1076,9288,10760,19894,19030,13401,4749,1609,1782,4658,3112
"Illinois","17",12745359,845118,2308341,1245918,1756687,1779037,1854338,779870,267517,340333,810679,757521,8505602,769301,1930744,877822,1035511,1030596,1131469,457357,152409,190478,463613,466302,2380208,60820,252057,198908,319175,343499,408436,197628,72115,95890,224796,206884,122853,3358,15422,12145,16966,20131,22407,9143,3228,4403,9710,5940,1736696,11639,110118,157043,385035,384811,292026,115742,39765,49562,112560,78395
"Indiana","18",6417398,434204,1172867,644710,821300,867952,937941,402601,140865,179652,429621,385685,4379336,386075,931766,429431,531600,554037,605490,256015,86276,108224,253531,236891,1715833,42653,207571,173341,212390,248001,287844,131248,49156,65027,161934,136668,36929,1050,4881,5495,6084,7306,6219,2045,806,918,1199,926,285300,4426,28649,36443,71226,58608,38388,13293,4627,5483,12957,11200
"Iowa","19",3016267,197946,526045,307264,369537,378769,440714,195186,66839,87337,217428,229202,2177030,171410,406740,201600,245264,251984,310466,140273,48737,61813,161988,176755,700438,24563,103661,85671,90483,97991,111547,48782,16298,22996,49984,48462,14118,444,2404,2344,2615,2523,2305,518,153,218,293,301,124681,1529,13240,17649,31175,26271,16396,5613,1651,2310,5163,3684
"Kansas","20",2809329,199200,516341,290884,360674,357549,407084,173397,60176,76207,181828,185989,1651935,169719,366776,171618,185153,169123,212837,91627,32489,38829,101048,112716,957126,26786,128989,93721,126741,143166,164566,72755,24915,33738,73552,68197,23129,1122,3948,4027,4304,3843,4023,843,166,249,326,278,177139,1573,16628,21518,44476,41417,25658,8172,2606,3391,6902,4798
"Kentucky","21",4285828,278301,741612,409914,558362,593950,634200,279452,101308,128695,310316,249718,3030535,240591,575415,271823,365310,373901,422661,194483,70970,91218,232380,191783,1096971,34554,147827,116348,155955,186125,189338,78432,27806,34416,72374,53796,27528,946,4427,4098,5298,5613,4733,1128,357,313,327,288,130794,2210,13943,17645,31799,28311,17468,5409,2175,2748,5235,3851
"Louisiana","22",4429940,304940,800177,468467,592104,581284,645311,274759,99190,126612,295926,241170,3490600,277779,700476,374417,451388,428752,482300,205375,73431,93287,222020,181375,755802,24614,86970,73329,100951,113054,131793,58208,22458,29011,63229,52185,25841,794,3742,3210,4336,5115,5416,1089,363,425,746,605,157697,1753,8989,17511,35429,34363,25802,10087,2938,3889,9931,7005
"Maine","23",1327665,69865,211622,116877,143990,182595,218829,98483,35444,46797,106101,97062,850999,61323,163318,77400,89866,105798,122709,57127,20047,27280,64532,61599,419351,7513,42281,35062,46395,67346,85612,37318,13949,17744,36531,29600,13404,494,1808,1242,1925,2350,2918,723,181,365,721,677,43911,535,4215,3173,5804,7101,7590,3315,1267,1408,4317,5186
"Maryland","24",5696423,365093,996999,544400,740163,833033,882486,363895,131841,161233,362224,315056,2700251,294111,679807,287598,287524,312657,338571,137203,48185,59176,131114,124305,2172450,61350,251794,177220,275397,340375,398968,177000,65974,81805,184437,158130,73189,2909,12517,9858,12829,12807,13567,3386,937,783,1845,1751,750533,6723,52881,69724,164413,167194,131380,46306,16745,19469,44828,30870
"Massachusetts","25",6477096,368326,1063622,662770,827270,930830,991038,414044,150011,192588,430413,446184,4094236,333645,863866,397112,414457,508106,573185,243159,87611,114305,263441,295349,1284316,24420,121983,159904,189191,197375,227859,101429,37049,46501,91434,87171,156289,3430,21628,18371,24758,28889,26641,10310,3127,3930,8767,6438,942255,6831,56145,87383,198864,196460,163353,59146,22224,27852,66771,57226
"Michigan","26",9952687,614482,1806492,969870,1186119,1357586,1518851,660882,227921,293492,685746,631246,7578979,572845,1563590,761496,894841,1001227,1131826,468126,154293,194352,445842,390541,1721127,32050,180320,143259,171922,229394,286825,151795,58948,80300,191483,194831,61047,2539,10340,8247,9001,10584,8829,3158,1097,984,2838,3430,591534,7048,52242,56868,110355,116381,91371,37803,13583,17856,45583,42444
"Minnesota","27",5241914,352610,929468,508837,692659,714004,800896,330315,112396,142566,333857,324306,3593961,315509,736324,342671,417377,428715,517395,218129,73421,92649,225024,226747,1250660,29793,146085,114962,179303,202877,229413,95537,33212,42698,92571,84209,30342,1110,5200,4341,5407,5892,5106,1104,369,406,489,918,366951,6198,41859,46863,90572,76520,48982,15545,5394,6813,15773,12432
"Mississippi","28",2941991,208491,548884,307897,378363,384880,414179,181458,64247,84255,206020,163317,2105507,180870,429417,214645,258779,248395,274949,126188,45009,59613,145458,122184,758349,26094,111862,81772,101133,121474,127670,51432,18129,23111,56724,38948,14617,707,2246,2227,2406,2815,2794,634,183,116,298,191,63518,820,5359,9253,16045,12196,8766,3204,926,1415,3540,1994
"Missouri","29",5922314,386777,1041075,587597,754490,778584,878806,371224,134248,176789,429122,383602,3914320,338922,818886,390571,468175,467102,531725,223176,78965,103154,252879,240765,1754906,44225,194645,166343,231067,260481,307840,135011,50764,68650,163305,132575,36390,1081,5790,5096,6589,6956,6878,1853,468,490,474,715,216698,2549,21754,25587,48659,44045,32363,11184,4051,4495,12464,9547
"Montana","30",973739,59722,163317,96576,115616,117043,152361,72249,24821,32151,74844,65039,527692,50871,114519,52949,60398,54508,72507,33360,10278,13131,34066,31105,419134,8478,45335,40784,51719,58261,74992,37086,13832,18240,38690,31717,7794,173,1634,1041,1253,1192,1281,447,70,150,162,391,19119,200,1829,1802,2246,3082,3581,1356,641,630,1926,1826
"Nebraska","31",1799125,129410,323921,184910,234836,226924,259015,111712,39141,48470,118157,122629,1179610,111593,244870,117650,136397,128871,156376,68208,23589,28783,75163,88110,500874,16085,65455,50813,67546,72267,87579,38820,13678,17838,38912,31881,12343,419,2130,1882,2862,2023,2077,333,81,124,117,295,106298,1313,11466,14565,28031,23763,12983,4351,1793,1725,3965,2343
"Nevada","32",2633331,188595,468517,242455,380269,385280,365739,156966,61873,80598,182624,120415,610748,151001,245775,66458,55053,37629,29138,8715,2586,3695,6112,4586,1473275,32699,180570,122834,207277,221488,244340,115720,47087,61643,142466,97151,40426,1281,6576,4277,8030,7762,6259,2048,691,910,1631,961,508882,3614,35596,48886,109909,118401,86002,30483,11509,14350,32415,17717
"New Hampshire","33",1313939,72297,223655,122588,143929,192239,222165,91701,33496,41538,90530,79801,551405,56278,142615,59425,57297,61555,66239,27992,10274,12877,27957,28896,680040,14900,74515,56159,72518,113523,139962,58468,21056,26417,56337,46185,13495,248,1616,1595,1601,2928,3272,755,281,244,517,438,68999,871,4909,5409,12513,14233,12692,4486,1885,2000,5719,4282
"New Jersey","34",8721577,547150,1534390,750518,1097850,1295051,1348576,543575,197585,251311,584648,570923,4555586,471265,1148572,461012,492760,546838,572060,222681,77819,96626,221568,244385,2183304,60762,255457,133038,221685,327996,406672,180521,67977,91601,216801,220794,208828,4154,20887,15356,28194,36120,40103,18067,7177,8827,18622,11321,1773859,10969,109474,141112,355211,384097,329741,122306,44612,54257,127657,94423
"New Mexico","35",2013122,143300,369173,204022,255985,254730,287681,130533,48234,61076,144639,113749,1033744,119624,262476,122264,123922,107217,120654,48735,17536,20908,52822,37586,761974,21456,85492,60880,90080,100721,128551,68828,26550,34276,78053,67087,21634,895,3512,2386,3256,3953,4112,1100,598,319,860,643,195770,1325,17693,18492,38727,42839,34364,11870,3550,5573,12904,8433
"New York","36",19229752,1158665,3224932,1931719,2604308,2728154,2836565,1202019,435485,552577,1305079,1250249,12307277,1073946,2750389,1285149,1385669,1508569,1640753,686684,240248,302748,700345,732777,2278000,52628,214307,256731,385794,317397,338838,160500,60719,85765,205458,199863,464400,9091,42141,33766,53898,59996,73271,42106,18842,25260,60735,45294,4180075,23000,218095,356073,778947,842192,783703,312729,115676,138804,338541,272315
"North Carolina","37",9271178,621871,1616339,911357,1218670,1337653,1328830,573138,215960,279588,650646,517126,5428058,537336,1150436,493995,560828,631800,706522,330854,125549,161166,398674,330898,3069413,73943,383338,317270,452520,534952,518127,211296,80153,105242,224713,167859,90752,2844,16558,12713,16238,16813,15522,3600,919,1395,2361,1789,682955,7748,66007,87379,189084,154088,88659,27388,9339,11785,24898,16580
"North Dakota","38",659858,41792,105928,82805,83352,77233,97132,42601,14455,18550,45490,50520,460489,36001,82064,48372,51816,47551,65670,30013,10267,13125,35041,40569,179310,5247,21498,30824,27314,26448,28867,11608,3826,4982,9764,8932,4252,225,880,593,810,687,619,192,50,75,26,95,15807,319,1486,3016,3412,2547,1976,788,312,368,659,924
"Ohio","39",11512431,724665,2041608,1090164,1414705,1546960,1745227,756693,271135,336575,816342,768357,8620203,666353,1751268,848292,1051053,1125586,1268818,521146,181880,216416,508275,481116,2373295,50494,241895,189956,262023,323050,398420,203861,77469,104835,270127,251165,78172,1832,11235,10163,11686,14982,13342,4433,1575,1842,3625,3457,440761,5986,37210,41753,89943,83342,64647,27253,10211,13482,34315,32619
"Oklahoma","40",3675339,256624,656397,381499,483520,467474,520656,228038,81623,108086,268716,222706,2244396,222185,492549,234713,267431,233620,263344,122747,44033,59603,163506,140665,1205885,31316,142406,114444,161827,186709,222629,94066,34457,44687,96234,77110,32270,1226,4730,4570,5443,6033,7147,1329,317,371,747,357,192788,1897,16712,27772,48819,41112,27536,9896,2816,3425,8229,4574
"Oregon","41",3761925,234201,629438,355135,509020,503163,546310,264305,93557,119031,267055,240710,1704978,203185,444870,187803,209964,174360,195472,90812,28979,35417,71395,62721,1654559,26679,148107,121313,209111,242026,288679,153041,57093,74445,174492,159573,37490,1088,5785,4178,6773,6462,7326,1971,631,767,949,1560,364898,3249,30676,41841,83172,80315,54833,18481,6854,8402,20219,16856
"Pennsylvania","42",12612705,727275,2094367,1232370,1483471,1690147,1932353,841603,299637,384625,941515,985342,9397884,654163,1701212,867454,1016490,1164814,1396599,620884,219078,279102,710191,767897,2325640,62164,312931,275635,298596,349423,389283,164261,59913,79250,170248,163936,184849,3587,23994,19660,30914,33109,31938,12579,4521,5739,10898,7910,704332,7361,56230,69621,137471,142801,114533,43879,16125,20534,50178,45599
"Rhode Island","44",1056389,58920,171252,117619,127575,146977,160874,67680,24276,31256,70663,79297,620403,51021,128519,58799,61475,74858,86752,37236,14224,17375,40465,49679,281243,6549,30298,43065,37298,41181,46571,20181,6973,9749,19504,19874,21195,558,3848,2626,3482,4324,2846,1101,354,417,892,747,133548,792,8587,13129,25320,26614,24705,9162,2725,3715,9802,8997
"South Carolina","45",4511428,295906,773355,460785,579396,612407,645248,291901,110939,146055,342658,252778,2678326,247240,554178,265850,306031,316231,349091,163935,60663,78908,187500,148699,1578086,44965,194647,162311,210269,243934,259563,115912,45795,61829,141853,97008,42757,1200,5901,6165,7535,8618,8223,2017,643,774,1034,647,212259,2501,18629,26459,55561,43624,28371,10037,3838,4544,12271,6424
"South Dakota","46",799462,56494,142849,81834,99380,96708,117665,51753,16575,22159,54959,59086,525382,49304,107632,49382,57650,55844,72173,33391,9759,13144,35533,41570,250920,6560,32377,29203,36608,36457,41927,17534,6429,8480,18635,16710,4497,289,806,746,752,728,765,94,48,80,68,121,18663,341,2034,2503,4370,3679,2800,734,339,455,723,685
"Tennessee","47",6234968,403467,1084413,590956,818446,872203,908825,398077,150913,192918,458162,356588,3841110,357491,819123,358271,445524,456720,491546,226265,86512,110749,268525,220384,2073785,41515,230033,190039,289319,348065,373323,158748,59825,76645,177054,129219,46773,1194,8087,7080,8691,8776,8480,1911,595,450,908,601,273300,3267,27170,35566,74912,58642,35476,11153,3981,5074,11675,6384
"Texas","48",24311891,1903554,4768681,2523285,3490467,3433085,3322901,1332455,472494,598327,1374422,1092220,14729509,1734998,3758658,1660704,1819304,1566144,1617320,687643,238622,305007,723374,617735,5389303,129940,645449,425309,736763,901283,990041,411636,156530,197335,442778,352239,279502,8856,45216,32685,48916,55396,51602,14289,3797,4198,9328,5219,3913577,29760,319358,404587,885484,910262,663938,218887,73545,91787,198942,117027
"Utah","49",2657236,255012,578736,320247,425772,319372,301129,124140,42451,55080,128560,106737,1656405,227943,448479,192874,240357,153805,151550,64319,21424,27073,66817,61764,755432,23759,104068,94234,125878,112270,114532,49322,17578,23228,52043,38520,27116,1087,4656,4155,5410,4663,4251,970,272,399,631,622,218283,2223,21533,28984,54127,48634,30796,9529,3177,4380,9069,5831
"Vermont","50",624258,32255,100244,65350,68112,83726,103082,47014,16188,21050,46093,41144,321596,25638,69634,30527,33645,38537,44479,19863,7029,8688,22273,21283,272170,6311,27756,31615,30339,40192,53307,25356,8084,11123,21226,16861,5655,122,821,717,814,997,1346,192,134,102,174,236,24837,184,2033,2491,3314,4000,3950,1603,941,1137,2420,2764
"Virginia","51",7841754,506249,1333828,793141,1050694,1142586,1185123,490713,182550,227692,514397,414781,3930140,421283,924079,404584,411388,442930,486613,212583,79816,100489,239976,206399,2935377,73157,327045,284838,419276,484352,530635,224080,84218,104875,224426,178475,128150,4936,22537,18292,21930,22443,23915,6179,1716,1525,2540,2137,848087,6873,60167,85427,198100,192861,143960,47871,16800,20803,47455,27770
"Washington","53",6561297,426450,1134331,640200,896865,923449,981066,430932,152600,194827,418455,362122,3076329,362607,804222,335482,358717,324574,366794,161568,55049,68504,130018,108794,2546291,50662,242865,205337,339199,401275,466051,216757,78996,103713,233229,208207,105931,4089,16784,14587,19417,19360,17627,5340,1365,1545,2532,3285,832746,9092,70460,84794,179532,178240,130594,47267,17190,21065,52676,41836
"West Virginia","54",1840802,103758,285712,168711,219742,242934,278952,137152,51114,61565,157038,134124,1313687,84766,209958,108710,149726,152965,191128,102004,38029,45674,123802,106925,496075,18560,72695,56074,64501,83626,83027,33609,12231,15139,31147,25466,7123,83,1204,987,1332,1659,1016,261,148,82,150,201,23917,349,1855,2940,4183,4684,3781,1278,706,670,1939,1532
"Wisconsin","55",5637947,354854,988739,555111,700209,763225,868283,368728,125135,158795,379813,375055,4042291,317898,793768,390380,467717,502520,593978,251417,83873,105194,263493,272053,1299231,31847,163249,130067,165917,201082,234277,101975,35550,47099,101146,87022,38438,1224,6857,4330,6715,7086,5891,1868,629,875,1423,1540,257987,3885,24865,30334,59860,52537,34137,13468,5083,5627,13751,14440
"Wyoming","56",545579,37268,93882,56570,71727,66635,85127,38305,13410,16283,36699,29673,227853,27553,54928,26405,29824,20990,27521,11770,4074,4792,10811,9185,297134,9258,37006,27201,37637,41784,54534,25375,8968,10978,24758,19635,3880,106,611,725,555,773,650,151,62,94,72,81,16712,351,1337,2239,3711,3088,2422,1009,306,419,1058,772
