"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Atlantic County, New Jersey","34001",222599,27291,195308,39730,19335,32163,27481,27105,19200,7601,22693,108383,15110,93273,21965,8536,13864,12273,12219,10062,3595,10759,64941,5104,59837,9645,5657,9174,7983,8876,6344,2976,9182,6928,881,6047,1425,778,1365,964,812,225,125,353,42347,6196,36151,6695,4364,7760,6261,5198,2569,905,2399
"Bergen County, New Jersey","34003",741196,110243,630953,92147,48186,78934,67089,80597,71419,32936,159645,271408,40568,230840,41823,16418,27676,22944,30241,27061,12459,52218,202319,22275,180044,21912,11513,19928,16847,21356,19463,10023,59002,12380,1965,10415,1788,995,1641,1236,1174,1341,398,1842,255089,45435,209654,26624,19260,29689,26062,27826,23554,10056,46583
"Burlington County, New Jersey","34005",364771,44018,320753,49348,23875,43098,36920,44873,39455,17289,65895,167256,23110,144146,26236,11108,19050,16396,21024,18651,7561,24120,149468,13320,136148,16866,9605,17465,15445,18489,16451,8010,33817,7479,1190,6289,1165,383,732,786,872,848,318,1185,40568,6398,34170,5081,2779,5851,4293,4488,3505,1400,6773
"Camden County, New Jersey","34007",411416,50201,361215,67549,33347,53839,45245,50429,40398,15957,54451,189721,26451,163270,35286,15466,22785,20560,23129,18327,6847,20870,155347,13867,141480,20982,11642,20172,16744,20029,17058,7514,27339,15655,2290,13365,4198,1675,2031,2020,1490,935,285,731,50693,7593,43100,7083,4564,8851,5921,5781,4078,1311,5511
"Cape May County, New Jersey","34009",82431,6797,75634,13681,7095,12054,9997,10385,7892,3580,10950,33877,3633,30244,6067,2828,4212,4181,4214,3380,1459,3903,43078,2690,40388,6271,3818,6572,5288,5908,4098,1980,6453,1040,17,1023,202,153,354,130,29,71,22,62,4436,457,3979,1141,296,916,398,234,343,119,532
"Cumberland County, New Jersey","34011",125705,21186,104519,23129,11459,18109,14434,14377,9503,3855,9653,76163,13556,62607,14170,6113,9385,8950,9259,6426,2447,5857,26497,3506,22991,4359,2698,4137,3059,2888,2088,1092,2670,7643,955,6688,2022,1096,1121,739,841,453,126,290,15402,3169,12233,2578,1552,3466,1686,1389,536,190,836
"Essex County, New Jersey","34013",622703,106388,516315,100902,51508,76417,63078,66473,50963,20718,86256,278473,56645,221828,49635,19368,28317,26342,29682,24196,9416,34872,135529,16658,118871,20049,10702,14475,11548,14059,12040,5270,30728,24646,3644,21002,5794,2995,3513,2553,2345,1364,757,1681,184055,29441,154614,25424,18443,30112,22635,20387,13363,5275,18975
"Gloucester County, New Jersey","34015",231123,26751,204372,36140,17414,26689,22215,29062,24653,11449,36750,119623,15791,103832,21448,8929,13263,11134,15170,12555,5352,15981,95021,8357,86664,12029,7398,11415,9356,12281,10352,5402,18431,2613,314,2299,585,134,259,302,314,286,95,324,13866,2289,11577,2078,953,1752,1423,1297,1460,600,2014
"Hudson County, New Jersey","34017",526701,88486,438215,73885,42342,68234,51505,58833,46230,20006,77180,160202,31072,129130,25910,11149,17477,14562,17540,15100,6172,21220,92469,10003,82466,8775,5200,9189,7736,11575,10710,5243,24038,24376,2938,21438,5125,3361,3347,2938,2670,1746,549,1702,249654,44473,205181,34075,22632,38221,26269,27048,18674,8042,30220
"Hunterdon County, New Jersey","34019",104140,12244,91896,14385,5940,8976,8637,10741,9618,4750,28849,59684,7367,52317,9381,3359,5083,5115,6134,5765,3054,14426,32927,3234,29693,3501,1708,2784,2640,3381,3173,1392,11114,1204,215,989,173,92,51,99,121,110,27,316,10325,1428,8897,1330,781,1058,783,1105,570,277,2993
