"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Mercer County, New Jersey","34021",298613,37943,260670,52023,20681,35605,28251,32628,25794,12415,53273,140247,17806,122441,28546,9162,15206,12760,17160,12824,6533,20250,78816,7278,71538,12804,5202,7893,6697,8279,7467,3407,19789,8829,1488,7341,2045,749,1375,700,862,764,227,619,70721,11371,59350,8628,5568,11131,8094,6327,4739,2248,12615
"Middlesex County, New Jersey","34023",658899,108009,550890,90527,42058,75128,60364,71454,62010,29286,120063,266619,44977,221642,44574,17014,27590,24412,32260,27354,11592,36846,140433,15198,125235,17435,8642,16066,12461,16638,14939,6707,32347,18126,2895,15231,3340,1786,2627,1850,1908,1385,666,1669,233721,44939,188782,25178,14616,28845,21641,20648,18332,10321,49201
"Monmouth County, New Jersey","34025",508708,63980,444728,73022,33391,60189,45467,52269,45846,21890,112654,253895,33875,220020,42160,16337,26770,22287,27204,24108,11735,49419,168310,17725,150585,20096,9688,18772,14170,16598,15815,7279,48167,7157,833,6324,1123,582,1126,677,918,560,330,1008,79346,11547,67799,9643,6784,13521,8333,7549,5363,2546,14060
"Morris County, New Jersey","34027",398118,48759,349359,51338,22492,40347,33834,43678,36744,18863,102063,203022,25874,177148,29951,11550,18106,17023,22663,20666,10016,47173,101773,9480,92293,10599,5134,9428,7999,10476,8792,5032,34833,5499,686,4813,867,504,559,591,745,417,245,885,87824,12719,75105,9921,5304,12254,8221,9794,6869,3570,19172
"Ocean County, New Jersey","34029",463569,49573,413996,72084,41846,65610,50809,55926,46333,19600,61788,278085,30957,247128,45384,23516,36506,30152,34054,29122,11994,36400,133933,12429,121504,18089,12399,19834,14683,16465,13863,6071,20100,7682,909,6773,1545,736,1235,925,658,714,291,669,43869,5278,38591,7066,5195,8035,5049,4749,2634,1244,4619
"Passaic County, New Jersey","34031",397808,71598,326210,62264,33842,53790,42378,40642,32562,13671,47061,178541,33223,145318,30640,13217,18316,17524,18649,16297,7176,23499,60397,7582,52815,8500,4588,6530,5804,7035,6291,2199,11868,28442,6812,21630,5652,3179,4770,3043,2452,1235,493,806,130428,23981,106447,17472,12858,24174,16007,12506,8739,3803,10888
"Salem County, New Jersey","34033",53558,6642,46916,8731,3835,7694,6285,7038,5193,2175,5965,32358,4087,28271,5531,2235,4441,3740,4371,3128,1400,3425,17957,2008,15949,2707,1247,2664,2045,2267,1899,762,2358,737,114,623,106,93,176,77,76,43,10,42,2506,433,2073,387,260,413,423,324,123,3,140
"Somerset County, New Jersey","34035",258309,33302,225007,33102,14761,24295,23154,26173,24195,12068,67259,117473,15789,101684,18343,6823,10322,10241,13137,11770,5718,25330,66667,6139,60528,6802,3744,5905,5363,6182,6239,3252,23041,3415,387,3028,368,234,411,385,373,410,205,642,70754,10987,59767,7589,3960,7657,7165,6481,5776,2893,18246
"Sussex County, New Jersey","34037",120789,13207,107582,17681,7762,13377,11995,14370,12970,6003,23424,77434,8891,68543,12366,5100,8448,7529,9713,8416,3746,13225,32323,2748,29575,3972,1945,3684,3235,3471,3443,1670,8155,1369,178,1191,184,105,203,138,86,142,68,265,9663,1390,8273,1159,612,1042,1093,1100,969,519,1779
"Union County, New Jersey","34039",428357,58247,370110,65727,31321,58021,45436,46930,38326,16313,68036,183832,27704,156128,31198,11748,19969,17110,20096,18089,8174,29744,83255,8599,74656,11449,5673,9051,7928,8370,7527,3496,21162,11272,1616,9656,1970,1001,1385,1753,1388,759,352,1048,149998,20328,129670,21110,12899,27616,18645,17076,11951,4291,16082
"Warren County, New Jersey","34041",87814,9987,77827,12762,6314,11279,8874,10540,9274,4021,14763,54482,6689,47793,8547,3799,6939,5503,6725,5828,2421,8031,23062,2235,20827,3003,1593,2499,2208,2534,2645,1262,5083,1087,136,951,193,86,98,267,24,113,35,135,9183,927,8256,1019,836,1743,896,1257,688,303,1514
