"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Atlantic County, New Jersey","34001",40.1,28.3,52.6,41.8,42.6
"Bergen County, New Jersey","34003",41.2,28.1,47.4,42.9,45.6
"Burlington County, New Jersey","34005",40.3,29.3,48.5,43.1,44.5
"Camden County, New Jersey","34007",37.7,27.2,48.9,45.7,41.5
"Cape May County, New Jersey","34009",47.3,31.6,56.4,43.6,41.7
"Cumberland County, New Jersey","34011",36.8,31,49.7,48.9,36.6
"Essex County, New Jersey","34013",36.3,25.7,45.4,45.8,43
"Gloucester County, New Jersey","34015",38.7,29.2,48.3,44.5,43.9
"Hudson County, New Jersey","34017",34.2,24,33.5,49.1,41.2
"Hunterdon County, New Jersey","34019",43.4,37.5,50.5,46.9,45.6
"Mercer County, New Jersey","34021",37.8,29.4,46.6,41.7,40.4
"Middlesex County, New Jersey","34023",37.2,25.5,46.4,47,40.9
"Monmouth County, New Jersey","34025",41.4,32,49.2,48.1,43.8
"Morris County, New Jersey","34027",41.2,33.1,49.4,44.7,44.1
"Ocean County, New Jersey","34029",42.7,36.6,53.2,41.8,46.1
"Passaic County, New Jersey","34031",36.2,24.5,47,44.2,43.2
"Salem County, New Jersey","34033",40.9,38.4,44.6,45.1,41.5
"Somerset County, New Jersey","34035",40.2,28.2,49.7,47.5,42.9
"Sussex County, New Jersey","34037",41.8,36.3,50.1,47.2,47.8
"Union County, New Jersey","34039",37.9,26.5,46,43.5,43.2
"Warren County, New Jersey","34041",41.4,37.5,47.8,54.5,43.6
