"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Atlantic County, New Jersey","34001",274402,16560,47106,25418,31574,36287,43881,17808,7236,9227,21438,17867,151611,14713,37686,17821,15792,17130,20062,7688,2715,3437,7673,6894,70334,1317,5501,3705,5772,8731,13374,6428,3160,3727,10131,8488,8030,257,1131,398,1368,1357,1639,570,147,439,415,309,44427,273,2788,3494,8642,9069,8806,3122,1214,1624,3219,2176
"Bergen County, New Jersey","34003",906781,49775,153432,68150,105285,130121,146906,62512,23335,29241,68784,69240,391044,39947,103150,38782,38786,40572,47609,20512,7620,9507,19826,24733,235869,7883,34196,13599,21528,31395,40804,19663,7389,9297,24132,25983,14065,348,2030,1284,1541,2460,1952,1216,452,599,1058,1125,265803,1597,14056,14485,43430,55694,56541,21121,7874,9838,23768,17399
"Burlington County, New Jersey","34005",449117,25651,78066,37654,52027,62497,74646,29671,11510,14646,32890,29859,232662,21892,57206,24616,27551,26957,31423,11125,4059,5611,11617,10605,165301,3172,17162,9323,16070,25488,33087,14377,5887,7123,17401,16211,8423,209,1079,790,1155,1497,1610,738,203,374,389,379,42731,378,2619,2925,7251,8555,8526,3431,1361,1538,3483,2664
"Camden County, New Jersey","34007",513660,33109,91565,46407,67641,69676,77718,33637,11846,15635,34419,32007,270449,28758,67364,30269,36918,31869,31577,12084,4418,5144,11280,10768,173141,3703,19385,10355,17635,23693,33279,16411,5466,7933,17611,17670,16867,280,1371,1142,2264,3119,3464,1306,648,833,1563,877,53203,368,3445,4641,10824,10995,9398,3836,1314,1725,3965,2692
"Cape May County, New Jersey","34009",96987,4568,13676,7671,9141,10378,15125,7624,3425,4266,11137,9976,45636,3926,10521,4837,5163,4388,6030,2742,1257,1170,3008,2594,45499,524,2742,2124,3039,4981,8095,4453,2062,2918,7525,7036,1163,26,132,153,80,220,283,101,43,48,52,25,4689,92,281,557,859,789,717,328,63,130,552,321
"Cumberland County, New Jersey","34011",156864,10760,26915,14844,22553,22244,22123,9359,3610,4520,10693,9243,103795,10092,22841,10319,14116,13842,13018,5321,1817,2328,5561,4540,28959,547,2479,1893,3132,3919,5139,2672,1030,1192,3330,3626,7993,13,475,441,1053,1594,1431,709,445,500,958,374,16117,108,1120,2191,4252,2889,2535,657,318,500,844,703
"Essex County, New Jersey","34013",783840,53609,140822,74171,107652,116112,114614,47593,16558,21503,48328,42878,408166,46489,106562,46647,50829,47840,44251,17812,6276,7427,16390,17643,157258,5532,21282,10559,16347,23750,25973,12951,4610,6590,15471,14193,26683,422,2329,1837,3816,4356,5186,2338,897,1249,2674,1579,191733,1166,10649,15128,36660,40166,39204,14492,4775,6237,13793,9463
"Gloucester County, New Jersey","34015",288187,17223,52681,26883,33333,40788,46419,18686,7278,8794,19525,16577,164505,14868,39349,18936,20866,21643,20932,7929,3012,3704,6894,6372,106295,2261,12091,6606,9697,15461,22321,9311,3844,4355,11282,9066,2732,38,183,120,528,539,409,239,189,149,215,123,14655,56,1058,1221,2242,3145,2757,1207,233,586,1134,1016
"Hudson County, New Jersey","34017",636194,42479,88789,62993,132566,97291,82860,34345,12238,16078,36482,30073,241550,32964,61444,30367,39231,23988,19891,8969,3034,3439,8779,9444,109029,7034,12504,9962,29141,18113,13287,4717,1782,2540,5034,4915,26312,497,2119,1942,3079,3830,4445,2597,1192,1458,3190,1963,259303,1984,12722,20722,61115,51360,45237,18062,6230,8641,19479,13751
"Hunterdon County, New Jersey","34019",127996,5956,23925,9123,10566,17996,25409,10639,3270,4505,9521,7086,79498,5260,19088,6959,6584,10068,13916,5791,1694,2015,4310,3813,36205,620,3850,1336,2518,5340,8822,3770,1315,1999,4121,2514,1390,40,166,131,127,153,310,181,38,63,97,84,10903,36,821,697,1337,2435,2361,897,223,428,993,675
"Mercer County, New Jersey","34021",366442,21445,61306,40104,46758,51868,55325,23042,8586,11228,23974,22806,193984,18688,45120,23821,20492,21373,24261,10509,3996,4525,9862,11337,88587,2352,10089,8909,8837,11287,16204,7302,2982,4304,9022,7299,9622,39,1119,973,1484,1765,1871,613,219,361,742,436,74249,366,4978,6401,15945,17443,12989,4618,1389,2038,4348,3734
"Middlesex County, New Jersey","34023",811064,49980,134794,82443,112520,118129,121280,50608,18174,22502,51812,48822,384786,42555,97208,50276,40408,37265,45261,19760,6239,7795,18337,19682,160938,4834,21073,13529,16800,20660,27073,12752,4818,6683,15257,17459,19796,483,1746,1500,2533,2959,3766,1655,831,998,1955,1370,245544,2108,14767,17138,52779,57245,45180,16441,6286,7026,16263,10311
"Monmouth County, New Jersey","34025",629263,34359,114962,49568,64647,86539,109756,44278,16068,21515,45229,42342,352734,30228,89676,32925,33475,41476,51205,20164,7290,9071,19408,17816,186108,3467,20240,10075,15042,26798,40838,17102,6016,9311,18957,18262,8029,354,709,424,854,1205,1584,705,245,380,855,714,82392,310,4337,6144,15276,17060,16129,6307,2517,2753,6009,5550
"Morris County, New Jersey","34027",493472,27163,89742,35576,52444,72425,84788,34011,12208,16334,36092,32689,282570,24076,71783,23774,26453,33820,40815,17038,5858,7037,15994,15922,112264,2203,11337,5750,9605,16950,23329,9974,3842,5666,12295,11313,6346,142,953,360,770,1000,1361,346,237,312,552,313,92292,742,5669,5692,15616,20655,19283,6653,2271,3319,7251,5141
"Ocean County, New Jersey","34029",575961,38709,95727,43019,60844,66855,77947,34469,15395,21376,59083,62537,374435,34725,79957,31242,35755,40859,48028,20401,8370,11903,30843,32352,146913,3266,12534,7455,15554,16861,22195,10629,5288,7557,21764,23810,9179,494,1206,648,1335,1316,1399,449,201,330,1025,776,45434,224,2030,3674,8200,7819,6325,2990,1536,1586,5451,5599
"Passaic County, New Jersey","34031",500168,34304,89548,51498,66762,69015,72643,29945,11325,14267,32356,28505,263843,31442,69291,32895,29494,26480,28570,10974,4060,5593,11666,13378,68124,1723,8035,4999,7874,8987,11340,6055,2209,2996,7584,6322,30812,430,2803,2692,4444,5567,5808,2430,1221,1108,2634,1675,137389,709,9419,10912,24950,27981,26925,10486,3835,4570,10472,7130
"Salem County, New Jersey","34033",66007,3839,11565,5496,7339,8540,10412,4745,1874,2161,5176,4860,41222,2914,8018,3747,4285,5074,6607,2864,1003,1138,2952,2620,21390,920,3364,1504,2301,2753,3162,1658,812,920,2062,1934,757,2,18,55,190,112,202,70,4,17,34,53,2638,3,165,190,563,601,441,153,55,86,128,253
"Somerset County, New Jersey","34035",323650,19107,60966,21613,36153,48998,57068,21702,7440,9927,21260,19416,171666,17333,47985,14845,15289,19571,23929,8935,3039,3818,8143,8779,74309,1212,8683,2808,6468,10218,16571,7189,2748,3610,7601,7201,3873,80,473,240,375,562,793,615,49,170,340,176,73802,482,3825,3720,14021,18647,15775,4963,1604,2329,5176,3260
"Sussex County, New Jersey","34037",148962,7755,27566,11412,14241,21367,27677,11439,4197,5379,10652,7277,101663,7026,22963,9343,10024,14059,16855,6702,2285,3082,5493,3831,35569,619,3839,1675,2847,4924,8255,3715,1427,1672,3908,2688,1514,16,173,67,186,240,364,126,46,57,139,100,10216,94,591,327,1184,2144,2203,896,439,568,1112,658
