"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Michigan","26",9909877,568904,1654732,1005716,1196312,1189934,1399671,720844,271234,371463,873559,657508,7596804,527592,1458967,796476,904568,880876,1024464,542602,200617,266713,577472,416457,1611009,32809,140279,141052,174127,175392,253207,133284,52144,83057,235304,190354,65495,1837,10253,9062,9017,9764,11198,4335,1948,1468,2671,3942,636569,6666,45233,59126,108600,123902,110802,40623,16525,20225,58112,46755
"Minnesota","27",5457173,347403,935705,501482,750973,672081,758907,385399,134714,192676,430175,347658,3723031,313343,771005,341827,454910,390024,474195,245464,84975,126800,282826,237662,1265534,27521,117834,111905,187212,177451,212706,113615,41049,55334,127072,93835,40551,1869,8871,5377,7676,6179,4958,2681,837,734,1070,299,428057,4670,37995,42373,101175,98427,67048,23639,7853,9808,19207,15862
"Mississippi","28",2994079,192007,540546,310816,383751,385978,380159,201794,74412,97303,247652,179661,2140079,171129,438529,219299,257086,250871,247310,135093,51724,68440,171432,129166,768666,19516,96720,82255,106557,115118,119195,61599,21296,27566,72040,46804,20184,759,1671,2107,4367,4852,4073,1071,344,309,393,238,65150,603,3626,7155,15741,15137,9581,4031,1048,988,3787,3453
"Missouri","29",6063589,372224,1020278,594320,794702,734449,823321,421229,150959,220217,527189,404701,4006928,325389,816594,411699,495532,440213,487472,254774,93052,132792,299234,250177,1787087,43227,180164,152511,245334,240541,289613,147997,51511,81067,212105,143017,44452,1459,6663,5089,6817,7947,9017,3714,789,581,1557,819,225122,2149,16857,25021,47019,45748,37219,14744,5607,5777,14293,10688
"Montana","30",1023579,59775,164847,103107,128275,115039,131523,79370,28066,43424,99459,70694,555706,53576,117893,53470,68032,53580,61321,37926,12368,20379,42253,34908,433905,5847,42825,44548,56460,56178,65839,37539,15236,21577,54635,33221,10086,230,2451,1170,657,1888,1095,1670,41,371,209,304,23882,122,1678,3919,3126,3393,3268,2235,421,1097,2362,2261
"Nebraska","31",1881503,130368,337509,188925,254597,227479,236925,127131,46933,60959,145233,125444,1227560,112163,259929,121111,146857,127847,138446,78895,29341,37603,87070,88298,514926,17110,63495,53721,73468,67720,76219,40401,15402,20608,52704,34078,13617,333,2098,1770,3494,2085,2068,860,218,269,407,15,125400,762,11987,12323,30778,29827,20192,6975,1972,2479,5052,3053
"Nevada","32",2839099,175735,486796,256970,405679,383515,384352,180100,70252,95186,250188,150326,732598,146622,312895,88041,73642,41884,32548,12867,4166,4828,8850,6255,1506571,26691,142383,124171,228251,212447,229213,119695,49487,68189,191409,114635,48208,977,6581,5235,7335,9407,7752,3536,1779,1031,3147,1428,551722,1445,24937,39523,96451,119777,114839,44002,14820,21138,46782,28008
"New Hampshire","33",1326813,65082,202204,128223,154599,159569,209620,104163,41198,52708,122851,86596,566340,53548,133841,66484,69354,56067,64266,30747,12181,16601,35332,27919,667478,10502,60828,55008,71202,86579,127868,66258,25655,32574,78618,52386,13463,303,1633,1610,1804,2952,1874,1256,463,460,802,306,79532,729,5902,5121,12239,13971,15612,5902,2899,3073,8099,5985
"New Jersey","34",8938175,532168,1480029,798047,1147338,1177266,1336370,623355,224916,306561,729520,582605,4710668,462512,1136858,533538,555444,475587,559188,265165,94850,119903,281316,226307,2054411,52785,230046,127022,213560,251484,356961,187005,68438,95550,252016,219544,212362,5006,21652,16906,27881,28298,35260,17583,5484,12382,26697,15213,1960734,11865,91473,120581,350453,421897,384961,153602,56144,78726,169491,121541
"New Mexico","35",2085572,135416,364662,211672,276256,245560,264028,138840,54576,76476,185824,132262,1103744,110555,271805,129484,148817,112426,112712,55968,22185,28689,64800,46303,751903,22066,75876,63353,87651,87431,106112,64365,26924,40165,103614,74346,24272,2001,3005,1702,3727,3234,4387,3150,901,753,982,430,205653,794,13976,17133,36061,42469,40817,15357,4566,6869,16428,11183
"New York","36",19746227,1182292,3042981,1981342,2845848,2507726,2787279,1344670,491211,667198,1603731,1291949,12493082,1094006,2592164,1387423,1551773,1291591,1563238,772217,278329,379550,874821,707970,2296661,51593,204373,245165,447746,303581,305654,159233,65537,87911,231853,194015,491015,12511,53448,36619,65036,58923,68815,31368,16815,22063,68817,56600,4465469,24182,192996,312135,781293,853631,849572,381852,130530,177674,428240,333364
"North Carolina","37",9943964,601542,1689026,991459,1279666,1320250,1362793,664030,245642,328407,869336,591813,5719612,526847,1269350,573440,596700,594870,662106,341642,137424,177994,477604,361635,3347828,63403,353725,331096,483054,509724,557199,272366,94168,132606,347281,203206,112940,3413,14217,14228,23501,19158,17282,9178,1739,2903,5484,1837,763584,7879,51734,72695,176411,196498,126206,40844,12311,14904,38967,25135
"North Dakota","38",739482,49977,117549,93106,107993,82197,91263,49974,17671,25073,54250,50429,480964,42477,89399,47129,55909,48013,57518,33127,12253,17644,36910,40585,229387,7328,25010,42068,43588,28981,30159,15267,5117,6788,16028,9053,4977,38,1045,781,1499,599,354,224,29,64,243,101,24154,134,2095,3128,6997,4604,3232,1356,272,577,1069,690
"Ohio","39",11594163,689435,1946205,1101063,1467370,1418006,1598371,847619,311079,418147,1003669,793199,8710301,629752,1689754,855882,1074380,1030746,1159992,619920,220885,289569,649490,489931,2313144,51703,209795,188425,277201,278520,352670,192182,76854,111817,308575,265402,88604,1928,12691,10413,14767,15437,14434,5727,2654,1789,5847,2917,482114,6052,33965,46343,101022,93303,71275,29790,10686,14972,39757,34949
"Oklahoma","40",3878051,263798,688495,395873,527616,476104,490295,252984,94525,126793,322929,238639,2359651,230606,526503,237321,302411,249544,239075,124548,51033,70192,177594,150824,1253380,30540,139153,125624,164053,170769,207551,111609,39418,50649,133782,80232,38355,1319,5395,5001,6451,7173,6534,2831,718,1013,1499,421,226665,1333,17444,27927,54701,48618,37135,13996,3356,4939,10054,7162
"Oregon","41",3970239,226468,632247,364567,540740,521875,507808,268978,112960,160370,376017,258209,1824721,195639,470710,201503,232050,185424,171379,92072,44576,52448,114272,64648,1706183,26360,130468,118335,230988,231613,262235,147840,59694,94377,233943,170330,45683,1721,6038,7959,7173,7616,6480,3235,864,1130,2590,877,393652,2748,25031,36770,70529,97222,67714,25831,7826,12415,25212,22354
"Pennsylvania","42",12787209,711460,1988718,1228166,1635951,1518192,1800577,941792,355505,472749,1153807,980292,9389642,643426,1629739,867403,1101864,1015567,1250136,678279,257394,345283,842648,757903,2363021,56491,274861,262933,332760,307514,378265,191062,71958,94739,230120,162318,212846,4643,27477,21799,35563,31398,36477,17675,6311,6449,16933,8121,821700,6900,56641,76031,165764,163713,135699,54776,19842,26278,64106,51950
"Rhode Island","44",1055173,54856,157699,116747,138101,126269,152889,74816,25407,41209,89929,77251,614666,47298,121767,62051,70327,59551,81507,40358,14323,22313,49495,45676,276698,6030,26058,40020,40527,36039,40505,22105,7113,11705,26493,20103,22576,518,2423,3467,3556,4132,3879,1194,244,967,1242,954,141233,1010,7451,11209,23691,26547,26998,11159,3727,6224,12699,10518
"South Carolina","45",4832482,286928,796756,487869,618537,603149,646733,322327,127000,181600,468965,292618,2788524,239828,581815,281394,330846,304501,324965,169503,67237,96355,235979,156101,1760793,43285,194848,180191,224540,238091,274151,134247,54932,76831,213818,125859,54612,1753,5406,7731,10330,7348,10301,5105,1256,1592,2627,1163,228553,2062,14687,18553,52821,53209,37316,13472,3575,6822,16541,9495
"South Dakota","46",853175,60355,150538,86794,111603,97015,106294,58872,21317,31033,68944,60410,555366,51373,115923,49746,67722,54770,62364,34593,12417,20791,42171,43496,267843,8161,30024,32294,37977,35988,40948,22922,8220,9925,25055,16329,5339,50,941,1670,620,514,815,476,121,0,122,10,24627,771,3650,3084,5284,5743,2167,881,559,317,1596,575
"Tennessee","47",6549352,398355,1093982,631942,854494,846622,893373,444387,166253,233131,589394,397419,3987744,356445,852524,400161,458154,440529,458939,234829,91100,129376,327442,238245,2187065,37699,208579,191374,307490,322711,377961,190551,68213,95349,241264,145874,53285,895,6208,9118,10822,9322,8197,3893,1088,1289,1271,1182,321258,3316,26671,31289,78028,74060,48276,15114,5852,7117,19417,12118
"Texas","48",26956958,1946388,5169448,2753234,3904730,3660268,3462983,1607185,582431,774278,1833652,1262361,16206575,1773877,4145642,1856170,2138949,1674130,1566947,777949,286729,388283,919563,678336,5865371,125844,692130,491305,803092,867516,972267,479661,185677,238361,607870,401648,362584,15570,56291,42966,61733,65599,55484,26234,6424,8353,15587,8343,4522428,31097,275385,362793,900956,1053023,868285,323341,103601,139281,290632,174034
"Utah","49",2942902,249809,655740,332619,436363,387456,307903,146499,53627,77907,172518,122461,1829100,225730,517229,201558,247451,200791,145220,70552,27278,40976,84529,67786,835143,21067,116402,99590,128531,122563,116415,60390,21991,30473,71751,45970,28742,1275,5438,3663,6106,5056,3924,855,363,558,1126,378,249917,1737,16671,27808,54275,59046,42344,14702,3995,5900,15112,8327
"Vermont","50",626562,30881,90929,66473,72896,72290,90001,51731,19531,25175,62663,43992,327553,25065,66015,32993,36561,35617,40301,23230,8097,11564,26056,22054,266953,5790,21660,29785,31169,32319,45186,25256,10900,12142,33770,18976,6478,0,1071,769,1050,910,932,797,153,231,242,323,25578,26,2183,2926,4116,3444,3582,2448,381,1238,2595,2639
"Virginia","51",8326289,507550,1359987,835457,1165651,1100571,1171247,551879,206090,281011,678926,467920,4098653,426057,959462,459323,486413,392597,441355,223937,91508,118412,286196,213393,3071216,67005,311781,283353,446807,444355,522975,247842,90968,130797,319780,205553,150800,5130,23633,17800,28269,28156,23675,10660,2554,2778,5109,3036,1005620,9358,65111,74981,204162,235463,183242,69440,21060,29024,67841,45938
"Washington","53",7061530,444206,1158447,674393,1012757,924373,943438,481093,180979,249328,592205,400311,3367305,382224,850556,379112,438483,321060,337584,179810,66106,93281,200095,118994,2629125,50414,233447,196671,365872,372035,423299,229034,90604,123561,316337,227851,120354,3302,16647,16388,21139,21187,19766,9470,2213,2655,5203,2384,944746,8266,57797,82222,187263,210091,162789,62779,22056,29831,70570,51082
"West Virginia","54",1850326,102552,280648,170776,219419,227673,250979,138488,53330,77406,190573,138482,1299507,83072,210675,107636,141597,154423,162041,96619,38207,56969,139142,109126,517014,19151,67086,58465,71615,68272,83864,38455,14534,19292,48830,27450,8398,61,1079,640,1628,1452,1318,1234,197,287,269,233,25407,268,1808,4035,4579,3526,3756,2180,392,858,2332,1673
"Wisconsin","55",5757564,339088,960414,559900,732093,693410,817343,412678,155417,211501,484160,391560,4099009,306946,790052,391351,484420,445376,547532,283039,106446,142739,323650,277458,1332208,29297,142760,133794,177909,179049,217790,112752,43004,60139,139005,96709,46190,756,6100,5678,7733,9526,7395,2300,1012,895,3154,1641,280157,2089,21502,29077,62031,59459,44626,14587,4955,7728,18351,15752
"Wyoming","56",584153,37929,99835,57427,83555,71119,72469,41237,17335,22915,49041,31291,239772,28328,62495,24335,32170,23086,21245,11559,5499,6757,14011,10287,316134,9352,34781,29780,44618,42755,46777,28504,11266,15420,32872,20009,5769,89,1516,91,1362,1178,844,267,128,52,164,78,22478,160,1043,3221,5405,4100,3603,907,442,686,1994,917
