"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Alabama","01",3931966,589351,3342615,764315,411183,617867,430089,434204,267424,102320,315213,2639251,406805,2232446,543367,290516,419552,297403,285127,168097,60309,168075,1105607,139299,966308,195245,101309,166890,115581,131262,88665,37664,129692,38766,5455,33311,5741,2151,5765,3868,5891,2949,1081,5865,148342,37792,110550,19962,17207,25660,13237,11924,7713,3266,11581
"Alaska","02",579778,28421,551357,118058,40726,74317,60155,71887,60559,31202,94453,186168,10219,175949,58056,15804,22767,18473,20349,13917,7364,19219,326733,13152,313581,46548,19093,40248,33565,42637,40762,21658,69070,15314,980,14334,3821,2102,1742,1580,1414,2101,712,862,51563,4070,47493,9633,3727,9560,6537,7487,3779,1468,5302
"Arizona","04",5381925,883214,4498711,904376,488685,779965,601768,648285,396774,154489,524369,1548339,362063,1186276,323002,126134,196010,156173,169546,93109,33418,88884,2869451,305121,2564330,424018,265224,422439,339694,391193,251053,103848,366861,81431,14747,66684,14032,7440,10252,8513,9336,5524,1935,9652,882704,201283,681421,143324,89887,151264,97388,78210,47088,15288,58972
"Arkansas","05",2381476,341226,2040250,444257,268205,400302,274468,274260,166286,55306,157166,1346530,192718,1153812,265801,156491,223951,151644,158431,90298,28991,78205,883612,115754,767858,157188,97135,143660,105403,102332,67892,22971,71277,17675,2495,15180,3577,1243,2768,1630,2193,1840,383,1546,133659,30259,103400,17691,13336,29923,15791,11304,6256,2961,6138
"California","06",31206124,5519926,25686198,4994634,2924395,4170110,2876950,3071808,2219086,1020233,4408982,14509674,3048012,11461662,2541117,1244897,1676551,1256814,1410050,1037985,482338,1811910,6075948,538538,5537410,743643,540396,790782,567408,675249,543056,280996,1395880,414062,64593,349469,64973,39063,46382,34934,45467,33520,14702,70428,10206440,1868783,8337657,1644901,1100039,1656395,1017794,941042,604525,242197,1130764
"Colorado","08",4309301,470656,3838645,714556,336220,581713,478186,573878,381827,170843,601422,1462674,195820,1266854,298227,117168,195208,157523,185369,116964,52432,143963,2260659,177312,2083347,323403,168018,291240,246492,318154,227625,101895,406520,71966,9137,62829,12946,4738,8790,6373,9242,8025,3500,9215,514002,88387,425615,79980,46296,86475,67798,61113,29213,13016,41724
"Connecticut","09",2967896,350053,2617843,459488,214154,378289,292857,347633,267853,131619,525950,1492790,181423,1311367,243822,113026,185801,145165,184806,149556,67310,221881,886882,81650,805232,128945,54971,99349,77841,97978,76349,44248,225551,120467,17998,102469,29136,12209,19315,13021,10168,6749,3286,8585,467757,68982,398775,57585,33948,73824,56830,54681,35199,16775,69933
"Delaware","10",765491,90565,674926,123891,63912,98997,91397,101893,68769,29831,96236,296969,43772,253197,53344,22566,36699,36350,41919,24239,9651,28429,377839,33602,344237,57773,33304,50129,44840,50617,37597,16389,53588,14717,1820,12897,2286,1540,1719,1603,1813,1810,435,1691,75966,11371,64595,10488,6502,10450,8604,7544,5123,3356,12528
"District of Columbia","11",559363,65112,494251,97069,31675,52398,47019,58672,48235,22307,136876,165802,28763,137039,40642,12878,19835,15716,15596,10449,4180,17743,295973,21289,274684,41756,13404,21809,21429,32386,30557,15369,97974,10893,1973,8920,895,178,599,1145,881,938,276,4008,86695,13087,73608,13776,5215,10155,8729,9809,6291,2482,17151
"Florida","12",16544829,2568718,13976111,2767278,1644887,2693540,1917310,1893261,1146942,433164,1479729,4520315,1049405,3470910,873631,392153,630180,487846,465496,267640,86294,267670,7589798,772570,6817228,1081293,747351,1254187,928074,996693,640472,255567,913591,601672,96403,505269,118984,67897,104059,68209,63753,31626,12093,38648,3833044,650340,3182704,693370,437486,705114,433181,367319,207204,79210,259820
"Georgia","13",8019982,1344975,6675007,1419530,736240,1140433,863807,906345,588002,234138,786512,3929574,739112,3190462,801660,396648,555836,423275,423663,248500,95529,245351,3015925,389189,2626736,470895,246828,389147,315056,377540,274506,109194,443570,120341,20349,99992,19058,8886,15061,12955,16275,10458,4365,12934,954142,196325,757817,127917,83878,180389,112521,88867,54538,25050,84657
"Hawaii","15",1158752,150156,1008596,172333,89207,153872,139536,163707,108258,47692,133991,554710,75297,479413,86056,42426,71142,68897,78620,53422,24349,54501,324305,33725,290580,42226,20868,39604,37159,46759,32512,16295,55157,40670,6650,34020,6528,2081,5622,4359,5380,3158,1539,5353,239067,34484,204583,37523,23832,37504,29121,32948,19166,5509,18980
"Idaho","16",1274423,161080,1113343,247087,129467,208960,156722,144039,87809,34503,104756,519549,74863,444686,106789,54035,80407,60429,55908,34809,12372,39937,650123,67122,583001,122767,64972,105396,80759,80232,47999,20620,60256,12856,1057,11799,1801,1739,2426,1731,1431,1680,188,803,91895,18038,73857,15730,8721,20731,13803,6468,3321,1323,3760
"Illinois","17",10412161,1498878,8913283,1699325,841161,1449930,1089725,1208397,898967,373073,1352705,6497273,967709,5529564,1125242,512662,854452,677778,771105,575179,236785,776361,2061717,208294,1853423,307424,173508,274685,195759,241765,196512,81566,382204,123417,16096,107321,24107,11420,20325,12473,13285,8402,2927,14382,1729754,306779,1422975,242552,143571,300468,203715,182242,118874,51795,179758
"Indiana","18",5284811,657713,4627098,945652,492671,810111,668827,695275,426542,154405,433615,3399117,428696,2970421,624106,317828,508319,434692,465284,281396,97483,241313,1550868,162600,1388268,268319,145826,242452,192307,200143,126968,49228,163025,37074,4246,32828,7396,2433,4743,5734,4537,3423,993,3569,297752,62171,235581,45831,26584,54597,36094,25311,14755,6701,25708
"Iowa","19",2503309,212164,2291145,434959,225989,373093,320314,373534,236558,89697,237001,1722916,127763,1595153,287663,158120,264831,223611,271146,173627,61928,154227,626208,56111,570097,120658,55458,88327,74042,84377,54644,23245,69346,13809,1576,12233,2379,1520,1541,1751,1749,1352,275,1666,140376,26714,113662,24259,10891,18394,20910,16262,6935,4249,11762
"Kansas","20",2299146,248502,2050644,402757,206792,340634,280816,312743,199206,76174,231522,1233712,126079,1107633,223581,114827,185640,151702,181070,107396,39852,103565,854056,83508,770548,144598,75269,118189,97335,111062,79447,31539,113109,21649,2815,18834,3353,1830,3922,2065,2961,1578,900,2225,189729,36100,153629,31225,14866,32883,29714,17650,10785,3883,12623
"Kentucky","21",3569190,443594,3125596,734198,364156,565907,422058,421197,262158,92507,263415,2380697,291795,2088902,508149,255530,379201,287315,285493,167653,57874,147687,1017017,122800,894217,192312,95663,153862,113975,122120,84767,31163,100355,23722,1933,21789,4749,2222,4376,3044,2943,1641,530,2284,147754,27066,120688,28988,10741,28468,17724,10641,8097,2940,13089
"Louisiana","22",3716740,604265,3112475,693416,367032,534194,387931,413749,262178,104796,349179,2788454,465437,2323017,544300,285252,399144,289688,304040,190677,74805,235111,718258,99844,618414,117624,63903,97055,74583,88285,58323,24749,93892,26204,3705,22499,3530,1482,3626,2304,5016,2436,846,3259,183824,35279,148545,27962,16395,34369,21356,16408,10742,4396,16917
"Maine","23",1119690,92300,1027390,212128,112406,183495,148345,146142,95321,36492,93061,668397,57329,611068,131137,72381,113542,91706,89002,54744,18618,39938,393615,29238,364377,68455,34446,60010,51151,50640,35543,16612,47520,11675,889,10786,2225,1116,1897,893,1670,1344,518,1123,46003,4844,41159,10311,4463,8046,4595,4830,3690,744,4480
"Maryland","24",4854750,612367,4242383,716586,338050,563105,486107,576805,448438,212276,901016,1996140,291308,1704832,358494,152367,252645,211312,236258,178173,76400,239183,1937966,178073,1759893,235063,121083,192276,171312,230307,198857,102712,508283,70871,9544,61327,11186,4118,5820,6206,8897,5752,3228,16120,849773,133442,716331,111843,60482,112364,97277,101343,65656,29936,137430
"Massachusetts","25",5604860,593177,5011683,940807,459738,697899,547953,634865,519556,247628,963237,3191841,323160,2868681,539109,266440,408907,320536,369862,313603,149068,501156,1228514,93529,1134985,190596,86793,125010,103842,140263,119046,60272,309163,169906,23263,146643,48166,20210,22651,13664,14649,10072,3385,13846,1014599,153225,861374,162936,86295,141331,109911,110091,76835,34903,139072
"Michigan","26",8089154,999221,7089933,1527340,767843,1207504,929958,975431,629509,261621,790727,5955704,736273,5219431,1150144,564586,881051,696037,732362,472229,190994,532028,1477511,139372,1338139,265473,147474,227625,169141,181462,118656,52625,175683,55823,7843,47980,11704,4262,8547,5984,6382,4622,1490,4989,600116,115733,484383,100019,51521,90281,58796,55225,34002,16512,78027
"Minnesota","27",4386934,346097,4040837,731539,358492,600028,517962,624955,449354,180860,577647,2805405,208124,2597281,473489,233471,386736,336437,422196,296490,117688,330774,1152920,78156,1074764,178926,87947,145471,128252,154992,124772,54150,200254,31536,3035,28501,5662,2864,4334,3012,5052,2147,1163,4267,397073,56782,340291,73462,34210,63487,50261,42715,25945,7859,42352
"Mississippi","28",2383607,394118,1989489,498307,245643,357946,261497,270178,153330,52823,149765,1626137,278798,1347339,354170,174047,251822,178864,175922,99504,31056,81954,676710,98272,578438,129836,64458,93262,76146,83209,49510,19262,62755,18123,2688,15435,3954,914,1414,1418,3931,1103,892,1809,62637,14360,48277,10347,6224,11448,5069,7116,3213,1613,3247
"Missouri","29",4909194,570128,4339066,927828,468963,753982,604704,621032,378185,151728,432644,3050227,366539,2683688,598513,295494,470208,384212,387559,230990,88789,227923,1607777,154189,1453588,290980,151252,243191,193989,208706,132549,55244,177677,38479,6460,32019,6749,3455,4538,4026,4568,2869,1457,4357,212711,42940,169771,31586,18762,36045,22477,20199,11777,6238,22687
"Montana","30",835422,75223,760199,167415,82852,138888,108340,101745,64457,25924,70578,409091,41301,367790,81214,36734,70024,55388,49302,29608,13625,31895,395811,28897,366914,80385,42852,63640,48826,50051,32753,12089,36318,7925,693,7232,2255,588,1098,1268,722,865,26,410,22595,4332,18263,3561,2678,4126,2858,1670,1231,184,1955
"Nebraska","31",1488730,122063,1366667,261368,130483,231687,201444,214273,135197,47384,144831,911330,68171,843159,161284,80253,142994,121088,133228,87209,30587,86516,449283,32260,417023,76284,40381,66410,57668,66623,42164,15021,52472,11724,858,10866,1521,1053,2051,1685,1917,785,303,1551,116393,20774,95619,22279,8796,20232,21003,12505,5039,1473,4292
