"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Illinois","17",8639076,1021866,2305681,2478122,1737022,1096385,5130059,398546,1509057,1684966,994654,542836,1819317,164154,385579,478654,451395,339535,103742,22880,23355,26837,20303,10367,1585958,436286,387690,287665,270670,203647
"Indiana","18",4342916,501670,1488013,1282631,682893,387709,2734995,280618,1033845,829878,402480,188174,1323670,139852,390053,401135,235546,157084,32538,4550,6747,12167,5080,3994,251713,76650,57368,39451,39787,38457
"Iowa","19",2062734,162390,654890,675028,383943,186483,1424007,89060,498520,487739,251598,97090,511395,34661,130391,161709,113129,71505,10984,870,2369,3613,2492,1640,116348,37799,23610,21967,16724,16248
"Kansas","20",1881521,182884,498750,606803,381292,211792,976507,70210,295647,342076,185659,82915,727324,52558,166229,231016,170731,106790,18146,1722,4602,5946,3488,2388,159544,58394,32272,27765,21414,19699
"Kentucky","21",2967181,461039,1003583,842858,386963,272738,1963305,332460,727252,540674,217289,145630,861093,92564,243831,271733,147797,105168,18747,1928,3328,7169,3345,2977,124036,34087,29172,23282,18532,18963
"Louisiana","22",3060688,502503,1033528,823061,463860,237736,2264278,389415,812463,601380,320854,140166,613544,67501,169150,186282,114629,75982,21657,2037,6005,5980,5549,2086,161209,43550,45910,29419,22828,19502
"Maine","23",959407,79414,310287,287925,185890,95891,561086,55049,216352,170825,86180,32680,347807,16760,82620,103913,88728,55786,9999,348,2708,3184,1996,1763,40515,7257,8607,10003,8986,5662
"Maryland","24",4062813,422614,1043926,1042589,841315,712369,1528200,162816,539727,431041,252669,141947,1705551,97408,345797,450188,418383,393775,57962,3394,9108,17266,13996,14198,771100,158996,149294,144094,156267,162449
"Massachusetts","25",4654351,479847,1161032,1096743,1077993,838736,2567562,175559,760520,714547,575730,341206,1037129,47252,148497,196404,329602,315374,144190,50533,35891,27651,17886,12229,905470,206503,216124,158141,154775,169927
"Michigan","26",6680525,677590,1980847,2194749,1105362,721977,4813769,413764,1531456,1688512,756710,423327,1296869,139376,333025,397537,239077,187854,44343,6145,9930,14784,8659,4825,525544,118305,106436,93916,100916,105971
"Minnesota","27",3672583,272508,943377,1198164,834094,424440,2296856,132422,671539,818274,479513,195108,1008274,48868,200178,299962,285836,173430,24434,1237,4584,9160,6389,3064,343019,89981,67076,70768,62356,52838
"Mississippi","28",1950710,335974,585936,617847,254250,156703,1311122,242968,407693,407736,159247,93478,570175,74419,160250,194495,85858,55153,15647,1786,3794,5762,2641,1664,53766,16801,14199,9854,6504,6408
"Missouri","29",4076767,453826,1279755,1222475,696669,424042,2453246,281370,846495,740805,382823,201753,1411185,131501,388658,436957,272040,182029,31241,2473,7419,9997,7272,4080,181095,38482,37183,34716,34534,36180
"Montana","30",695850,51402,213165,227444,135401,68438,330767,23972,109522,112267,60789,24217,340685,24088,97438,108964,69851,40344,6235,597,1543,1605,1869,621,18163,2745,4662,4608,2892,3256
"Nebraska","31",1224701,119161,333560,410211,247729,114040,734357,46492,222270,260315,147868,57412,380600,24633,88845,133487,86509,47126,9416,821,2372,3001,2177,1045,100328,47215,20073,13408,11175,8457
"Nevada","32",1919598,285569,540814,649752,291473,151990,185040,18116,62193,68508,24351,11872,1213326,103659,344771,459924,194511,110461,35415,4393,7972,14151,6064,2835,485817,159401,125878,107169,66547,26822
"New Hampshire","33",931304,73003,265993,266278,201723,124307,312467,31864,116798,91680,48568,23557,541140,27717,133044,155867,137366,87146,9917,1115,1663,3620,2058,1461,67780,12307,14488,15111,13731,12143
"New Jersey","34",6127931,669926,1729723,1437014,1415973,875295,2577760,180543,837089,687718,583648,288762,1644558,102178,402208,399930,424376,315866,168798,50890,51093,32694,21617,12504,1736815,336315,439333,316672,386332,258163
"New Mexico","35",1373822,217112,362284,431492,206947,155987,591900,90491,189896,200355,73274,37884,590608,45148,130656,200253,113201,101350,17564,1990,2792,6652,3570,2560,173750,79483,38940,24232,16902,14193
"New York","36",13539612,1930575,3599907,3341148,2651150,2016832,7419489,633310,2162026,2132337,1415717,1076099,1795530,132532,333974,388468,509999,430557,388437,129180,103916,74431,45505,35405,3936156,1035553,999991,745912,679929,474771
"North Carolina","37",6661937,902726,1772285,2074362,1239857,672707,3349975,502761,1069111,1069942,498736,209425,2599604,172291,550437,871764,628674,376438,81082,7782,16575,28401,16304,12020,631276,219892,136162,104255,96143,74824
"North Dakota","38",478850,37266,133393,176875,94873,36443,301959,26120,87785,108702,59005,20347,154981,7826,40748,62083,31175,13149,3113,156,1003,833,1053,68,18797,3164,3857,5257,3640,2879
"Ohio","39",7857460,836031,2666563,2262648,1301747,790471,5534913,539650,2035660,1658396,857606,443601,1863221,214146,532294,513416,350665,252700,63572,10989,17340,18002,8942,8299,395754,71246,81269,72834,84534,85871
"Oklahoma","40",2529885,321930,801435,795152,405799,205569,1365221,149567,467863,434312,215105,98374,958063,99235,284637,320237,164621,89333,26640,2637,5404,9679,5248,3672,179961,70491,43531,30924,20825,14190
"Oregon","41",2746957,283446,666778,950487,528064,318182,956869,73115,274455,375026,166473,67800,1431020,102483,314543,498202,307327,208465,29965,1950,5800,10301,7002,4912,329103,105898,71980,66958,47262,37005
"Pennsylvania","42",8858865,934968,3220327,2135845,1554120,1013605,6249074,598795,2532532,1530568,1021429,565750,1768736,129768,479068,457006,390208,312686,158927,46836,52092,31808,17366,10825,682128,159569,156635,116463,125117,124344
"Rhode Island","44",725871,103245,208366,193366,131408,89486,383550,43093,126492,112739,64663,36563,204590,15007,42851,53919,50976,41837,16168,6244,3983,3540,1575,826,121563,38901,35040,23168,14194,10260
"South Carolina","45",3260929,451966,989223,962767,543917,313056,1685487,282897,598866,479026,213314,111384,1342469,106173,331107,437361,293830,173998,39722,4525,8815,13677,8846,3859,193251,58371,50435,32703,27927,23815
"South Dakota","46",555488,46374,170122,184776,111108,43108,338324,28208,113042,109272,66332,21470,197364,13281,51458,71368,42389,18868,2678,148,861,1133,492,44,17122,4737,4761,3003,1895,2726
"Tennessee","47",4425073,628991,1473547,1204228,717801,400506,2378614,373218,905789,625108,312810,161689,1749413,173797,495442,522497,355041,202636,37064,2486,7578,13505,9184,4311,259982,79490,64738,43118,40766,31870
"Texas","48",17087888,3045695,4298854,4994310,3104847,1644182,8430886,1111866,2471659,2784061,1449681,613619,4556092,296016,993671,1538165,1094190,634050,247757,30612,50479,83092,53047,30527,3853153,1607201,783045,588992,507929,365986
"Utah","49",1704734,146524,391862,636145,353832,176371,884583,52492,225761,358094,172986,75250,598084,30280,109670,227009,147819,83306,18366,922,3575,7453,3867,2549,203701,62830,52856,43589,29160,15266
"Vermont","50",438279,35047,134352,115979,91472,61429,203480,20835,85700,56058,29847,11040,209718,10523,43218,54073,56631,45273,4638,25,1404,1069,1342,798,20443,3664,4030,4779,3652,4318
"Virginia","51",5623295,644989,1382376,1529591,1173872,892467,2253811,333724,744123,654503,347901,173560,2409077,133517,448326,678042,617400,531792,104237,3422,19922,30479,27871,22543,856170,174326,170005,166567,180700,164572
"Washington","53",4784484,458561,1090724,1650423,1005685,579091,1755413,125559,474169,678114,338764,138807,2148593,131603,442946,757908,499139,316997,84017,5421,16686,34367,17716,9827,796461,195978,156923,180034,150066,113460
"West Virginia","54",1296350,192046,532918,323129,152434,95823,898124,145807,390106,213444,94749,54018,372312,43093,136862,103276,52583,36498,6618,726,1491,2805,895,701,19296,2420,4459,3604,4207,4606
"Wisconsin","55",3898162,336636,1244668,1208764,736544,371550,2610660,180564,921319,843200,474740,190837,1026357,81205,261508,316026,224203,143415,33656,7969,8148,9243,4856,3440,227489,66898,53693,40295,32745,33858
"Wyoming","56",388962,28842,106759,150028,69557,33776,124614,6940,39267,50505,19720,8182,242221,15151,63953,93433,46691,22993,4073,158,1070,1404,1183,258,18054,6593,2469,4686,1963,2343
