"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Plainfield City School District, New Jersey","3413140",34.2,21.7,54.8,42.1,36.2
"Pleasantville City School District, New Jersey","3413200",35.1,24,56.3,49.7,40.8
"Pompton Lakes Borough School District, New Jersey","3413350",41.8,34.6,53.2,32.9,45.5
"Plumsted Township School District, New Jersey","3413230",40.6,37.4,49.9,51.3,55.7
"Point Pleasant Borough School District, New Jersey","3413290",42.1,38.9,51.8,37.6,38.4
"Point Pleasant Beach Borough School District, New Jersey","3413320",50.5,48.9,56.6,31.2,53.1
"Ramsey Borough School District, New Jersey","3413590",44.9,31.3,50.2,54.2,49.2
"Lawnside Borough School District, New Jersey","3408340",47.7,33.1,55.1,50,53.3
"Rahway City School District, New Jersey","3413530",37.7,30.4,45.1,48.6,42.4
"South Hunterdon Regional School District, New Jersey","3400769",47.8,41.5,54.5,58.6,51.5
"Princeton Public Schools, New Jersey","3413410",34.3,20.3,40.3,25.7,40
"Joint Base McGuire-Dix-Lakehurst, New Jersey","3434001",29.5,21.1,29.2,29.8,41.4
"Lakehurst Borough School District, New Jersey","3408160",34.2,29.8,37.3,30.6,44.7
"Lawrence Township School District (Cumberland County), New Jersey","3408370",35.9,32.5,55.2,23.5,37.9
"Lawrence Township School District (Mercer County), New Jersey","3408400",39.7,27.1,49.3,41.5,43.6
"Lincoln Park Borough School District, New Jersey","3408580",44.3,38.8,50.3,54.2,52.5
"Little Ferry Borough School District, New Jersey","3408760",42,27.5,43.7,74.3,45.5
"Logan Township School District, New Jersey","3408880",37.8,36.9,38.6,27.2,46.7
"Lopatcong Township School District, New Jersey","3409000",44.4,41.5,45.9,50.2,47.2
"Mannington Township School District, New Jersey","3409480",42.8,43.4,43.6,42.9,30
"Margate City School District, New Jersey","3409690",60.6,48.1,64.7,64.1,67.3
"Maurice River Township School District, New Jersey","3409780",39.2,37.8,45.3,43.7,38.8
"Merchantville Borough School District, New Jersey","3409960",41.8,27.2,50.8,84.2,40.8
"Brielle Borough School District, New Jersey","3402310",47.6,44.7,53.7,47.7,60.4
"Brigantine City School District, New Jersey","3402340",55.6,42.6,60.8,42.7,53.1
"Brooklawn Borough School District, New Jersey","3402370",37.9,35.5,43.8,35.9,42.8
"Chesilhurst Borough School District, New Jersey","3403030",53.3,42.9,57.9,61.3,39.4
"Clementon Borough School District, New Jersey","3403240",39.2,30.4,50.1,53.9,35.4
"Commercial Township School District, New Jersey","3403480",38.1,34.8,49.6,41.7,63.1
"Cranbury Township School District, New Jersey","3403540",49.5,41.5,52.2,55.2,51.2
"Deal Borough School District, New Jersey","3403630",62.8,56.9,64.4,82.1,67.6
"Delanco Township School District, New Jersey","3403690",45.2,35.7,56.6,31.8,39.3
"Downe Township School District, New Jersey","3403960",48.7,41.5,62.8,59.6,51.7
"East Newark Borough School District, New Jersey","3404200",34.2,18.1,35.8,27.1,41.9
"Edgewater Borough School District, New Jersey","3404440",38.3,23.9,38.9,43.1,39.9
"Edgewater Park Township School District, New Jersey","3404470",41.6,35.5,51.4,31.8,45.4
"Englewood Cliffs Borough School District, New Jersey","3404770",48.5,22.4,37.5,53.3,56.5
"Fairview Borough School District, New Jersey","3405070",37.5,23.9,30.1,52.1,48.1
"Folsom Borough School District, New Jersey","3405280",45.1,35.8,53.8,48.3,49.7
"Millstone Township School District, New Jersey","3410230",45.1,28.5,50.5,24.7,50.3
"Milltown Borough School District, New Jersey","3410290",41.2,37.2,60.3,54.5,47
"Mine Hill Township School District, New Jersey","3410350",39.2,31.6,53,8.7,46.7
"Montague Township School District, New Jersey","3410530",45.7,39.7,50.8,63.4,56.1
"Moonachie Borough School District, New Jersey","3410680",43.7,34.2,33.9,50.4,49.3
"Morris Plains Borough School District, New Jersey","3410770",42.8,33.7,51.7,37.3,48.1
"Mount Ephraim Borough School District, New Jersey","3410890",36.3,32.1,49.5,55.4,48
"Mountainside Borough School District, New Jersey","3411040",48.6,45.9,54.3,45,51
"Newfield Elementary School District, New Jersey","3411370",42.6,34.9,50,65.4,53.7
"Oxford Township School District, New Jersey","3412300",43.5,36.5,49.7,48.5,49.3
"Ocean Township School District (Monmouth County), New Jersey","3412060",44.8,35.8,55.5,44.5,46.8
"Ocean Township School District (Ocean County), New Jersey","3412090",55.8,47.9,65.9,67.1,68.7
"Oldmans Township School District, New Jersey","3412210",39.6,37.8,42.3,23.2,34
"Absecon City School District, New Jersey","3400660",46.8,38.2,59,43.8,45.2
"Allamuchy Township School District, New Jersey","3400720",47.2,35.9,59.7,64.7,48.2
"Alpha Borough School District, New Jersey","3400840",43.8,45.1,39.3,28.5,47.5
"Alpine Borough School District, New Jersey","3400870",52.6,29.2,49.3,67.5,62.7
"Andover Regional School District, New Jersey","3400900",47.9,41.3,59.1,62.4,51.6
"Avalon Borough School District, New Jersey","3401110",64.8,59.1,66.3,60.8,67.5
"Avon-by-the-Sea Borough School District, New Jersey","3401140",52.4,51.5,53.5,4.9,51.6
"Bedminster Township School District, New Jersey","3401320",45.2,36.7,55.4,48.8,44.1
"Bloomingdale Borough School District, New Jersey","3401860",39.2,31,56.9,54.5,45.4
"Belmar Borough School District, New Jersey","3401410",47.1,45.6,51.5,34.5,41.1
"Beverly City School District, New Jersey","3401740",42.5,37.1,52.5,52.1,51.3
"Upper Township School District, New Jersey","3416650",42.8,32.9,54.4,57.6,52.1
"Union Beach Borough School District, New Jersey","3416350",41.9,31.4,52.4,17.7,47.5
"Barnegat Township School District, New Jersey","3416470",45.6,38.2,59.8,45,50.4
"Upper Pittsgrove Township School District, New Jersey","3416590",44.7,41.4,52.3,27.5,36.9
"Ventnor City City School District, New Jersey","3416680",49,27.3,64.2,39.1,49.5
"Washington Township School District (Burlington County), New Jersey","3417040",44.1,38.4,54.8,43.5,28.5
"Washington Township School District (Gloucester County), New Jersey","3417070",41.6,27.6,51.4,46.9,52.1
"Robbinsville Township School District, New Jersey","3417100",41.5,33,44.8,49.5,44.4
"Waterford Township School District, New Jersey","3417250",40.3,32.4,57.1,7.1,41.3
"Weymouth Township School District, New Jersey","3417850",52.3,41.3,67.3,51.6,62
"White Township School District, New Jersey","3417910",53.9,55,52.4,56.6,60.3
"Wildwood Crest Borough School District, New Jersey","3417970",58.4,42.1,64.8,22.5,42
"Winfield Township School District, New Jersey","3418030",44.1,43.2,55.6,48.8,48.5
"Woodbine Borough School District, New Jersey","3418090",41.8,35.8,54,56.1,42.4
"Woodlynne Borough School District, New Jersey","3418270",28.3,15.8,36.1,39.9,40.6
"Garwood Borough School District, New Jersey","3405790",39.8,36.1,45.2,60.2,44.8
"Guttenberg Town School District, New Jersey","3406240",36.8,21.5,32.3,56,45.1
"Greenwich Township School District (Gloucester County), New Jersey","3406180",43.1,40.6,48.3,56.5,48.8
"Greenwich Township School District (Warren County), New Jersey","3406210",42.1,34.3,45.6,65.1,43.9
"Boonton Township School District, New Jersey","3401980",46.2,37.3,55.3,16.9,48.2
"Port Republic City School District, New Jersey","3413380",47.8,41.9,54.8,61.3,55.7
"Rochelle Park Township School District, New Jersey","3414070",44.6,37.4,42.5,27.2,48.3
"Roosevelt Borough School District, New Jersey","3414220",41.8,35.3,58.3,45,59.8
"Sea Girt Borough School District, New Jersey","3414730",58.7,55.7,63.3,52.8,59.6
"Sea Isle City School District, New Jersey","3414760",62.9,59.3,64.9,39.5,66.2
"Branchburg Township School District, New Jersey","3402160",43.1,31.4,52.4,42.3,49.5
"Harding Township School District, New Jersey","3406720",50.7,44.1,58.4,11.4,47.8
"Harmony Township School District, New Jersey","3406810",46.1,43.9,52.1,46.3,48.9
"Hope Township School District, New Jersey","3407470",48,42.3,55.6,44.8,59.2
"Jamesburg Borough School District, New Jersey","3407770",40.4,29.3,49.2,29.9,46.9
"Sayreville Borough School District, New Jersey","3414640",39.4,30.3,45.2,49.8,44.5
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",42.6,32.7,49,42.4,46.7
"Secaucus Town School District, New Jersey","3414850",40.2,34.8,37.4,48.3,42.3
"Somerville Borough School District, New Jersey","3415090",35.6,29.7,54.5,52.2,36.4
"South Amboy City School District, New Jersey","3415120",45.2,39.3,49.8,42.5,52.3
"Lake Como Borough School District, New Jersey","3415150",42.6,35.8,52.3,79.2,31
"South Brunswick Township School District, New Jersey","3415210",39.9,20.5,50.8,51.5,45.3
"South Orange-Maplewood School District, New Jersey","3415330",37.6,22.7,42.9,40.1,49.3
"South Plainfield Borough School District, New Jersey","3415360",41.1,33.4,53.3,68.8,44.7
"Teaneck Township School District, New Jersey","3416080",38.7,21.8,45,40.2,49.6
"South River Borough School District, New Jersey","3415390",37.5,26.9,47.3,33.8,44.5
"Sparta Township School District, New Jersey","3415510",41.9,32.4,50.8,60.4,47.6
"Spotswood Borough School District, New Jersey","3415540",44.8,40.8,48.9,36.9,52.3
"Springfield Township School District, New Jersey","3415630",44.4,36.1,51,28.9,49.7
"Summit City School District, New Jersey","3415900",39.9,23.3,46.2,33.4,43.8
"Tenafly Borough School District, New Jersey","3416110",43.3,15.1,42.5,45.2,47.9
"Toms River Regional School District, New Jersey","3416230",42.9,36.5,54.8,53.3,49.4
"Trenton City School District, New Jersey","3416290",34,25.1,50.9,43.8,37.5
"Union City School District, New Jersey","3416380",36,14.6,31.7,43.7,45.2
"Union Township School District, New Jersey","3416500",41.9,30.9,48.2,48.6,50.7
"Upper Freehold Regional School District, New Jersey","3416560",45.4,38.8,54.8,54.7,54.2
"Vineland City School District, New Jersey","3416800",38.3,30.5,50.6,51.5,39.5
"Wall Township School District, New Jersey","3416890",46.3,39.4,56.1,42.6,55.2
"Vernon Township School District, New Jersey","3416710",43.5,39.4,48.4,48.6,50.3
"Verona Borough School District, New Jersey","3416740",44.5,36.5,52.2,27.8,49.2
"Waldwick Borough School District, New Jersey","3416860",42.4,32.4,51.6,56.6,49.3
"Wallington Borough School District, New Jersey","3416920",39.6,30,44.9,45.5,44.4
"Wayne Township School District, New Jersey","3417280",43.3,32.2,53,46.7,51.2
"Weehawken Township School District, New Jersey","3417310",36.9,29.9,35.2,41.4,45.9
"West Deptford Township School District, New Jersey","3417430",41.9,36.6,52.6,45.6,40.3
"West Milford Township School District, New Jersey","3417520",44.5,36.8,53.9,39.3,50.6
"West New York Town School District, New Jersey","3417580",34.9,13.3,34.3,52.6,41.7
"West Orange Town School District, New Jersey","3417610",41.3,28,45.6,32.4,48.8
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",39.2,16.7,45.2,35.2,42.8
"Westfield Town School District, New Jersey","3417760",41.8,26.1,48,30.4,51.4
"Westwood Regional School District, New Jersey","3417820",43.8,29.1,54.4,43.7,47.6
"Wildwood City School District, New Jersey","3417940",45.6,30.2,56.2,34.8,40.8
"Willingboro Township School District, New Jersey","3418000",40.9,23.8,52.5,52.3,50
"Winslow Township School District, New Jersey","3418060",38.3,28.7,51.3,40.9,41
"Woodbridge Township School District, New Jersey","3418120",39.8,33.4,45.6,49.6,43.2
"Woodbury City School District, New Jersey","3418150",36.8,28.9,50.7,60.8,33.5
"Wood-Ridge Borough School District, New Jersey","3418300",41.2,37.1,47.3,6.8,50.3
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",42.6,41.4,42.7,24.5,62.4
"Remainder of New Jersey, New Jersey","3499999",43.6,33.3,52.7,48.8,48.6
"Allenhurst Borough School District, New Jersey","3400780",50.8,52.5,48,12.3,71.8
"The Chathams School District, New Jersey","3400004",41.7,23.6,44.4,51.4,47.8
"Great Meadows Regional School District, New Jersey","3400008",43.2,38.5,50.1,54.9,49.5
"Audubon Borough School District, New Jersey","3401050",43.3,35.7,52.6,50.4,50.4
"Asbury Park City School District, New Jersey","3400930",35.1,25.6,54.2,48.5,36.4
"Somerset Hills Regional School District, New Jersey","3400009",41.7,30.9,53.5,41.9,43.3
"Atlantic City School District, New Jersey","3400960",35.7,21.7,55.5,49.2,41.9
"Bayonne City School District, New Jersey","3401260",38.6,32.8,37.4,50.9,43.6
"Belleville Town School District, New Jersey","3401350",38.9,28.6,38.5,50.4,47
"Belvidere Town School District, New Jersey","3401440",39.9,32.3,48.9,49.6,51.9
"Bloomfield Township School District, New Jersey","3401830",37.7,30.1,39.4,44.9,47.1
"Bergenfield Borough School District, New Jersey","3401500",39,23.4,33.1,41.4,48.4
"Berkeley Heights Township School District, New Jersey","3401530",45.2,27,53.5,55.8,48.5
"Bernards Township School District, New Jersey","3401650",44.3,25.5,49,14.4,47.3
"Brick Township School District, New Jersey","3402220",45,38.9,55.5,53,49.4
"Bogota Borough School District, New Jersey","3401920",37.6,26.8,39.1,15.6,45.8
"Boonton Town School District, New Jersey","3401950",38.6,31.5,49.8,55.1,43.9
"Bordentown Regional School District, New Jersey","3402030",40.6,35.6,44.8,53.9,46.7
"Bound Brook Borough School District, New Jersey","3402100",35.1,23.5,42.5,59.3,41.3
"Bridgeton City School District, New Jersey","3402250",29.9,22.1,47,35.6,33.9
"Burlington Township School District, New Jersey","3402460",40.2,26.1,49.7,30.8,48.3
"Bridgewater-Raritan Regional School District, New Jersey","3402280",42.4,29.2,52.6,44.5,45.9
"Buena Regional School District, New Jersey","3402400",39.3,31.4,57.8,59.6,36.8
"Burlington City School District, New Jersey","3402430",40,32.8,52.9,51.6,54
"Butler Borough School District, New Jersey","3402520",39.2,34.8,49.1,37.5,40.1
"Carteret Borough School District, New Jersey","3402820",36.1,27,37.3,45.2,44.5
"Caldwell-West Caldwell School District, New Jersey","3402580",44.7,38.2,52.5,51.2,50.1
"Camden City School District, New Jersey","3402640",29.9,20.5,45.1,51.6,38.4
"Cedar Grove Township School District, New Jersey","3402850",48.3,44.3,55.4,52.7,53.3
"Cherry Hill Township School District, New Jersey","3403000",42.8,26.3,50.3,51.4,50
"Cinnaminson Township School District, New Jersey","3403120",42.3,28.3,51.7,35.8,54.8
"Clark Township School District, New Jersey","3403150",43.4,38.1,50.9,33.5,53.6
"Clayton Borough School District, New Jersey","3403180",37.7,31.4,50.8,54.3,48.5
"Cliffside Park Borough School District, New Jersey","3403270",43.8,27.4,42.9,52.6,49.5
"Clifton City School District, New Jersey","3403300",38.4,27.2,40.7,48.6,47.9
"Collingswood Borough School District, New Jersey","3403420",39.7,33.5,47,33.4,46.6
"Corbin City School District, New Jersey","3403510",44.4,39.3,57.7,30.5,47.8
"Cranford Township School District, New Jersey","3403570",42.9,36.7,48.1,59.8,46.8
"Cresskill Borough School District, New Jersey","3403600",41.3,28,35.3,51.1,46.4
"Delran Township School District, New Jersey","3403780",39.5,27.4,51.6,46.6,44.8
"Deptford Township School District, New Jersey","3403900",40.9,31.3,52.3,44.7,45.1
"Dover Town School District, New Jersey","3403930",36.8,19,48.9,48.9,40.8
"Dumont Borough School District, New Jersey","3403990",41.9,29.7,49.8,61.5,50.2
"Dunellen Borough School District, New Jersey","3404020",36.6,27.3,47.9,45.1,47.7
"East Brunswick Township School District, New Jersey","3404110",44.1,27.5,49.3,46.1,50.4
"East Orange City School District, New Jersey","3404230",36.9,27.4,51.2,32.4,45.5
"East Windsor Regional School District, New Jersey","3404320",38.1,22.4,51.5,39.6,42.6
"Edison Township School District, New Jersey","3404500",39.3,25.7,48.6,46.2,42.4
"Egg Harbor Township School District, New Jersey","3404560",40.3,28.3,52.1,49.6,49.3
"Elizabeth City School District, New Jersey","3404590",33.9,17.5,34.6,45.6,43.7
"Elmwood Park Borough School District, New Jersey","3404660",38.3,27.3,36.1,53.1,48.6
"Emerson Borough School District, New Jersey","3404710",43.2,29.7,52.7,66,53.9
"Englewood City School District, New Jersey","3404740",40,23.1,43.8,44.7,46.4
"Ewing Township School District, New Jersey","3404920",38,29.6,48.7,56.5,42.9
"Fair Lawn Borough School District, New Jersey","3404980",42.4,27.3,47.9,55.1,50.2
"Florence Township School District, New Jersey","3405220",42.3,35.8,52.8,47.6,46.4
"Fort Lee Borough School District, New Jersey","3405310",45.7,23.8,47.6,45.9,48.9
"Franklin Township School District, New Jersey","3405490",41.1,29.5,53.9,43.4,44.5
"Garfield City School District, New Jersey","3405760",36.3,23.6,42.4,35.7,43.3
"Glassboro Borough School District, New Jersey","3405880",30.3,23,46.9,31.3,41.1
"Glen Ridge Borough School District, New Jersey","3405940",42.3,25.5,43.5,45.9,45.8
"Glen Rock Borough School District, New Jersey","3405970",40.9,22.1,49.4,54,47.5
"Gloucester City School District, New Jersey","3406000",35.7,33,44.6,31.9,36
"Hackensack City School District, New Jersey","3406270",39,27.2,44.4,46.9,42.8
"Haddonfield Borough School District, New Jersey","3406390",43.1,37.4,46.5,44.9,47
"Hackettstown Town School District, New Jersey","3406300",35.9,30.8,40.5,37.5,37.9
"Haddon Heights Borough School District, New Jersey","3406330",44.5,37.2,53.7,33.5,51.2
"Haddon Township School District, New Jersey","3406360",42,38.2,47.1,45.9,44.9
"Hamilton Township School District, New Jersey","3406540",41.9,37,51.5,38.5,43
"Hammonton Town School District, New Jersey","3406570",42.2,35.1,54.8,49.5,44.4
"Harrison Town School District, New Jersey","3406870",33.7,21.4,28.2,41.7,38.1
"Hasbrouck Heights Borough School District, New Jersey","3406930",42.9,33.1,45.7,60.8,51.2
"Hawthorne Borough School District, New Jersey","3406990",39.2,32.2,49,56.5,49.7
"Highland Park Borough School District, New Jersey","3407170",35.5,24.2,41.8,40.4,39.4
"Hillsborough Township School District, New Jersey","3407230",41,28.8,51.5,44.6,45.9
"Hillside Township School District, New Jersey","3407290",37.1,25.5,47.1,52.1,49.6
"Hopewell Valley Regional School District, New Jersey","3407530",45.1,34.1,50.7,46.2,51.1
"Hoboken City School District, New Jersey","3407350",31.8,28.7,31.2,59.4,37.9
"Holmdel Township School District, New Jersey","3407410",49.2,27,52.5,27.1,55.6
"Hopatcong Borough School District, New Jersey","3407440",43,35.5,55.6,32.8,49.1
"Irvington Township School District, New Jersey","3407680",34.6,23.6,54,33.8,41.2
"Keansburg Borough School District, New Jersey","3407860",41.1,31.2,53.4,64.2,53.1
"Jackson Township School District, New Jersey","3407740",43.3,32.6,54.5,44.7,53.8
"Jefferson Township School District, New Jersey","3407800",44.1,38.2,55.3,50.4,53
"Jersey City School District, New Jersey","3407830",33.9,23.5,35.5,51.5,38.2
"Kearny Town School District, New Jersey","3407890",37.4,25.5,33.9,44.9,46
"Kenilworth Borough School District, New Jersey","3407920",39.4,35.6,48.7,37.3,51.5
"Keyport Borough School District, New Jersey","3407950",41.2,36,52.2,42.6,37.4
"Kinnelon Borough School District, New Jersey","3408040",42.8,30,52.2,49.7,51.1
"Lacey Township School District, New Jersey","3408100",44,40.2,53.2,48,58.8
"Lakewood Township School District, New Jersey","3408220",20.6,9.7,33.3,25.7,37.4
"Leonia Borough School District, New Jersey","3408520",43.7,21.3,52.3,39.1,47.7
"Linden City School District, New Jersey","3408610",38.1,27,46.4,43.3,47.3
"Lindenwold Borough School District, New Jersey","3408640",34,25.1,51.7,33.5,32.6
"Livingston Township School District, New Jersey","3408820",44.7,30.7,48.6,43.7,51.3
"Lodi Borough School District, New Jersey","3408850",37.2,26.2,45.1,46.9,44.6
"Long Branch City School District, New Jersey","3408940",36.9,28.2,52.6,54.3,37.2
"Pennsville Township School District, New Jersey","3409120",43.6,45.6,41.2,50.4,48.3
"Lyndhurst Township School District, New Jersey","3409210",43.1,36.5,42.9,41.6,50
"Madison Borough School District, New Jersey","3409240",39.7,26.1,45.5,18.8,47.9
"Old Bridge Township School District, New Jersey","3409270",41.6,28,47.6,50.5,49.1
