"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Middletown Township School District, New Jersey","3410110",54129,6568,47561,8032,3181,5136,4392,4909,5200,2437,14274,29885,3929,25956,5201,1803,2707,2206,2801,3057,1199,6982,19113,1993,17120,2110,1184,1805,1629,1690,1623,979,6100,565,111,454,42,42,21,148,7,120,7,67,4566,535,4031,679,152,603,409,411,400,252,1125
"Midland Park Borough School District, New Jersey","3410140",5802,415,5387,828,229,621,490,525,619,364,1711,3544,340,3204,552,93,422,221,389,272,248,1007,1513,34,1479,210,47,135,147,122,215,56,547,79,0,79,0,0,0,2,14,63,0,0,666,41,625,66,89,64,120,0,69,60,157
"Millburn Township School District, New Jersey","3410200",14892,2488,12404,1585,639,924,898,860,682,430,6386,4580,859,3721,543,239,332,425,290,209,136,1547,5884,805,5079,595,192,345,250,278,286,138,2995,163,41,122,47,0,27,0,0,0,0,48,4265,783,3482,400,208,220,223,292,187,156,1796
"Millville City School District, New Jersey","3410320",22223,2482,19741,3705,2340,3657,2774,2689,1751,813,2012,15189,1829,13360,2760,1286,2489,1691,1854,1329,631,1320,4916,466,4450,592,713,773,736,627,249,169,591,1187,133,1054,222,189,282,174,89,36,13,49,931,54,877,131,152,113,173,119,137,0,52
"Monroe Township School District (Gloucester County), New Jersey","3410470",29669,3511,26158,3600,2490,3984,2837,3615,2831,2050,4751,15567,2439,13128,2034,1354,1668,1637,1906,1415,1074,2040,11869,945,10924,1283,1013,1924,1077,1445,1263,839,2080,250,8,242,17,6,74,33,28,14,24,46,1983,119,1864,266,117,318,90,236,139,113,585
"Monroe Township School District (Middlesex County), New Jersey","3410500",37313,3898,33415,3924,2908,5125,3355,3914,3572,1881,8736,12764,1988,10776,1539,1108,1647,981,1221,1323,662,2295,15099,713,14386,1467,1296,2549,1530,2009,1604,755,3176,278,28,250,27,36,105,0,0,41,0,41,9172,1169,8003,891,468,824,844,684,604,464,3224
"Montclair Town School District, New Jersey","3410560",30410,4374,26036,3761,1444,2392,2005,2109,2771,1533,10021,12044,1991,10053,1728,692,915,785,844,1282,686,3121,13010,1735,11275,1391,409,1010,716,775,1073,586,5315,385,50,335,74,7,24,44,0,22,13,151,4971,598,4373,568,336,443,460,490,394,248,1434
"Montgomery Township School District, New Jersey","3410590",18712,2977,15735,2218,719,1074,940,1269,1294,623,7598,5883,1041,4842,1209,282,369,291,486,432,149,1624,6131,739,5392,590,234,311,441,490,494,219,2613,209,41,168,10,0,2,0,2,23,20,111,6489,1156,5333,409,203,392,208,291,345,235,3250
"Montville Township School District, New Jersey","3410650",17658,2245,15413,1926,1026,1616,1196,1366,1514,853,5916,9188,1469,7719,1145,505,800,690,673,812,481,2613,3974,335,3639,372,225,371,265,357,307,187,1555,293,75,218,12,90,32,8,0,0,30,46,4203,366,3837,397,206,413,233,336,395,155,1702
"Moorestown Township School District, New Jersey","3410710",16662,2195,14467,2091,942,1342,1176,1294,1331,677,5614,6927,1176,5751,1036,369,628,435,529,605,366,1783,7870,825,7045,818,452,631,687,682,553,260,2962,211,52,159,25,5,13,0,0,28,0,88,1654,142,1512,212,116,70,54,83,145,51,781
"Morris Township School District, New Jersey","3410810",35201,3768,31433,3771,1775,3799,2767,3330,3469,1396,11126,14799,2021,12778,1846,626,1319,932,1377,1656,616,4406,11222,834,10388,859,617,854,599,1160,850,500,4949,597,54,543,126,27,105,150,38,0,32,65,8583,859,7724,940,505,1521,1086,755,963,248,1706
"Mount Olive Township School District, New Jersey","3410980",22941,2587,20354,2646,1382,2375,2021,2587,2679,848,5816,12333,1601,10732,1730,767,1109,1138,1312,1486,408,2782,5146,294,4852,358,243,614,345,643,665,257,1727,619,146,473,99,52,78,20,64,54,0,106,4843,546,4297,459,320,574,518,568,474,183,1201
"Mountain Lakes Borough School District, New Jersey","3411010",3309,590,2719,425,164,168,234,114,212,124,1278,1273,297,976,150,38,88,71,65,108,55,401,1400,201,1199,229,78,72,95,34,49,60,582,22,8,14,0,0,8,0,0,0,0,6,614,84,530,46,48,0,68,15,55,9,289
"New Providence Borough School District, New Jersey","3411310",9682,1415,8267,1166,517,548,590,604,614,336,3892,4661,680,3981,666,288,330,262,302,268,160,1705,3103,281,2822,352,145,142,215,186,232,98,1452,85,35,50,0,0,9,0,6,35,0,0,1833,419,1414,148,84,67,113,110,79,78,735
"Neptune Township School District, New Jersey","3411160",23630,2398,21232,3674,2006,3038,2565,2752,2415,1078,3704,14024,1488,12536,2416,1067,1535,1411,1703,1591,616,2197,6000,446,5554,856,574,1009,681,633,541,243,1017,434,32,402,63,50,31,47,77,38,69,27,3172,432,2740,339,315,463,426,339,245,150,463
"New Brunswick City School District, New Jersey","3411220",45419,15658,29761,7911,3676,6620,4304,2803,1541,758,2148,18859,11162,7697,2691,720,1277,1058,656,439,269,587,6164,1035,5129,1492,750,607,624,471,427,132,626,1307,114,1193,340,116,259,142,200,41,8,87,19089,3347,15742,3388,2090,4477,2480,1476,634,349,848
"New Milford Borough School District, New Jersey","3411280",14163,1949,12214,1569,832,1524,1359,1519,1564,865,2982,5287,743,4544,728,328,461,560,638,566,359,904,3685,381,3304,345,136,529,476,399,445,163,811,263,0,263,9,36,29,15,51,53,26,44,4928,825,4103,487,332,505,308,431,500,317,1223
"Newark City School District, New Jersey","3411340",223725,46645,177080,45467,23065,33805,24287,21404,13601,4410,11041,96081,26536,69545,22180,8052,11470,8777,8023,5651,1492,3900,32416,4571,27845,6889,4129,4621,3727,3022,2213,900,2344,15672,2239,13433,4012,2316,2366,1622,1498,737,196,686,79556,13299,66257,12386,8568,15348,10161,8861,5000,1822,4111
"Newton Town School District, New Jersey","3411400",6978,987,5991,1032,633,1053,667,732,628,234,1012,4162,493,3669,732,412,513,328,545,485,145,509,1409,145,1264,114,191,161,177,125,106,72,318,77,0,77,13,3,22,0,9,10,0,20,1330,349,981,173,27,357,162,53,27,17,165
"North Arlington Borough School District, New Jersey","3411430",13438,1845,11593,1581,1014,1535,1333,1636,1279,531,2684,6857,717,6140,822,434,977,684,849,570,377,1427,1172,34,1138,130,102,145,90,176,155,36,304,202,86,116,0,0,13,0,0,28,11,64,5207,1008,4199,629,478,400,559,611,526,107,889
"North Bergen Township School District, New Jersey","3411460",51827,8899,42928,8131,4367,7445,5371,6331,4432,1682,5169,11660,2638,9022,1948,739,1414,764,1501,1011,321,1324,6294,986,5308,607,368,491,796,663,812,363,1208,1991,247,1744,349,240,276,270,174,191,154,90,31882,5028,26854,5227,3020,5264,3541,3993,2418,844,2547
"North Brunswick Township School District, New Jersey","3411490",34573,6525,28048,4275,1849,3707,3054,3298,2916,1724,7225,14008,3603,10405,1958,836,1231,1221,1122,1350,643,2044,5883,670,5213,491,314,670,506,758,456,415,1603,652,131,521,47,44,51,149,53,32,19,126,14030,2121,11909,1779,655,1755,1178,1365,1078,647,3452
"North Plainfield Borough School District, New Jersey","3411640",17483,2092,15391,2149,1571,1984,2689,2460,1736,800,2002,7168,961,6207,1258,476,668,969,908,813,312,803,2711,190,2521,271,182,390,279,390,321,151,537,651,54,597,48,57,63,92,117,48,32,140,6953,887,6066,572,856,863,1349,1045,554,305,522
"Nutley Town School District, New Jersey","3411880",24146,3311,20835,2887,1251,2697,1460,2773,2327,1361,6079,14621,1805,12816,2159,762,1577,899,1556,1566,932,3365,3693,421,3272,301,154,492,241,470,295,118,1201,547,75,472,24,101,93,63,30,64,21,76,5285,1010,4275,403,234,535,257,717,402,290,1437
"Oaklyn Borough School District, New Jersey","3411940",3411,284,3127,379,301,370,446,607,373,218,433,2029,217,1812,256,168,214,252,345,213,140,224,1209,24,1185,105,133,135,164,242,141,78,187,21,6,15,10,0,0,0,0,5,0,0,152,37,115,8,0,21,30,20,14,0,22
"Ocean City School District, New Jersey","3411970",9549,724,8825,1428,764,1243,1090,874,835,397,2194,3202,266,2936,515,263,392,335,274,268,117,772,5420,307,5113,762,492,644,650,512,498,248,1307,143,10,133,13,6,40,2,6,28,14,24,784,141,643,138,3,167,103,82,41,18,91
"Palmyra Borough School District, New Jersey","3412390",6199,643,5556,752,449,858,688,798,804,377,830,2735,380,2355,347,229,309,241,314,454,153,308,2642,178,2464,225,192,452,368,325,257,186,459,228,30,198,33,5,14,20,88,14,0,24,594,55,539,147,23,83,59,71,79,38,39
"Orange City Township School District, New Jersey","3412270",24213,4104,20109,3682,2498,4289,2420,3122,2228,652,1218,8922,1796,7126,1545,777,1283,882,1132,919,227,361,3886,738,3148,603,532,526,179,498,360,82,368,561,55,506,205,19,119,25,42,83,0,13,10844,1515,9329,1329,1170,2361,1334,1450,866,343,476
"Palisades Park Borough School District, New Jersey","3412360",18223,3662,14561,2204,1573,2479,1480,2085,1763,627,2350,2673,476,2197,416,293,342,230,287,246,63,320,2361,555,1806,199,108,175,244,309,293,110,368,206,24,182,31,6,10,26,8,26,7,68,12983,2607,10376,1558,1166,1952,980,1481,1198,447,1594
"Paramus Borough School District, New Jersey","3412420",22743,3458,19285,2867,1903,2280,2423,1919,1943,797,5153,9435,1612,7823,1358,842,807,930,885,725,326,1950,4801,415,4386,668,423,567,521,433,367,156,1251,517,54,463,7,179,79,110,42,16,0,30,7990,1377,6613,834,459,827,862,559,835,315,1922
"Park Ridge Borough School District, New Jersey","3412450",7379,722,6657,867,565,849,657,592,715,330,2082,3660,433,3227,551,246,407,264,230,351,171,1007,2574,201,2373,156,221,294,211,206,276,103,906,47,4,43,0,0,0,8,0,11,0,24,1098,84,1014,160,98,148,174,156,77,56,145
"Parsippany-Troy Hills Township School District, New Jersey","3412480",45226,6258,38968,5932,2626,4492,3567,4720,4357,2411,10863,17525,2292,15233,2855,1238,1861,1219,2082,1901,795,3282,8247,669,7578,770,438,824,826,1023,821,463,2413,583,36,547,69,22,86,91,73,81,16,109,18871,3261,15610,2238,928,1721,1431,1542,1554,1137,5059
"Passaic City School District, New Jersey","3412540",51184,13106,38078,8527,4973,9643,5326,3838,2167,922,2682,14225,4940,9285,2820,1183,1632,1082,1116,601,226,625,6030,1101,4929,913,403,839,658,510,392,171,1043,3901,943,2958,921,403,658,329,194,257,30,166,27028,6122,20906,3873,2984,6514,3257,2018,917,495,848
"Paterson City School District, New Jersey","3412690",115407,27770,87637,19908,12456,18255,12566,11438,6493,2140,4381,42784,13171,29613,7941,3790,4732,4377,4106,2103,903,1661,10413,1830,8583,1905,999,1503,1091,1137,934,321,693,10669,1961,8708,2657,1690,1799,991,885,343,173,170,51541,10808,40733,7405,5977,10221,6107,5310,3113,743,1857
"Paulsboro Borough School District, New Jersey","3412720",4978,989,3989,754,238,864,670,567,492,126,278,3278,527,2751,462,208,642,421,424,339,126,129,1380,335,1045,292,30,93,249,108,153,0,120,35,0,35,0,0,0,0,35,0,0,0,285,127,158,0,0,129,0,0,0,0,29
"Pequannock Township School District, New Jersey","3412900",13235,1005,12230,1843,671,1476,1365,1464,1304,571,3536,8606,783,7823,1315,477,864,738,1014,807,451,2157,3204,182,3022,294,151,466,409,362,332,87,921,300,2,298,153,16,38,77,0,0,0,14,1125,38,1087,81,27,108,141,88,165,33,444
"Pemberton Township School District, New Jersey","3412810",22124,2919,19205,3361,1990,2762,2447,3075,2509,926,2135,10942,1621,9321,1997,1030,1225,1333,1290,1170,348,928,7856,833,7023,974,562,969,750,1206,1015,490,1057,1196,104,1092,114,187,231,125,148,143,85,59,2130,361,1769,276,211,337,239,431,181,3,91
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",10387,1510,8877,1911,872,1740,1233,1014,903,368,836,5317,803,4514,1026,518,732,616,523,495,184,420,3186,411,2775,518,224,608,216,318,373,177,341,566,92,474,133,69,66,84,99,13,0,10,1318,204,1114,234,61,334,317,74,22,7,65
"Pennsauken Township School District, New Jersey","3412870",29185,4155,25030,4333,2608,3676,3187,3748,2773,1374,3331,12354,1726,10628,1943,1262,1666,1108,1742,1303,525,1079,9413,1058,8355,1249,727,1143,1113,1163,1014,480,1466,2272,373,1899,379,162,205,448,239,156,150,160,5146,998,4148,762,457,662,518,604,300,219,626
"Perth Amboy City School District, New Jersey","3412930",40539,8278,32261,5701,3419,6755,4845,5022,3011,1124,2384,11544,2831,8713,1620,774,1234,1320,1558,1046,496,665,3816,557,3259,554,239,513,423,519,469,106,436,4555,617,3938,801,479,796,549,465,354,117,377,20624,4273,16351,2726,1927,4212,2553,2480,1142,405,906
"Phillipsburg Town School District, New Jersey","3412960",11927,1329,10598,1877,1094,2005,1445,1662,975,395,1145,6419,772,5647,1186,601,881,688,1086,488,178,539,3874,369,3505,594,327,627,523,339,386,185,524,165,18,147,0,28,64,0,24,5,14,12,1469,170,1299,97,138,433,234,213,96,18,70
"Pine Hill Borough School District, New Jersey","3412990",8563,1030,7533,1590,628,1244,1106,879,1022,280,784,4832,602,4230,905,327,622,698,533,512,188,445,3097,307,2790,529,276,518,346,270,475,69,307,365,53,312,113,0,84,42,68,5,0,0,269,68,201,43,25,20,20,8,30,23,32
"Riverside Township School District, New Jersey","3414010",6615,747,5868,980,428,913,1047,942,842,274,442,3377,428,2949,508,207,414,538,492,423,106,261,1930,225,1705,305,157,289,184,207,255,161,147,138,8,130,22,23,7,22,20,29,7,0,1170,86,1084,145,41,203,303,223,135,0,34
"Randolph Township School District, New Jersey","3413650",20910,2998,17912,2554,724,2014,1171,1628,2066,906,6849,9703,1492,8211,1281,381,708,637,723,1071,510,2900,5943,566,5377,580,134,581,236,434,471,211,2730,330,67,263,51,0,43,9,33,38,9,80,4934,873,4061,642,209,682,289,438,486,176,1139
"Ridgefield Borough School District, New Jersey","3413770",9649,2326,7323,954,642,1127,913,1035,1174,270,1208,3042,827,2215,320,171,203,437,382,283,82,337,1292,245,1047,171,107,135,96,121,95,62,260,114,14,100,25,14,20,0,0,10,9,22,5201,1240,3961,438,350,769,380,532,786,117,589
"Ridgewood Village School District, New Jersey","3413830",19256,3109,16147,2487,793,1104,959,1310,1233,715,7546,5875,1140,4735,987,214,367,344,430,382,231,1780,7862,987,6875,732,313,460,354,478,456,274,3808,261,45,216,46,1,0,8,9,28,0,124,5258,937,4321,722,265,277,253,393,367,210,1834
"Ridgefield Park Township School District, New Jersey","3413800",10669,1682,8987,1338,829,1316,896,1118,964,431,2095,3889,772,3117,493,271,499,345,310,328,236,635,2235,229,2006,276,150,241,195,302,194,101,547,202,100,102,18,0,30,7,8,8,9,22,4343,581,3762,551,408,546,349,498,434,85,891
"Hazlet Township School District, New Jersey","3413680",16579,1501,15078,2269,1490,2006,1518,1827,1710,828,3430,8896,880,8016,1404,903,994,781,887,949,447,1651,5602,370,5232,649,351,791,555,592,561,240,1493,167,0,167,19,13,0,19,40,39,28,9,1914,251,1663,197,223,221,163,308,161,113,277
"Rockleigh Borough School District, New Jersey","3414160",530,115,415,71,95,114,21,13,16,11,74,182,64,118,33,23,18,1,7,0,10,26,264,34,230,32,61,78,11,1,14,0,33,0,0,0,0,0,0,0,0,0,0,0,84,17,67,6,11,18,9,5,2,1,15
"Roselle Borough School District, New Jersey","3414280",17855,2781,15074,2944,1404,2455,1700,2668,1621,570,1712,7953,1532,6421,1829,467,909,678,1062,659,189,628,3454,328,3126,416,447,606,249,513,371,144,380,518,105,413,74,1,80,61,38,104,0,55,5930,816,5114,625,489,860,712,1055,487,237,649
"Roselle Park Borough School District, New Jersey","3414310",10965,1665,9300,1315,820,940,1084,1546,1213,622,1760,5386,779,4607,635,396,426,455,787,749,241,918,1497,183,1314,134,41,122,195,220,80,136,386,295,47,248,53,20,23,0,35,35,31,51,3787,656,3131,493,363,369,434,504,349,214,405
"Salem City School District, New Jersey","3414550",3589,534,3055,828,481,518,410,283,163,104,268,2468,383,2085,641,282,276,305,198,88,83,212,929,130,799,112,165,212,98,81,54,21,56,137,21,116,66,21,7,7,0,15,0,0,55,0,55,9,13,23,0,4,6,0,0
"Roxbury Township School District, New Jersey","3414340",19386,2430,16956,1970,1327,1953,1548,2093,1901,889,5275,11703,1701,10002,1286,711,1139,1038,1406,1108,599,2715,4495,247,4248,404,393,425,315,438,519,182,1572,331,12,319,9,14,93,26,0,34,0,143,2857,470,2387,271,209,296,169,249,240,108,845
"Rutherford Borough School District, New Jersey","3414460",15522,2186,13336,1637,902,1650,927,1679,1664,720,4157,6954,894,6060,914,447,710,353,876,739,256,1765,3595,277,3318,405,83,341,208,420,395,263,1203,186,36,150,15,10,8,19,0,54,16,28,4787,979,3808,303,362,591,347,383,476,185,1161
"Saddle Brook Township School District, New Jersey","3414490",12136,1336,10800,1860,904,1234,1149,1180,1404,499,2570,6552,734,5818,1009,432,621,566,686,762,271,1471,1968,147,1821,272,120,233,170,271,262,59,434,220,19,201,19,0,67,41,11,41,0,22,3396,436,2960,560,352,313,372,212,339,169,643
"Pine Valley Borough School District, New Jersey","3413020",4,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",49646,16342,33304,5057,2134,3641,3893,4274,4144,1849,8312,24372,11512,12860,2229,845,1526,1583,1649,1651,726,2651,7040,1454,5586,809,216,542,770,788,634,397,1430,499,82,417,69,25,65,38,28,34,58,100,17735,3294,14441,1950,1048,1508,1502,1809,1825,668,4131
"Pitman Borough School District, New Jersey","3413080",7419,646,6773,1301,459,825,819,912,1012,363,1082,4614,485,4129,863,335,475,468,531,623,236,598,2484,147,2337,407,108,282,309,292,379,107,453,27,0,27,0,16,0,0,0,0,0,11,294,14,280,31,0,68,42,89,10,20,20
"Pittsgrove Township School District, New Jersey","3413110",7581,719,6862,1036,621,882,802,1001,911,312,1297,5108,549,4559,695,340,587,490,622,665,255,905,2071,116,1955,282,255,282,245,325,208,57,301,120,19,101,11,11,2,17,32,10,0,18,282,35,247,48,15,11,50,22,28,0,73
"Plainfield City School District, New Jersey","3413140",40255,5830,34425,6900,4480,6876,4547,4275,2945,1072,3330,13903,2523,11380,2644,1215,1825,1488,1347,1061,361,1439,6366,502,5864,800,628,1075,548,737,691,287,1098,942,120,822,115,88,211,118,65,119,23,83,19044,2685,16359,3341,2549,3765,2393,2126,1074,401,710
"Pleasantville City School District, New Jersey","3413200",16429,2369,14060,3039,2046,3323,2088,1922,700,329,613,7593,1255,6338,1589,924,1260,907,1007,264,131,256,3148,238,2910,591,464,574,470,327,175,138,171,1006,164,842,164,100,230,150,116,25,18,39,4682,712,3970,695,558,1259,561,472,236,42,147
"Pompton Lakes Borough School District, New Jersey","3413350",9554,1159,8395,958,779,1257,965,908,975,571,1982,5502,807,4695,591,513,575,452,518,580,394,1072,1605,161,1444,108,42,244,139,133,257,24,497,80,9,71,38,14,19,0,0,0,0,0,2367,182,2185,221,210,419,374,257,138,153,413
"Plumsted Township School District, New Jersey","3413230",6933,699,6234,1081,464,763,603,815,855,305,1348,5212,585,4627,836,363,567,499,606,595,229,932,1368,74,1294,203,84,143,80,209,260,11,304,60,0,60,0,17,25,0,0,0,0,18,293,40,253,42,0,28,24,0,0,65,94
"Point Pleasant Borough School District, New Jersey","3413290",15352,1297,14055,1993,800,1488,1325,1785,1914,945,3805,12180,1051,11129,1776,715,1188,960,1351,1577,744,2818,2285,145,2140,164,75,170,254,281,302,134,760,61,0,61,10,0,0,0,0,0,43,8,826,101,725,43,10,130,111,153,35,24,219
"Point Pleasant Beach Borough School District, New Jersey","3413320",4153,378,3775,499,234,553,322,422,356,192,1197,2910,217,2693,338,187,371,230,309,317,149,792,834,96,738,87,11,101,63,88,39,43,306,62,12,50,15,0,12,0,8,0,0,15,347,53,294,59,36,69,29,17,0,0,84
"Ramsey Borough School District, New Jersey","3413590",12397,1800,10597,1335,550,1047,613,1012,854,479,4707,5840,900,4940,802,174,523,343,500,438,303,1857,4488,428,4060,391,196,374,222,335,343,125,2074,117,5,112,20,0,0,0,0,14,0,78,1952,467,1485,122,180,150,48,177,59,51,698
"Lawnside Borough School District, New Jersey","3408340",2464,272,2192,443,291,218,205,336,305,122,272,1217,179,1038,263,129,122,116,107,145,60,96,1131,93,1038,166,125,90,81,214,142,62,158,10,0,10,1,0,0,0,0,4,0,5,106,0,106,13,37,6,8,15,14,0,13
"Rahway City School District, New Jersey","3413530",24010,2845,21165,3456,1876,3326,2501,2675,2533,1038,3760,11624,1333,10291,2020,967,1276,1135,1344,1321,493,1735,4631,453,4178,690,283,742,390,371,452,215,1035,759,77,682,22,91,133,40,110,16,90,180,6996,982,6014,724,535,1175,936,850,744,240,810
"South Hunterdon Regional School District, New Jersey","3400769",6268,461,5807,963,303,508,590,554,681,399,1809,3159,238,2921,475,172,344,299,287,427,182,735,2653,201,2452,391,114,126,237,250,214,158,962,83,0,83,29,6,0,11,0,0,16,21,373,22,351,68,11,38,43,17,40,43,91
"Princeton Public Schools, New Jersey","3413410",26235,3122,23113,6057,1367,2011,1963,1652,1399,899,7765,5654,806,4848,1544,346,452,370,396,395,132,1213,12383,1107,11276,2971,488,747,787,804,573,532,4374,634,158,476,153,30,23,5,57,37,34,137,7564,1051,6513,1389,503,789,801,395,394,201,2041
"Joint Base McGuire-Dix-Lakehurst, New Jersey","3434001",10459,3648,6811,1798,475,1036,1108,859,645,297,593,1239,537,702,271,6,82,183,46,56,18,40,7401,2271,5130,1195,415,802,793,708,511,221,485,548,266,282,98,8,62,18,26,45,18,7,1271,574,697,234,46,90,114,79,33,40,61
"Lakehurst Borough School District, New Jersey","3408160",2029,338,1691,324,126,239,241,232,213,109,207,1201,181,1020,253,76,120,168,117,132,63,91,482,89,393,35,6,52,48,86,58,29,79,63,10,53,11,7,0,7,7,4,17,0,283,58,225,25,37,67,18,22,19,0,37
"Laurel Springs Borough School District, New Jersey","3408280",1595,165,1430,186,94,177,187,224,218,112,232,966,97,869,127,66,116,112,142,143,66,97,536,38,498,56,28,57,60,55,61,46,135,4,0,4,0,0,4,0,0,0,0,0,89,30,59,3,0,0,15,27,14,0,0
"Lavallette Borough School District, New Jersey","3408310",1878,114,1764,283,158,257,161,208,212,70,415,1326,87,1239,182,97,172,124,144,178,50,292,427,21,406,72,51,72,17,54,34,20,86,12,0,12,0,0,0,0,0,0,0,12,113,6,107,29,10,13,20,10,0,0,25
"Lawrence Township School District (Cumberland County), New Jersey","3408370",2553,253,2300,536,172,359,270,312,312,49,290,1837,201,1636,322,110,231,203,228,261,29,252,388,32,356,79,36,59,28,54,51,20,29,137,20,117,72,0,7,16,18,0,0,4,191,0,191,63,26,62,23,12,0,0,5
"Lawrence Township School District (Mercer County), New Jersey","3408400",28125,3093,25032,5107,1382,2475,2490,2805,2691,1475,6607,11372,1255,10117,2579,467,991,1053,1148,1098,551,2230,8484,754,7730,1527,374,801,653,746,876,543,2210,314,11,303,96,17,0,53,30,14,0,93,7955,1073,6882,905,524,683,731,881,703,381,2074
"Lincoln Park Borough School District, New Jersey","3408580",8717,1022,7695,951,700,1072,715,929,1229,451,1648,5422,502,4920,666,308,724,497,501,860,315,1049,1566,269,1297,127,122,138,67,243,200,114,286,93,28,65,22,12,17,3,0,0,0,11,1636,223,1413,136,258,193,148,185,169,22,302
"Little Ferry Borough School District, New Jersey","3408760",9513,1681,7832,1034,802,1030,1118,1099,1005,501,1243,3230,364,2866,463,354,347,396,342,313,223,428,1307,211,1096,106,76,105,156,222,108,38,285,161,31,130,22,0,0,25,12,20,39,12,4815,1075,3740,443,372,578,541,523,564,201,518
