"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Middletown Township School District, New Jersey","3410110",45792,2186,11222,11645,12946,7793,23251,885,6408,6230,6459,3269,17600,785,3729,4284,5149,3653,531,91,140,125,57,118,4410,425,945,1006,1281,753
"Midland Park Borough School District, New Jersey","3410140",5151,246,1418,942,1602,943,2955,111,927,453,1075,389,1451,61,311,362,366,351,79,0,0,16,0,63,666,74,180,111,161,140
"Millburn Township School District, New Jersey","3410200",12893,300,749,967,4546,6331,3468,48,275,382,1432,1331,5217,47,249,337,1840,2744,146,0,1,15,69,61,4062,205,224,233,1205,2195
"Millville City School District, New Jersey","3410320",18779,2976,7487,5183,2085,1048,12280,1617,5053,3488,1489,633,4728,791,1858,1254,502,323,1099,498,353,223,25,0,672,70,223,218,69,92
"Monroe Township School District (Gloucester County), New Jersey","3410470",25180,2461,9536,7152,3993,2038,12105,1054,4702,3445,2102,802,10979,957,4383,3326,1500,813,238,88,64,52,10,24,1858,362,387,329,381,399
"Monroe Township School District (Middlesex County), New Jersey","3410500",34249,2315,9019,7305,8590,7020,10532,589,3808,2564,2264,1307,14425,622,3935,3809,3504,2555,278,69,100,0,56,53,9014,1035,1176,932,2766,3105
"Montclair Town School District, New Jersey","3410560",25981,1064,2696,4016,9545,8660,9552,295,1297,1532,3930,2498,11400,308,593,1554,4227,4718,302,7,19,61,118,97,4727,454,787,869,1270,1347
"Montgomery Township School District, New Jersey","3410590",15510,223,1351,1872,5234,6830,4034,32,666,611,1629,1096,5326,30,365,722,1816,2393,158,0,2,18,63,75,5992,161,318,521,1726,3266
"Montville Township School District, New Jersey","3410650",14944,457,2393,2677,5020,4397,6978,102,1375,1639,2506,1356,3642,111,471,573,993,1494,218,9,27,112,40,30,4106,235,520,353,1481,1517
"Moorestown Township School District, New Jersey","3410710",13941,486,2246,2685,4783,3741,5138,115,1037,1005,1842,1139,7029,258,1043,1383,2469,1876,184,4,10,71,35,64,1590,109,156,226,437,662
"Morris Township School District, New Jersey","3410810",30506,2443,5255,4095,9663,9050,11618,284,2106,1769,4331,3128,10388,205,1037,1163,3833,4150,500,117,93,150,104,36,8000,1837,2019,1013,1395,1736
"Mount Olive Township School District, New Jersey","3410980",19480,893,5321,4719,5669,2878,9628,265,3206,2470,2417,1270,4801,109,1061,1092,1756,783,486,54,204,39,132,57,4565,465,850,1118,1364,768
"Mountain Lakes Borough School District, New Jersey","3411010",2697,41,110,224,921,1401,914,8,59,58,355,434,1216,0,43,98,435,640,14,0,0,0,0,14,553,33,8,68,131,313
"New Providence Borough School District, New Jersey","3411310",8423,190,1171,1336,3315,2411,3728,57,785,633,1330,923,2856,27,185,418,1265,961,76,12,0,23,41,0,1763,94,201,262,679,527
"Neptune Township School District, New Jersey","3411160",20507,1793,6228,6206,4326,1954,11539,562,3648,3659,2581,1089,5680,485,1773,1530,1203,689,409,50,172,134,36,17,2879,696,635,883,506,159
"New Brunswick City School District, New Jersey","3411220",26496,10140,6338,4526,2835,2657,5289,543,1738,1548,846,614,3930,582,736,999,800,813,1106,433,340,220,50,63,16171,8582,3524,1759,1139,1167
"New Milford Borough School District, New Jersey","3411280",11871,701,3374,2758,3476,1562,3839,97,1259,1098,935,450,3226,132,1011,785,792,506,241,0,73,125,16,27,4565,472,1031,750,1733,579
"Newark City School District, New Jersey","3411340",181814,47344,64817,43539,18689,7425,68125,11347,28816,19626,6306,2030,28061,6016,9733,7541,3015,1756,14272,6483,4124,2601,854,210,71356,23498,22144,13771,8514,3429
"Newton Town School District, New Jersey","3411400",5757,833,1909,1567,995,453,3424,395,1195,1058,509,267,1238,141,347,290,327,133,61,10,8,32,11,0,1034,287,359,187,148,53
"North Arlington Borough School District, New Jersey","3411430",11445,1269,3596,2696,2578,1306,5364,320,1844,1250,1341,609,1074,50,329,318,248,129,184,39,44,26,11,64,4823,860,1379,1102,978,504
"North Bergen Township School District, New Jersey","3411460",44726,8101,14960,10106,7920,3639,8444,658,2654,2377,1735,1020,5152,182,1207,1548,1383,832,1767,504,631,439,158,35,29363,6757,10468,5742,4644,1752
"North Brunswick Township School District, New Jersey","3411490",28614,2940,6446,5510,8057,5661,9380,604,3199,2275,2304,998,5420,338,1075,1289,1506,1212,585,122,104,75,153,131,13229,1876,2068,1871,4094,3320
"North Plainfield Borough School District, New Jersey","3411640",14534,2035,4932,4092,2382,1093,4879,315,1644,1375,1109,436,2544,260,665,810,446,363,585,96,184,255,50,0,6526,1364,2439,1652,777,294
"Nutley Town School District, New Jersey","3411880",20766,1117,5107,4632,6380,3530,11850,631,3509,2708,3252,1750,3310,51,693,759,1100,707,495,88,108,124,161,14,5111,347,797,1041,1867,1059
"Oaklyn Borough School District, New Jersey","3411940",3029,164,892,929,769,275,1736,86,511,595,420,124,1147,74,329,307,316,121,21,0,4,17,0,0,125,4,48,10,33,30
"Ocean City School District, New Jersey","3411970",8584,500,1934,1974,2679,1497,2563,98,556,525,836,548,5170,163,1158,1345,1633,871,114,0,19,10,47,38,737,239,201,94,163,40
"Palmyra Borough School District, New Jersey","3412390",5331,333,1744,1753,1042,459,2187,120,722,682,470,193,2378,121,790,878,344,245,194,54,75,31,29,5,572,38,157,162,199,16
"Orange City Township School District, New Jersey","3412270",20559,4115,6644,5357,3126,1317,6921,864,2519,2032,1097,409,3216,513,787,906,599,411,471,121,165,82,67,36,9951,2617,3173,2337,1363,461
"Palisades Park Borough School District, New Jersey","3412360",15910,2226,4055,2754,5516,1359,1762,140,497,453,496,176,1875,84,444,616,567,164,188,4,37,46,85,16,12085,1998,3077,1639,4368,1003
"Paramus Borough School District, New Jersey","3412420",19528,1733,4409,4221,6042,3123,7362,500,2092,1851,1692,1227,4365,277,882,1122,1413,671,435,65,127,139,97,7,7366,891,1308,1109,2840,1218
"Park Ridge Borough School District, New Jersey","3412450",6311,307,1252,1175,2312,1265,2780,61,477,705,977,560,2498,57,481,397,1048,515,47,4,8,0,28,7,986,185,286,73,259,183
"Parsippany-Troy Hills Township School District, New Jersey","3412480",38829,2560,7844,7157,12630,8638,13013,542,3432,3156,3888,1995,7512,277,1452,1812,2320,1651,570,65,187,128,133,57,17734,1676,2773,2061,6289,4935
"Passaic City School District, New Jersey","3412540",40510,13861,14063,6518,4107,1961,8100,1499,3240,1961,1076,324,4788,600,1147,1119,927,995,3391,1359,1115,612,267,38,24231,10403,8561,2826,1837,604
"Paterson City School District, New Jersey","3412690",92419,25278,38079,19521,7146,2395,28404,4692,13059,7564,2386,703,8952,1837,3925,2030,741,419,9675,4631,3057,1379,470,138,45388,14118,18038,8548,3549,1135
"Paulsboro Borough School District, New Jersey","3412720",3875,356,1778,1196,451,94,2597,187,1325,734,321,30,1046,169,381,328,104,64,35,0,21,0,14,0,197,0,51,134,12,0
"Pequannock Township School District, New Jersey","3412900",11375,593,2988,2630,3430,1734,7003,248,1892,1679,2198,986,3099,146,705,761,954,533,171,60,31,41,23,16,1102,139,360,149,255,199
"Pemberton Township School District, New Jersey","3412810",18057,2024,7600,6023,1729,681,8247,978,3867,2396,814,192,6757,498,2490,2825,549,395,1073,100,474,319,159,21,1980,448,769,483,207,73
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",8548,1757,3099,2649,687,356,4378,744,1583,1591,363,97,2575,251,1032,809,269,214,378,121,117,119,21,0,1217,641,367,130,34,45
"Pennsauken Township School District, New Jersey","3412870",24608,3835,8823,7017,3451,1482,9854,974,3965,2984,1380,551,8275,897,2996,2536,1214,632,1789,392,645,484,164,104,4690,1572,1217,1013,693,195
"Perth Amboy City School District, New Jersey","3412930",32694,9936,11391,6623,3526,1218,7656,830,3026,2144,1136,520,3232,436,1148,998,500,150,4111,1574,1489,729,187,132,17695,7096,5728,2752,1703,416
"Phillipsburg Town School District, New Jersey","3412960",10031,2011,3523,2660,1291,546,5149,851,1885,1550,598,265,3310,475,1256,817,547,215,165,41,24,58,42,0,1407,644,358,235,104,66
"Pine Hill Borough School District, New Jersey","3412990",7123,791,2658,2238,975,461,3844,432,1446,1329,384,253,2693,179,1088,823,465,138,329,144,89,42,11,43,257,36,35,44,115,27
"Riverside Township School District, New Jersey","3414010",5439,756,2270,1420,711,282,2615,203,1097,806,388,121,1637,177,776,415,196,73,116,14,44,29,23,6,1071,362,353,170,104,82
"Randolph Township School District, New Jersey","3413650",17493,744,2400,3345,5963,5041,7108,188,967,1654,2731,1568,5502,157,496,753,1881,2215,289,14,56,81,66,72,4594,385,881,857,1285,1186
"Ridgefield Borough School District, New Jersey","3413770",7797,746,2648,1610,1920,873,1959,117,700,530,401,211,1036,66,323,224,312,111,85,12,0,40,24,9,4717,551,1625,816,1183,542
"Ridgewood Village School District, New Jersey","3413830",16400,480,1517,1919,6527,5957,4303,125,507,464,1951,1256,7085,58,542,782,2995,2708,215,18,14,56,31,96,4797,279,454,617,1550,1897
"Ridgefield Park Township School District, New Jersey","3413800",9060,700,2247,2242,2609,1262,2881,76,1032,584,750,439,1845,62,356,509,628,290,159,33,59,18,41,8,4175,529,800,1131,1190,525
"Hazlet Township School District, New Jersey","3413680",14046,1030,4505,3894,3177,1440,6830,377,2517,1990,1292,654,5217,332,1569,1500,1238,578,153,30,23,56,44,0,1846,291,396,348,603,208
"Rockleigh Borough School District, New Jersey","3414160",487,64,149,102,90,82,145,22,41,40,26,16,258,36,78,43,50,51,0,0,0,0,0,0,84,6,30,19,14,15
"Roselle Borough School District, New Jersey","3414280",14605,2195,4852,4884,1810,864,5487,466,2063,1979,715,264,3055,397,898,1143,358,259,455,136,101,144,66,8,5608,1196,1790,1618,671,333
"Roselle Park Borough School District, New Jersey","3414310",9195,884,2567,2296,2443,1005,4094,160,1395,996,1034,509,1339,87,248,339,398,267,262,19,9,73,118,43,3500,618,915,888,893,186
"Salem City School District, New Jersey","3414550",3049,687,1416,659,216,71,2026,422,1005,387,163,49,831,185,341,244,45,16,137,78,42,17,0,0,55,2,28,11,8,6
"Roxbury Township School District, New Jersey","3414340",16240,798,4426,4129,4479,2408,8870,349,2705,2545,2281,990,4226,99,912,1043,1275,897,331,45,89,36,115,46,2813,305,720,505,808,475
"Rutherford Borough School District, New Jersey","3414460",13181,554,2998,2475,4485,2669,5340,149,1422,965,1779,1025,3204,63,634,732,1153,622,164,0,44,14,86,20,4473,342,898,764,1467,1002
"Saddle Brook Township School District, New Jersey","3414490",10650,1350,2994,2797,2536,973,5461,287,1825,1424,1618,307,1807,157,584,559,332,175,202,84,54,23,41,0,3180,822,531,791,545,491
"Pine Valley Borough School District, New Jersey","3413020",4,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",34350,2698,7002,7288,10223,7139,11841,637,3449,3196,3229,1330,5555,294,1049,1498,1579,1135,354,0,62,108,131,53,16600,1767,2442,2486,5284,4621
"Pitman Borough School District, New Jersey","3413080",6080,379,1717,2051,1263,670,3549,191,1006,1221,791,340,2235,153,617,706,454,305,11,0,0,11,0,0,285,35,94,113,18,25
"Pittsgrove Township School District, New Jersey","3413110",6475,837,2142,1730,1264,502,4278,490,1461,1160,796,371,1846,283,576,512,379,96,120,21,72,27,0,0,231,43,33,31,89,35
"Plainfield City School District, New Jersey","3413140",33038,9029,11255,7081,3634,2039,10459,920,4393,2724,1670,752,5921,724,1840,1681,938,738,848,184,405,156,70,33,15810,7201,4617,2520,956,516
"Pleasantville City School District, New Jersey","3413200",13379,3415,4842,3474,1340,308,5261,875,2432,1531,347,76,2824,613,806,819,447,139,993,292,390,227,84,0,4301,1635,1214,897,462,93
"Pompton Lakes Borough School District, New Jersey","3413350",8075,473,3307,1523,1750,1022,4346,152,1811,817,963,603,1432,76,417,314,386,239,71,0,19,52,0,0,2226,245,1060,340,401,180
"Plumsted Township School District, New Jersey","3413230",5716,534,2341,1624,822,395,4069,285,1876,1136,551,221,1319,149,437,398,207,128,35,0,0,0,17,18,293,100,28,90,47,28
"Point Pleasant Borough School District, New Jersey","3413290",12935,552,3402,3571,3465,1945,9905,339,2631,2891,2585,1459,2204,68,517,515,769,335,61,0,0,31,30,0,765,145,254,134,81,151
"Point Pleasant Beach Borough School District, New Jersey","3413320",3643,159,793,785,1133,773,2504,48,508,574,782,592,755,5,184,146,270,150,47,0,12,20,15,0,337,106,89,45,66,31
"Ramsey Borough School District, New Jersey","3413590",10432,189,1513,1760,4199,2771,4286,41,645,881,1876,843,4215,0,579,689,1703,1244,112,0,50,14,48,0,1819,148,239,176,572,684
"Lawnside Borough School District, New Jersey","3408340",2152,213,761,567,358,253,965,71,405,293,98,98,1072,101,347,240,247,137,9,0,0,4,0,5,106,41,9,30,13,13
"Rahway City School District, New Jersey","3413530",20415,2155,7090,5434,3838,1898,9139,697,3360,2497,1867,718,3967,295,1013,1287,825,547,731,219,213,128,112,59,6578,944,2504,1522,1034,574
"South Hunterdon Regional School District, New Jersey","3400769",5553,362,1224,1142,1706,1119,2732,266,781,500,736,449,2399,75,350,503,914,557,67,6,8,32,11,10,355,15,85,107,45,103
"Princeton Public Schools, New Jersey","3413410",18396,614,1476,1664,4544,10098,3517,210,288,727,1035,1257,8649,145,399,585,2452,5068,400,0,8,56,138,198,5830,259,781,296,919,3575
"Joint Base McGuire-Dix-Lakehurst, New Jersey","3434001",8297,714,2402,3426,1203,552,944,206,236,312,119,71,5707,278,1612,2555,901,361,476,74,226,116,47,13,1170,156,328,443,136,107
"Lakehurst Borough School District, New Jersey","3408160",1714,202,682,582,153,95,983,91,448,322,91,31,419,30,131,188,21,49,59,7,31,7,14,0,253,74,72,65,27,15
"Laurel Springs Borough School District, New Jersey","3408280",1322,52,433,374,305,158,742,18,273,211,178,62,490,34,150,157,90,59,4,0,0,0,0,4,86,0,10,6,37,33
"Lavallette Borough School District, New Jersey","3408310",1756,102,407,447,465,335,1234,36,274,315,345,264,397,46,106,104,87,54,12,0,0,0,0,12,113,20,27,28,33,5
"Lawrence Township School District (Cumberland County), New Jersey","3408370",2055,377,864,548,171,95,1463,200,699,390,130,44,352,48,131,112,37,24,64,33,4,7,4,16,176,96,30,39,0,11
"Lawrence Township School District (Mercer County), New Jersey","3408400",22628,1514,4330,4706,5480,6598,8261,422,2198,1996,2122,1523,7031,288,931,1327,1896,2589,224,17,73,45,44,45,7112,787,1128,1338,1418,2441
"Lincoln Park Borough School District, New Jersey","3408580",7713,518,2390,1962,1815,1028,4701,274,1484,1237,1107,599,1468,66,397,369,434,202,70,24,20,15,0,11,1474,154,489,341,274,216
"Little Ferry Borough School District, New Jersey","3408760",8266,1064,2202,2551,1726,723,2397,176,961,669,435,156,1153,82,323,522,134,92,130,44,34,32,0,20,4586,762,884,1328,1157,455
"Logan Township School District, New Jersey","3408880",3952,197,1333,972,1059,391,1487,35,639,394,277,142,2099,48,626,515,698,212,70,26,4,40,0,0,296,88,64,23,84,37
"Lopatcong Township School District, New Jersey","3409000",5808,494,1820,1363,1392,739,2947,291,1091,667,650,248,2080,108,540,487,545,400,124,0,31,73,20,0,657,95,158,136,177,91
"Lower Alloways Creek Township School District, New Jersey","3409030",1164,78,498,414,119,55,870,66,390,301,73,40,282,11,98,112,46,15,6,0,6,0,0,0,6,1,4,1,0,0
"Mannington Township School District, New Jersey","3409480",1282,121,613,271,186,91,782,77,402,153,118,32,389,11,165,113,58,42,30,2,15,2,0,11,81,31,31,3,10,6
"Margate City School District, New Jersey","3409690",5308,242,1170,1298,1477,1121,1865,33,442,562,524,304,3059,138,659,690,866,706,34,0,0,9,5,20,350,71,69,37,82,91
"Maurice River Township School District, New Jersey","3409780",6339,1803,2930,1284,250,72,4430,1326,2133,829,102,40,1237,230,567,346,67,27,291,137,114,40,0,0,381,110,116,69,81,5
"Merchantville Borough School District, New Jersey","3409960",2574,335,755,665,556,263,1070,82,437,180,281,90,1001,85,239,346,198,133,103,57,0,40,0,6,400,111,79,99,77,34
"Brielle Borough School District, New Jersey","3402310",3261,93,429,631,1395,713,2181,28,228,467,992,466,888,13,135,164,384,192,20,0,0,0,0,20,172,52,66,0,19,35
"Brigantine City School District, New Jersey","3402340",7616,615,2266,2124,1719,892,2733,191,810,946,509,277,4031,186,1321,1058,997,469,63,0,31,18,8,6,789,238,104,102,205,140
"Brooklawn Borough School District, New Jersey","3402370",1369,195,558,353,217,46,755,74,356,164,142,19,388,53,123,131,70,11,26,7,8,8,3,0,200,61,71,50,2,16
"Chesilhurst Borough School District, New Jersey","3403030",1297,275,535,390,78,19,604,90,288,183,30,13,517,133,165,170,43,6,85,10,40,30,5,0,91,42,42,7,0,0
"Clementon Borough School District, New Jersey","3403240",3374,488,1133,1096,565,92,1758,229,567,605,287,70,1202,118,382,456,224,22,96,0,74,22,0,0,318,141,110,13,54,0
"Commercial Township School District, New Jersey","3403480",3419,746,1582,811,237,43,2484,529,1208,594,145,8,757,163,322,189,71,12,63,54,0,0,9,0,115,0,52,28,12,23
"Cranbury Township School District, New Jersey","3403540",2703,62,485,379,864,913,1093,38,274,226,357,198,1081,8,109,145,329,490,18,0,3,0,7,8,511,16,99,8,171,217
"Deal Borough School District, New Jersey","3403630",462,60,118,150,92,42,123,8,31,50,21,13,227,27,60,72,51,17,10,2,1,7,0,0,102,23,26,21,20,12
"Delanco Township School District, New Jersey","3403690",3441,152,1344,830,748,367,1763,99,699,470,359,136,1444,44,561,313,327,199,30,0,12,9,9,0,204,9,72,38,53,32
"Dennis Township School District, New Jersey","3403840",4476,494,1838,1060,729,355,2668,326,1060,595,530,157,1622,163,636,448,177,198,3,0,3,0,0,0,183,5,139,17,22,0
"Downe Township School District, New Jersey","3403960",1183,219,573,260,97,34,822,128,431,182,64,17,311,78,114,75,27,17,20,13,4,3,0,0,30,0,24,0,6,0
"East Newark Borough School District, New Jersey","3404200",1897,340,698,503,225,131,331,35,131,112,22,31,97,0,28,41,10,18,34,5,21,8,0,0,1435,300,518,342,193,82
"Edgewater Borough School District, New Jersey","3404440",9121,383,1495,1073,4004,2166,1299,33,488,107,410,261,2811,140,341,444,1342,544,164,54,27,9,65,9,4847,156,639,513,2187,1352
"Edgewater Park Township School District, New Jersey","3404470",6497,745,2601,1733,959,459,3287,261,1457,852,529,188,2246,211,817,675,342,201,204,109,64,0,17,14,760,164,263,206,71,56
"Elmer Borough School District, New Jersey","3404650",946,70,363,290,152,71,748,62,290,224,114,58,188,4,73,66,32,13,0,0,0,0,0,0,10,4,0,0,6,0
"Elsinboro Township School District, New Jersey","3404680",811,70,373,218,116,34,559,43,280,145,73,18,227,18,83,67,43,16,0,0,0,0,0,0,25,9,10,6,0,0
"Englewood Cliffs Borough School District, New Jersey","3404770",3961,224,656,611,1383,1087,768,19,78,138,340,193,803,55,133,219,264,132,141,9,27,7,63,35,2249,141,418,247,716,727
"Estell Manor City School District, New Jersey","3404860",1227,95,420,394,219,99,802,50,257,298,139,58,403,37,161,92,76,37,0,0,0,0,0,0,22,8,2,4,4,4
"Fairview Borough School District, New Jersey","3405070",10913,3067,3517,1957,1769,603,2235,260,841,572,339,223,1481,147,346,400,511,77,168,119,0,30,19,0,7029,2541,2330,955,900,303
"Folsom Borough School District, New Jersey","3405280",1277,134,491,392,194,66,815,101,327,229,118,40,394,18,158,123,72,23,27,6,0,18,0,3,41,9,6,22,4,0
"Millstone Township School District, New Jersey","3410230",6938,284,1510,1645,2241,1258,3352,119,762,813,1146,512,2732,106,608,707,871,440,68,0,21,30,17,0,786,59,119,95,207,306
"Milltown Borough School District, New Jersey","3410290",5028,362,1343,1535,1268,520,2858,100,823,922,758,255,1165,77,259,351,290,188,68,0,0,26,42,0,937,185,261,236,178,77
"Mine Hill Township School District, New Jersey","3410350",2415,290,672,706,563,184,1295,92,417,373,331,82,441,30,110,180,77,44,16,9,0,7,0,0,663,159,145,146,155,58
"Montague Township School District, New Jersey","3410530",2653,189,1138,847,262,217,1583,157,743,470,96,117,886,25,328,346,129,58,23,7,8,0,0,8,161,0,59,31,37,34
"Moonachie Borough School District, New Jersey","3410680",1938,305,828,411,267,127,741,51,388,139,121,42,239,12,103,85,25,14,40,11,4,18,0,7,918,231,333,169,121,64
"Morris Plains Borough School District, New Jersey","3410770",4006,120,596,884,1379,1027,2161,50,340,579,739,453,1291,0,103,236,509,443,42,7,0,8,16,11,512,63,153,61,115,120
"Mount Arlington Borough School District, New Jersey","3410860",4260,88,1189,1220,1048,715,2379,43,724,675,613,324,1352,0,412,389,261,290,27,1,0,26,0,0,502,44,53,130,174,101
"Mount Ephraim Borough School District, New Jersey","3410890",3217,282,1368,885,499,183,1973,135,891,518,352,77,990,117,396,287,103,87,11,1,0,10,0,0,243,29,81,70,44,19
"Mountainside Borough School District, New Jersey","3411040",5027,209,1008,1116,1568,1126,2665,122,527,581,851,584,1277,27,220,194,488,348,89,0,42,0,24,23,996,60,219,341,205,171
"Neptune City School District, New Jersey","3411130",3332,169,1334,1015,450,364,2277,25,939,771,285,257,827,77,335,209,154,52,0,0,0,0,0,0,228,67,60,35,11,55
"New Hanover Township School District, New Jersey","3411250",1013,106,347,329,163,68,469,30,203,140,74,22,319,12,74,146,48,39,5,0,5,0,0,0,220,64,65,43,41,7
"Newfield Elementary School District, New Jersey","3411370",1165,117,414,356,194,84,750,65,299,231,119,36,326,30,86,98,70,42,53,16,20,17,0,0,36,6,9,10,5,6
"North Wildwood City School District, New Jersey","3411670",3192,298,1033,1121,510,230,800,125,258,238,105,74,2237,156,743,820,376,142,0,0,0,0,0,0,155,17,32,63,29,14
"Oxford Township School District, New Jersey","3412300",1909,229,749,488,289,154,1252,126,464,407,174,81,490,81,199,57,94,59,8,0,3,0,5,0,159,22,83,24,16,14
"Ocean Township School District (Monmouth County), New Jersey","3412060",19373,1307,4893,4611,5160,3402,10023,361,2751,2336,2931,1644,4652,99,884,1172,1296,1201,251,75,75,32,48,21,4447,772,1183,1071,885,536
"Ocean Township School District (Ocean County), New Jersey","3412090",7214,499,2399,2320,1343,653,4551,303,1744,1333,792,379,2358,119,546,925,527,241,26,0,26,0,0,0,279,77,83,62,24,33
"Oldmans Township School District, New Jersey","3412210",1215,161,431,320,218,85,633,77,288,170,75,23,504,58,125,133,129,59,13,0,8,5,0,0,65,26,10,12,14,3
"Absecon City School District, New Jersey","3400660",6124,584,2188,1462,1165,725,3433,213,1477,744,641,358,1798,110,511,488,397,292,86,23,20,39,0,4,807,238,180,191,127,71
"Allamuchy Township School District, New Jersey","3400720",3542,100,1024,775,998,645,1951,40,532,499,533,347,1242,18,414,242,319,249,67,28,0,0,15,24,282,14,78,34,131,25
"Alloway Township School District, New Jersey","3400810",2378,172,923,696,419,168,1626,76,751,437,304,58,614,66,148,215,110,75,5,0,5,0,0,0,133,30,19,44,5,35
"Alpha Borough School District, New Jersey","3400840",1636,170,748,417,202,99,1095,129,546,257,127,36,449,38,184,134,58,35,13,0,3,0,0,10,79,3,15,26,17,18
"Alpine Borough School District, New Jersey","3400870",1135,83,132,118,490,312,209,11,47,21,93,37,381,0,18,29,222,112,9,0,0,6,3,0,536,72,67,62,172,163
"Andover Regional School District, New Jersey","3400900",4876,422,1257,1419,1171,607,2809,172,782,857,692,306,1551,166,340,468,357,220,49,19,0,9,2,19,467,65,135,85,120,62
"Avalon Borough School District, New Jersey","3401110",1285,24,249,261,399,352,278,4,56,65,88,65,965,17,186,193,302,267,8,1,3,0,0,4,34,2,4,3,9,16
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1472,30,197,382,547,316,1026,16,168,254,372,216,398,9,29,118,152,90,6,0,0,6,0,0,42,5,0,4,23,10
"Barrington Borough School District, New Jersey","3401170",5157,311,1598,1568,1168,512,2697,119,961,848,571,198,2150,94,519,686,538,313,58,0,58,0,0,0,252,98,60,34,59,1
"Bay Head Borough School District, New Jersey","3401230",789,7,102,174,304,202,476,0,66,115,199,96,262,3,30,48,92,89,4,0,0,0,0,4,47,4,6,11,13,13
"Bedminster Township School District, New Jersey","3401320",6740,111,751,1348,2342,2188,3326,11,410,717,1167,1021,2285,40,215,399,770,861,55,0,7,0,26,22,1074,60,119,232,379,284
"Bloomingdale Borough School District, New Jersey","3401860",5726,451,1886,1365,1397,627,2890,99,1095,784,687,225,1703,146,443,401,442,271,67,12,19,36,0,0,1066,194,329,144,268,131
"Belmar Borough School District, New Jersey","3401410",4557,355,926,931,1638,707,2714,120,466,594,1165,369,1205,63,230,224,404,284,27,0,18,5,4,0,611,172,212,108,65,54
"Berlin Township School District, New Jersey","3401620",3996,595,1522,1034,682,163,2214,356,905,576,317,60,1420,139,532,357,301,91,20,0,20,0,0,0,342,100,65,101,64,12
"Beverly City School District, New Jersey","3401740",1746,162,709,560,197,118,1061,89,456,335,94,87,466,40,178,151,74,23,72,0,22,30,16,4,147,33,53,44,13,4
"Spring Lake Borough School District, New Jersey","3415570",2211,17,466,373,817,538,1469,8,395,251,526,289,693,9,71,99,273,241,0,0,0,0,0,0,49,0,0,23,18,8
"Spring Lake Heights Borough School District, New Jersey","3415600",3493,58,599,1005,1194,637,2150,58,384,565,785,358,1167,0,166,380,342,279,0,0,0,0,0,0,176,0,49,60,67,0
"Stone Harbor Borough School District, New Jersey","3415810",828,24,135,157,283,229,154,5,35,22,59,33,657,13,100,135,221,188,2,0,0,0,2,0,15,6,0,0,1,8
