"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"California","06",35.5,22.8,53.8,38.8,44.4
"Colorado","08",36.2,22.6,45.4,36.3,39.8
"Connecticut","09",40.4,32.2,48.1,41.4,43.1
"Delaware","10",39.2,27.2,47.7,44.9,41
"District of Columbia","11",33.7,26.9,34.9,37.9,38.4
"Florida","12",41.1,20.6,53.2,41.1,46.8
"Georgia","13",35.7,28.1,42.7,34.9,38.9
"Hawaii","15",38.3,32.6,39.3,34.7,48.2
"Idaho","16",35.2,24.4,44.2,31.2,38.2
"Illinois","17",37,31.6,46.5,41.8,42.2
"Indiana","18",37.3,33.7,45,37.6,37.7
"Iowa","19",38,37.6,40.3,33,36
"Kansas","20",36,30.3,43.7,33.5,37.7
"Kentucky","21",38.4,37,41.8,35.9,36
"Louisiana","22",36,33.8,43.3,39.4,39.9
"Maine","23",43.5,39.1,49.7,39.3,47
"Maryland","24",38.1,27.7,45.8,37.7,40.8
"Massachusetts","25",39.5,35.3,43.9,40.1,43.1
"Michigan","26",39.5,36.1,50.4,36.1,42.3
"Minnesota","27",37.6,34.6,44.6,33.4,36.7
"Mississippi","28",36.2,33.6,42.3,31.7,36.6
"Missouri","29",38.2,34,45.7,37.1,38.1
"Montana","30",40.2,32.2,48.1,36.4,46.6
"Nebraska","31",36.3,33.2,42,36.5,36.7
"Nevada","32",36.8,12.7,45.3,34.3,42.5
"New Hampshire","33",41.9,28.8,48.3,39.6,42.7
"New Jersey","34",39.4,28.9,48.6,48.2,43.6
"New Mexico","35",36.8,26.9,48.1,39.3,42.5
"New York","36",38.1,32.2,41.5,49.4,45.1
"North Carolina","37",37.8,33.4,42.7,36.2,37.6
"North Dakota","38",36.2,36.5,35.8,28.5,37.1
"Ohio","39",39.3,35.6,49.4,39.3,40.9
"Oklahoma","40",36.3,30.8,44.4,39,37.7
"Oregon","41",38.9,26.1,49.7,37.4,40.3
"Pennsylvania","42",40.5,39.6,42.6,40.4,41.9
"Rhode Island","44",39.8,36.2,43,39,43.2
"South Carolina","45",38.3,33.5,44,36.1,38.2
"South Dakota","46",36.7,33.9,41.4,33.6,35.2
"Tennessee","47",38.2,33.1,45.3,36.3,36.9
"Texas","48",33.9,26.3,44.3,36.1,40.5
"Utah","49",29.9,23.9,37.9,31.8,38
"Vermont","50",42.4,36,46.8,39.7,48.1
"Virginia","51",37.5,29.1,44,34.5,40.4
"Washington","53",37.5,26.2,47,37.4,40.5
"West Virginia","54",41.5,41.8,40.9,39.2,41.4
"Wisconsin","55",38.8,36.4,44.4,35,38.2
"Wyoming","56",36.9,27.3,44,30.2,37.1
"Alabama","01",38.2,35.8,43,36.5,36.2
"Alaska","02",33.8,20.3,44.8,31,42.6
"Arizona","04",36.6,18.3,49.8,39.7,42.6
"Arkansas","05",37.6,33.2,44.4,36.1,36.5
