"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Louisiana","22",4601893,309280,809844,476164,644935,565163,632814,305313,106983,153647,343498,254252,3619647,284652,706607,382372,490383,415053,475591,227863,79075,114637,255787,187627,787568,23115,90175,75969,111259,109851,123109,64328,23149,33842,74863,57908,26526,989,3500,3051,3978,4519,5580,1508,358,867,921,1255,168152,524,9562,14772,39315,35740,28534,11614,4401,4301,11927,7462
"Maine","23",1329192,66190,199797,116188,147351,161719,210020,108224,38614,55116,125335,100638,867172,59022,158046,80392,98216,98395,126071,61160,22445,30665,70343,62417,402899,6333,35366,30855,41031,54246,75313,41586,14458,22003,48974,32734,12026,325,1584,1301,2169,1499,2432,1220,200,149,745,402,47095,510,4801,3640,5935,7579,6204,4258,1511,2299,5273,5085
"Maryland","24",5884563,364625,978310,569493,801626,775962,894876,389504,151523,195963,429926,332755,2783030,294604,673435,321109,321728,268042,337904,146138,61434,71325,159573,127738,2185615,60133,243209,176787,284986,302744,388683,186839,69352,95802,211407,165673,76582,3251,9952,8377,13992,12398,16270,4423,1879,1392,3012,1636,839336,6637,51714,63220,180920,192778,152019,52104,18858,27444,55934,37708
"Massachusetts","25",6646144,363859,1037396,688280,886716,856995,1002726,456413,165511,227217,509669,451362,4188522,331264,851337,436706,462611,450110,573768,266479,97475,133996,298201,286575,1290017,23387,105290,152548,207255,176530,217541,104869,39034,57607,118670,87286,171913,2957,23708,18833,25245,29392,30160,12681,4363,5451,12582,6541,995692,6251,57061,80193,191605,200963,181257,72384,24639,30163,80216,70960
"Michigan","26",9883360,571645,1695978,994719,1172289,1225386,1457028,712107,260481,351104,795091,647532,7577629,528546,1486033,794625,891716,903544,1078430,528350,188577,244893,524574,408341,1633567,34106,148238,136291,171085,185939,270662,139497,56909,85365,214521,190954,64845,2699,12560,7461,8490,11571,10411,4040,850,1072,3468,2223,607319,6294,49147,56342,100998,124332,97525,40220,14145,19774,52528,46014
"Minnesota","27",5379139,347581,930219,500595,737436,671226,786610,366120,133075,176367,392040,337870,3704131,313601,760401,345054,449698,394381,500305,241831,88601,118927,257602,233730,1252791,28228,125729,110640,187027,182517,225702,103158,39204,48941,111922,89723,32893,1479,5883,4481,5627,5704,5566,1536,456,729,843,589,389324,4273,38206,40420,95084,88624,55037,19595,4814,7770,21673,13828
"Mississippi","28",2984926,202396,545273,325289,374529,375050,396700,193210,69246,100509,231898,170826,2148957,178583,436322,232993,261790,249281,253553,128245,46963,69763,163985,127479,759712,22916,101205,80725,95951,110335,130981,61202,21060,28891,65602,40844,16954,405,2738,2326,3824,3353,2458,940,92,340,399,79,59303,492,5008,9245,12964,12081,9708,2823,1131,1515,1912,2424
"Missouri","29",6021988,374591,1029115,594641,790238,731535,855166,409792,145815,206770,488601,395724,4011458,334039,826171,403042,495475,436241,524746,250936,89421,122509,284334,244544,1742258,37583,177577,162426,235456,239106,290373,142154,50850,76622,189289,140822,40196,1141,5637,4674,7123,7798,6187,3409,744,984,1576,923,228076,1828,19730,24499,52184,48390,33860,13293,4800,6655,13402,9435
"Montana","30",1005141,58839,161301,98231,123950,114594,141267,78529,31306,38539,89772,68813,534801,50011,116201,52548,65829,54644,63930,33609,14589,15826,35865,31749,443877,8747,42214,42596,54508,55190,73532,42673,16155,21561,51972,34729,8119,61,1535,1269,978,1732,1156,783,135,103,233,134,18344,20,1351,1818,2635,3028,2649,1464,427,1049,1702,2201
"Nebraska","31",1855525,132001,330801,185815,249263,222995,250281,121699,46798,58900,132784,124188,1208158,115593,250286,114266,148113,120351,148797,73304,28132,37335,84303,87678,514626,15134,65409,55779,71610,69861,82538,42613,16374,18217,43822,33269,14219,375,2815,1411,2121,3220,2691,802,29,290,78,387,118522,899,12291,14359,27419,29563,16255,4980,2263,3058,4581,2854
"Nevada","32",2758931,182912,481510,253867,394004,380539,375615,177760,62985,90253,221977,137509,689023,151853,284946,79578,67217,40356,32178,11304,2917,4947,8996,4731,1489818,27360,164307,132874,210195,204029,235261,122390,46541,66114,170859,109888,49500,2262,6897,5815,10772,8037,8352,1941,777,989,1772,1886,530590,1437,25360,35600,105820,128117,99824,42125,12750,18203,40350,21004
"New Hampshire","33",1320718,65506,209516,125813,148055,168883,219584,101834,36551,50879,109623,84474,554712,51896,136492,62800,63336,55692,67279,31623,10801,13904,32253,28636,681045,12634,64338,56090,72941,94820,136744,65494,24108,33769,70399,49708,13592,282,2196,1361,1762,2255,3183,653,244,174,805,677,71369,694,6490,5562,10016,16116,12378,4064,1398,3032,6166,5453
"New Jersey","34",8864590,526587,1500151,788500,1128566,1198565,1367769,592115,223197,288826,672683,577631,4665972,454589,1139493,517359,517878,499552,582023,254228,90759,113444,258442,238205,2113321,55207,241878,132380,228380,269684,375184,181288,73158,97433,244125,214604,201998,4779,19501,13719,23520,28247,39519,17529,7338,10213,22683,14950,1883299,12012,99279,125042,358788,401082,371043,139070,51942,67736,147433,109872
"New Mexico","35",2085538,143036,372812,209360,274879,248118,276610,138042,54371,74052,168984,125274,1114165,123867,280165,125700,142693,110898,125365,55612,20422,26052,59225,44166,755145,16891,75259,65342,93605,93925,112852,65287,27756,40169,94518,69541,24040,643,3748,2691,3323,3931,5301,1842,642,934,532,453,192188,1635,13640,15627,35258,39364,33092,15301,5551,6897,14709,11114
"New York","36",19570261,1164322,3096688,1999490,2755074,2537255,2840055,1289901,471929,656086,1484408,1275053,12438910,1081579,2642232,1387081,1472059,1338869,1616008,738834,266728,370547,796934,728039,2248358,49863,202099,254660,427685,293271,307010,154701,60457,81404,229143,188065,458623,10395,46749,32352,57396,53424,70554,32613,14183,23303,68318,49336,4424370,22485,205608,325397,797934,851691,846483,363753,130561,180832,390013,309613
"North Carolina","37",9752073,611752,1672250,978188,1252143,1330471,1364023,634385,231100,331061,784044,562656,5655193,539175,1241284,558462,573905,605981,675882,349256,129954,186240,447378,347676,3250073,62248,357896,333287,480422,516800,552754,243952,88866,126680,295800,191368,98735,3904,14273,12649,16234,17337,18879,5236,2079,1971,3975,2198,748072,6425,58797,73790,181582,190353,116508,35941,10201,16170,36891,21414
"North Dakota","38",699628,45120,108978,87626,98752,77584,92666,46140,17812,23988,50637,50325,467872,38123,80576,47461,59919,44473,60820,30814,12973,15984,36758,39971,206073,6709,24591,36230,33763,28025,28975,13991,4458,7242,12509,9580,6303,113,1496,962,1662,811,844,203,16,65,68,63,19380,175,2315,2973,3408,4275,2027,1132,365,697,1302,711
"Ohio","39",11544225,690055,1969870,1113584,1430201,1429099,1671322,816491,300318,415717,928586,778982,8662451,639456,1698855,861355,1065708,1042533,1219467,589926,208060,273880,583904,479307,2345984,43583,227198,199833,257911,287655,372153,192475,79464,121791,303015,260906,84460,2505,12146,9717,12849,12732,13224,7061,1921,2562,5606,4137,451330,4511,31671,42679,93733,86179,66478,27029,10873,17484,36061,34632
"Oklahoma","40",3814820,262161,674123,391080,516852,467408,506542,249369,87097,124181,303674,232333,2321364,231089,514048,237223,295337,238182,244049,126085,45886,67932,175354,146179,1247329,28612,140732,126303,165368,173849,220679,109542,36185,51686,116647,77726,32843,723,3406,3586,6187,6177,7441,2650,731,638,857,447,213284,1737,15937,23968,49960,49200,34373,11092,4295,3925,10816,7981
"Oregon","41",3899353,232113,628633,366835,532957,505210,521859,275851,105880,148322,330054,251639,1788352,202633,466935,199196,235423,177619,178657,95575,35446,47176,90680,59012,1697149,26335,128403,128311,214695,233098,270888,155279,62308,90426,214989,172417,41085,915,6218,5017,6385,8932,6703,2971,478,1002,1449,1015,372767,2230,27077,34311,76454,85561,65611,22026,7648,9718,22936,19195
"Pennsylvania","42",12763536,718316,2019138,1269765,1572037,1554970,1876017,928146,329169,454048,1062517,979413,9416894,650519,1657514,903290,1061228,1043604,1325685,672265,240241,332644,778758,751146,2373931,56280,282317,279140,325355,325643,386316,188007,64498,89543,211096,165736,203447,5087,28235,16116,35997,33344,34407,16257,4391,7199,12889,9525,769264,6430,51072,71219,149457,152379,129609,51617,20039,24662,59774,53006
"Rhode Island","44",1050292,56147,160815,121059,128901,129835,157782,73262,27242,36424,81849,76976,610522,48274,125387,60502,64067,65033,81794,39741,14361,18532,47202,45629,280758,6450,24746,43235,37650,35705,46746,20611,8164,12704,23608,21139,18887,400,1992,2672,2873,3065,3303,1930,349,383,1066,854,140125,1023,8690,14650,24311,26032,25939,10980,4368,4805,9973,9354
"South Carolina","45",4723723,294537,786439,491131,599125,600579,647657,319415,114865,175199,418053,276723,2748889,245165,571293,289450,309161,301065,329793,173912,64942,93694,214771,155643,1702830,45167,195282,172846,224043,243375,275630,131675,45182,74022,184380,111228,50028,2443,5284,7175,9640,8362,9291,2727,1176,1184,1700,1046,221976,1762,14580,21660,56281,47777,32943,11101,3565,6299,17202,8806
"South Dakota","46",833354,58683,145539,84840,110630,93882,111139,58391,21841,27317,61623,59469,536927,51017,109587,50449,64634,52097,66176,35006,12877,16301,37706,41077,268699,7250,32543,29652,40639,37241,41664,21002,8078,10492,22893,17245,4871,194,956,546,872,1123,474,333,0,136,85,152,22857,222,2453,4193,4485,3421,2825,2050,886,388,939,995
"Tennessee","47",6456243,400023,1094194,625553,843449,848687,901943,432006,162425,227242,536818,383903,3964254,360149,856035,393035,457310,442129,477479,234675,89360,126753,300855,226474,2147359,35911,204125,197064,301824,325865,375863,179979,67547,92840,220633,145708,52989,1073,8136,7276,8887,10719,9232,2824,639,1250,1716,1237,291641,2890,25898,28178,75428,69974,39369,14528,4879,6399,13614,10484
"Texas","48",26059203,1932848,5048327,2687649,3751515,3559090,3442036,1515080,529935,755001,1644955,1192767,15785982,1770082,4032003,1797996,2061337,1632774,1601588,755818,266862,384678,834321,648523,5671916,127724,677674,478511,758287,856740,996644,454591,165492,234961,539840,381452,331612,12539,53205,39477,53921,61232,56936,21024,5720,9009,12172,6377,4269693,22503,285445,371665,877970,1008344,786868,283647,91861,126353,258622,156415
"Utah","49",2855287,257929,629259,326764,445114,356774,307352,146811,47570,65832,154468,117414,1763861,232681,486947,194457,252605,176915,146564,74889,24304,34137,77160,63202,823120,23080,117196,101483,130946,119451,117871,58880,19419,24708,64617,45469,27434,861,4189,5091,5477,4693,3362,1411,348,642,825,535,240872,1307,20927,25733,56086,55715,39555,11631,3499,6345,11866,8208
"Vermont","50",626011,31011,92878,67174,70300,73424,97704,51191,17953,25887,55954,42535,322224,25234,66059,30413,36619,33785,43577,22021,7354,10424,24672,22066,271880,5714,23718,33488,29247,35066,49116,26870,9427,13936,27850,17448,6366,10,970,681,1214,866,1344,453,154,193,220,261,25541,53,2131,2592,3220,3707,3667,1847,1018,1334,3212,2760
"Virginia","51",8185867,507071,1347561,826469,1138612,1103601,1196525,531772,198230,273893,618154,443979,4040206,424186,944690,450151,458845,403007,463087,222492,80795,111715,274135,207103,3059703,71694,317977,280095,452773,454894,537945,241445,95130,128792,282719,196239,138638,4811,22933,17746,25099,23843,23540,10247,1887,2966,2881,2685,947320,6380,61961,78477,201895,221857,171953,57588,20418,30420,58419,37952
"Washington","53",6897012,440973,1144056,666124,970606,915538,966599,463551,178274,243673,523878,383740,3270610,378739,832511,369220,403186,315503,355179,171668,65057,88196,174110,117241,2587596,50782,237043,196479,356971,372419,437274,226301,89879,124287,278924,217237,122407,4160,17541,13686,19538,22978,22831,8780,2262,3137,4436,3058,916399,7292,56961,86739,190911,204638,151315,56802,21076,28053,66408,46204
"West Virginia","54",1855413,105263,278957,174992,218051,230967,263554,136984,59722,75819,175800,135304,1291023,85473,206118,108656,143457,146083,165321,95476,43753,55505,134950,106231,530022,19245,70067,61575,69312,78572,92164,39689,15444,19184,37752,27018,8522,145,1063,1718,840,1426,2049,557,170,92,279,183,25846,400,1709,3043,4442,4886,4020,1262,355,1038,2819,1872
"Wisconsin","55",5726398,351235,965515,555478,734480,698135,850977,402322,141462,202764,439635,384395,4092315,317136,788352,388261,488090,449297,570665,279717,97531,139049,298113,276104,1317694,30854,147121,133480,176329,182358,233682,105269,38460,55817,122451,91873,44380,963,6793,5899,8560,6864,7694,3023,727,697,2059,1101,272009,2282,23249,27838,61501,59616,38936,14313,4744,7201,17012,15317
"Wyoming","56",576412,38016,98594,58860,80079,68921,77878,42921,16624,19469,43581,31469,234139,28877,57369,23478,33169,22239,24952,12538,5009,6016,12764,7728,317367,8669,38029,32647,41513,41022,50006,28595,11180,13235,29568,22903,5386,226,1154,827,751,810,450,800,34,0,258,76,19520,244,2042,1908,4646,4850,2470,988,401,218,991,762
"Alabama","01",4822023,301808,823167,487402,608843,616420,670218,324646,119888,169272,404475,295884,3385694,267191,660971,339679,394254,380843,432737,215644,82859,117170,279353,214993,1235686,31700,143001,126434,165562,189983,209047,97074,34247,48118,115928,74592,36964,804,4361,4564,7711,6319,7187,3444,479,844,888,363,163679,2113,14834,16725,41316,39275,21247,8484,2303,3140,8306,5936
"Alaska","02",731449,53934,133331,79590,109331,95782,103975,52436,19374,21577,40354,21765,295280,44849,89809,42023,41491,28038,22669,9655,2870,4532,5803,3541,367622,8555,32849,32262,56626,54399,70056,37641,15360,14772,29638,15464,16234,227,4526,1723,2466,3179,2243,1248,192,239,112,79,52313,303,6147,3582,8748,10166,9007,3892,952,2034,4801,2681
"Arizona","04",6553255,437772,1181813,653206,875914,830584,837284,393658,152069,219869,558961,412125,2523007,391654,854619,338813,327980,214467,178888,70438,24592,26176,58183,37197,3081201,39435,266932,236992,378357,401059,487872,255769,104580,161338,423942,324925,73120,1804,9608,7140,11333,13424,12810,6823,626,2850,4357,2345,875927,4879,50654,70261,158244,201634,157714,60628,22271,29505,72479,47658
"Arkansas","05",2949131,191656,519973,288120,379413,368925,395856,193691,70616,99774,252886,188221,1814554,164025,388154,173843,216412,201485,211432,103718,39641,57319,145538,112987,987189,25943,118712,97069,126771,132181,161966,82672,29018,39167,101211,72479,18223,1015,2784,1897,3125,2660,3430,1847,118,590,666,91,129165,673,10323,15311,33105,32599,19028,5454,1839,2698,5471,2664
