"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"California","06",24779784,4586733,5107967,7424555,4865203,2795326,9534797,853228,2249880,3678248,1869107,884334,5778669,406987,1059168,1892804,1427184,992526,321849,39501,55417,110086,74586,42259,9144469,3287017,1743502,1743417,1494326,876207
"Colorado","08",3444654,323935,752200,1077513,818469,472537,1010783,90455,285536,351307,200619,82866,1957274,88163,367855,624361,541623,335272,57079,3830,9650,19699,15894,8006,419518,141487,89159,82146,60333,46393
"Connecticut","09",2457978,249186,682207,615448,503440,407697,1154046,88809,384687,324963,212393,143194,780123,44516,158188,183295,206506,187618,99785,35010,29965,20462,7768,6580,424024,80851,109367,86728,76773,70305
"Delaware","10",618612,71301,194904,169718,111921,70768,217856,26046,85563,59474,32056,14717,323831,29190,94183,93312,63906,43240,11972,2036,3301,3661,1996,978,64953,14029,11857,13271,13963,11833
"District of Columbia","11",439531,50139,81081,75520,100904,131887,124640,22350,42647,34546,15336,9761,230117,12781,23741,28012,68257,97326,8152,161,509,1839,2531,3112,76622,14847,14184,11123,14780,21688
"Florida","12",13503747,1821458,4020195,4039025,2329936,1293133,2834863,372167,944851,891119,436984,189742,6916117,599069,2024561,2241427,1283230,767830,476278,84351,131870,147748,72172,40137,3276489,765871,918913,758731,537550,295424
"Georgia","13",6403838,960025,1810866,1825672,1140757,666518,2954572,536739,1035364,815237,368674,198558,2571327,188998,577212,832722,613513,358882,95815,8370,21557,32269,19771,13848,782124,225918,176733,145444,138799,95230
"Hawaii","15",952281,91486,269304,305275,186586,99630,448252,36545,152197,142964,79539,37007,256306,6947,47674,94162,63671,43852,28052,2245,8428,9401,5475,2503,219671,45749,61005,58748,37901,16268
"Idaho","16",1012786,103357,280462,371074,175020,82873,371762,28033,118147,140780,60953,23849,553822,41401,142718,211135,105470,53098,8756,651,2060,3147,1795,1103,78446,33272,17537,16012,6802,4823
"Illinois","17",8558895,1061131,2313202,2477209,1684348,1023005,5043491,406212,1521785,1670752,948429,496313,1852225,173309,397341,503139,454748,323688,103438,26132,22142,28404,16508,10252,1559741,455478,371934,274914,264663,192752
"Indiana","18",4278945,532518,1510802,1233516,643210,358899,2700642,299473,1043593,808077,375615,173884,1313503,156647,401754,380040,228844,146218,26423,2256,6747,8985,5558,2877,238377,74142,58708,36414,33193,35920
"Iowa","19",2036993,171338,657642,671693,368331,167989,1418170,98242,504322,484241,244467,86898,503235,38502,128382,165108,105891,65352,11013,920,2081,4342,2287,1383,104575,33674,22857,18002,15686,14356
"Kansas","20",1863224,182199,509404,605379,362899,203343,972005,71498,303984,335464,180172,80887,723764,52889,170784,239553,160724,99814,16634,1518,3443,5822,3513,2338,150821,56294,31193,24540,18490,20304
"Kentucky","21",2935461,476805,1000756,818755,378979,260166,1961074,348100,728272,529351,213244,142107,849946,98316,240884,266640,144411,99695,18662,1268,4797,5939,4200,2458,105779,29121,26803,16825,17124,15906
"Louisiana","22",3006605,510690,1029965,805882,433223,226845,2246016,397623,816767,600220,296163,135243,598309,64961,174543,174281,112408,72116,18986,2578,4590,5441,4281,2096,143294,45528,34065,25940,20371,17390
"Maine","23",947017,79728,329267,273293,171449,93280,569712,55134,237440,164657,81236,31245,330345,15946,79751,97617,81463,55568,8816,573,2153,2480,2033,1577,38144,8075,9923,8539,6717,4890
"Maryland","24",3972135,433833,1035053,1036262,795930,671057,1493882,179338,530319,422653,226869,134703,1705486,101430,351378,461981,410307,380390,55002,4202,7621,16746,14196,12237,717765,148863,145735,134882,144558,143727
"Massachusetts","25",4556609,471324,1181922,1113418,1011713,778232,2569215,189208,788009,723758,553420,314820,1008792,45265,149543,208836,301974,303174,126415,41144,34721,26318,12904,11328,852187,195707,209649,154506,143415,148910
"Michigan","26",6621018,715558,2024195,2157862,1062110,661293,4768425,435821,1562266,1663130,723731,383477,1314932,153893,356608,389995,238245,176191,42125,6230,9873,12358,7431,6233,495536,119614,95448,92379,92703,95392
"Minnesota","27",3600744,270170,952141,1183093,807626,387714,2285075,136078,691576,808090,471308,178023,988194,54390,197391,305727,272809,157877,21050,1635,3124,6680,6070,3541,306425,78067,60050,62596,57439,48273
"Mississippi","28",1911968,338365,584142,594445,249319,145697,1301059,254849,407939,390324,162033,85914,554866,69331,162454,189785,79815,53481,11485,1518,2728,4573,1656,1010,44558,12667,11021,9763,5815,5292
"Missouri","29",4023641,484404,1272777,1203790,670388,392282,2448206,296810,854119,739781,366948,190548,1364672,141172,372547,421413,264338,165202,28744,1408,7930,9799,6441,3166,182019,45014,38181,32797,32661,33366
"Montana","30",686770,49467,204215,231159,138862,63067,316041,24306,99708,110470,60754,20803,350320,22905,99946,114700,73264,39505,5254,246,1414,1518,1627,449,15155,2010,3147,4471,3217,2310
"Nebraska","31",1206908,114623,334350,408273,233054,116608,728013,48202,224466,260396,135368,59581,378304,24386,90302,129784,86133,47699,9618,242,2109,3900,1902,1465,90973,41793,17473,14193,9651,7863
"Nevada","32",1840642,278202,529535,621108,272846,138951,172646,16583,55134,67826,23004,10099,1165277,99744,340993,440999,183221,100320,34526,4418,8756,12498,5848,3006,468193,157457,124652,99785,60773,25526
