"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"California","06",30416010,5511472,24904538,5119539,2895765,4092447,2776446,2977434,2145840,984796,3912271,13842512,3053764,10788748,2550151,1173888,1594607,1176950,1315538,980149,457697,1539768,6210030,546334,5663696,784921,576694,824207,601078,711250,561037,281890,1322619,384583,59135,325448,58372,35091,50048,31595,41142,29484,14545,65171,9978885,1852239,8126646,1726095,1110092,1623585,966823,909504,575170,230664,984713
"Colorado","08",4152392,473529,3678863,734056,340285,565412,461251,534129,362144,154896,526690,1381114,188554,1192560,301174,116736,193598,147447,173035,108699,41068,110803,2225456,194654,2030802,333848,174522,284217,247033,303412,220789,100294,366687,68581,7637,60944,12272,4608,8397,9208,7645,5467,3338,10009,477241,82684,394557,86762,44419,79200,57563,50037,27189,10196,39191
"Connecticut","09",2945674,353703,2591971,466152,233879,369198,298591,338486,280787,120966,483912,1471399,183400,1287999,247559,114816,185878,150866,174303,149747,64026,200804,886363,83092,803271,122263,62668,96781,83099,98720,87973,39961,211806,116084,16777,99307,28556,14748,17334,12282,10797,5790,2167,7633,471828,70434,401394,67774,41647,69205,52344,54666,37277,14812,63669
"Delaware","10",746748,87159,659589,127232,64760,103837,84401,98333,69283,31223,80520,283987,37592,246395,52365,25100,40447,30930,38173,26386,10805,22189,375572,35105,340467,62107,31662,50578,43064,50467,35684,17688,49217,13274,1168,12106,2143,1345,1843,1611,1877,1340,408,1539,73915,13294,60621,10617,6653,10969,8796,7816,5873,2322,7575
"District of Columbia","11",539055,65823,473232,94491,34464,48987,45249,58048,48647,21605,121741,162485,34792,127693,39484,12978,16519,14114,16589,9083,3502,15424,280740,18290,262450,42523,14707,19303,22008,31434,32878,13926,85671,9439,785,8654,1659,163,682,616,1311,684,776,2763,86391,11956,74435,10825,6616,12483,8511,8714,6002,3401,17883
"Florida","12",16016557,2518013,13498544,2861733,1658362,2532342,1814040,1824913,1069672,408762,1328720,4263092,1006607,3256485,909779,381263,567172,435366,423513,228413,85990,224989,7581479,799518,6781961,1142705,778305,1229819,916074,997648,631121,247116,839173,563792,89828,473964,115297,67953,87405,64867,58951,32333,11628,35530,3608194,622060,2986134,693952,430841,647946,397733,344801,177805,64028,229028
"Georgia","13",7830116,1392003,6438113,1416712,730671,1098699,833868,853060,561502,229650,713951,3818755,749517,3069238,793324,401523,533302,401552,398932,239264,84803,216538,3002691,420659,2582032,469047,239895,381098,328537,370299,264128,118889,410139,115150,18419,96731,18672,7724,17531,11515,14364,8777,4111,14037,893520,203408,690112,135669,81529,166768,92264,69465,49333,21847,73237
"Hawaii","15",1137619,150771,986848,176422,90304,161794,134513,157632,103843,42030,120310,559338,76118,483220,90649,44887,76250,66456,80489,52709,20732,51048,303211,32745,270466,39727,18745,42921,32640,41544,32496,13923,48470,34700,4959,29741,4576,3052,5253,4001,4907,2763,1378,3811,240370,36949,203421,41470,23620,37370,31416,30692,15875,5997,16981
"Idaho","16",1239521,148638,1090883,264734,121005,208353,149623,140196,90365,29954,86653,486511,61267,425244,110715,43967,79118,57300,58260,34887,12633,28364,650868,72006,578862,133610,64551,108468,77788,73441,51064,16334,53606,10929,1636,9293,2121,1500,1832,905,1171,593,224,947,91213,13729,77484,18288,10987,18935,13630,7324,3821,763,3736
"Illinois","17",10344646,1508937,8835709,1766366,871790,1454364,1086504,1186164,863143,373362,1234016,6402560,974510,5428050,1163604,518963,839658,665284,747972,555499,234723,702347,2099219,214107,1885112,330619,183585,283910,207039,247666,185413,89930,356950,121305,14468,106837,23427,14444,19912,13033,11548,9037,4216,11220,1721562,305852,1415710,248716,154798,310884,201148,178978,113194,44493,163499
"Indiana","18",5218923,688824,4530099,973956,491865,811381,640762,656514,411913,146595,397113,3358798,443042,2915756,638177,311409,514755,420438,445064,269264,93099,223550,1545404,181532,1363872,284016,150844,243000,181522,183316,124389,48320,148465,31999,4858,27141,5386,2571,4838,3867,3911,3458,546,2564,282722,59392,223330,46377,27041,48788,34935,24223,14802,4630,22534
"Iowa","19",2472319,213898,2258421,458376,228555,374963,326808,362581,223096,79825,204217,1710527,134984,1575543,302069,162463,261135,230903,267514,162326,55452,133681,618532,53795,564737,129864,56001,87019,76097,79780,53469,21185,61322,15067,1535,13532,3215,1677,3140,1531,1683,858,177,1251,128193,23584,104609,23228,8414,23669,18277,13604,6443,3011,7963
"Kansas","20",2281272,247150,2034122,423555,202475,347587,288591,308258,185932,68953,208771,1231605,127594,1104011,244500,112440,189770,158098,169626,103614,34409,91554,851138,80835,770303,147200,71510,122803,105066,118519,72733,30233,102239,21381,2270,19111,4154,2128,2971,3045,2774,1320,616,2103,177148,36451,140697,27701,16397,32043,22382,17339,8265,3695,12875
"Kentucky","21",3530921,440431,3090490,772258,367775,548560,416446,401031,251727,91529,241164,2372003,296034,2075969,541071,252883,371807,282547,269897,165532,57259,134973,1013639,119064,894575,203457,100658,151054,118643,118181,76738,31143,94701,22859,2189,20670,4458,1425,3708,2879,3321,2163,624,2092,122420,23144,99276,23272,12809,21991,12377,9632,7294,2503,9398
"Louisiana","22",3663532,563858,3099674,736419,380646,534193,376896,387801,266673,102923,314123,2785555,446027,2339528,577770,291712,408640,285300,286656,193941,74246,221263,693701,87238,606463,122478,69653,95861,74018,80379,62583,22348,79143,23227,3315,19912,5246,1490,2827,2258,2594,1798,1166,2533,161049,27278,133771,30925,17791,26865,15320,18172,8351,5163,11184
"Maine","23",1111822,89484,1022338,221740,115538,182631,147378,149060,93970,32741,79280,686266,57886,628380,142351,76529,114671,93858,92109,56205,17793,34864,371456,25700,345756,67617,33944,58975,46690,50548,34454,13203,40325,10509,961,9548,2006,402,1825,1572,1417,934,517,875,43591,4937,38654,9766,4663,7160,5258,4986,2377,1228,3216
"Maryland","24",4773742,595211,4178531,739747,337841,557676,468241,575265,447109,211456,841196,1965557,287380,1678177,379071,154074,244094,198112,242339,169474,73618,217395,1943552,179067,1764485,244991,116744,188203,175535,233170,207201,108064,490577,66308,6732,59576,10832,4483,6691,4240,6856,6874,3748,15852,798325,122032,676293,104853,62540,118688,90354,92900,63560,26026,117372
"Massachusetts","25",5498140,591741,4906399,980845,444030,684829,547488,655271,507057,234266,852613,3203749,340038,2863711,572961,265313,400996,324483,397360,312546,146325,443727,1191333,101743,1089590,194083,81793,123340,101037,136906,118660,58606,275165,152493,19242,133251,45973,20409,19566,12022,12748,7017,3048,12468,950565,130718,819847,167828,76515,140927,109946,108257,68834,26287,121253
"Michigan","26",8030918,1067307,6963611,1616950,775339,1182282,892531,931157,610815,253774,700763,5913166,786671,5126495,1205534,571452,864141,669328,713904,456787,185583,459766,1496500,155570,1340930,294798,147843,232181,168484,165344,116963,50077,165240,53236,9838,43398,10601,5722,6524,3742,6584,4239,1170,4816,568016,115228,452788,106017,50322,79436,50977,45325,32826,16944,70941
