"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Alabama","01",38.9,36.1,45.7,39.3,39.4
"Alaska","02",34.5,21.8,45.9,34.6,43.2
"Arizona","04",37.7,19.9,52.2,36.8,44.9
"Arkansas","05",38.1,33.3,46,32.6,39.5
"California","06",36.5,25.2,54.5,36.7,47.4
"Colorado","08",36.8,24,45.9,35.8,41.4
"Connecticut","09",40.9,32.9,49.6,44.1,44.9
"Delaware","10",40.1,28.8,51.2,40.8,40.8
"District of Columbia","11",34,27.6,35.1,33.8,38.6
"Florida","12",42,22.1,55.3,41.7,48.1
"Georgia","13",36.8,28.4,44.9,37.2,41.7
"Hawaii","15",39.2,32.5,39.3,37.6,50.4
"Idaho","16",36.3,26.3,44.7,35,41.9
"Illinois","17",38,32.9,46.7,38.6,45.2
"Indiana","18",37.7,34.1,46.2,36.9,38
"Iowa","19",38.3,37.7,40.2,35,37.9
"Kansas","20",36.7,30.7,44.7,34.8,41
"Kentucky","21",38.9,37.1,43.1,38.6,38.3
"Louisiana","22",36.8,35,44.3,35.9,40.6
"Maine","23",44.6,39.6,51,48,45.7
"Maryland","24",38.7,28.3,47.3,37.6,43.1
"Massachusetts","25",39.5,35,44.5,40.8,43.5
"Michigan","26",39.8,37,51.1,34.9,42.6
"Minnesota","27",37.9,34.9,45.7,32.4,38.5
"Mississippi","28",37.5,35.2,43.7,37.2,41.8
"Missouri","29",38.5,34.5,47,38.8,40.1
"Montana","30",40,32.6,47.9,41.4,46
"Nebraska","31",36.5,33.3,43.7,33.9,37.7
"Nevada","32",38,14.2,46.6,37.9,45.4
"New Hampshire","33",43.2,29.1,51.1,39.7,45.6
"New Jersey","34",39.8,29,50.1,46.8,45.1
"New Mexico","35",37.7,27.8,50.9,38.4,45.5
"New York","36",38.7,32.7,40.3,46.9,47.1
"North Carolina","37",38.8,32.9,44.9,33.8,40.6
"North Dakota","38",35.4,36.3,34.5,31.2,34.5
"Ohio","39",39.3,36.4,49.6,37.4,41.2
"Oklahoma","40",36.6,30.7,45.8,36.2,40.4
"Oregon","41",39.3,27.6,49.5,35.1,43.3
"Pennsylvania","42",40.8,39.6,43.7,39.3,42.8
"Rhode Island","44",39.5,35.5,42,43.6,45.1
"South Carolina","45",39.4,33.8,46.3,40.2,41
"South Dakota","46",36.9,34.2,43.1,34.9,34.5
"Tennessee","47",38.6,33,46.6,38,38
"Texas","48",34.7,26.7,45.1,34.4,42.8
"Utah","49",31,24,39.2,32.9,41
"Vermont","50",42.6,36,49.1,43.3,44.2
"Virginia","51",38.2,29.2,45.8,35.4,42.3
"Washington","53",37.7,27.1,47.2,36.7,42.3
"West Virginia","54",42.4,41.9,43,41.7,44.7
"Wisconsin","55",39.5,37.1,45.9,35.4,40.9
"Wyoming","56",37.5,27,45.4,37.3,37.7
