"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Alabama","01",25055,23307,29315,30660,25753
"Alaska","02",31686,22034,40570,35650,27370
"Arizona","04",29182,25035,32431,31376,25050
"Arkansas","05",24778,23663,25912,27165,25356
"California","06",31136,30651,41392,36377,27108
"Colorado","08",34945,29352,40027,36037,30889
"Connecticut","09",36009,35380,44577,20407,31481
"Delaware","10",32130,30289,34123,30424,34767
"District of Columbia","11",49075,26664,62277,47375,45487
"Florida","12",26667,24783,30715,23938,23294
"Georgia","13",28415,24267,34823,30346,27795
"Hawaii","15",35177,35628,38523,32482,30962
"Idaho","16",25688,24592,26561,28738,24727
"Illinois","17",31666,31528,35727,26429,30093
"Indiana","18",28756,28601,29699,30502,26513
"Iowa","19",30974,31576,29908,27490,28069
"Kansas","20",30124,28882,31749,32412,27380
"Kentucky","21",25791,24612,29135,31220,25239
"Louisiana","22",24871,23639,29379,27947,24744
"Maine","23",27980,26448,30998,36667,24492
"Maryland","24",38296,31512,48439,41133,35299
"Massachusetts","25",36349,35866,46223,20165,31897
"Michigan","26",28747,28395,30039,29294,28819
"Minnesota","27",34709,34205,38325,37276,28549
"Mississippi","28",24020,22223,27359,33225,26841
"Missouri","29",28152,27309,30086,32032,26927
"Montana","30",27191,26691,27926,33299,22056
"Nebraska","31",31436,31632,31872,37178,27433
"Nevada","32",30446,25593,31964,30507,27907
"New Hampshire","33",34060,30071,38586,32403,31160
"New Jersey","34",36331,35477,44894,23731,32248
"New Mexico","35",24856,22161,29220,30542,20947
"New York","36",31750,32344,41463,20774,28387
"North Carolina","37",27494,24507,32696,28636,26428
"North Dakota","38",33648,35282,31890,33937,30428
"Ohio","39",28831,28456,30171,23960,28875
"Oklahoma","40",26288,25526,27787,30863,25193
"Oregon","41",29841,27925,31382,30764,27072
"Pennsylvania","42",30285,30006,32578,21168,28127
"Rhode Island","44",30402,30970,33859,25441,23845
"South Carolina","45",26086,22842,30705,30403,25805
"South Dakota","46",30245,30046,30900,29321,27573
"Tennessee","47",26670,24904,30416,31446,25385
"Texas","48",29868,27524,37273,30070,25944
"Utah","49",29910,28580,31999,30187,26829
"Vermont","50",29800,27980,31209,32493,26540
"Virginia","51",34155,26752,43727,42096,34273
"Washington","53",34652,31706,38415,40370,30991
"West Virginia","54",23840,23095,25586,31578,23855
"Wisconsin","55",31126,31140,31573,25865,29717
"Wyoming","56",31213,30916,31654,41875,23774
