"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Georgia","13",10429379,655223,1859542,1018588,1421366,1384136,1418289,671921,261306,337158,870469,531381,5751677,568068,1411929,622490,706707,586907,592485,292401,115854,153251,425098,276487,3472169,74928,369202,299541,485336,510675,591019,295757,113709,146403,374890,210709,139565,5748,18666,15758,24492,23170,21845,10941,4595,3976,6203,4171,1065968,6479,59745,80799,204831,263384,212940,72822,27148,33528,64278,40014
"Hawaii","15",1427538,89573,216424,123797,206064,181837,173608,94201,37242,51042,144861,108889,757188,71811,161025,68662,100432,76497,74156,42569,15387,20699,67402,58548,362026,13857,38231,38355,65986,52272,41132,24572,11393,15677,40839,19712,42759,1904,7291,4912,5102,7209,5296,3458,947,1705,3221,1714,265565,2001,9877,11868,34544,45859,53024,23602,9515,12961,33399,28915
"Idaho","16",1716943,116226,327059,161870,221528,215657,198380,109621,46535,57473,160366,102228,817962,94089,214479,84697,98833,89004,73803,41289,14024,18519,54079,35146,780969,19570,103870,65824,101194,102501,102970,61569,28445,34373,98506,62147,16872,919,2547,1845,3081,2639,2355,1157,623,753,844,109,101140,1648,6163,9504,18420,21513,19252,5606,3443,3828,6937,4826
"Illinois","17",12802023,767348,2127742,1199876,1765429,1647140,1678264,868447,340591,459591,1123624,823971,8570225,695180,1819546,883815,1090280,949919,977772,539963,211304,278202,645981,478263,2251563,57454,211671,185198,340468,281621,317567,177492,68030,101823,292639,217600,147814,5974,22149,16926,22259,17168,20907,9853,5051,5055,13469,9003,1832421,8740,74376,113937,312422,398432,362018,141139,56206,74511,171535,119105
"Indiana","18",6666818,419552,1154479,657470,868016,818483,855973,447621,176307,245031,599762,424124,4532145,375184,939745,442743,555369,511358,532756,287667,111153,155311,367610,253249,1738581,39568,177367,167497,230383,223568,259121,135886,58319,81255,209086,156531,44859,1216,8262,4625,6858,6434,8447,2409,1323,974,2306,2005,351233,3584,29105,42605,75406,77123,55649,21659,5512,7491,20760,12339
"Iowa","19",3145711,198623,531727,321452,392787,374473,382916,218856,85845,114408,291104,233520,2209278,169512,418950,203756,244335,243865,251840,151307,61246,81427,208334,174706,750559,26381,96645,94861,109108,92085,99754,55262,20888,29168,73127,53280,19146,804,2876,2253,3652,2447,3442,1875,274,688,224,611,166728,1926,13256,20582,35692,36076,27880,10412,3437,3125,9419,4923
"Kansas","20",2913123,193049,519526,296020,384111,354624,343221,190176,76098,108847,255640,191811,1734866,166731,401932,176804,207076,176911,162602,102659,40239,57339,134557,108016,952105,23642,102915,97186,131426,125790,137898,73851,30730,43806,107844,77017,25595,1290,2989,3584,5104,3302,4912,2105,543,633,982,151,200557,1386,11690,18446,40505,48621,37809,11561,4586,7069,12257,6627
"Kentucky","21",4454189,276356,738248,420632,573771,555670,584245,315741,118072,162406,424189,284859,3083978,237723,585809,288289,355268,352000,364972,208283,79684,109257,290797,211896,1168311,36351,132179,108838,176173,163226,186840,93103,33978,48036,122847,66740,32815,1012,4105,4454,4557,4795,5524,4316,794,1154,1537,567,169085,1270,16155,19051,37773,35649,26909,10039,3616,3959,9008,5656
"Louisiana","22",4684333,306213,803029,454814,654476,588273,577426,306691,127588,169712,420819,275292,3669092,284864,698672,363205,485846,439288,426903,228070,98590,127488,312442,203724,791034,18265,89558,68995,122791,102540,113112,64118,23819,34868,92491,60477,32804,1351,2980,5785,6104,4168,5059,2295,765,1157,1875,1265,191403,1733,11819,16829,39735,42277,32352,12208,4414,6199,14011,9826
"Maine","23",1335907,64390,189812,109965,158713,151118,184823,108626,43271,58448,159161,107580,848403,56924,150534,71475,101574,90688,107889,60854,26090,32993,86193,63189,426513,6360,33384,34277,48863,50498,67878,42295,14974,22489,66426,39069,15558,976,2325,489,1104,2544,2095,2179,932,766,1100,1048,45433,130,3569,3724,7172,7388,6961,3298,1275,2200,5442,4274
"Maryland","24",6052177,363313,983637,537623,837271,772536,844542,428485,162356,219828,532895,369691,2853910,292633,688035,303949,375495,262454,302325,160769,63276,85834,193211,125929,2180098,59921,222773,158426,286822,284843,356491,186298,71995,100086,262176,190267,90233,3095,14151,8966,15506,14311,14567,7875,2294,2071,4826,2571,927936,7664,58678,66282,159448,210928,171159,73543,24791,31837,72682,50924
"Massachusetts","25",6859819,360336,1010248,700662,972147,835762,942394,486459,189662,254325,636036,471788,4125994,317318,813055,422409,511476,388343,497894,271125,109475,143662,366151,285086,1371892,28001,103849,157901,224289,182247,205787,108932,44630,63249,155554,97453,205461,5126,27708,22275,28040,34413,35150,14660,5906,6521,16663,8999,1156472,9891,65636,98077,208342,230759,203563,91742,29651,40893,97668,80250
"Michigan","26",9962311,572370,1603491,967140,1266361,1157393,1328423,718892,290467,392661,978239,686874,7581345,525277,1390082,761684,943099,840370,965076,537947,217646,288460,669206,442498,1600774,35987,147330,128805,187106,173601,228540,129391,53672,80834,244012,191496,76386,3140,13815,8321,13073,11981,9734,5414,1763,1513,4643,2989,703806,7966,52264,68330,123083,131441,125073,46140,17386,21854,60378,49891
"Minnesota","27",5576606,353860,943922,500408,758807,701136,708904,394482,145599,210584,492811,366093,3759056,314438,772176,341805,454064,399559,429600,250178,95036,137682,318479,246039,1290331,31984,118690,109907,190219,182270,194005,115363,41014,61674,145960,99245,40976,1515,7523,4595,8503,6854,6324,2045,1118,581,1357,561,486243,5923,45533,44101,106021,112453,78975,26896,8431,10647,27015,20248
"Mississippi","28",2984100,182467,532086,310206,362723,377902,371222,195996,74511,111268,279707,186012,2148691,159689,433898,221700,253130,258358,245282,127019,49199,78233,190115,132068,752326,21423,92042,79451,94551,102410,111640,62518,23435,31270,83245,50341,17365,1061,1839,2048,3026,3575,2679,1376,530,328,844,59,65718,294,4307,7007,12016,13559,11621,5083,1347,1437,5503,3544
"Missouri","29",6113532,374001,1013660,575596,814462,729164,773476,427294,168576,227034,583687,426582,4037657,328508,820414,390688,506049,443346,452627,261659,99909,133688,340355,260414,1771977,41251,168930,151459,247571,227392,269545,147663,60327,82523,222833,152483,46796,1304,6328,4575,8071,8561,8997,3594,1206,1409,1972,779,257102,2938,17988,28874,52771,49865,42307,14378,7134,9414,18527,12906
"Montana","30",1050493,61405,168490,96932,132667,125034,123311,72861,34158,45419,114268,75948,557397,53618,124897,49861,68692,59520,50044,34184,15934,20085,46919,33643,458168,7426,39998,43843,58571,60285,66761,35726,17196,24370,64654,39338,11819,361,2207,1059,1395,1644,2378,1060,64,413,749,489,23109,0,1388,2169,4009,3585,4128,1891,964,551,1946,2478
"Nebraska","31",1920076,131679,342918,186225,259071,235957,225511,126181,49047,68582,167846,127059,1238717,117022,269189,115775,144600,136095,126269,72592,30235,43287,100228,83425,523353,13126,58877,55581,77062,64540,73952,44555,15924,21578,58403,39755,14675,487,2432,1843,2782,2413,2055,961,566,261,657,218,143331,1044,12420,13026,34627,32909,23235,8073,2322,3456,8558,3661
"Nevada","32",2998039,184055,499902,250902,436060,400006,396715,196390,72357,102973,286595,172084,776940,149781,321676,96009,83172,47207,36412,13847,3933,5420,12380,7103,1572386,29685,146553,118608,243391,211071,225046,125579,51232,75828,216053,129340,52694,1747,8208,4590,8965,7966,7845,3450,1981,2012,3768,2162,596019,2842,23465,31695,100532,133762,127412,53514,15211,19713,54394,33479
"New Hampshire","33",1342795,63523,194672,126595,163877,151687,196140,113302,39080,57598,143104,93217,561018,47802,134392,64434,74778,54395,58390,31824,10711,16251,39153,28888,683319,14672,53184,54313,72035,81096,118472,73673,25647,37633,94533,58061,15291,306,2448,1899,2042,2066,3124,929,489,701,778,509,83167,743,4648,5949,15022,14130,16154,6876,2233,3013,8640,5759
"New Jersey","34",9005644,520361,1458435,792310,1162394,1159791,1277960,640344,254733,322844,801569,614903,4674324,443121,1099298,530281,569145,454054,532433,267077,103845,128699,311724,234647,2061645,54218,228331,130406,226252,235106,323420,183789,79107,104730,271564,224722,214613,5246,27057,15993,26915,25850,32469,19642,8020,8496,27129,17796,2055062,17776,103749,115630,340082,444781,389638,169836,63761,80919,191152,137738
"New Mexico","35",2088070,126427,363295,206873,274063,250144,239784,141515,56160,79880,212171,137758,1133231,106493,279676,132817,152219,125227,103099,59595,22905,27551,72806,50843,735209,17138,68307,56409,92018,81189,93713,64599,26091,42710,117209,75826,24122,1105,4474,1807,3330,3489,3079,2415,509,1229,1721,964,195508,1691,10838,15840,26496,40239,39893,14906,6655,8390,20435,10125
"New York","36",19849399,1157597,2995900,1874770,2923367,2471713,2661217,1346547,552137,705102,1786400,1374649,12484759,1059576,2531531,1312008,1663804,1236533,1466985,774425,313828,397529,989894,738646,2312756,55222,208124,241181,460417,317106,286179,155599,65362,83652,241733,198181,511503,15292,58534,42559,73341,55697,61282,31564,15796,21786,68406,67246,4540381,27507,197711,279022,725805,862377,846771,384959,157151,202135,486367,370576
"North Carolina","37",10273419,601181,1700009,981044,1352154,1305272,1390045,684650,265000,364066,987947,642051,5795939,520408,1270871,576283,648193,568953,644670,337340,136620,191094,522724,378783,3517839,67477,355302,315223,517151,506646,570171,286350,111564,150247,406831,230877,130225,5006,18448,18323,25500,19614,17594,9584,2716,3812,6244,3384,829416,8290,55388,71215,161310,210059,157610,51376,14100,18913,52148,29007
"North Dakota","38",755393,52802,120334,86353,114379,89406,82316,48512,20169,28453,61449,51220,469158,44409,85612,41632,55686,50557,46451,28402,13743,18130,44222,40314,248345,7817,31720,40835,45915,31742,31441,17559,5980,9221,16038,10077,6828,345,1032,1066,1730,878,709,419,93,198,358,0,31062,231,1970,2820,11048,6229,3715,2132,353,904,831,829
"Ohio","39",11658609,695130,1906867,1074727,1525401,1383026,1519661,826621,334922,452638,1118412,821204,8717870,632668,1649053,826465,1097965,1001711,1094247,600870,248147,323065,739842,503837,2311877,52344,208396,192913,297388,260599,327066,183449,71862,111138,329795,276927,100571,3562,13586,9360,19345,16551,14252,7828,2485,2173,6908,4521,528291,6556,35832,45989,110703,104165,84096,34474,12428,16262,41867,35919
"Oklahoma","40",3930864,262561,698922,382967,538461,486405,468148,255094,97506,139668,351495,249637,2406909,230904,550560,239762,311501,260969,224507,125099,48876,72800,192248,149683,1262618,28015,130712,114419,172151,171014,197910,112071,42275,58934,143587,91530,37454,1532,5938,3546,7083,5623,6169,3089,1112,1588,1631,143,223883,2110,11712,25240,47726,48799,39562,14835,5243,6346,14029,8281
"Oregon","41",4142776,232253,641521,367807,578534,549489,517835,267444,113447,165578,432538,276330,1907372,194812,481370,210490,247924,207449,165595,93265,39608,59525,132023,75311,1771188,33851,133966,117068,244333,236499,265967,144621,62471,91300,265842,175270,55498,1737,6387,9073,10438,8895,7287,3656,1254,2017,3560,1194,408718,1853,19798,31176,75839,96646,78986,25902,10114,12736,31113,24555
"Pennsylvania","42",12805537,705018,1959953,1179724,1681722,1489221,1699842,924152,373571,515791,1278851,997692,9247325,636905,1598857,823825,1112657,961838,1143847,655365,267883,373647,922298,750203,2431620,54844,267984,256396,365477,313231,368649,192852,75144,101754,257304,177985,232823,5126,33858,23262,37970,36171,35209,16604,5232,7074,20070,12247,893769,8143,59254,76241,165618,177981,152137,59331,25312,33316,79179,57257
"Rhode Island","44",1059639,55019,151953,115698,145756,123187,142657,75391,31813,41593,101085,75487,588520,43847,115945,56792,74678,52716,69667,38760,15060,21959,54389,44707,302485,8991,25359,44831,42852,41154,41044,24795,10357,11010,32113,19979,21617,891,2481,2017,3469,2333,4756,1423,702,954,1482,1109,147017,1290,8168,12058,24757,26984,27190,10413,5694,7670,13101,9692
"South Carolina","45",5024369,289539,812181,478798,648479,619763,644154,331877,138967,194794,537642,328175,2821764,242848,584553,279086,340787,308337,310825,161732,71152,99802,257897,164745,1905975,43587,203604,175657,254337,241402,285073,150548,60877,85304,257249,148337,52336,1135,6872,4759,8998,8675,8024,4052,2051,2840,3376,1554,244294,1969,17152,19296,44357,61349,40232,15545,4887,6848,19120,13539
"South Dakota","46",869666,60460,152768,81879,116061,99981,99511,60022,22086,35012,81645,60241,564083,52001,120342,48150,66335,58325,56475,35825,14282,20564,49873,41911,268884,7979,28304,28752,40677,35088,38530,22100,7257,12549,30301,17347,7298,204,1282,899,1269,1229,1016,769,200,145,170,115,29401,276,2840,4078,7780,5339,3490,1328,347,1754,1301,868
"Tennessee","47",6715984,405128,1103124,619279,905358,841848,891828,449469,177311,252239,642650,427750,4011408,362880,856571,394181,478471,433972,444835,224160,85756,135223,346525,248834,2300452,36937,210544,187605,336606,315711,380673,201721,81187,106648,275121,167699,56370,1149,5979,5715,12415,10169,8942,4256,2567,1620,2739,819,347754,4162,30030,31778,77866,81996,57378,19332,7801,8748,18265,10398
"Texas","48",28304596,2020164,5344999,2790087,4122739,3833039,3539389,1673649,638277,876761,2090348,1375144,16884832,1827086,4283411,1903177,2286403,1786500,1548448,775730,316689,426285,1023627,707476,6124074,129884,702101,489888,871577,861690,964257,513423,187108,274612,688754,440780,441550,21144,74625,49998,80325,68317,59837,31319,10291,12943,22113,10638,4854140,42050,284862,347024,884434,1116532,966847,353177,124189,162921,355854,216250
"Utah","49",3101833,253089,672005,349704,453438,424179,316997,150602,62193,84431,201867,133328,1919568,228790,541357,214616,247496,222962,145122,72150,30553,43692,103564,69266,880587,20984,109278,104474,146714,131125,117948,58675,24983,32894,81503,52009,32439,1009,5052,4478,7391,6182,3723,1353,349,588,1064,1250,269239,2306,16318,26136,51837,63910,50204,18424,6308,7257,15736,10803
"Vermont","50",623657,30096,87659,66635,73864,69237,82775,48173,21175,26893,70961,46189,321612,23965,63103,31097,37280,35051,39803,21455,8900,11161,28807,20990,268332,5720,22442,30719,30948,29851,37939,24280,10756,14403,38932,22342,5630,82,552,917,465,963,655,590,474,317,303,312,28083,329,1562,3902,5171,3372,4378,1848,1045,1012,2919,2545
"Virginia","51",8470020,501972,1366109,822718,1165166,1107730,1141333,568971,223726,300691,762279,509325,4166513,419466,975672,449296,512370,408160,422125,225029,92141,124583,313879,223792,3077754,67666,300857,272537,433129,423105,495332,256400,100161,134672,362568,231327,163383,5640,27890,15948,30581,27795,23488,12157,4702,4948,6607,3627,1062370,9200,61690,84937,189086,248670,200388,75385,26722,36488,79225,50579
"Washington","53",7405743,455015,1191718,657042,1105343,977367,946140,484105,190432,280822,683938,433821,3472323,390918,869640,362555,465741,341996,321198,178934,70179,105541,239247,126374,2737027,49240,236881,204336,412014,377973,416530,222868,90796,134936,351381,240072,136240,4511,22799,14064,22463,23709,20507,9845,2577,4068,8352,3345,1060153,10346,62398,76087,205125,233689,187905,72458,26880,36277,84958,64030
"West Virginia","54",1815857,97887,275516,163104,208597,220633,237739,124846,58897,78066,207584,142988,1271115,81388,209086,104788,136800,148008,146329,85339,42883,52858,153617,110019,505083,16003,64362,52739,66939,65032,84052,37133,14869,23692,49902,30360,9705,261,897,1291,1078,1901,2063,792,310,297,798,17,29954,235,1171,4286,3780,5692,5295,1582,835,1219,3267,2592
"Wisconsin","55",5795483,333985,945376,557891,727114,698926,761175,429312,157590,227930,553726,402458,4136748,303366,785235,390067,488219,453828,500612,296007,108901,154561,371652,284300,1321281,26147,131829,135407,174052,175880,206429,113129,40945,61234,158148,98081,49402,2630,8314,5570,7795,6684,6364,3226,1334,2112,3857,1516,288052,1842,19998,26847,57048,62534,47770,16950,6410,10023,20069,18561
"Wyoming","56",579315,37910,100152,53553,79822,70601,64982,43939,15787,22132,55232,35205,249019,30006,64655,22980,30429,26775,19229,15105,4582,6919,17316,11023,306385,7659,34140,27686,42921,38934,42651,27277,10666,14554,36789,23108,3391,245,560,215,566,638,539,302,0,62,233,31,20520,0,797,2672,5906,4254,2563,1255,539,597,894,1043
