"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Ocean Township School District, New Jersey","3412060",19069,1080,4596,5122,5075,3196,9770,365,2468,2755,2717,1465,5611,199,1225,1610,1525,1052,237,54,35,64,53,31,3451,462,868,693,780,648
"Orange City Township School District, New Jersey","3412270",19288,4333,6531,4961,2534,929,6431,1141,2216,1761,932,381,3292,802,870,941,460,219,609,121,204,238,46,0,8956,2269,3241,2021,1096,329
"Palisades Park Borough School District, New Jersey","3412360",15046,2501,4178,2404,4277,1686,1886,188,656,367,374,301,1424,34,554,266,319,251,174,37,47,27,30,33,11562,2242,2921,1744,3554,1101
"Palmyra Borough School District, New Jersey","3412390",5370,400,1570,1843,1110,447,2116,217,700,730,274,195,2828,157,744,1015,763,149,39,0,21,9,0,9,387,26,105,89,73,94
"Paramus Borough School District, New Jersey","3412420",18515,1687,4783,3468,5405,3172,6772,538,2342,1376,1765,751,5127,372,1422,942,1408,983,187,29,39,43,14,62,6429,748,980,1107,2218,1376
"Park Ridge Borough School District, New Jersey","3412450",6107,268,1561,1381,2080,817,2625,19,657,704,949,296,2523,113,634,581,839,356,41,0,11,9,11,10,918,136,259,87,281,155
"Parsippany-Troy Hills Township School District, New Jersey","3412480",38568,2948,9145,7608,11680,7187,14367,708,4644,3597,3829,1589,7610,333,1731,1706,2233,1607,403,69,162,60,96,16,16188,1838,2608,2245,5522,3975
"Passaic City School District, New Jersey","3412540",38507,13305,12992,5707,4448,2055,6795,1159,2830,1555,912,339,4407,683,1120,934,858,812,3405,1649,1057,415,212,72,23900,9814,7985,2803,2466,832
"Paterson City School District, New Jersey","3412690",88998,25200,37704,17365,6725,2004,26424,4462,12258,6633,2377,694,12953,3796,5206,2841,857,253,14648,6527,5451,1661,916,93,34973,10415,14789,6230,2575,964
"Paulsboro Borough School District, New Jersey","3412720",3959,747,1951,822,236,203,2650,465,1164,641,186,194,914,207,504,169,25,9,206,39,142,0,25,0,189,36,141,12,0,0
"Pemberton Township School District, New Jersey","3412810",19716,2679,8115,6278,1805,839,8385,1372,3965,2252,558,238,8312,829,2904,3124,996,459,976,158,454,246,101,17,2043,320,792,656,150,125
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",8410,1739,3337,2375,723,236,4374,794,1757,1436,286,101,2838,537,1178,677,357,89,336,111,211,0,14,0,862,297,191,262,66,46
"Pennsauken Township School District, New Jersey","3412870",23723,4543,7879,6609,3264,1428,8987,1183,3424,2772,1105,503,8871,1100,3090,2708,1281,692,1778,739,451,340,213,35,4087,1521,914,789,665,198
"Pequannock Township School District, New Jersey","3412900",11005,550,3611,2223,3159,1462,6473,237,2127,1348,1933,828,3018,168,971,671,835,373,76,0,51,11,0,14,1438,145,462,193,391,247
"Perth Amboy City School District, New Jersey","3412930",31057,10236,10701,5794,3168,1158,8141,1577,3326,1705,1141,392,3362,656,960,1136,356,254,5047,2302,1634,774,214,123,14507,5701,4781,2179,1457,389
"Phillipsburg Town School District, New Jersey","3412960",9645,2063,4276,2190,896,220,6010,1301,2759,1370,479,101,2802,440,1289,640,314,119,247,131,52,41,23,0,586,191,176,139,80,0
"Pine Hill Borough School District, New Jersey","3412990",6919,929,2611,2175,805,399,3297,449,1330,1134,326,58,3057,433,1145,997,298,184,93,0,51,23,19,0,472,47,85,21,162,157
"Pine Valley Borough School District, New Jersey","3413020",13,0,0,6,7,0,0,0,0,0,0,0,13,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",33688,2390,8786,6844,9908,5760,11250,640,4402,2702,2563,943,6910,390,1811,1872,1682,1155,473,97,159,109,38,70,15055,1263,2414,2161,5625,3592
"Pitman Borough School District, New Jersey","3413080",6360,660,1741,1731,1455,773,3527,332,1010,912,820,453,2588,313,671,760,571,273,48,15,17,0,16,0,197,0,43,59,48,47
"Pittsgrove Township School District, New Jersey","3413110",6405,880,2393,1806,921,405,4261,499,1743,1222,613,184,1955,314,605,578,278,180,146,61,39,0,19,27,43,6,6,6,11,14
"Plainfield City School District, New Jersey","3413140",32035,8173,10655,6937,4048,2222,10751,1064,3910,3150,1795,832,7440,1042,2394,1861,1341,802,948,229,529,64,64,62,12896,5838,3822,1862,848,526
"Pleasantville City School District, New Jersey","3413200",13144,3663,5246,2684,1003,548,5080,1127,2137,1156,389,271,3169,619,1386,778,262,124,897,376,319,75,53,74,3998,1541,1404,675,299,79
"Plumsted Township School District, New Jersey","3413230",5412,644,2298,1280,843,347,3667,350,1726,801,541,249,1316,154,462,385,231,84,116,0,56,46,0,14,313,140,54,48,71,0
"Point Pleasant Borough School District, New Jersey","3413290",13024,550,4207,3812,2943,1512,9737,320,3249,2944,2141,1083,2808,118,857,684,742,407,98,36,0,29,33,0,381,76,101,155,27,22
"Point Pleasant Beach Borough School District, New Jersey","3413320",3838,139,1205,948,1017,529,2646,111,793,614,810,318,823,28,236,208,157,194,28,0,12,0,2,14,341,0,164,126,48,3
"Pompton Lakes Borough School District, New Jersey","3413350",7446,579,2536,1764,1990,577,4522,252,1614,1114,1153,389,1387,44,520,308,404,111,53,0,0,27,19,7,1484,283,402,315,414,70
"Princeton Regional School District, New Jersey","3413410",18355,867,1359,1897,4856,9376,3215,312,420,710,786,987,8987,15,360,813,2631,5168,408,45,154,10,109,90,5745,495,425,364,1330,3131
"Rahway City School District, New Jersey","3413530",18430,2374,7124,5005,2612,1315,8963,754,3764,2707,1164,574,3857,474,1651,975,432,325,436,98,158,136,37,7,5174,1048,1551,1187,979,409
"Ramsey Borough School District, New Jersey","3413590",9766,349,1329,2218,3666,2204,3816,76,701,789,1412,838,4110,59,464,1050,1546,991,142,34,0,42,55,11,1698,180,164,337,653,364
"Randolph Township School District, New Jersey","3413650",16709,486,2538,2824,5771,5090,7028,86,1362,1534,2317,1729,5524,127,583,854,2145,1815,89,16,11,48,14,0,4068,257,582,388,1295,1546
"Hazlet Township School District, New Jersey","3413680",14281,1452,5079,4156,2473,1121,7029,706,2508,2191,1117,507,5529,358,2045,1579,1058,489,284,103,102,79,0,0,1439,285,424,307,298,125
"Ridgefield Borough School District, New Jersey","3413770",7194,790,2164,1682,1780,778,2095,77,727,618,449,224,1093,103,365,340,138,147,111,7,36,24,44,0,3895,603,1036,700,1149,407
"Ridgefield Park Township School District, New Jersey","3413800",8689,1147,2682,1820,2230,810,2412,171,974,706,411,150,2073,215,692,344,599,223,284,120,128,13,11,12,3920,641,888,757,1209,425
"Ridgewood Village School District, New Jersey","3413830",15674,428,1301,2129,6351,5465,3903,88,474,588,1740,1013,7981,101,553,953,3197,3177,122,12,0,0,42,68,3668,227,274,588,1372,1207
"Riverside Township School District, New Jersey","3414010",5405,983,2408,1311,536,167,2678,272,1358,694,271,83,1602,285,624,492,153,48,21,0,21,0,0,0,1104,426,405,125,112,36
"Rockleigh Borough School District, New Jersey","3414160",330,37,152,55,51,35,165,8,89,39,23,6,93,0,46,13,17,17,3,0,0,0,0,3,69,29,17,3,11,9
"Roselle Borough School District, New Jersey","3414280",14052,1948,5343,3821,2122,818,4811,212,2079,1670,672,178,2421,232,915,640,383,251,310,110,64,107,6,23,6510,1394,2285,1404,1061,366
"Roselle Park Borough School District, New Jersey","3414310",9406,1305,3330,2082,1804,885,4107,237,1567,1062,855,386,1158,104,441,302,169,142,451,69,205,169,0,8,3690,895,1117,549,780,349
"Roxbury Township School District, New Jersey","3414340",15750,945,4587,3663,4466,2089,8420,363,2850,2285,2019,903,4159,318,956,752,1500,633,116,0,0,38,56,22,3055,264,781,588,891,531
"Rutherford Borough School District, New Jersey","3414460",12484,691,2883,3111,3609,2190,6132,270,1715,1564,1754,829,3075,129,458,853,950,685,193,28,71,13,38,43,3084,264,639,681,867,633
"Saddle Brook Township School District, New Jersey","3414490",9662,1097,3123,2759,1983,700,5477,442,2007,1689,1099,240,2342,243,736,698,456,209,33,0,22,11,0,0,1810,412,358,361,428,251
"Salem City School District, New Jersey","3414550",3294,879,1294,836,146,139,1789,437,765,386,82,119,1080,224,400,378,64,14,79,24,51,4,0,0,346,194,78,68,0,6
"Sayreville Borough School District, New Jersey","3414640",29458,2998,11123,6506,5768,3063,12601,1018,6085,2856,1891,751,6564,394,2334,1994,1195,647,962,126,497,125,157,57,9331,1460,2207,1531,2525,1608
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",20542,877,3542,4548,6943,4632,9369,419,2060,2312,3114,1464,7184,99,1091,1260,2784,1950,195,26,0,44,76,49,3794,333,391,932,969,1169
"Secaucus Town School District, New Jersey","3414850",11973,1599,3313,2293,2915,1853,5811,768,2111,1228,1002,702,2006,183,522,349,691,261,230,7,64,68,38,53,3926,641,616,648,1184,837
"Somerville Borough School District, New Jersey","3415090",8506,1139,2661,1893,1868,945,4080,336,1414,1031,933,366,1770,196,518,370,444,242,110,10,81,19,0,0,2546,597,648,473,491,337
"South Amboy City School District, New Jersey","3415120",5983,773,2407,1743,761,299,3677,408,1588,1123,427,131,979,94,301,378,156,50,60,18,24,9,9,0,1267,253,494,233,169,118
"Lake Como Borough School District, New Jersey","3415150",1329,133,367,302,393,134,814,87,215,228,207,77,252,18,39,47,107,41,60,6,11,7,36,0,203,22,102,20,43,16
"South Brunswick Township School District, New Jersey","3415210",27543,1500,5258,5075,8845,6865,8217,306,2600,2043,2225,1043,7453,297,1522,1951,1944,1739,343,34,40,39,136,94,11530,863,1096,1042,4540,3989
"South Orange-Maplewood School District, New Jersey","3415330",25067,1256,3178,4071,8792,7770,8085,333,1119,1783,2870,1980,10531,207,746,1056,4118,4404,520,18,137,46,139,180,5931,698,1176,1186,1665,1206
"South Plainfield Borough School District, New Jersey","3415360",16373,1928,5502,4371,2789,1783,8170,691,3177,2419,1259,624,3785,272,1296,1043,664,510,166,11,64,58,23,10,4252,954,965,851,843,639
"South River Borough School District, New Jersey","3415390",10627,2224,3639,2303,1660,801,4281,654,1497,1155,724,251,1998,209,601,498,412,278,169,34,94,41,0,0,4179,1327,1447,609,524,272
"Sparta Township School District, New Jersey","3415510",12811,339,2429,3126,4122,2795,6067,237,1412,1509,1867,1042,5569,46,730,1331,1966,1496,114,0,37,14,38,25,1061,56,250,272,251,232
"Spotswood Borough School District, New Jersey","3415540",7184,825,2940,1696,1121,602,4136,415,1711,1084,618,308,1864,185,838,424,261,156,141,53,50,20,12,6,1043,172,341,168,230,132
"Springfield Township School District, New Jersey","3415630",11364,523,2241,2627,3117,2856,5318,129,1451,1397,1337,1004,3028,90,253,559,1180,946,35,0,21,0,14,0,2983,304,516,671,586,906
"Summit City School District, New Jersey","3415900",13878,947,2216,2125,4382,4208,4903,138,1030,816,1637,1282,5096,43,302,717,1816,2218,184,23,18,12,86,45,3695,743,866,580,843,663
"Teaneck Township School District, New Jersey","3416080",26178,1996,5024,4947,7435,6776,4791,350,1326,1113,1241,761,12100,531,1715,2111,3669,4074,521,20,147,144,125,85,8766,1095,1836,1579,2400,1856
"Tenafly Borough School District, New Jersey","3416110",8987,388,1122,1210,2962,3305,1677,71,421,271,412,502,3279,12,167,429,1107,1564,66,14,20,12,20,0,3965,291,514,498,1423,1239
"Teterboro Borough School District, New Jersey","3416140",59,0,27,17,15,0,35,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,2,15,0
"Toms River Regional School District, New Jersey","3416230",75414,7537,27225,20289,14101,6262,47325,4001,18261,12870,8685,3508,19147,1540,6455,5294,3805,2053,1201,354,445,226,110,66,7741,1642,2064,1899,1501,635
"Trenton City School District, New Jersey","3416290",54161,16526,19615,12059,3923,2038,23240,4839,9429,6541,1793,638,11346,3266,4190,2373,900,617,3549,1528,1063,681,122,155,16026,6893,4933,2464,1108,628
"Union City School District, New Jersey","3416380",43175,14734,13259,7955,5194,2033,4682,843,1514,1021,899,405,3388,499,801,819,957,312,3190,1326,1110,614,135,5,31915,12066,9834,5501,3203,1311
"Union Township School District, New Jersey","3416500",37695,5271,11857,9002,7948,3617,16884,1348,5862,4560,3543,1571,5639,587,1885,1259,1167,741,920,142,325,239,182,32,14252,3194,3785,2944,3056,1273
"Upper Freehold Regional School District, New Jersey","3416560",5564,219,1301,1213,1782,1049,3072,132,817,667,980,476,1937,42,377,500,587,431,25,0,3,8,14,0,530,45,104,38,201,142
"Vernon Township School District, New Jersey","3416710",15940,803,6197,4692,2869,1379,10062,355,4337,3014,1600,756,4600,268,1360,1375,1094,503,142,14,56,52,6,14,1136,166,444,251,169,106
"Verona Borough School District, New Jersey","3416740",9585,668,1727,2310,2942,1938,5328,316,1098,1428,1537,949,2705,80,394,582,996,653,50,18,0,21,0,11,1502,254,235,279,409,325
"Vineland City School District, New Jersey","3416800",38957,8620,14270,9981,4240,1846,20019,2835,8230,5822,2344,788,8885,1422,3118,2354,1332,659,4446,2293,1416,612,82,43,5607,2070,1506,1193,482,356
"Waldwick Borough School District, New Jersey","3416860",6654,345,1897,1619,1742,1051,3178,130,956,782,786,524,2279,55,745,595,558,326,82,28,0,11,15,28,1115,132,196,231,383,173
"Wall Township School District, New Jersey","3416890",18176,1158,5168,4462,4843,2545,12032,737,3659,2751,3493,1392,5015,264,1256,1467,1151,877,131,0,56,37,16,22,998,157,197,207,183,254
"Wallington Borough School District, New Jersey","3416920",8198,1149,3241,1614,1624,570,2681,305,985,584,571,236,692,113,245,164,122,48,81,8,11,47,0,15,4744,723,2000,819,931,271
"Washington Township School District, New Jersey","3417070",31577,2177,10572,8858,7074,2896,10698,755,3539,2952,2605,847,18242,1188,6459,5307,3739,1549,521,10,150,169,110,82,2116,224,424,430,620,418
"Wayne Township School District, New Jersey","3417280",36957,3579,8849,7826,10617,6086,19533,1492,5543,4450,5279,2769,8124,468,1696,1696,2527,1737,577,191,144,126,95,21,8723,1428,1466,1554,2716,1559
"Weehawken Township School District, New Jersey","3417310",9537,1302,1860,1914,3187,1274,2336,207,511,407,1001,210,2705,181,353,610,1043,518,387,83,101,86,84,33,4109,831,895,811,1059,513
"West Deptford Township School District, New Jersey","3417430",15177,1438,5847,4052,2857,983,8279,666,3502,2284,1360,467,5774,535,2140,1502,1201,396,211,14,58,108,31,0,913,223,147,158,265,120
"West Milford Township School District, New Jersey","3417520",17634,1084,5837,5102,3768,1843,10748,627,3941,3023,2220,937,5295,275,1413,1539,1260,808,97,17,29,24,7,20,1494,165,454,516,281,78
"West New York Town School District, New Jersey","3417580",32759,10399,8660,5562,5401,2737,2856,357,739,850,659,251,3787,437,721,938,1079,612,1291,411,464,297,102,17,24825,9194,6736,3477,3561,1857
"West Orange Town School District, New Jersey","3417610",31814,2863,6944,6662,8913,6432,12357,801,3243,2779,3354,2180,8803,363,1097,1471,3292,2580,401,21,68,94,74,144,10253,1678,2536,2318,2193,1528
"West Wildwood Borough School District, New Jersey","3417670",429,65,197,104,39,24,122,10,36,39,30,7,302,55,159,65,9,14,0,0,0,0,0,0,5,0,2,0,0,3
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",32604,952,2937,4843,11490,12382,6260,207,1066,1643,2101,1243,11272,259,862,1900,4243,4008,347,20,47,26,47,207,14725,466,962,1274,5099,6924
"Westfield Town School District, New Jersey","3417760",19488,820,2810,2949,7012,5897,7997,163,1369,1544,2908,2013,8137,162,892,946,3482,2655,90,11,10,9,30,30,3264,484,539,450,592,1199
"Westwood Regional School District, New Jersey","3417820",14173,742,3426,3606,4175,2224,5954,167,1400,1510,2109,768,5635,156,1760,1511,1395,813,156,10,13,32,38,63,2428,409,253,553,633,580
"Wildwood City School District, New Jersey","3417940",3704,649,1642,811,536,66,1079,70,464,345,192,8,2091,322,983,450,278,58,119,16,103,0,0,0,415,241,92,16,66,0
"Willingboro Township School District, New Jersey","3418000",21249,2209,6633,7401,3468,1538,6022,482,1888,2379,963,310,10541,1204,3368,3506,1624,839,641,73,218,234,95,21,4045,450,1159,1282,786,368
"Winslow Township School District, New Jersey","3418060",25676,2960,8838,7822,4050,2006,11973,1133,4512,3819,1608,901,10808,1177,3612,3434,1783,802,664,200,291,108,56,9,2231,450,423,461,603,294
"Woodbridge Township School District, New Jersey","3418120",70331,8640,22606,17166,14599,7320,32901,3391,13232,9346,5078,1854,11492,1217,4298,2906,2139,932,1576,422,448,512,112,82,24362,3610,4628,4402,7270,4452
"Woodbury City School District, New Jersey","3418150",7134,841,2347,2206,1204,536,3769,395,1450,1156,505,263,2980,298,822,970,638,252,113,44,15,39,15,0,272,104,60,41,46,21
"Wood-Ridge Borough School District, New Jersey","3418300",5509,598,1487,1322,1410,692,3016,238,985,673,726,394,1077,103,264,226,354,130,191,21,57,88,25,0,1225,236,181,335,305,168
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",5026,406,1828,1267,1028,497,2761,198,1097,721,574,171,2072,133,670,510,454,305,29,21,8,0,0,0,164,54,53,36,0,21
"School District Not Defined (Water), New Jersey","3499998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of New Jersey, New Jersey","3499999",1484751,131346,443581,361185,346688,201951,707805,55256,244300,180466,153838,73945,534184,35036,140808,133735,136543,88062,21905,4451,6261,5410,3546,2237,220857,36603,52212,41574,52761,37707
