"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Brick Township School District, New Jersey","3402220",75905,3722,11913,6156,7933,10594,12722,4914,1846,2492,6265,7348,54717,3514,10563,5125,5836,7168,8463,3302,1233,1494,3609,4410,16041,190,1076,737,1482,2423,3293,1275,479,775,2125,2186,816,0,124,83,72,151,141,70,0,15,114,46,4331,18,150,211,543,852,825,267,134,208,417,706
"Bridgeton City School District, New Jersey","3402250",25042,2444,4236,3001,4881,4108,2777,1108,284,310,910,983,14328,2271,3242,1530,2280,1954,1298,690,119,115,398,431,4107,82,532,273,527,749,755,213,75,105,378,418,653,0,15,36,105,162,139,72,54,38,20,12,5954,91,447,1162,1969,1243,585,133,36,52,114,122
"Bridgewater-Raritan Regional School District, New Jersey","3402280",51048,2896,10039,2858,4455,8603,9448,3181,924,1282,3332,4030,28473,2683,8104,2058,2301,3964,4024,1223,408,592,1329,1787,11471,145,1213,295,930,1643,2620,1122,324,375,1139,1665,370,15,5,27,15,76,134,62,0,0,27,9,10734,53,717,478,1209,2920,2670,774,192,315,837,569
"Buena Regional School District, New Jersey","3402400",12127,991,1924,735,1301,1659,1749,1045,317,503,939,964,7923,979,1662,531,778,1231,926,374,159,319,478,486,3141,12,262,133,386,344,589,427,158,123,392,315,473,0,0,0,94,46,79,70,0,45,43,96,590,0,0,71,43,38,155,174,0,16,26,67
"Burlington City School District, New Jersey","3402430",9953,548,1785,804,1310,1424,1426,483,189,352,711,921,6249,473,1403,712,749,745,683,255,83,198,363,585,2806,75,335,47,281,600,550,193,98,73,260,294,179,0,32,14,46,0,40,9,0,38,0,0,719,0,15,31,234,79,153,26,8,43,88,42
"Burlington Township School District, New Jersey","3402460",22376,1483,4817,1891,2056,3690,3910,1306,350,539,955,1379,12211,1389,3859,959,923,1514,1666,441,123,316,347,674,6394,72,648,493,513,1442,1470,452,132,155,405,612,429,0,79,74,40,95,84,23,0,25,9,0,3342,22,231,365,580,639,690,390,95,43,194,93
"Butler Borough School District, New Jersey","3402520",7515,472,1191,390,1252,1147,1175,507,265,219,427,470,5222,425,1099,255,794,737,769,391,90,98,291,273,1192,26,65,92,134,215,267,48,84,91,82,88,112,10,0,0,0,28,29,10,10,11,14,0,989,11,27,43,324,167,110,58,81,19,40,109
"Caldwell-West Caldwell School District, New Jersey","3402580",18517,1188,3029,1015,1908,2795,2724,1393,645,423,1266,2131,12331,1106,2564,764,1131,1695,1695,836,385,239,852,1064,3987,74,347,66,441,762,732,361,183,144,290,587,152,8,74,8,16,13,0,33,0,0,0,0,2047,0,44,177,320,325,297,163,77,40,124,480
"Camden City School District, New Jersey","3402640",78047,7239,17526,10081,12348,9435,8894,3298,1421,1783,3655,2367,44344,6770,14092,6335,6176,3678,3552,1097,434,548,986,676,14114,383,1906,1358,1873,2020,2380,891,483,416,1328,1076,8546,66,463,825,1139,1534,1706,790,360,503,847,313,11043,20,1065,1563,3160,2203,1256,520,144,316,494,302
"Cape May Point Borough School District, New Jersey","3402760",128,0,0,0,2,0,11,7,8,21,31,48,32,0,0,0,0,0,6,0,0,4,11,11,96,0,0,0,2,0,5,7,8,17,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carteret Borough School District, New Jersey","3402820",22445,1581,4093,1460,2860,3809,3068,1418,682,509,1479,1486,10536,1179,2629,737,923,1152,1209,678,253,295,642,839,3838,359,999,108,344,669,506,168,90,39,203,353,1123,25,90,10,127,285,236,28,50,38,160,74,6948,18,375,605,1466,1703,1117,544,289,137,474,220
"Cedar Grove Township School District, New Jersey","3402850",12312,544,2167,619,1001,1819,1900,932,257,473,969,1631,8329,505,1877,437,738,1154,1144,585,140,254,513,982,2263,39,202,108,172,357,383,164,53,89,241,455,151,0,0,19,0,65,0,23,0,7,22,15,1569,0,88,55,91,243,373,160,64,123,193,179
"Cherry Hill Township School District, New Jersey","3403000",70963,4178,12438,4558,6790,9655,11693,5123,1719,2188,5497,7124,27432,3092,7814,2297,2478,3084,3335,1420,540,481,1132,1759,32246,837,3858,1786,2705,4223,6076,2784,830,1277,3396,4474,910,56,137,28,128,168,230,37,29,21,63,13,10375,193,629,447,1479,2180,2052,882,320,409,906,878
"Cinnaminson Township School District, New Jersey","3403120",15533,873,2851,1193,1003,1994,2843,1005,432,544,1240,1555,6431,734,1769,659,509,632,886,262,157,140,336,347,8002,122,966,497,361,1186,1762,656,217,337,806,1092,36,0,0,9,1,9,3,0,0,12,0,2,1064,17,116,28,132,167,192,87,58,55,98,114
"Clark Township School District, New Jersey","3403150",14599,772,2400,972,1414,1845,2561,1222,280,342,1142,1649,10907,725,2141,786,1113,1372,1720,899,167,235,656,1093,1849,47,177,98,162,188,360,109,5,69,261,373,65,0,0,25,0,10,0,10,0,0,0,20,1778,0,82,63,139,275,481,204,108,38,225,163
"Clayton Borough School District, New Jersey","3403180",8063,579,1714,466,1133,1335,1190,556,163,205,422,300,5222,550,1477,393,660,801,666,239,60,112,168,96,2535,29,210,26,400,426,497,305,103,81,254,204,111,0,0,21,42,36,0,0,0,12,0,0,195,0,27,26,31,72,27,12,0,0,0,0
"Cliffside Park Borough School District, New Jersey","3403270",23365,1261,2828,1970,3630,3321,3458,1657,549,638,2145,1908,7523,984,2026,708,899,588,866,245,97,163,448,499,5813,225,651,430,804,804,936,371,182,154,696,560,575,0,19,14,179,109,98,28,0,11,102,15,9454,52,132,818,1748,1820,1558,1013,270,310,899,834
"Clifton City School District, New Jersey","3403300",82776,4846,12166,7435,12706,12188,12062,5126,1929,2261,5652,6405,40933,4489,9226,4680,5382,4154,4505,1759,629,776,2231,3102,10474,173,950,719,1830,1597,1617,684,325,448,701,1430,2817,58,250,305,296,363,637,299,45,176,251,137,28552,126,1740,1731,5198,6074,5303,2384,930,861,2469,1736
"Collingswood Borough School District, New Jersey","3403420",14024,836,1835,1149,2343,2087,2291,826,375,386,877,1019,7256,698,1246,657,1282,1089,881,344,169,176,303,411,5478,116,541,248,772,686,1198,431,194,183,531,578,286,10,30,13,25,57,82,17,12,19,11,10,1004,12,18,231,264,255,130,34,0,8,32,20
"Corbin City School District, New Jersey","3403510",638,9,141,33,42,91,130,79,30,5,35,43,365,9,98,30,31,47,49,60,7,5,18,11,253,0,31,3,6,44,78,19,23,0,17,32,4,0,4,0,0,0,0,0,0,0,0,0,16,0,8,0,5,0,3,0,0,0,0,0
"Cranford Township School District, New Jersey","3403570",22414,1187,4214,1468,1907,3462,4093,1468,424,622,1756,1813,15073,1057,3468,1242,1156,2055,2649,766,243,336,991,1110,5318,130,634,212,547,1044,1007,432,100,197,526,489,188,0,36,0,9,13,51,13,0,0,19,47,1835,0,76,14,195,350,386,257,81,89,220,167
"Cresskill Borough School District, New Jersey","3403600",8380,267,2033,233,470,1433,1466,636,116,251,563,912,3651,241,1408,198,281,429,392,167,45,44,207,239,2633,12,431,35,82,389,557,283,14,99,208,523,110,0,31,0,5,0,24,0,26,24,0,0,1986,14,163,0,102,615,493,186,31,84,148,150
"Delran Township School District, New Jersey","3403780",16773,1036,2936,1248,2265,2711,2467,1098,485,550,1070,907,8097,928,2080,726,1199,1158,875,326,135,134,226,310,6138,93,633,363,494,1013,1286,508,203,342,671,532,358,0,68,23,87,37,57,5,20,25,36,0,2180,15,155,136,485,503,249,259,127,49,137,65
"Deptford Township School District, New Jersey","3403900",30177,1726,4777,2380,4108,4270,5261,1825,752,705,2187,2186,15982,1484,3578,1687,2158,1980,2345,779,245,274,778,674,11745,213,1059,477,1485,1854,2422,841,434,373,1217,1370,423,29,31,36,128,68,59,0,0,16,40,16,2027,0,109,180,337,368,435,205,73,42,152,126
"Dover Town School District, New Jersey","3403930",19964,1327,3279,2404,3507,3367,2464,832,356,481,995,952,7006,1161,1887,958,640,666,545,235,126,104,241,443,1624,119,160,80,123,172,219,127,41,103,227,253,1053,10,48,51,129,199,222,77,22,112,135,48,10281,37,1184,1315,2615,2330,1478,393,167,162,392,208
"Dumont Borough School District, New Jersey","3403990",17386,997,3071,1373,1989,2641,2850,1094,431,427,1317,1196,8212,888,2222,846,1003,893,1043,405,120,47,305,440,3870,55,450,124,390,686,755,298,111,120,408,473,270,0,31,0,23,10,54,22,6,0,85,39,5034,54,368,403,573,1052,998,369,194,260,519,244
"Dunellen Borough School District, New Jersey","3404020",7143,449,1162,559,1314,1122,1021,522,84,214,358,338,4043,435,913,467,540,270,619,263,50,111,207,168,1433,14,176,23,132,381,264,166,6,81,88,102,64,0,0,0,16,0,14,19,0,0,0,15,1603,0,73,69,626,471,124,74,28,22,63,53
"East Brunswick Township School District, New Jersey","3404110",47409,2397,9591,3300,4061,7352,8989,3640,1194,1476,3114,2295,19722,1977,6242,1761,1579,2093,2684,1103,301,389,873,720,13280,355,2254,725,970,1700,2864,1395,522,630,1007,858,676,6,96,19,46,165,92,74,22,29,79,48,13731,59,999,795,1466,3394,3349,1068,349,428,1155,669
"East Orange City School District, New Jersey","3404230",64927,4746,12235,6606,9012,9528,8943,3948,1033,1372,4197,3307,35317,4415,9307,4438,4669,4921,3629,1245,293,250,1124,1026,13660,269,1521,874,1284,1268,2112,1431,421,700,2029,1751,1321,0,89,165,301,191,203,134,89,8,101,40,14629,62,1318,1129,2758,3148,2999,1138,230,414,943,490
"East Windsor Regional School District, New Jersey","3404320",32292,2443,5192,2582,4766,5889,4534,1851,716,946,1854,1519,13744,2221,3956,1205,1455,1681,1276,610,228,178,524,410,9275,197,854,562,927,1829,1781,713,345,511,768,788,461,0,87,35,20,27,91,13,16,0,150,22,8812,25,295,780,2364,2352,1386,515,127,257,412,299
"Edison Township School District, New Jersey","3404500",99557,7260,15907,8163,15964,14444,14542,6322,2017,2367,5954,6617,42341,6004,10600,3900,4355,3307,5008,2478,659,860,2291,2879,17449,722,2812,1802,1587,1774,2943,1463,519,495,1280,2052,1004,100,51,46,76,158,216,111,28,76,68,74,38763,434,2444,2415,9946,9205,6375,2270,811,936,2315,1612
"Egg Harbor Township School District, New Jersey","3404560",41397,2675,9067,2189,4504,6809,7262,2589,1191,1250,2145,1716,23854,2417,7400,1424,2762,3176,3076,1323,425,488,826,537,10986,191,1188,397,562,1940,2777,949,596,509,963,914,615,0,124,20,85,136,134,56,8,11,22,19,5942,67,355,348,1095,1557,1275,261,162,242,334,246
"Elizabeth City School District, New Jersey","3404590",123176,10326,22559,12539,20626,19286,16170,5572,1868,3149,6089,4992,46480,8943,15103,4688,5761,3933,3787,1149,277,473,850,1516,14280,970,2978,1056,2027,1863,1635,877,233,526,1248,867,4941,190,616,485,680,810,816,298,147,262,431,206,57475,223,3862,6310,12158,12680,9932,3248,1211,1888,3560,2403
"Elmwood Park Borough School District, New Jersey","3404660",19214,903,3198,1564,2304,2898,2464,1504,594,687,1498,1600,10070,811,2560,1138,860,1266,1023,684,199,257,537,735,2625,92,249,191,309,420,347,154,18,65,356,424,164,0,12,29,0,27,0,9,21,0,52,14,6355,0,377,206,1135,1185,1094,657,356,365,553,427
"Emerson Borough School District, New Jersey","3404710",7329,249,1395,578,299,1196,1175,484,148,205,535,1065,4036,220,1222,471,200,658,345,215,38,70,175,422,2171,11,118,66,36,459,461,164,51,72,248,485,123,18,0,0,0,0,79,0,0,0,0,26,999,0,55,41,63,79,290,105,59,63,112,132
"Englewood City School District, New Jersey","3404740",26828,1790,4427,2085,3284,4217,4129,1633,931,779,1941,1612,8524,1360,2541,912,968,779,825,172,236,115,369,247,10142,403,1510,602,858,1611,1585,833,391,350,988,1011,347,0,31,17,46,45,27,61,28,18,38,36,7815,27,345,554,1412,1782,1692,567,276,296,546,318
"Ewing Township School District, New Jersey","3404920",35843,1328,4509,6670,4411,4586,5314,2055,773,1016,2195,2986,22177,1121,3466,4793,2371,2514,3256,1210,452,522,860,1612,9136,154,555,1392,1214,1048,1199,641,248,461,1048,1176,427,20,111,15,0,124,72,12,0,0,58,15,4103,33,377,470,826,900,787,192,73,33,229,183
"Fair Lawn Borough School District, New Jersey","3404980",32147,1600,5778,2182,3240,4710,5367,2292,722,1072,2104,3080,13915,1142,3625,1250,1332,1503,1969,770,230,315,718,1061,9135,367,1369,426,728,1062,1657,876,248,447,691,1264,628,20,194,70,36,98,84,15,3,53,55,0,8469,71,590,436,1144,2047,1657,631,241,257,640,755
"Florence Township School District, New Jersey","3405220",11984,532,2033,843,1357,1914,1879,883,467,392,993,691,8403,494,1742,731,980,1225,1174,493,254,219,581,510,2333,38,209,81,247,398,469,261,150,149,199,132,162,0,6,13,14,5,70,12,0,0,23,19,1086,0,76,18,116,286,166,117,63,24,190,30
"Fort Lee Borough School District, New Jersey","3405310",35161,1784,4239,1999,4887,5333,4907,2257,1040,1498,3629,3588,7251,1154,1695,600,892,516,480,403,151,125,424,811,10134,489,1347,590,1214,1222,849,673,312,598,1405,1435,599,24,28,54,52,101,149,0,15,35,83,58,17177,117,1169,755,2729,3494,3429,1181,562,740,1717,1284
"Franklin Township School District, New Jersey","3405490",60354,4692,8804,3875,10224,9031,8559,3955,1835,1678,4452,3249,28452,4104,6837,2410,3573,3286,3176,1543,595,445,1313,1170,14236,452,1307,630,1713,1761,2337,1274,787,814,1944,1217,819,16,24,99,135,86,101,198,51,0,93,16,16847,120,636,736,4803,3898,2945,940,402,419,1102,846
"Garfield City School District, New Jersey","3405760",30190,1865,5013,3042,5160,4034,4650,2037,615,578,1340,1856,14082,1592,3897,1442,2092,1245,1340,569,260,241,473,931,3270,152,378,193,551,455,543,254,51,39,240,414,861,11,68,126,87,227,96,100,47,0,71,28,11977,110,670,1281,2430,2107,2671,1114,257,298,556,483
"Glassboro Borough School District, New Jersey","3405880",18811,1009,2644,5098,2156,1901,2357,837,284,463,965,1097,11845,943,2161,4045,1199,971,1003,343,98,178,476,428,5261,35,380,787,663,666,1030,395,98,248,404,555,374,31,0,91,43,49,23,13,88,0,36,0,1331,0,103,175,251,215,301,86,0,37,49,114
"Glen Ridge Borough School District, New Jersey","3405940",7441,601,1746,430,624,1302,1211,598,208,194,258,269,4035,461,1280,412,299,436,393,291,174,65,130,94,2503,140,420,10,242,673,541,170,23,60,71,153,180,0,46,0,35,43,45,0,0,0,0,11,723,0,0,8,48,150,232,137,11,69,57,11
"Glen Rock Borough School District, New Jersey","3405970",11545,831,2781,633,623,1822,2138,923,231,218,595,750,5945,645,1950,474,396,784,733,356,138,106,149,214,4105,155,660,130,175,657,963,428,80,72,324,461,57,0,16,0,0,12,29,0,0,0,0,0,1438,31,155,29,52,369,413,139,13,40,122,75
"Gloucester City School District, New Jersey","3406000",11479,893,2000,1036,1869,1266,1815,533,209,418,803,637,8058,841,1463,815,1257,798,1260,367,129,258,492,378,2931,52,526,221,510,254,536,129,80,131,266,226,20,0,0,0,9,11,0,0,0,0,0,0,470,0,11,0,93,203,19,37,0,29,45,33
"Green Brook Township School District, New Jersey","3406120",7125,377,1418,470,622,1084,1348,314,150,225,522,595,4238,330,1305,294,360,442,730,116,77,106,254,224,1369,47,76,60,179,276,271,32,18,70,56,284,110,0,0,0,0,0,15,46,0,13,0,36,1408,0,37,116,83,366,332,120,55,36,212,51
"Hackensack City School District, New Jersey","3406270",42713,2520,5135,3660,7840,7202,5903,2908,928,1407,2674,2536,15818,2038,3379,1509,2055,2309,1536,692,281,362,843,814,9761,300,873,428,1455,1458,1810,703,247,533,833,1121,1259,25,54,314,150,83,359,196,15,34,0,29,15875,157,829,1409,4180,3352,2198,1317,385,478,998,572
"Hackettstown Town School District, New Jersey","3406300",9704,343,1760,1377,1126,1414,1564,468,88,270,520,774,5923,302,1489,959,416,777,946,291,56,130,152,405,2223,20,55,255,219,303,485,177,32,71,308,298,74,0,0,0,16,0,12,0,0,0,31,15,1484,21,216,163,475,334,121,0,0,69,29,56
"Haddon Heights Borough School District, New Jersey","3406330",7500,405,1269,560,603,1093,1199,653,142,226,576,774,4353,332,1016,329,364,567,546,368,74,121,264,372,2829,73,253,200,204,462,600,269,68,86,246,368,65,0,0,20,19,26,0,0,0,0,0,0,253,0,0,11,16,38,53,16,0,19,66,34
"Haddon Township School District, New Jersey","3406360",14739,1001,2303,950,1802,2204,2172,1082,276,389,1108,1452,8690,733,1764,788,1040,1114,1145,466,176,154,557,753,5326,262,496,126,670,914,931,559,100,216,430,622,76,0,0,0,32,10,0,0,0,0,34,0,647,6,43,36,60,166,96,57,0,19,87,77
"Haddonfield Borough School District, New Jersey","3406390",11612,602,2557,809,839,1618,1804,942,256,493,932,760,5521,435,1264,547,474,674,760,389,86,175,362,355,5538,167,1223,224,313,820,940,526,170,286,485,384,128,0,0,38,19,24,29,18,0,0,0,0,425,0,70,0,33,100,75,9,0,32,85,21
"Hamilton Township School District, New Jersey","3406540",88412,4321,14794,7704,9633,12531,14269,6235,2304,3013,6350,7258,59529,4029,11577,5724,5810,7439,9147,3712,1685,1728,3923,4755,15175,254,1792,737,1766,2228,2619,1527,386,780,1541,1545,1640,0,169,223,295,130,376,203,19,91,72,62,12068,38,1256,1020,1762,2734,2127,793,214,414,814,896
"Hammonton Town School District, New Jersey","3406570",14655,714,2739,869,1740,1989,2792,810,325,355,1102,1220,9312,603,2118,614,1050,1291,1517,381,114,212,645,767,3051,98,419,42,245,414,726,291,96,111,259,350,592,0,57,0,62,31,277,36,11,32,53,33,1700,13,145,213,383,253,272,102,104,0,145,70
"Harrison Town School District, New Jersey","3406870",13569,870,1877,1617,2889,2094,1858,762,233,399,615,355,4367,750,1129,692,576,263,452,131,41,69,169,95,1015,98,145,94,259,76,44,51,0,34,124,90,346,0,12,19,12,88,176,27,0,10,0,2,7841,22,591,812,2042,1667,1186,553,192,286,322,168
"Hasbrouck Heights Borough School District, New Jersey","3406930",11742,482,2096,715,1325,1717,2025,1009,316,421,635,1001,6969,298,1738,567,768,808,1085,409,144,248,332,572,2488,184,206,105,256,364,305,336,95,128,236,273,155,0,54,0,0,12,0,49,0,13,11,16,2130,0,98,43,301,533,635,215,77,32,56,140
"Hawthorne Borough School District, New Jersey","3406990",18574,1175,3156,1471,2142,2707,3267,895,456,726,1252,1327,12348,1125,2903,1055,1240,1374,1892,559,274,509,615,802,3191,50,166,262,443,622,683,217,102,93,252,301,332,0,0,27,44,101,96,35,0,0,0,29,2703,0,87,127,415,610,596,84,80,124,385,195
"Hi-Nella Borough School District, New Jersey","3407080",935,53,115,143,136,139,194,52,2,16,30,55,496,49,91,105,51,54,91,7,0,6,12,30,382,4,20,34,55,69,103,42,2,10,18,25,7,0,0,0,3,4,0,0,0,0,0,0,50,0,4,4,27,12,0,3,0,0,0,0
"Highland Park Borough School District, New Jersey","3407170",13990,1150,1970,1024,2955,1827,1908,709,360,430,762,895,5675,1033,1434,502,822,550,412,177,47,132,250,316,3850,83,273,199,857,486,739,301,189,205,213,305,321,0,41,36,62,23,82,15,10,0,30,22,4144,34,222,287,1214,768,675,216,114,93,269,252
"Hillsborough Township School District, New Jersey","3407230",38461,2269,8437,2144,4417,6270,7335,2490,713,950,1867,1569,22401,2054,6769,1677,2226,2951,3421,1140,265,330,825,743,9764,186,1181,285,779,1713,2711,978,359,333,663,576,437,13,38,0,9,53,114,0,13,111,32,54,5859,16,449,182,1403,1553,1089,372,76,176,347,196
"Hillside Township School District, New Jersey","3407290",21275,1033,4264,2067,2345,3398,3313,1081,561,546,1474,1193,10372,796,3115,1401,1150,1325,1238,289,116,143,427,372,3955,203,507,319,247,284,626,394,147,204,617,407,510,0,70,0,22,121,97,0,32,13,80,75,6438,34,572,347,926,1668,1352,398,266,186,350,339
"Hoboken City School District, New Jersey","3407350",47384,3075,2979,5377,18287,8064,3454,1821,541,661,1519,1606,20051,1698,2181,2822,7356,2809,1209,684,139,220,457,476,18062,1306,586,1796,8285,3701,1255,492,90,130,198,223,2127,18,46,105,182,145,298,366,148,109,382,328,7144,53,166,654,2464,1409,692,279,164,202,482,579
"Holmdel Township School District, New Jersey","3407410",16599,607,3902,1013,867,2248,3248,1244,490,371,1292,1317,7563,533,2593,659,498,681,876,496,146,133,430,518,5696,64,1092,304,274,927,1205,500,130,137,602,461,165,0,24,0,0,0,60,20,0,0,56,5,3175,10,193,50,95,640,1107,228,214,101,204,333
"Hopatcong Borough School District, New Jersey","3407440",15440,701,2738,1196,2127,2473,2530,1302,375,545,1012,441,9545,690,2332,926,1327,1449,1387,547,129,293,369,96,4130,11,329,202,590,618,836,525,163,141,417,298,213,0,77,0,9,30,11,13,0,16,57,0,1552,0,0,68,201,376,296,217,83,95,169,47
"Hopewell Valley Regional School District, New Jersey","3407530",21734,1101,4662,1408,1613,3284,4132,1670,494,681,1473,1216,12128,951,3456,979,904,1425,1858,609,200,336,677,733,7172,130,963,271,441,1251,1704,847,239,299,643,384,201,0,96,8,25,15,45,0,6,0,0,6,2233,20,147,150,243,593,525,214,49,46,153,93
