"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Bibb County, Georgia","13021",122059,24407,97652,24107,12350,17337,12629,12673,7317,3118,8121,89738,18681,71057,18305,9694,12814,9352,9172,5207,1957,4556,25959,4146,21813,4791,2001,3409,2937,2969,1908,942,2856,870,323,547,137,47,147,16,53,12,14,121,5492,1257,4235,874,608,967,324,479,190,205,588
"Bleckley County, Georgia","13023",10548,2767,7781,2210,1015,1330,1180,782,562,164,538,8378,2124,6254,1806,798,1047,967,626,452,153,405,1974,612,1362,332,207,275,196,135,92,11,114,28,12,16,8,0,0,8,0,0,0,0,168,19,149,64,10,8,9,21,18,0,19
"Brantley County, Georgia","13025",14611,2800,11811,3039,1775,2085,1652,1440,989,342,489,10177,2195,7982,1924,1332,1455,1137,926,669,262,277,4242,557,3685,1057,434,626,477,501,312,66,212,74,36,38,0,0,0,16,0,8,14,0,118,12,106,58,9,4,22,13,0,0,0
"Brooks County, Georgia","13027",12757,1806,10951,2975,1421,2390,1532,1111,691,243,588,8638,1329,7309,2187,873,1569,1006,681,449,152,392,3576,400,3176,697,482,643,458,397,212,91,196,32,0,32,7,0,0,8,6,11,0,0,511,77,434,84,66,178,60,27,19,0,0
"Bryan County, Georgia","13029",24393,3414,20979,3925,1772,3338,2335,3044,2206,821,3538,11306,1501,9805,1976,1069,2068,1090,1294,743,357,1208,11201,1357,9844,1802,652,1033,1113,1484,1307,403,2050,556,311,245,33,24,103,25,0,33,0,27,1330,245,1085,114,27,134,107,266,123,61,253
"Bulloch County, Georgia","13031",59741,12657,47084,15604,5971,7052,6027,4871,2906,1538,3115,39228,8534,30694,10156,3987,4743,3909,3215,1914,978,1792,17035,3227,13808,4740,1457,1829,1848,1520,782,469,1163,679,156,523,258,102,14,66,3,55,7,18,2799,740,2059,450,425,466,204,133,155,84,142
"Burke County, Georgia","13033",17872,3794,14078,3654,1998,2693,1663,2174,802,268,826,13495,3150,10345,2835,1519,2088,1142,1576,538,197,450,3812,637,3175,787,436,538,285,500,247,48,334,242,0,242,3,11,15,134,20,0,23,36,323,7,316,29,32,52,102,78,17,0,6
"Butts County, Georgia","13035",19216,3764,15452,3443,1993,2917,2108,2189,1234,560,1008,13977,2652,11325,2545,1446,2157,1609,1728,963,248,629,4447,848,3599,865,449,627,441,446,214,204,353,111,2,109,0,29,0,15,7,57,0,1,681,262,419,33,69,133,43,8,0,108,25
"Calhoun County, Georgia","13037",5474,1635,3839,1284,687,713,418,334,167,80,156,3890,1004,2886,920,534,547,375,239,99,63,109,1206,523,683,283,85,109,18,81,43,17,47,56,2,54,0,40,14,0,0,0,0,0,322,106,216,81,28,43,25,14,25,0,0
"Camden County, Georgia","13039",40128,6175,33953,6483,3294,6374,4806,4917,3275,1236,3568,11502,1936,9566,2169,1255,1924,1246,1216,746,276,734,26349,3794,22555,4107,1866,4058,3307,3353,2292,909,2663,961,96,865,68,59,200,64,265,163,0,46,1316,349,967,139,114,192,189,83,74,51,125
"Candler County, Georgia","13043",8669,1667,7002,2172,958,1254,964,618,425,238,373,5956,1141,4815,1600,714,778,585,435,354,121,228,2009,352,1657,480,81,378,262,148,59,117,132,31,16,15,0,0,0,15,0,0,0,0,673,158,515,92,163,98,102,35,12,0,13
"Carroll County, Georgia","13045",88827,15465,73362,18024,9062,12802,9467,9726,6229,2596,5456,56173,10194,45979,11620,5914,7778,6364,6404,3625,1251,3023,27108,4137,22971,5283,2217,3944,2793,2893,2347,1261,2233,766,67,699,87,10,229,99,40,89,26,119,4780,1067,3713,1034,921,851,211,389,168,58,81
"Catoosa County, Georgia","13047",52084,6325,45759,8453,5558,8924,6941,6318,4768,1656,3141,16892,2486,14406,3061,1590,2939,2328,1921,1202,481,884,33366,3604,29762,5168,3901,5649,4311,4017,3453,1106,2157,441,19,422,8,23,53,94,220,12,0,12,1385,216,1169,216,44,283,208,160,101,69,88
"Charlton County, Georgia","13049",10995,2417,8578,2332,1370,1614,1028,1006,490,285,453,5039,1271,3768,743,739,647,533,537,176,168,225,4795,921,3874,1018,497,847,446,451,292,117,206,140,27,113,0,5,80,6,0,0,0,22,1021,198,823,571,129,40,43,18,22,0,0
"Chatham County, Georgia","13051",223141,36408,186733,38639,20657,33310,24158,26656,15241,6828,21244,114816,20281,94535,22351,11682,17828,12449,12440,7008,2795,7982,87655,11803,75852,13586,7359,11484,9987,12008,6720,3443,11265,3635,531,3104,704,301,496,219,425,412,178,369,17035,3793,13242,1998,1315,3502,1503,1783,1101,412,1628
"Chattahoochee County, Georgia","13053",9121,1501,7620,1448,737,1465,1522,1217,689,196,346,1729,340,1389,315,270,216,262,172,78,28,48,6182,958,5224,935,407,1044,1027,865,523,162,261,352,56,296,57,24,111,28,60,2,6,8,858,147,711,141,36,94,205,120,86,0,29
"Chattooga County, Georgia","13055",20748,5042,15706,3732,2557,3129,2677,2023,736,232,620,15178,3526,11652,2735,1887,2392,2024,1478,596,184,356,4816,1321,3495,858,595,574,516,507,137,48,260,38,17,21,7,6,1,0,0,3,0,4,716,178,538,132,69,162,137,38,0,0,0
"Cherokee County, Georgia","13057",172165,25974,146191,24403,13437,22533,17788,19609,16666,5900,25855,65359,11181,54178,11351,6530,8138,7299,7131,5629,1732,6368,85966,10410,75556,10249,5234,10365,8273,10802,9497,3672,17464,2483,542,1941,298,146,247,253,187,214,64,532,18357,3841,14516,2505,1527,3783,1963,1489,1326,432,1491
"Clarke County, Georgia","13059",101650,22346,79304,26869,9610,12335,9480,8188,5106,1783,5933,55414,12689,42725,16144,5625,6747,5021,3993,2448,678,2069,33870,5813,28057,8274,2728,3638,3581,3380,2064,971,3421,1105,212,893,292,130,150,135,63,34,12,77,11261,3632,7629,2159,1127,1800,743,752,560,122,366
"Clay County, Georgia","13061",2311,439,1872,606,303,488,169,139,98,32,37,1680,317,1363,511,241,309,105,93,61,16,27,595,115,480,75,62,179,55,46,37,16,10,0,0,0,0,0,0,0,0,0,0,0,36,7,29,20,0,0,9,0,0,0,0
"Clayton County, Georgia","13063",200790,37998,162792,36075,19634,31865,25242,23726,13038,4730,8482,85043,18530,66513,16783,7903,12303,10203,9437,5083,1772,3029,74686,10982,63704,13289,6354,10924,9915,10309,6236,2335,4342,3326,364,2962,556,509,455,523,469,119,89,242,37735,8122,29613,5447,4868,8183,4601,3511,1600,534,869
"Clinch County, Georgia","13065",5156,808,4348,1151,724,784,518,497,281,165,228,3895,518,3377,895,602,605,401,383,220,137,134,1137,198,939,256,122,169,105,114,51,28,94,10,0,10,0,0,0,0,0,10,0,0,114,92,22,0,0,10,12,0,0,0,0
"Cobb County, Georgia","13067",561075,82144,478931,84449,40644,70910,57998,63354,49319,21663,90594,164189,30422,133767,30513,12807,20742,15471,17775,12549,5428,18482,284669,32389,252280,37896,17445,31019,29933,34704,29930,12882,58471,9397,1335,8062,1549,696,882,824,1191,840,343,1737,102820,17998,84822,14491,9696,18267,11770,9684,6000,3010,11904
"Coffee County, Georgia","13069",33920,8892,25028,6082,3112,5893,3553,2784,1547,576,1481,24648,6333,18315,4308,2341,4083,2711,2195,1250,477,950,6565,1721,4844,1313,483,1179,585,481,297,82,424,151,62,89,37,0,3,22,0,0,17,10,2556,776,1780,424,288,628,235,108,0,0,97
"Colquitt County, Georgia","13071",35394,6333,29061,7291,4632,6329,4008,3156,1650,625,1370,24135,4242,19893,5017,2962,4431,2607,2316,1232,461,867,6273,955,5318,1303,1026,856,842,456,290,114,431,144,11,133,6,29,25,19,11,0,0,43,4842,1125,3717,965,615,1017,540,373,128,50,29
"Columbia County, Georgia","13073",103531,17306,86225,15774,7295,12497,9553,11637,10353,4474,14642,44255,8382,35873,7745,3263,5659,3948,4964,4190,1456,4648,47476,6227,41249,6567,2995,5207,4525,5575,5241,2698,8441,3236,377,2859,515,367,459,276,351,339,156,396,8564,2320,6244,947,670,1172,804,747,583,164,1157
"Cook County, Georgia","13075",13249,2106,11143,2691,1726,1984,1841,1186,874,266,575,9677,1538,8139,2076,1182,1436,1380,832,588,230,415,2952,486,2466,575,374,407,439,308,228,36,99,61,0,61,0,27,17,0,0,17,0,0,559,82,477,40,143,124,22,46,41,0,61
"Coweta County, Georgia","13077",102652,16864,85788,14622,8842,13436,10142,12977,9778,3809,12182,52379,9354,43025,8768,5260,6731,5402,6894,4428,1604,3938,41402,5713,35689,4709,2926,4728,3970,5203,4676,1899,7578,1463,237,1226,235,110,108,77,115,277,138,166,7408,1560,5848,910,546,1869,693,765,397,168,500
"Crawford County, Georgia","13079",10233,1636,8597,1950,994,1584,1336,1263,600,277,593,7541,1398,6143,1605,682,1083,981,855,413,124,400,2479,234,2245,332,302,501,296,360,131,137,186,94,0,94,0,10,0,27,24,33,0,0,119,4,115,13,0,0,32,24,23,16,7
"Crisp County, Georgia","13081",18497,2809,15688,4467,2067,3145,2073,1894,931,276,835,15218,2301,12917,3737,1617,2795,1716,1577,696,238,541,2902,360,2542,687,368,337,349,274,224,38,265,20,1,19,0,0,0,0,19,0,0,0,357,147,210,43,82,13,8,24,11,0,29
"Dade County, Georgia","13083",13785,1497,12288,3225,1568,2407,1510,1496,1032,249,801,3977,540,3437,812,583,688,400,408,256,54,236,9498,920,8578,2360,955,1689,1055,1077,712,195,535,56,10,46,0,0,22,0,0,4,0,20,254,27,227,53,30,8,55,11,60,0,10
"Dawson County, Georgia","13085",18387,3100,15287,2896,1986,2622,1897,1882,1432,579,1993,10050,1882,8168,1710,978,1473,1318,1055,565,386,683,7507,1116,6391,1095,874,950,500,732,770,193,1277,155,56,99,0,0,38,44,17,0,0,0,675,46,629,91,134,161,35,78,97,0,33
"Decatur County, Georgia","13087",21758,5335,16423,3691,2109,3510,2532,2148,1152,314,967,14742,3701,11041,2809,1507,2351,1622,1307,697,169,579,6194,1382,4812,855,471,1031,836,751,347,138,383,68,8,60,0,7,20,0,24,2,7,0,754,244,510,27,124,108,74,66,106,0,5
"DeKalb County, Georgia","13089",564661,89174,475487,95380,47107,76778,60894,63062,44523,18766,68977,204541,36736,167805,42030,18185,27372,22945,21445,14832,5442,15554,243997,28609,215388,35184,17151,26936,26102,32126,23603,10624,43662,8611,1537,7074,1302,633,1033,1114,888,720,200,1184,107512,22292,85220,16864,11138,21437,10733,8603,5368,2500,8577
"Dodge County, Georgia","13091",17670,4278,13392,3239,1980,2089,2132,1827,923,476,726,13928,3168,10760,2358,1569,1694,1679,1599,777,436,648,3274,979,2295,750,359,376,391,184,127,40,68,71,2,69,48,16,0,0,0,0,0,5,397,129,268,83,36,19,62,44,19,0,5
"Dooly County, Georgia","13093",11944,3703,8241,2277,984,1848,1287,924,492,160,269,9827,2816,7011,1967,883,1492,1112,766,439,146,206,1611,627,984,279,79,199,175,122,53,14,63,9,5,4,4,0,0,0,0,0,0,0,497,255,242,27,22,157,0,36,0,0,0
"Dougherty County, Georgia","13095",73892,14729,59163,16601,7587,11494,7763,6717,3653,1564,3784,53589,10966,42623,12976,5897,8472,5429,4445,2380,946,2078,17712,3159,14553,3218,1444,2597,2089,2042,1151,513,1499,537,108,429,78,32,33,103,40,28,39,76,2054,496,1558,329,214,392,142,190,94,66,131
"Douglas County, Georgia","13097",104340,17987,86353,17211,8930,13496,12340,13115,8774,3850,8637,48090,9081,39009,8087,4428,6634,5415,5570,3900,1801,3174,44617,6385,38232,7328,3809,5203,5354,6346,4127,1680,4385,1503,504,999,305,0,117,95,193,150,16,123,10130,2017,8113,1491,693,1542,1476,1006,597,353,955
"Early County, Georgia","13099",8473,1855,6618,1435,874,1463,939,777,404,289,437,6480,1342,5138,1063,698,1219,754,600,299,200,305,1899,469,1430,355,176,233,175,165,105,89,132,9,0,9,0,0,0,0,9,0,0,0,85,44,41,17,0,11,10,3,0,0,0
"Echols County, Georgia","13101",3127,622,2505,485,368,634,380,314,179,13,132,1632,326,1306,248,155,235,222,199,135,4,108,828,138,690,134,104,174,100,115,30,9,24,13,0,13,0,0,0,13,0,0,0,0,654,158,496,103,109,225,45,0,14,0,0
"Effingham County, Georgia","13103",41523,6627,34896,6255,3107,5309,5090,5472,3898,1663,4102,24819,4054,20765,3817,1999,3527,3214,3217,2255,841,1895,15016,2171,12845,2253,1014,1544,1751,2043,1529,755,1956,718,147,571,69,37,171,24,44,63,33,130,970,255,715,116,57,67,101,168,51,34,121
"Elbert County, Georgia","13105",16050,2287,13763,3023,2490,2975,1994,1545,858,256,622,12087,1577,10510,2360,1944,2265,1439,1145,761,182,414,3416,589,2827,561,466,563,490,379,97,63,208,31,0,31,0,0,20,0,0,0,11,0,516,121,395,102,80,127,65,21,0,0,0
"Emanuel County, Georgia","13107",18014,3678,14336,4337,1965,2611,2015,1609,841,281,677,14451,2766,11685,3473,1714,2145,1729,1249,707,201,467,3222,821,2401,808,231,420,261,290,131,80,180,54,31,23,0,2,9,0,9,3,0,0,287,60,227,56,18,37,25,61,0,0,30
"Evans County, Georgia","13109",8414,1638,6776,1645,741,1152,1234,920,497,132,455,5914,1127,4787,1219,474,782,860,734,305,89,324,1680,278,1402,264,213,231,261,169,131,17,116,65,7,58,7,0,13,0,0,2,26,10,755,226,529,155,54,126,113,17,59,0,5
"Fannin County, Georgia","13111",20097,2813,17284,4592,2875,3277,2235,1646,1274,552,833,9562,1561,8001,2370,1644,1457,1108,540,414,191,277,10185,1216,8969,2097,1219,1763,1064,1051,858,361,556,82,5,77,27,0,2,28,20,0,0,0,268,31,237,98,12,55,35,35,2,0,0
"Fayette County, Georgia","13113",87220,13708,73512,13281,5592,9536,8318,9091,7906,3651,16137,30275,5333,24942,5753,1984,3707,3069,3087,2556,1136,3650,46299,6602,39697,6143,2818,4431,4310,4685,4506,2059,10745,1411,105,1306,222,139,97,132,243,119,105,249,9235,1668,7567,1163,651,1301,807,1076,725,351,1493
"Floyd County, Georgia","13115",77126,11903,65223,17113,8093,11970,8829,7836,4679,1529,5174,51456,8313,43143,12122,5628,7367,5675,4873,3080,1016,3382,19175,1890,17285,4031,1873,3016,2334,2693,1361,462,1515,598,121,477,112,45,102,41,35,84,9,49,5897,1579,4318,848,547,1485,779,235,154,42,228
"Forsyth County, Georgia","13117",142226,22907,119319,20356,9640,16087,12147,14568,11458,5757,29306,42944,7553,35391,7190,3507,5518,4179,4444,3277,1671,5605,72157,9832,62325,9173,4276,7043,6026,7622,6656,3321,18208,1866,307,1559,214,119,229,172,142,198,80,405,25259,5215,20044,3779,1738,3297,1770,2360,1327,685,5088
"Franklin County, Georgia","13119",17926,2638,15288,3876,2460,2852,2213,1694,1112,432,649,12649,1888,10761,2788,1772,1847,1486,1207,863,314,484,4574,609,3965,1019,607,860,571,441,246,118,103,88,18,70,15,2,0,21,14,3,0,15,615,123,492,54,79,145,135,32,0,0,47
"Fulton County, Georgia","13121",776914,129412,647502,129901,56728,93658,72848,76110,58447,25895,133915,289952,58866,231086,63707,26686,36325,26260,26561,17317,6415,27815,360566,43812,316754,50692,21792,38634,33543,39746,32568,15384,84395,11616,1584,10032,2264,417,1101,996,1234,1018,413,2589,114780,25150,89630,13238,7833,17598,12049,8569,7544,3683,19116
"Gilmer County, Georgia","13123",23435,3301,20134,4868,2962,4142,2413,2636,1300,636,1177,12823,1782,11041,2806,1784,2230,1352,1358,563,409,539,8812,985,7827,1861,1012,1552,891,1089,633,227,562,133,26,107,0,0,47,14,12,34,0,0,1667,508,1159,201,166,313,156,177,70,0,76
"Glascock County, Georgia","13125",2448,338,2110,392,305,469,334,332,146,51,81,2116,271,1845,299,228,432,325,303,131,46,81,300,55,245,84,73,31,8,29,15,5,0,15,4,11,9,2,0,0,0,0,0,0,17,8,9,0,2,6,1,0,0,0,0
"Glynn County, Georgia","13127",65056,8399,56657,11902,7086,9626,7671,7417,4557,2095,6303,34490,5399,29091,6848,4094,4682,4085,3583,2385,887,2527,25375,2207,23168,4373,2153,3899,3087,3263,1930,1061,3402,727,38,689,130,56,132,55,149,63,15,89,4464,755,3709,551,783,913,444,422,179,132,285
"Gordon County, Georgia","13129",43626,7967,35659,7658,4843,7060,5339,5327,2381,898,2153,27199,4807,22392,5023,3060,4134,3312,3533,1627,411,1292,11178,1663,9515,1997,1346,1679,1104,1467,639,471,812,133,45,88,28,19,9,8,0,24,0,0,5116,1452,3664,610,418,1238,915,327,91,16,49
"Grady County, Georgia","13131",19782,4184,15598,3960,2129,3593,2102,1805,1006,298,705,12609,2383,10226,2684,1521,2333,1394,1150,543,198,403,5626,955,4671,1134,539,896,616,655,444,99,288,60,3,57,17,0,30,0,0,0,0,10,1487,843,644,125,69,334,92,0,19,1,4
"Greene County, Georgia","13133",13503,2285,11218,2701,1722,1723,1650,1115,637,320,1350,8761,1604,7157,1973,1244,1197,1029,758,312,136,508,4067,438,3629,609,462,499,431,309,309,184,826,42,2,40,1,0,1,23,14,0,0,1,633,241,392,118,16,26,167,34,16,0,15
"Gwinnett County, Georgia","13135",643431,121049,522382,94130,47618,86672,70294,75016,51394,22513,74745,154645,33811,120834,26759,10174,17594,16021,16988,12708,5825,14765,275788,41269,234519,36175,18201,30958,28194,38001,26562,11635,44793,14619,3208,11411,1678,1104,1681,2064,1804,1095,297,1688,198379,42761,155618,29518,18139,36439,24015,18223,11029,4756,13499
"Habersham County, Georgia","13137",34924,6925,27999,6841,3307,5526,4414,3699,1724,665,1823,21180,4548,16632,4487,2107,2994,2416,2187,1074,338,1029,10103,1506,8597,1851,937,1714,1317,1214,586,308,670,233,40,193,94,0,26,25,29,3,0,16,3408,831,2577,409,263,792,656,269,61,19,108
"Hall County, Georgia","13139",142984,24957,118027,21754,13277,23780,16606,15616,11217,4060,11717,66670,12378,54292,11666,6126,9593,7734,7401,5465,1912,4395,46766,6115,40651,6065,4214,6533,5586,5684,4416,1848,6305,1513,203,1310,285,56,253,258,115,164,51,128,28035,6261,21774,3738,2881,7401,3028,2416,1172,249,889
"Hancock County, Georgia","13141",7796,2776,5020,1421,939,1156,616,479,176,107,126,6283,2095,4188,1265,719,1059,488,365,166,71,55,1285,556,729,147,202,81,107,82,10,29,71,36,5,31,0,0,10,21,0,0,0,0,192,120,72,9,18,6,0,32,0,7,0
"Haralson County, Georgia","13143",22717,3670,19047,4734,2650,3024,2593,2631,1396,666,1353,16729,2980,13749,3632,1893,2166,1832,1745,987,419,1075,5445,587,4858,1020,733,750,668,856,363,247,221,131,52,79,0,0,7,30,0,0,0,42,412,51,361,82,24,101,63,30,46,0,15
"Harris County, Georgia","13145",26687,3703,22984,3911,2399,3184,3093,3349,2091,1339,3618,15001,2189,12812,2350,1473,2063,1910,1805,1115,605,1491,10381,1305,9076,1398,902,981,1054,1382,876,583,1900,530,31,499,39,8,15,71,98,48,128,92,775,178,597,124,16,125,58,64,52,23,135
"Hart County, Georgia","13147",20848,2938,17910,4406,2582,3559,2517,2142,1135,382,1187,12704,1895,10809,2675,1716,2351,1522,1178,431,202,734,7558,941,6617,1567,810,1130,912,901,680,180,437,102,30,72,2,0,13,11,46,0,0,0,484,72,412,162,56,65,72,17,24,0,16
"Heard County, Georgia","13149",9376,1466,7910,1802,1141,1411,1089,1241,610,244,372,6557,1140,5417,1378,816,849,749,819,463,128,215,2722,323,2399,403,325,516,325,422,145,116,147,75,0,75,19,0,29,15,0,2,0,10,22,3,19,2,0,17,0,0,0,0,0
"Henry County, Georgia","13151",161670,28718,132952,24224,12158,20023,17826,20549,16238,7023,14911,79239,15640,63599,13025,5599,9889,8752,10353,7409,3147,5425,65293,9622,55671,8622,4891,7483,7330,8299,7633,3416,7997,2864,584,2280,568,94,297,193,433,266,62,367,14274,2872,11402,2009,1574,2354,1551,1464,930,398,1122
"Houston County, Georgia","13153",113995,20090,93905,17589,9683,14128,12954,13786,9328,4819,11618,55234,10815,44419,9901,4845,6995,6162,7092,4104,1971,3349,47823,6761,41062,6074,3537,5576,5274,5894,4682,2525,7500,2889,573,2316,489,231,275,418,338,247,79,239,8049,1941,6108,1125,1070,1282,1100,462,295,244,530
"Irwin County, Georgia","13155",7663,1756,5907,1483,752,1233,761,585,451,209,433,6116,1346,4770,1198,608,1002,601,456,378,171,356,1450,379,1071,275,144,214,141,109,73,38,77,34,8,26,0,0,6,0,20,0,0,0,63,23,40,10,0,11,19,0,0,0,0
"Jackson County, Georgia","13157",47605,8032,39573,7255,4732,6668,5945,5955,3976,1233,3809,29767,5613,24154,4841,2904,4029,3576,3900,2274,757,1873,15091,2005,13086,2063,1481,1864,2004,1904,1601,468,1701,419,51,368,23,102,91,60,3,24,0,65,2328,363,1965,328,245,684,305,148,77,8,170
"Jasper County, Georgia","13159",10864,1751,9113,2237,913,1662,1211,1488,655,222,725,7751,1315,6436,1655,513,1137,906,1145,444,141,495,2710,305,2405,519,337,453,260,343,200,81,212,9,0,9,0,8,1,0,0,0,0,0,394,131,263,63,55,71,45,0,11,0,18
"Jeff Davis County, Georgia","13161",11466,1988,9478,2081,1159,2106,1459,1097,849,189,538,8946,1417,7529,1611,978,1579,1209,824,754,155,419,1723,253,1470,455,149,269,192,187,65,34,119,0,0,0,0,0,0,0,0,0,0,0,797,318,479,15,32,258,58,86,30,0,0
"Jefferson County, Georgia","13163",13129,2638,10491,3231,1791,1909,1329,1153,602,170,306,10787,2260,8527,2682,1475,1562,1048,922,458,140,240,1908,213,1695,520,236,275,235,200,133,30,66,79,19,60,7,11,3,2,31,6,0,0,355,146,209,22,69,69,44,0,5,0,0
"Jenkins County, Georgia","13165",6943,1038,5905,1675,830,1350,586,602,439,160,263,5663,818,4845,1300,734,1090,498,532,333,130,228,1002,172,830,208,96,228,62,70,101,30,35,83,48,35,0,0,9,26,0,0,0,0,195,0,195,167,0,23,0,0,5,0,0
"Johnson County, Georgia","13167",8203,1807,6396,1537,1037,1376,866,669,534,155,222,6573,1365,5208,1207,887,1184,696,535,392,130,177,1468,380,1088,317,145,160,170,84,142,25,45,39,22,17,0,0,9,0,8,0,0,0,123,40,83,13,5,23,0,42,0,0,0
"Jones County, Georgia","13169",22899,3692,19207,3505,1870,3280,2900,2982,1905,919,1846,18023,3182,14841,2977,1453,2536,2414,2132,1406,606,1317,4314,472,3842,500,399,619,443,770,463,195,453,154,0,154,0,18,6,0,0,0,102,28,408,38,370,28,0,119,43,80,36,16,48
"Lamar County, Georgia","13171",15031,2923,12108,3180,1586,2149,1466,1767,964,285,711,11718,2316,9402,2580,1301,1790,1169,1210,684,218,450,2804,514,2290,513,246,325,192,454,251,67,242,147,46,101,37,0,0,20,33,11,0,0,362,47,315,50,39,34,85,70,18,0,19
"Lanier County, Georgia","13173",7767,1351,6416,1673,843,1194,676,966,710,118,236,4652,756,3896,1128,503,809,394,421,434,54,153,2760,511,2249,485,309,282,282,468,276,64,83,193,17,176,30,30,76,0,40,0,0,0,162,67,95,30,1,27,0,37,0,0,0
"Laurens County, Georgia","13175",37986,8817,29169,6596,4086,5535,4322,3715,2167,819,1929,30566,7294,23272,5279,3324,4578,3656,2892,1745,622,1176,6107,1120,4987,1141,675,765,572,669,402,169,594,209,80,129,28,14,23,14,29,0,13,8,1104,323,781,148,73,169,80,125,20,15,151
"Lee County, Georgia","13177",22414,4149,18265,3589,1561,2299,2283,3134,1988,704,2707,14028,2896,11132,2572,927,1342,1266,1848,1165,503,1509,7090,1040,6050,867,417,706,836,1199,753,201,1071,359,14,345,29,60,74,41,48,30,0,63,937,199,738,121,157,177,140,39,40,0,64
"Liberty County, Georgia","13179",47985,8630,39355,7896,3956,6952,6497,5879,4056,1341,2778,13656,2764,10892,2558,1415,2121,1718,1276,779,279,746,27742,4321,23421,4173,2029,3729,4042,3873,2884,947,1744,2952,804,2148,457,275,405,278,382,154,76,121,3635,741,2894,708,237,697,459,348,239,39,167
