"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Lumpkin County, Georgia","13187",19024,2657,5734,5399,3312,1922,10174,1754,3650,2525,1423,822,7943,631,1762,2689,1779,1082,83,4,54,0,17,8,824,268,268,185,93,10
"McDuffie County, Georgia","13189",14294,3709,5037,3354,1392,802,10971,2996,4068,2445,955,507,2910,590,829,834,377,280,181,0,103,22,56,0,232,123,37,53,4,15
"McIntosh County, Georgia","13191",10256,2190,3823,2791,907,545,6936,1592,2766,1752,521,305,2828,514,911,814,358,231,191,64,37,90,0,0,301,20,109,135,28,9
"Macon County, Georgia","13193",9833,2927,3798,2252,535,321,7918,2344,3040,1958,378,198,1615,422,702,277,118,96,12,2,10,0,0,0,288,159,46,17,39,27
"Madison County, Georgia","13195",19246,3764,7594,5030,1664,1194,13816,2876,5947,3543,1006,444,4451,645,1389,1173,578,666,130,2,70,39,5,14,849,241,188,275,75,70
"Marion County, Georgia","13197",6011,1443,2221,1541,450,356,3712,921,1480,919,204,188,1781,326,562,564,207,122,84,16,18,18,12,20,434,180,161,40,27,26
"Meriwether County, Georgia","13199",14724,4125,5620,3604,882,493,11404,3268,4680,2624,563,269,3054,803,904,900,274,173,129,0,0,56,33,40,137,54,36,24,12,11
"Miller County, Georgia","13201",4099,903,1495,1198,277,226,3303,678,1331,957,212,125,725,190,155,214,65,101,26,0,9,17,0,0,45,35,0,10,0,0
"Mitchell County, Georgia","13205",15479,4154,6125,3482,1085,633,12217,3349,4823,2655,871,519,2761,517,1200,755,187,102,19,17,0,0,2,0,482,271,102,72,25,12
"Monroe County, Georgia","13207",18553,3659,6466,4755,2088,1585,12873,2870,4785,3014,1142,1062,5093,649,1605,1556,807,476,200,44,60,59,37,0,387,96,16,126,102,47
"Montgomery County, Georgia","13209",5881,1044,2634,1359,445,399,4576,788,2141,1073,330,244,995,160,366,226,110,133,17,0,9,8,0,0,293,96,118,52,5,22
"Morgan County, Georgia","13211",12260,2230,4158,3132,1716,1024,8156,1762,3177,1813,875,529,3747,386,945,1210,744,462,117,5,6,0,75,31,240,77,30,109,22,2
"Murray County, Georgia","13213",25689,8027,9473,5984,1199,1006,15381,4181,6361,3734,604,501,7540,2308,2531,1807,411,483,139,0,64,45,30,0,2629,1538,517,398,154,22
"Muscogee County, Georgia","13215",125771,18252,34879,42817,18843,10980,55459,9064,17363,18154,7012,3866,56419,6206,14364,20674,9504,5671,4425,421,1162,1863,709,270,9468,2561,1990,2126,1618,1173
"Newton County, Georgia","13217",63841,10482,20497,20449,8211,4202,34320,6462,12504,9794,3595,1965,23618,2293,6566,8872,3960,1927,757,139,128,414,40,36,5146,1588,1299,1369,616,274
"Oconee County, Georgia","13219",21994,1668,4435,6081,4777,5033,10870,1059,2702,3191,2172,1746,9050,264,1357,2440,2320,2669,509,27,82,163,50,187,1565,318,294,287,235,431
"Oglethorpe County, Georgia","13221",10314,1864,3888,2687,1095,780,6371,1318,2697,1588,488,280,3454,308,1127,1041,503,475,148,73,38,10,27,0,341,165,26,48,77,25
