"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Bibb County, Georgia","13021",155237,11346,28257,16302,20718,18543,20491,9953,3939,5189,11323,9176,119551,10673,24606,12655,15056,12910,14462,7637,2995,3614,8004,6939,28739,569,3012,2855,4014,4169,5010,2068,802,1312,2867,2061,1139,79,190,265,194,127,168,65,0,23,20,8,5808,25,449,527,1454,1337,851,183,142,240,432,168
"Bleckley County, Georgia","13023",12912,722,2130,2190,1115,1533,1741,677,341,412,1150,901,10627,700,1944,1744,874,1289,1347,543,282,306,914,684,2050,22,142,372,241,220,338,134,59,98,236,188,28,0,5,4,0,11,8,0,0,0,0,0,207,0,39,70,0,13,48,0,0,8,0,29
"Brantley County, Georgia","13025",18463,1301,3348,1674,2019,2420,2731,1279,383,860,1544,904,13740,1283,2803,1342,1437,1564,1787,788,300,635,1060,741,4531,18,545,332,544,826,869,491,75,225,458,148,74,0,0,0,16,0,58,0,0,0,0,0,118,0,0,0,22,30,17,0,8,0,26,15
"Brooks County, Georgia","13027",15766,961,2619,1406,1679,1845,2337,1040,438,692,1643,1106,11141,857,2119,1158,1100,1280,1323,730,276,538,1041,719,4075,104,483,214,430,479,860,263,144,149,566,383,32,0,3,0,17,8,0,0,0,0,0,4,518,0,14,34,132,78,154,47,18,5,36,0
"Bryan County, Georgia","13029",32185,2275,7092,2435,4151,4973,4762,2034,572,893,1934,1064,16892,1824,4513,1482,1933,1734,1841,1116,357,454,994,644,13192,418,2178,913,1978,2695,2403,726,188,423,896,374,701,33,279,34,188,118,13,15,17,0,0,4,1400,0,122,6,52,426,505,177,10,16,44,42
"Bulloch County, Georgia","13031",71940,4059,10587,19473,9389,7411,7619,3631,1377,1574,4078,2742,49699,3825,8586,13221,5950,4272,4915,2432,758,1150,2711,1879,18531,173,1737,5327,2548,2588,2061,1103,539,400,1261,794,758,61,31,342,66,71,150,3,17,10,7,0,2952,0,233,583,825,480,493,93,63,14,99,69
"Burke County, Georgia","13033",23136,1659,4613,2273,2743,2643,3225,1562,805,625,1828,1160,18393,1612,4191,1728,2077,2026,2422,1265,554,468,1220,830,4147,47,391,450,470,602,667,273,236,136,545,330,242,0,0,0,105,15,94,13,15,0,0,0,354,0,31,95,91,0,42,11,0,21,63,0
"Butts County, Georgia","13035",23469,1375,3793,2364,3124,3329,3420,1590,482,860,1916,1216,17897,1226,3423,1961,2356,2443,2542,816,353,564,1296,917,4770,139,310,268,738,585,842,674,129,254,542,289,111,0,0,0,0,65,0,8,0,7,21,10,691,10,60,135,30,236,36,92,0,35,57,0
"Calhoun County, Georgia","13037",6549,301,969,790,865,1072,936,407,184,234,375,416,4905,284,883,478,521,681,757,341,103,188,320,349,1266,17,86,243,231,278,144,53,68,46,52,48,56,0,0,27,1,13,13,2,0,0,0,0,322,0,0,42,112,100,22,11,13,0,3,19
"Camden County, Georgia","13039",51193,3941,9378,6719,7551,6258,6884,2805,997,1487,3473,1700,17361,2402,4394,1820,1721,1614,1852,867,257,561,1169,704,31418,1506,4838,4661,5447,4128,4484,1635,688,905,2162,964,1062,28,115,120,217,295,190,36,36,4,21,0,1352,5,31,118,166,221,358,267,16,17,121,32
"Candler County, Georgia","13043",11056,741,2111,1050,1121,1531,1356,740,255,428,1107,616,8022,688,1730,610,842,800,960,577,155,348,799,513,2314,53,360,287,212,505,314,134,35,80,265,69,31,0,0,0,0,16,15,0,0,0,0,0,689,0,21,153,67,210,67,29,65,0,43,34
"Carroll County, Georgia","13045",111872,7522,20184,15358,14626,14418,14498,6987,1747,3464,7966,5102,76073,6806,16492,11064,9471,8119,8665,4323,1049,2019,4758,3307,29977,716,3191,3633,3547,5021,5071,2343,659,1228,2880,1688,861,0,101,42,104,172,231,106,18,8,79,0,4961,0,400,619,1504,1106,531,215,21,209,249,107
"Catoosa County, Georgia","13047",64955,3767,12002,5340,7785,9240,9219,4053,1479,2518,5656,3896,22667,1768,4947,2025,2886,2656,2828,1534,372,837,1653,1161,40311,1999,6855,3189,4439,6151,6100,2341,1029,1613,3925,2670,469,0,28,20,149,88,89,35,12,25,12,11,1508,0,172,106,311,345,202,143,66,43,66,54
"Charlton County, Georgia","13049",13098,715,1853,1356,1824,2319,1989,794,235,342,1027,644,6236,466,1056,637,518,1139,860,390,183,168,464,355,5701,249,795,657,1007,690,914,365,48,169,554,253,140,0,0,5,35,31,69,0,0,0,0,0,1021,0,2,57,264,459,146,39,4,5,9,36
"Chatham County, Georgia","13051",275303,18976,42447,34855,44597,32832,34312,16240,6089,9362,20265,15328,155657,15946,31570,19031,21261,14736,17493,8725,2880,5404,10172,8439,97408,2619,9300,13184,17555,13990,13374,6153,2744,3476,8915,6098,4178,204,440,755,930,598,614,300,84,49,157,47,18060,207,1137,1885,4851,3508,2831,1062,381,433,1021,744
"Chattahoochee County, Georgia","13053",11846,1129,1899,3523,2678,1022,759,296,88,64,258,130,2755,553,618,473,228,135,296,112,69,39,126,106,7615,475,1089,2735,1998,656,363,140,16,0,119,24,547,92,108,96,134,57,13,26,0,21,0,0,929,9,84,219,318,174,87,18,3,4,13,0
"Chattooga County, Georgia","13055",25484,1407,4354,2068,3107,3680,3590,1785,604,1007,2157,1725,19358,1326,3525,1577,2450,2584,2772,1332,420,744,1518,1110,5334,75,738,430,516,832,742,397,169,261,565,609,53,6,19,0,0,16,10,0,0,0,2,0,739,0,72,61,141,248,66,56,15,2,72,6
"Cherokee County, Georgia","13057",221951,14861,44491,17635,27022,35280,33829,13641,4568,7084,15616,7924,104568,13301,31674,9960,11172,10952,11015,4237,1474,2279,4969,3535,95337,1492,11180,5599,10959,19373,18768,7682,2771,4312,9359,3842,2614,36,285,269,362,571,606,351,68,27,24,15,19432,32,1352,1807,4529,4384,3440,1371,255,466,1264,532
"Clarke County, Georgia","13059",119681,7012,13845,35091,20064,12569,10436,5145,2003,2620,6141,4755,69853,6288,10088,21379,9878,5816,5224,2658,1087,1649,3331,2455,36536,543,2875,10907,6537,4126,3635,1971,746,853,2348,1995,1263,62,96,388,188,203,105,53,34,12,49,73,12029,119,786,2417,3461,2424,1472,463,136,106,413,232
"Clay County, Georgia","13061",3110,357,549,236,321,262,359,294,99,134,268,231,2350,298,467,172,249,183,264,216,55,91,202,153,724,59,75,64,72,61,95,78,44,43,55,78,0,0,0,0,0,0,0,0,0,0,0,0,36,0,7,0,0,18,0,0,0,0,11,0
"Clayton County, Georgia","13063",264221,21556,53678,28227,39579,38706,36169,14200,5476,6929,12840,6861,135374,19126,38541,13913,17112,13943,13558,5887,2347,3063,4843,3041,84957,2150,11379,9942,12941,14581,15407,5663,2069,2740,5630,2455,4099,162,796,678,734,866,412,130,23,43,174,81,39791,118,2962,3694,8792,9316,6792,2520,1037,1083,2193,1284
"Clinch County, Georgia","13065",6777,635,1214,501,918,817,867,319,182,315,654,355,5399,565,1135,423,691,614,645,226,127,206,483,284,1254,70,79,78,128,191,219,93,55,102,171,68,10,0,0,0,10,0,0,0,0,0,0,0,114,0,0,0,89,12,3,0,0,7,0,3
"Cobb County, Georgia","13067",708920,48000,129630,65558,101715,108827,106234,43714,14922,21667,42383,26270,274177,41548,85429,29429,29325,21999,23356,11965,3642,6028,12044,9412,316023,5416,36101,25488,44735,56407,60896,24804,9221,13172,25635,14148,10831,321,1566,1246,2108,2094,1765,863,107,288,346,127,107889,715,6534,9395,25547,28327,20217,6082,1952,2179,4358,2583
"Coffee County, Georgia","13069",42947,2959,7875,4966,5663,5913,5791,2532,997,1185,3214,1852,33246,2874,7321,3559,3942,4048,4150,1948,724,857,2414,1409,6943,85,466,874,1196,1114,1107,527,257,302,658,357,151,0,0,40,16,19,53,0,0,0,0,23,2607,0,88,493,509,732,481,57,16,26,142,63
"Colquitt County, Georgia","13071",45987,3732,8819,4161,6194,6132,5635,2901,1044,1243,3612,2514,33357,3270,7451,2671,3843,3627,4025,2072,710,901,2656,2131,7371,385,989,709,852,1042,1248,553,210,293,721,369,153,0,9,38,43,12,22,0,0,0,15,14,5106,77,370,743,1456,1451,340,276,124,49,220,0
"Columbia County, Georgia","13073",132362,8636,26545,11357,17285,18403,19597,8314,3166,4577,8903,5579,64335,7217,16977,6166,7839,6984,7449,3175,991,2080,3411,2046,54948,1161,8202,4337,7101,9034,9546,4189,1755,2097,4552,2974,3945,229,579,281,760,522,1011,231,77,178,45,32,9134,29,787,573,1585,1863,1591,719,343,222,895,527
"Cook County, Georgia","13075",17061,1220,3342,1289,2299,2246,2281,1091,379,528,1412,974,12940,1102,2769,973,1619,1487,1577,809,277,438,1126,763,3457,87,560,238,491,476,653,271,102,90,284,205,99,31,7,14,16,17,3,11,0,0,0,0,565,0,6,64,173,266,48,0,0,0,2,6
"Coweta County, Georgia","13077",131419,8810,26002,10605,16363,19467,19953,7489,3070,4636,9491,5533,75527,7763,19385,6851,8979,8307,8926,3615,1553,2451,4428,3269,46452,998,5812,2728,5664,8603,9330,3481,1223,1998,4583,2032,1539,0,181,98,93,324,432,227,0,62,71,51,7901,49,624,928,1627,2233,1265,166,294,125,409,181
"Crawford County, Georgia","13079",12536,646,2111,1087,1308,1557,2144,975,372,458,1256,622,9690,634,1917,961,995,1164,1566,648,243,334,785,443,2633,12,194,125,264,284,555,320,116,124,471,168,94,0,0,0,10,57,14,0,13,0,0,0,119,0,0,1,39,52,9,7,0,0,0,11
"Crisp County, Georgia","13081",23403,1680,4259,2094,2865,2829,3066,1791,520,875,1874,1550,19996,1673,4103,1652,2290,2450,2374,1628,412,723,1437,1254,3008,0,140,430,435,286,634,151,100,145,430,257,22,0,3,0,0,0,19,0,0,0,0,0,377,7,13,12,140,93,39,12,8,7,7,39
"Dade County, Georgia","13083",16533,874,2503,2101,1809,2027,2374,1089,446,733,1541,1036,4992,365,838,477,505,577,704,339,138,250,421,378,11213,509,1637,1559,1272,1365,1565,743,308,483,1120,652,56,0,0,6,6,24,13,7,0,0,0,0,272,0,28,59,26,61,92,0,0,0,0,6
"Dawson County, Georgia","13085",22500,1193,3803,1770,2491,2924,3411,1539,655,1069,2493,1152,13520,1118,3102,1166,1571,1630,1741,762,247,468,1165,550,8058,75,609,415,855,1146,1475,740,403,572,1190,578,155,0,0,52,5,5,18,14,5,0,56,0,767,0,92,137,60,143,177,23,0,29,82,24
"Decatur County, Georgia","13087",27508,1889,5016,2581,3457,3278,3807,1864,781,798,2231,1806,19716,1659,4272,1807,2076,2373,2636,1200,543,446,1302,1402,6970,230,744,715,957,796,1068,607,229,319,901,404,68,0,0,7,35,22,0,0,4,0,0,0,754,0,0,52,389,87,103,57,5,33,28,0
"DeKalb County, Georgia","13089",707185,52040,116019,67782,119124,107619,97729,42722,15373,20761,40427,27589,319073,46515,83352,31341,40233,30746,31550,14314,5634,8047,15993,11348,263015,3696,22343,24047,47686,48759,46508,21875,7418,9767,18231,12685,9693,199,1477,1209,1965,2411,1204,547,147,144,262,128,115404,1630,8847,11185,29240,25703,18467,5986,2174,2803,5941,3428
"Dodge County, Georgia","13091",21365,1271,3307,2291,2633,2883,3133,1495,535,707,1796,1314,17181,1188,2710,1573,2096,2267,2512,1178,450,561,1533,1113,3629,22,533,677,471,505,530,248,85,137,255,166,158,61,28,5,0,0,43,5,0,0,0,16,397,0,36,36,66,111,48,64,0,9,8,19
"Dooly County, Georgia","13093",14443,748,2203,1365,1741,2054,2148,1155,329,565,1319,816,12258,748,2125,1016,1390,1589,1807,1015,280,447,1095,746,1642,0,34,255,338,244,297,140,28,116,148,42,9,0,0,0,0,1,4,0,4,0,0,0,534,0,44,94,13,220,40,0,17,2,76,28
"Dougherty County, Georgia","13095",93890,7015,16692,11813,12540,10946,11622,5633,2357,3309,6665,5298,71829,6615,14716,8927,9315,7787,8310,4046,1568,2230,4438,3877,19300,372,1745,2538,2635,2721,2865,1321,751,997,2041,1314,615,0,140,89,140,48,99,55,0,7,11,26,2146,28,91,259,450,390,348,211,38,75,175,81
"Douglas County, Georgia","13097",135037,9356,27805,11941,17030,21341,20185,7824,2968,3792,8397,4398,71451,8220,18988,6798,8688,8409,7958,3275,1167,1810,3978,2160,51322,1122,7786,4396,6177,9395,9749,3709,1531,1724,3835,1898,1634,3,322,159,256,402,266,58,0,62,10,96,10630,11,709,588,1909,3135,2212,782,270,196,574,244
"Early County, Georgia","13099",10662,709,1979,922,1062,1265,1469,603,276,516,1051,810,8369,586,1634,694,751,966,1118,519,191,386,870,654,2177,123,323,226,285,264,320,84,85,130,181,156,9,0,0,0,9,0,0,0,0,0,0,0,107,0,22,2,17,35,31,0,0,0,0,0
"Echols County, Georgia","13101",4018,199,925,388,501,654,537,222,62,113,180,237,2410,199,737,190,184,277,303,128,40,61,150,141,884,0,81,102,114,170,176,64,22,29,30,96,13,0,0,0,0,0,0,13,0,0,0,0,711,0,107,96,203,207,58,17,0,23,0,0
"Effingham County, Georgia","13103",53673,3570,11224,4707,6730,7941,8156,2996,1275,1676,3605,1793,34688,3179,8372,3171,4225,4210,4595,1578,822,942,2227,1367,17137,379,2589,1381,2277,3260,3161,1322,439,705,1207,417,793,0,146,55,74,144,193,58,14,22,87,0,1055,12,117,100,154,327,207,38,0,7,84,9
"Elbert County, Georgia","13105",19694,1205,3235,1648,2258,2357,2809,1197,717,755,2018,1495,15388,1155,2747,1437,1560,1531,2068,860,612,576,1615,1227,3728,50,436,169,488,656,689,326,105,176,403,230,31,0,0,0,0,20,0,0,0,0,0,11,547,0,52,42,210,150,52,11,0,3,0,27
"Emanuel County, Georgia","13107",22731,1586,4126,2268,2928,2629,3054,1392,610,788,1953,1397,19032,1576,3789,1634,2502,1910,2423,1183,545,628,1648,1194,3358,10,327,600,366,665,521,198,48,148,296,179,54,0,10,0,12,9,9,5,0,0,9,0,287,0,0,34,48,45,101,6,17,12,0,24
"Evans County, Georgia","13109",10868,820,2020,1019,1470,1410,1363,683,272,254,879,678,8194,797,1794,804,889,967,912,443,208,173,638,569,1854,23,208,138,229,263,371,207,64,63,200,88,65,0,0,0,2,4,24,26,0,9,0,0,755,0,18,77,350,176,56,7,0,9,41,21
"Fannin County, Georgia","13111",23632,1000,3284,1471,2114,2524,3505,1969,890,1298,3360,2217,12365,850,2541,1123,1141,1000,1157,759,405,554,1546,1289,10905,150,731,323,969,1415,2256,1180,483,744,1726,928,82,0,0,3,2,12,11,30,2,0,22,0,280,0,12,22,2,97,81,0,0,0,66,0
"Fayette County, Georgia","13113",107930,4659,22243,8841,8193,13366,19031,9369,2495,4116,9610,6007,44668,3976,13711,4482,3163,3861,4953,2891,802,1240,3113,2476,51636,618,7209,3444,3554,6964,11775,5416,1473,2444,5622,3117,1836,25,490,83,264,321,286,211,0,54,72,30,9790,40,833,832,1212,2220,2017,851,220,378,803,384
"Floyd County, Georgia","13115",96146,6182,16775,10104,11684,12357,12892,6486,2354,3095,7823,6394,68145,5700,14193,7373,7392,7759,8409,4349,1626,1923,5086,4335,21300,436,2130,1899,2302,2944,3659,1730,626,1027,2620,1927,649,0,87,79,180,114,55,88,0,46,0,0,6052,46,365,753,1810,1540,769,319,102,99,117,132
"Forsyth County, Georgia","13117",189314,12963,43056,12460,18991,33032,30623,10002,3652,5266,12241,7028,78050,11235,28347,5278,6245,8690,7300,2754,1141,1309,3529,2222,82157,1539,12075,4945,8100,15605,18021,5916,2033,3104,7096,3723,2164,33,344,221,285,317,552,154,75,59,60,64,26943,156,2290,2016,4361,8420,4750,1178,403,794,1556,1019
"Franklin County, Georgia","13119",22051,1198,3658,1986,2634,2671,3070,1412,665,780,2284,1693,16283,1119,3075,1501,1848,1801,2219,867,464,501,1627,1261,5049,79,565,431,488,694,814,538,195,246,582,417,95,0,7,2,12,33,21,0,0,6,14,0,624,0,11,52,286,143,16,7,6,27,61,15
"Fulton County, Georgia","13121",967100,63795,163202,103455,159926,146266,134633,54398,19323,28432,54777,38893,440180,57061,116444,51267,57111,41882,40614,19323,7112,10409,21461,17496,392286,5228,36746,39214,70645,72433,69985,27836,10004,14898,27618,17679,13206,360,1903,1878,2739,1772,2907,747,273,299,177,151,121428,1146,8109,11096,29431,30179,21127,6492,1934,2826,5521,3567
"Gilmer County, Georgia","13123",28441,1573,4466,2071,2915,3401,3994,2111,753,1537,3544,2076,16803,1352,3352,1377,1693,1805,2223,1050,262,881,1777,1031,9746,210,967,558,838,1036,1471,924,443,622,1653,1024,183,11,39,0,15,31,17,9,39,22,0,0,1709,0,108,136,369,529,283,128,9,12,114,21
"Glascock County, Georgia","13125",3086,161,614,237,296,407,476,228,36,86,259,286,2741,158,588,208,265,371,405,198,29,84,225,210,313,3,26,23,31,28,59,26,7,0,34,76,15,0,0,0,0,4,11,0,0,0,0,0,17,0,0,6,0,4,1,4,0,2,0,0
"Glynn County, Georgia","13127",80937,5167,13887,6791,9890,9663,11454,5113,2197,3591,7789,5395,47707,4487,11192,4660,5125,5254,5539,2748,1068,1575,3318,2741,27686,604,2260,1634,3405,3380,4976,2090,1039,1797,4136,2365,895,27,204,32,127,174,109,92,27,71,6,26,4649,49,231,465,1233,855,830,183,63,148,329,263
"Gordon County, Georgia","13129",55666,3797,10765,5007,6997,7786,7938,3354,1226,1987,4191,2618,37585,3505,8760,3382,4227,4477,4353,2174,791,1257,2786,1873,12490,227,1553,1066,1237,1957,2692,872,421,557,1288,620,204,0,101,0,49,31,17,0,0,0,6,0,5387,65,351,559,1484,1321,876,308,14,173,111,125
"Grady County, Georgia","13131",25239,1793,4652,2067,3222,3013,3446,1792,529,889,2285,1551,17293,1536,3829,1314,2108,1539,2161,1118,322,667,1570,1129,6389,251,769,589,485,1086,1105,628,188,195,671,422,70,6,4,15,0,0,45,0,0,0,0,0,1487,0,50,149,629,388,135,46,19,27,44,0
"Greene County, Georgia","13133",16190,914,2314,1022,1711,1729,1910,1181,582,1017,2558,1252,11285,857,2180,920,1270,971,1439,760,376,498,1306,708,4186,43,98,92,214,519,426,345,189,505,1223,532,42,0,0,0,2,9,8,19,0,0,4,0,677,14,36,10,225,230,37,57,17,14,25,12
"Gwinnett County, Georgia","13135",842091,61478,177848,74746,116134,133662,127355,47303,16472,21726,41441,23926,301952,54740,111469,27562,26294,23318,24009,9722,3837,4721,10031,6249,316554,5502,50774,28553,42129,54059,60325,23840,8016,11565,20113,11678,16769,429,2417,1677,3939,3002,2946,731,306,390,627,305,206816,807,13188,16954,43772,53283,40075,13010,4313,5050,10670,5694
"Habersham County, Georgia","13137",43342,2564,7495,4068,5182,5704,5818,2656,1052,1697,4042,3064,28396,2415,6165,2806,3169,2889,3507,1513,662,1108,2290,1872,11153,96,1101,893,1090,1744,1734,928,350,524,1622,1071,298,53,34,54,67,25,36,16,0,0,13,0,3495,0,195,315,856,1046,541,199,40,65,117,121
"Hall County, Georgia","13139",185318,13575,36909,17277,24279,25458,24854,10304,3557,6044,13526,9535,102243,12542,28783,9430,10264,9211,10848,4821,1618,2536,6875,5315,52029,788,5994,4365,6325,8000,8877,4115,1631,2809,5561,3564,1726,67,233,177,367,180,402,99,29,31,63,78,29320,178,1899,3305,7323,8067,4727,1269,279,668,1027,578
"Hancock County, Georgia","13141",9043,473,1064,1036,1105,1071,1288,670,244,510,1009,573,7491,473,1016,916,911,700,1008,592,176,399,768,532,1302,0,17,115,133,276,267,71,68,83,231,41,36,0,0,0,26,0,0,0,0,0,10,0,214,0,31,5,35,95,13,7,0,28,0,0
"Haralson County, Georgia","13143",28563,1773,5325,2457,3248,3901,4088,1722,832,975,2546,1696,22121,1707,4809,2179,2580,2790,2731,1156,601,673,1698,1197,5831,66,438,267,603,912,1258,527,231,264,780,485,178,0,47,0,42,24,57,8,0,0,0,0,433,0,31,11,23,175,42,31,0,38,68,14
"Harris County, Georgia","13145",32539,1649,5770,2513,2896,4517,5433,2869,897,1234,3034,1727,20058,1580,4590,1789,1680,2601,2676,1534,483,507,1655,963,11166,69,1076,673,1133,1542,2522,1099,384,679,1299,690,540,0,29,29,7,233,106,117,0,16,3,0,775,0,75,22,76,141,129,119,30,32,77,74
"Hart County, Georgia","13147",25406,1495,4050,2108,2763,2855,3617,1865,614,1110,2892,2037,16016,1156,2696,1407,1692,1670,2337,1083,354,511,1592,1518,8765,339,1289,599,902,1112,1171,750,250,570,1282,501,102,0,0,16,42,4,40,0,0,0,0,0,523,0,65,86,127,69,69,32,10,29,18,18
"Heard County, Georgia","13149",11674,742,2094,1033,1266,1518,1793,855,246,446,1059,622,8675,703,1866,856,915,1128,1103,546,142,297,610,509,2902,39,220,166,351,387,679,265,87,149,449,110,75,0,8,11,0,1,11,44,0,0,0,0,22,0,0,0,0,2,0,0,17,0,0,3
"Henry County, Georgia","13151",209069,13162,45475,18853,24538,33049,32312,12359,4005,5653,12566,7097,115663,11436,32472,11476,12324,16177,13724,4983,1899,2397,5368,3407,74996,1639,11469,5854,8955,12690,14844,5794,1701,2791,6338,2921,3661,53,892,303,698,841,442,154,14,109,131,24,14749,34,642,1220,2561,3341,3302,1428,391,356,729,745
"Houston County, Georgia","13153",145622,10306,27719,14326,21135,19186,21136,9006,2865,4049,9254,6640,79545,8935,19243,7793,11160,9146,8967,3749,1234,1843,4434,3041,53836,1239,6769,4851,7651,7699,10115,4591,1480,1930,4285,3226,3685,117,914,623,665,543,511,195,54,9,39,15,8556,15,793,1059,1659,1798,1543,471,97,267,496,358
"Irwin County, Georgia","13155",9482,571,1609,781,1269,1391,1162,622,169,467,864,577,7865,571,1508,625,1133,1046,729,538,155,409,700,451,1520,0,101,149,113,338,427,56,14,58,152,112,34,0,0,0,8,0,6,20,0,0,0,0,63,0,0,7,15,7,0,8,0,0,12,14
"Jackson County, Georgia","13157",60928,4173,11745,4873,7561,8994,8814,3635,1441,2000,4893,2799,41537,3809,9844,3632,5199,4913,5036,2086,894,1310,2866,1948,16537,324,1791,1035,1823,3282,3155,1321,507,614,1944,741,494,40,35,97,68,74,112,47,0,0,21,0,2360,0,75,109,471,725,511,181,40,76,62,110
"Jasper County, Georgia","13159",13647,818,2537,1107,1570,1825,1996,900,384,637,1155,718,10216,732,2198,953,1142,1211,1401,660,267,389,763,500,2997,84,264,124,370,488,529,229,110,231,362,206,16,0,7,1,0,8,0,0,0,0,0,0,418,2,68,29,58,118,66,11,7,17,30,12
"Jeff Davis County, Georgia","13161",15028,1093,3043,1290,1814,1839,2113,765,528,507,1241,795,12026,1036,2560,1032,1354,1536,1429,571,457,414,1005,632,2111,57,367,55,279,183,480,173,71,93,190,163,0,0,0,0,0,0,0,0,0,0,0,0,891,0,116,203,181,120,204,21,0,0,46,0
"Jefferson County, Georgia","13163",16554,1159,2930,1618,1832,1933,2246,967,443,819,1493,1114,13976,1069,2755,1322,1430,1522,1730,880,386,744,1250,888,2122,90,132,226,226,339,477,68,57,65,239,203,79,0,15,0,8,14,39,0,0,0,3,0,377,0,28,70,168,58,0,19,0,10,1,23
"Jenkins County, Georgia","13165",8794,368,1818,673,1175,933,1180,633,276,320,763,655,7461,368,1750,558,842,763,1013,446,182,259,651,629,1055,0,68,115,285,51,144,161,89,13,103,26,83,0,0,0,0,0,0,26,0,48,9,0,195,0,0,0,48,119,23,0,5,0,0,0
