"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Abbeville County, South Carolina","45001",20785,2670,18115,5368,2651,3502,2417,2205,1149,345,478,15545,2013,13532,4052,2049,2651,1832,1666,850,173,259,4817,528,4289,1233,602,740,569,499,272,172,202,99,0,99,28,0,0,0,27,27,0,17,324,129,195,55,0,111,16,13,0,0,0
"Aiken County, South Carolina","45003",126493,17986,108507,24555,12091,18776,14554,15007,9613,3269,10642,52550,8703,43847,10935,5250,8424,6435,5898,3180,1170,2555,67495,8414,59081,12543,6091,8991,7464,8473,6063,1901,7555,1477,112,1365,256,109,216,177,214,151,53,189,4971,757,4214,821,641,1145,478,422,219,145,343
"Allendale County, South Carolina","45005",8660,2704,5956,1844,956,1166,578,706,441,85,180,6931,2152,4779,1586,843,898,454,517,262,85,134,1577,508,1069,258,87,220,93,186,179,0,46,33,22,11,0,0,11,0,0,0,0,0,119,22,97,0,26,37,31,3,0,0,0
"Anderson County, South Carolina","45007",146809,17747,129062,29774,16975,24042,18364,17431,10492,3520,8464,95825,12486,83339,20081,11717,15822,12045,11218,6397,1800,4259,45237,4399,40838,8685,4634,6647,5749,5898,3745,1626,3854,1076,118,958,168,89,203,202,104,101,11,80,4671,744,3927,840,535,1370,368,211,249,83,271
"Bamberg County, South Carolina","45009",13097,2686,10411,3376,1138,2025,1500,1238,576,260,298,10367,1993,8374,2554,1034,1562,1208,1063,469,230,254,2480,673,1807,733,84,426,229,175,107,30,23,40,0,40,29,0,0,11,0,0,0,0,210,20,190,60,20,37,52,0,0,0,21
"Barnwell County, South Carolina","45011",18002,3466,14536,3941,1712,2715,2417,1561,1205,384,601,13477,2736,10741,3090,1299,2008,1936,1008,836,237,327,4163,680,3483,654,346,685,481,545,351,147,274,95,19,76,35,41,0,0,0,0,0,0,267,31,236,162,26,22,0,8,18,0,0
"Beaufort County, South Carolina","45013",127594,11654,115940,22159,10604,19946,15769,17177,10670,4479,15136,26564,3488,23076,6410,2577,4324,3087,2846,1806,595,1431,85149,6086,79063,13364,6304,12004,10431,12568,8025,3598,12769,1943,265,1678,269,112,374,391,237,151,54,90,13938,1815,12123,2116,1611,3244,1860,1526,688,232,846
"Berkeley County, South Carolina","45015",134125,16907,117218,24291,11981,22060,17610,17909,10917,3851,8599,62147,9195,52952,12446,5969,9892,8635,7796,4430,1276,2508,60721,6017,54704,9796,4736,9871,7871,8827,5642,2408,5553,2298,421,1877,380,81,243,286,382,225,53,227,8959,1274,7685,1669,1195,2054,818,904,620,114,311
"Calhoun County, South Carolina","45017",12469,1444,11025,2697,1385,1944,1541,1521,1001,339,597,9590,1207,8383,2171,1089,1403,1200,1069,746,280,425,2642,226,2416,490,283,488,341,359,233,53,169,7,0,7,0,7,0,0,0,0,0,0,230,11,219,36,6,53,0,93,22,6,3
"Charleston County, South Carolina","45019",281625,32432,249193,54015,24455,41257,34968,36002,21652,7872,28972,134999,18340,116659,30973,13363,21187,16512,14977,8071,2925,8651,125361,10873,114488,20070,8677,15979,16108,18525,12197,4396,18536,3288,483,2805,469,110,479,329,617,236,118,447,17977,2736,15241,2503,2305,3612,2019,1883,1148,433,1338
"Cherokee County, South Carolina","45021",43615,6117,37498,10311,4793,7128,5700,4646,2875,601,1444,30323,4323,26000,7491,3297,4774,3955,3132,1984,392,975,11617,1536,10081,2472,1365,2031,1540,1257,861,187,368,247,7,240,77,0,24,41,71,7,0,20,1428,251,1177,271,131,299,164,186,23,22,81
"Chester County, South Carolina","45023",26543,4736,21807,5418,3306,4174,3378,2842,1221,449,1019,19548,3586,15962,4166,2620,3058,2540,2001,781,310,486,6513,1063,5450,1228,666,1033,741,804,414,119,445,109,19,90,0,0,16,12,35,15,0,12,373,68,305,24,20,67,85,2,11,20,76
