"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Kershaw County, South Carolina","45055",60166,4072,10867,4778,6757,8215,9308,4409,1495,2002,4698,3565,40822,3891,8719,3190,4527,4678,5391,2952,868,1431,2894,2281,16767,181,1810,1382,1749,2839,3527,1329,623,557,1631,1139,751,0,166,18,130,186,190,15,0,0,14,32,1826,0,172,188,351,512,200,113,4,14,159,113
"Lancaster County, South Carolina","45057",72302,4849,12280,5710,8999,10576,10052,4547,1984,2630,6398,4277,46781,3711,8461,3621,5051,6259,6575,2942,1181,1548,4237,3195,22789,1126,3683,1812,2995,3659,3239,1505,705,1003,2044,1018,353,0,37,26,109,89,60,0,0,0,32,0,2379,12,99,251,844,569,178,100,98,79,85,64
"Laurens County, South Carolina","45059",67026,4288,11501,6388,7457,9019,10143,4382,1518,2719,5280,4331,50265,3934,10079,4918,5119,6628,6693,3081,967,1796,4030,3020,14385,354,1146,1239,1634,2109,2923,1148,501,859,1182,1290,301,0,37,28,112,40,52,32,0,0,0,0,2075,0,239,203,592,242,475,121,50,64,68,21
"Lee County, South Carolina","45061",19615,1168,3434,2010,2544,2464,3066,1268,414,687,1406,1154,16613,1120,3130,1659,1999,1819,2592,1178,334,584,1203,995,2706,31,293,291,501,588,386,90,80,103,184,159,63,0,11,13,8,16,15,0,0,0,0,0,233,17,0,47,36,41,73,0,0,0,19,0
"Lexington County, South Carolina","45063",252563,16967,45648,21735,33135,36745,38211,16976,5578,7769,17204,12595,153750,14869,33985,13350,18621,18863,20140,9035,3155,4431,9732,7569,83448,1816,10021,6420,10638,14631,15796,7180,2261,3057,6932,4696,2808,67,230,323,461,616,782,189,18,62,28,32,12557,215,1412,1642,3415,2635,1493,572,144,219,512,298
"McCormick County, South Carolina","45065",10203,417,1131,626,1127,1315,1530,904,335,583,1518,717,6302,322,896,478,752,719,981,579,153,297,797,328,3685,95,219,142,349,564,498,311,158,278,689,382,59,0,0,0,0,23,36,0,0,0,0,0,157,0,16,6,26,9,15,14,24,8,32,7
"Marion County, South Carolina","45067",33568,2269,6029,2963,3945,4142,4912,2304,1060,1226,2712,2006,26730,1916,5044,2201,3095,2841,3740,1974,966,1027,2265,1661,6050,310,973,511,661,1132,1118,330,76,192,408,339,49,0,12,30,4,3,0,0,0,0,0,0,739,43,0,221,185,166,54,0,18,7,39,6
"Marlboro County, South Carolina","45069",29112,1718,4832,2478,4195,4144,4414,1841,887,865,2257,1481,21062,1151,3843,1771,2831,2852,3229,1254,601,668,1701,1161,7479,567,945,690,1192,1073,1135,563,286,197,530,301,106,0,16,7,60,23,0,0,0,0,0,0,465,0,28,10,112,196,50,24,0,0,26,19
"Newberry County, South Carolina","45071",37197,2420,6153,3618,4275,4900,5285,2457,1075,1280,3141,2593,28065,2232,4888,2843,2910,3349,3797,1828,803,1010,2335,2070,6970,149,950,506,798,1056,1173,577,232,253,778,498,178,0,0,6,7,41,108,16,0,0,0,0,1984,39,315,263,560,454,207,36,40,17,28,25
"Oconee County, South Carolina","45073",73035,4168,11494,5849,7953,9228,10585,5179,2233,3137,7956,5253,44468,3497,8728,3982,4583,5263,5701,2909,1223,1636,4174,2772,25826,627,2564,1614,2719,3438,4479,2134,962,1390,3558,2341,379,14,28,44,40,86,94,2,1,0,70,0,2362,30,174,209,611,441,311,134,47,111,154,140
"Orangeburg County, South Carolina","45075",92475,6326,15640,11373,10388,10949,12938,6263,2088,3272,7539,5699,73368,6041,13379,8225,8226,7872,10140,4785,1701,2718,5785,4496,16965,279,2051,2700,1616,2619,2590,1383,380,524,1671,1152,367,6,27,71,103,54,74,14,0,12,0,6,1775,0,183,377,443,404,134,81,7,18,83,45
"Pickens County, South Carolina","45077",117823,6471,18025,21343,13608,14759,15455,6809,2867,3340,8577,6569,73825,5806,14131,12482,7034,8566,8765,4174,1436,1751,5613,4067,38434,567,3335,8049,4955,5186,6090,2403,1296,1471,2697,2385,804,58,68,298,105,135,119,0,13,0,8,0,4760,40,491,514,1514,872,481,232,122,118,259,117
"Richland County, South Carolina","45079",372597,23978,62309,56010,55605,50375,50474,21110,7462,9516,19588,16170,213835,20315,43534,28439,28236,25164,27282,11676,3819,5032,10905,9433,131544,3175,15750,23664,20493,20537,19549,8257,2994,3938,7366,5821,7553,171,1292,1417,1708,1099,1110,291,167,33,101,164,19665,317,1733,2490,5168,3575,2533,886,482,513,1216,752
"Saluda County, South Carolina","45081",19567,1365,3225,1570,2580,2423,2848,1071,712,705,1764,1304,15039,1224,2782,1191,1342,1847,2258,771,506,599,1385,1134,2750,141,303,203,375,306,367,289,175,106,315,170,100,0,0,12,67,21,0,0,0,0,0,0,1678,0,140,164,796,249,223,11,31,0,64,0
"Spartanburg County, South Carolina","45083",278167,18746,49766,26319,34101,39471,40174,18140,6989,8120,20599,15742,184599,16552,38285,18065,20357,23273,23450,11503,4229,5323,13214,10348,75966,1993,9746,6314,9218,12445,14144,5706,2378,2444,6591,4987,1783,73,265,214,193,372,415,117,16,62,20,36,15819,128,1470,1726,4333,3381,2165,814,366,291,774,371
"Sumter County, South Carolina","45085",106601,7851,19707,11627,13794,13538,15051,6350,2384,2905,7632,5762,69318,6777,14639,7153,7503,7442,9223,4019,1594,1830,5063,4075,31902,937,4524,3793,5109,5028,5123,2073,741,873,2201,1500,1795,94,301,341,223,367,323,80,17,16,0,33,3586,43,243,340,959,701,382,178,32,186,368,154
"Union County, South Carolina","45087",29089,1770,4942,2260,3132,3818,4587,1939,864,1084,2595,2098,24678,1633,4514,1980,2589,3075,3663,1602,749,911,2208,1754,4127,131,394,242,514,677,872,327,96,173,378,323,147,6,34,38,14,31,16,8,0,0,0,0,137,0,0,0,15,35,36,2,19,0,9,21
"Williamsburg County, South Carolina","45089",34994,2150,6370,3544,3749,4118,5278,2754,869,1199,2820,2143,29399,2034,5437,2634,2927,3100,4524,2457,778,1086,2479,1943,5177,111,914,845,732,884,685,297,91,110,308,200,98,0,0,40,17,41,0,0,0,0,0,0,320,5,19,25,73,93,69,0,0,3,33,0
"York County, South Carolina","45091",214916,14994,40405,19409,27268,33053,32049,13032,5168,5940,13884,9714,92404,8435,17632,9989,11233,11356,12551,5649,2029,2475,6056,4999,111910,6468,21741,8582,13598,19231,17717,6828,2932,3257,7124,4432,1840,22,341,77,331,483,397,87,25,23,22,32,8762,69,691,761,2106,1983,1384,468,182,185,682,251
