"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Fairfield County, South Carolina","45039",23547,5346,2843,15358,19593,4862,2511,12220,3751,484,323,2944,50,0,9,41,153,0,0,153
"Florence County, South Carolina","45041",131200,23609,14271,93320,98976,19670,11457,67849,28165,3366,2533,22266,534,55,45,434,3525,518,236,2771
"Georgetown County, South Carolina","45043",59651,11762,6314,41575,37555,9179,4411,23965,20087,1841,1682,16564,229,51,27,151,1780,691,194,895
"Greenville County, South Carolina","45045",423997,59885,41542,322570,228122,37042,24693,166387,157580,15747,11223,130610,4410,675,302,3433,33885,6421,5324,22140
"Greenwood County, South Carolina","45047",67292,11851,8479,46962,48737,8921,6007,33809,15119,2088,1911,11120,380,90,5,285,3056,752,556,1748
"Hampton County, South Carolina","45049",19680,4095,2522,13063,15436,3258,1828,10350,3851,756,607,2488,68,0,24,44,325,81,63,181
"Horry County, South Carolina","45051",254554,41069,26471,187014,100434,20759,12650,67025,134810,15874,11225,107711,2330,315,275,1740,16980,4121,2321,10538
"Jasper County, South Carolina","45053",22078,4750,3020,14308,13323,3054,2193,8076,6590,1308,549,4733,70,0,0,70,2095,388,278,1429
"Kershaw County, South Carolina","45055",59495,9221,7668,42606,40277,7200,5304,27773,16651,1579,1928,13144,751,70,89,592,1816,372,347,1097
"Lancaster County, South Carolina","45057",70664,14407,7180,49077,45443,10009,5275,30159,22492,3809,1393,17290,353,17,24,312,2376,572,488,1316
"Laurens County, South Carolina","45059",64636,12430,8511,43695,48691,9441,6869,32381,13683,2138,1484,10061,251,53,11,187,2011,798,147,1066
"Lee County, South Carolina","45061",17694,5294,2807,9593,15213,4819,2337,8057,2209,475,458,1276,39,0,0,39,233,0,12,221
"Lexington County, South Carolina","45063",250115,27676,20565,201874,151951,18281,13621,120049,82900,7013,5244,70643,2787,207,102,2478,12477,2175,1598,8704
"McCormick County, South Carolina","45065",8927,1625,732,6570,5467,1298,611,3558,3311,313,94,2904,50,14,20,16,99,0,7,92
"Marion County, South Carolina","45067",32970,8271,4480,20219,26214,6312,3963,15939,6011,1862,446,3703,49,30,19,0,696,67,52,577
"Marlboro County, South Carolina","45069",26168,7193,3793,15182,19643,6044,2971,10628,6285,1100,804,4381,64,22,0,42,176,27,18,131
"Newberry County, South Carolina","45071",36049,5995,3768,26286,27227,4807,2511,19909,6709,875,384,5450,178,7,0,171,1935,306,873,756
"Oconee County, South Carolina","45073",72386,12008,6273,54105,43916,8130,4000,31786,25729,3459,2034,20236,379,30,35,314,2362,389,204,1769
"Orangeburg County, South Carolina","45075",88100,22689,11026,54385,70465,18673,8685,43107,15620,3477,2152,9991,340,96,14,230,1675,443,175,1057
"Pickens County, South Carolina","45077",109196,18115,11442,79639,69120,11332,7649,50139,34721,5411,2893,26417,763,262,80,421,4592,1110,820,2662
"Richland County, South Carolina","45079",343225,49848,30638,262739,202139,34093,18409,149637,116149,12050,9403,94696,6799,644,530,5625,18138,3061,2296,12781
"Saluda County, South Carolina","45081",19446,2941,2592,13913,14918,2092,1869,10957,2750,452,321,1977,100,12,9,79,1678,385,393,900
"Spartanburg County, South Carolina","45083",270162,40096,28727,201339,179036,28038,19749,131249,73777,8776,6462,58539,1735,310,177,1248,15614,2972,2339,10303
"Sumter County, South Carolina","45085",104004,20156,14275,69573,67773,15687,9887,42199,30935,3747,4093,23095,1764,187,83,1494,3532,535,212,2785
"Union County, South Carolina","45087",28297,5681,4043,18573,24016,4907,3431,15678,3997,726,535,2736,147,38,41,68,137,10,36,91
"Williamsburg County, South Carolina","45089",33667,11088,5838,16741,29034,9350,4900,14784,4498,1715,938,1845,32,0,0,32,103,23,0,80
"York County, South Carolina","45091",211153,26422,17826,166905,90171,15475,10108,64588,110457,9101,7118,94238,1840,368,54,1418,8685,1478,546,6661
