"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Abbeville County, South Carolina","45001",17270,4004,5854,4773,1740,899,12721,3150,4517,3312,1225,517,4153,801,1170,1385,488,309,99,9,25,45,20,0,297,44,142,31,7,73
"Aiken County, South Carolina","45003",105906,17288,33661,30022,15796,9139,44017,9728,16676,11429,4088,2096,56463,5772,16114,17423,10718,6436,1264,152,279,580,192,61,4162,1636,592,590,798,546
"Allendale County, South Carolina","45005",7176,1920,2811,1499,675,271,5578,1557,2251,1005,607,158,1446,313,470,485,68,110,33,24,0,9,0,0,119,26,90,0,0,3
"Anderson County, South Carolina","45007",123927,24003,41458,36218,14769,7479,78916,17579,27904,22428,7659,3346,40184,5334,12224,12409,6532,3685,915,100,248,344,140,83,3912,990,1082,1037,438,365
"Bamberg County, South Carolina","45009",10306,2431,3296,2790,1228,561,8541,2223,2668,2174,1005,471,1615,177,571,591,186,90,11,0,11,0,0,0,139,31,46,25,37,0
"Barnwell County, South Carolina","45011",14997,3267,6248,3764,1126,592,11069,2583,4854,2485,754,393,3726,561,1386,1208,372,199,71,0,0,71,0,0,131,123,8,0,0,0
"Beaufort County, South Carolina","45013",105953,9980,25667,30727,24594,14985,20909,3777,7378,5420,2679,1655,72361,3193,14580,22140,20121,12327,1437,52,392,529,355,109,11246,2958,3317,2638,1439,894
"Berkeley County, South Carolina","45015",108359,14795,39231,34501,13892,5940,48293,8074,19840,13978,4377,2024,50504,4297,16781,18060,8028,3338,1855,177,608,674,255,141,7707,2247,2002,1789,1232,437
"Calhoun County, South Carolina","45017",10575,1945,3776,2712,1451,691,7965,1546,3152,1801,1097,369,2423,336,624,886,270,307,7,0,0,7,0,0,180,63,0,18,84,15
"Charleston County, South Carolina","45019",227578,28643,53477,60072,54818,30568,105115,19166,31005,26917,18773,9254,104851,5708,18542,29190,32790,18621,2748,137,459,965,669,518,14864,3632,3471,3000,2586,2175
"Cherokee County, South Carolina","45021",36304,9349,14413,8302,3002,1238,24642,6256,10568,5181,1841,796,10166,2429,3545,2839,951,402,233,72,43,98,20,0,1263,592,257,184,190,40
"Chester County, South Carolina","45023",22223,5719,8427,5583,1833,661,16143,4425,6654,3644,1095,325,5617,1238,1686,1815,679,199,90,0,15,41,12,22,373,56,72,83,47,115
"Chesterfield County, South Carolina","45025",30541,8134,12031,6986,2238,1152,20330,5801,8101,4542,1329,557,9199,1902,3634,2290,854,519,65,0,17,48,0,0,947,431,279,106,55,76
"Clarendon County, South Carolina","45027",23075,5681,9409,4945,2116,924,16591,4710,6706,3210,1412,553,5964,775,2502,1677,652,358,73,8,11,21,33,0,447,188,190,37,19,13
"Colleton County, South Carolina","45029",25798,6367,10078,5835,2439,1079,17819,4456,7101,3995,1662,605,7246,1471,2782,1776,759,458,89,18,53,8,10,0,644,422,142,56,8,16
"Darlington County, South Carolina","45031",45670,10557,17038,10800,4857,2418,36665,8943,14489,8148,3544,1541,8004,1351,2243,2502,1214,694,126,39,60,27,0,0,875,224,246,123,99,183
"Dillon County, South Carolina","45033",20171,6898,7535,3889,1251,598,16157,5662,6128,3101,869,397,3549,1007,1190,778,376,198,22,12,0,10,0,0,443,217,217,0,6,3
"Dorchester County, South Carolina","45035",83422,9249,25446,28617,13471,6639,34291,5546,11474,10930,4330,2011,43745,2915,12307,16248,8277,3998,1151,70,320,468,131,162,4235,718,1345,971,733,468
"Edgefield County, South Carolina","45037",18628,4047,6807,4734,2091,949,8610,2250,3589,1820,771,180,8910,1286,2924,2789,1284,627,134,9,67,32,0,26,974,502,227,93,36,116
"Fairfield County, South Carolina","45039",16337,3514,6382,3846,1750,845,13035,3222,5140,2845,1229,599,3142,255,1232,941,468,246,50,0,0,34,16,0,110,37,10,26,37,0
"Florence County, South Carolina","45041",88587,17022,30266,22901,11687,6711,63182,13889,22743,16041,6835,3674,22079,2244,6815,6399,4132,2489,461,31,137,118,142,33,2865,858,571,343,578,515
"Georgetown County, South Carolina","45043",42620,7083,13867,12376,5833,3461,23882,5261,8857,6586,2013,1165,17269,1231,4726,5505,3632,2175,187,27,39,57,51,13,1282,564,245,228,137,108
"Greenville County, South Carolina","45045",289136,46216,78863,77384,57945,28728,135177,27387,44253,34708,20166,8663,123983,9594,27942,36906,32650,16891,3190,254,769,979,953,235,26786,8981,5899,4791,4176,2939
"Greenwood County, South Carolina","45047",45222,9270,14364,11644,6852,3092,30679,6448,10282,8063,4261,1625,12113,1800,3582,3240,2258,1233,286,0,72,130,35,49,2144,1022,428,211,298,185
"Hampton County, South Carolina","45049",14047,3384,5758,3365,1072,468,10025,2605,4326,2216,583,295,3501,558,1300,1070,433,140,73,27,21,16,9,0,448,194,111,63,47,33
"Horry County, South Carolina","45051",180994,23782,61896,55826,25707,13783,56632,10526,21254,15409,6352,3091,109650,9824,35690,36742,17739,9655,1579,132,408,609,319,111,13133,3300,4544,3066,1297,926
