"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Jasper County, South Carolina","45053",14899,3742,5905,3851,997,404,8488,2049,3780,2078,390,191,4839,833,1747,1541,545,173,87,0,74,2,11,0,1485,860,304,230,51,40
"Kershaw County, South Carolina","45055",40449,7035,14475,11470,4780,2689,25022,5226,9243,6767,2392,1394,13394,1382,4587,4274,2115,1036,567,26,248,152,72,69,1466,401,397,277,201,190
"Lancaster County, South Carolina","45057",49463,11000,17645,13196,5003,2619,30988,8167,11903,7518,2209,1191,16168,2114,5142,5202,2481,1229,290,0,84,98,83,25,2017,719,516,378,230,174
"Laurens County, South Carolina","45059",44849,11333,15733,11285,4521,1977,31334,8492,11399,7344,2811,1288,11646,2104,3853,3575,1582,532,236,46,13,84,62,31,1633,691,468,282,66,126
"Lee County, South Carolina","45061",13003,4201,5069,2622,704,407,10704,3646,4321,1991,446,300,2091,490,690,565,258,88,39,8,31,0,0,0,169,57,27,66,0,19
"Lexington County, South Carolina","45063",168213,19984,49741,52004,30543,15941,91546,12543,30266,26867,15079,6791,65191,4397,16679,22537,13916,7662,2188,107,550,776,505,250,9288,2937,2246,1824,1043,1238
"McCormick County, South Carolina","45065",8029,1759,2598,2386,802,484,4606,1388,1647,1207,241,123,3229,332,899,1116,530,352,59,0,29,30,0,0,135,39,23,33,31,9
"Marion County, South Carolina","45067",22307,4745,9845,4841,2002,874,17569,3877,7897,3690,1475,630,4256,658,1788,1097,477,236,7,0,3,0,4,0,475,210,157,54,46,8
"Marlboro County, South Carolina","45069",20084,6520,7930,3900,1231,503,14297,5030,5929,2441,610,287,5277,1309,1811,1393,581,183,83,40,20,9,14,0,427,141,170,57,26,33
"Newberry County, South Carolina","45071",25006,6218,7998,5970,3003,1817,18102,4781,5977,4366,1993,985,5365,739,1553,1343,938,792,172,7,56,78,15,16,1367,691,412,183,57,24
"Oconee County, South Carolina","45073",51524,9686,16839,13966,6480,4553,28261,7241,10294,7008,2261,1457,21021,1835,6015,6403,3999,2769,293,20,86,117,15,55,1949,590,444,438,205,272
"Orangeburg County, South Carolina","45075",59136,13491,22053,13708,5750,4134,45723,11507,17253,10037,4122,2804,11935,1740,4371,3378,1401,1045,263,0,87,94,49,33,1215,244,342,199,178,252
"Pickens County, South Carolina","45077",71984,13366,22162,19505,9895,7056,41406,9675,14589,10691,4463,1988,26483,2983,6818,8178,4693,3811,380,8,116,111,134,11,3715,700,639,525,605,1246
"Richland County, South Carolina","45079",230300,26747,52477,67026,50963,33087,121547,18257,32303,33832,25051,12104,88955,5301,16152,28528,21999,16975,4673,188,1138,1517,1147,683,15125,3001,2884,3149,2766,3325
"Saluda County, South Carolina","45081",13407,3338,5260,3125,1253,431,9842,1991,4175,2535,883,258,2103,229,843,534,336,161,88,46,30,0,0,12,1374,1072,212,56,34,0
"Spartanburg County, South Carolina","45083",183336,36836,57438,52534,23841,12687,111697,24809,38375,30499,12070,5944,57913,6566,16067,19233,10381,5666,1231,266,178,410,254,123,12495,5195,2818,2392,1136,954
"Sumter County, South Carolina","45085",67416,12304,22507,20881,7547,4177,40749,9576,14884,10674,3854,1761,22648,2241,6339,8838,3166,2064,1059,35,239,547,120,118,2960,452,1045,822,407,234
"Union County, South Carolina","45087",20117,4908,7060,5552,1851,746,16551,4224,5947,4576,1257,547,3360,666,1031,919,547,197,69,0,10,21,38,0,137,18,72,36,9,2
"Williamsburg County, South Carolina","45089",22930,4984,10481,4881,1412,1172,19294,4110,9129,3864,1305,886,3307,745,1260,923,99,280,58,8,17,33,0,0,271,121,75,61,8,6
"York County, South Carolina","45091",140108,19757,40271,42324,25674,12082,56348,11765,17992,15602,7497,3492,75119,6319,20240,24542,16499,7519,1400,48,261,467,472,152,7241,1625,1778,1713,1206,919
