"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Alabama","01",38.7,35.9,44.6,38.1,38.3
"Alaska","02",33.9,20.9,45.2,30.7,44.3
"Arizona","04",37.2,19.3,51.2,36,43.8
"Arkansas","05",37.9,33,45.6,33.5,38.3
"California","06",36.1,24.3,54.1,37.1,46.2
"Colorado","08",36.5,23.3,46,37.1,40.8
"Connecticut","09",40.8,32.4,49.4,43.4,44.5
"District of Columbia","11",33.9,27.4,35.2,34,39
"Delaware","10",39.8,28,50.4,40.8,40.6
"Florida","12",41.8,21.5,54.5,41.2,47.7
"Georgia","13",36.4,28.2,44.1,35.8,40.7
"Hawaii","15",38.8,32.8,39.5,35.7,49.2
"Idaho","16",35.9,25.2,45.5,35.7,40.7
"Illinois","17",37.7,32.5,46.7,40.8,44
"Indiana","18",37.5,34,45.6,38.8,38.2
"Iowa","19",38.1,37.5,40.1,33.8,36.9
"Kansas","20",36.3,30.8,43.8,37,38.9
"Kentucky","21",38.6,36.9,43,36.2,37
"Maine","23",44.3,39.8,50.2,44.6,46.5
"Louisiana","22",36.4,34.4,43.5,37.2,40.2
"Massachusetts","25",39.4,35,44.1,39.6,43.4
"Maryland","24",38.5,27.9,46.7,35.7,42.7
"Michigan","26",39.6,36.4,50.9,34.7,43.1
"Minnesota","27",37.9,34.7,45.4,32.9,37.7
"Mississippi","28",36.9,34.5,42.8,37.2,39.2
"Missouri","29",38.4,34.2,46.5,36.1,39.3
"Montana","30",39.8,32.7,47.6,38.3,45.4
"Nebraska","31",36.3,33.2,42.8,33.4,37.1
"New Hampshire","33",42.7,29.1,49.7,42.5,44.8
"Nevada","32",37.7,13.8,46.3,39.4,44.7
"New Jersey","34",39.6,28.8,49.7,47.4,44.9
"New Mexico","35",37.3,27.7,49.5,39.7,43.5
"New York","36",38.4,32.4,40.9,47.9,46.2
"North Carolina","37",38.4,33,44.1,36.3,39.4
"North Dakota","38",35.1,36,34.2,29.5,33.4
"Ohio","39",39.3,36.1,49.6,38,41.1
"Oklahoma","40",36.3,31,44.9,36.5,38.6
"Oregon","41",39.2,26.9,49.7,37.5,41.9
"Pennsylvania","42",40.7,39.6,43.3,39.9,42.1
"Rhode Island","44",39.9,35.9,42.7,37.9,45.1
"South Carolina","45",39,33.7,45.4,38.5,40.4
"South Dakota","46",36.8,34,42.5,34.9,34
"Tennessee","47",38.6,33.2,46,36.1,38
"Texas","48",34.3,26.5,44.6,35,42
"Utah","49",30.5,24,39,33.1,39.7
"Vermont","50",42.8,35.7,48.4,38.1,45.1
"Virginia","51",38,29,45.1,35.1,41.8
"West Virginia","54",42.2,42.1,42.4,40.1,41.2
"Washington","53",37.6,26.8,47.4,36.5,41.7
"Wyoming","56",37,27.4,44.5,34.7,39.8
"Wisconsin","55",39.2,36.8,45.3,36.9,39.6
