"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Alabama","01",3276637,481059,1012551,979449,503930,299648,2144423,339910,725561,638514,284617,155821,964683,97429,249258,306721,190607,120668,30443,2142,6208,10603,7503,3987,137088,41578,31524,23611,21203,19172
"Alaska","02",475442,36177,131293,170151,88308,49513,129781,14142,46943,43805,18381,6510,286667,12684,69343,107302,59070,38268,11471,707,3020,4785,2081,878,47523,8644,11987,14259,8776,3857
"Arizona","04",4516175,609649,1091339,1530530,802435,482222,1049235,142115,291828,392723,154050,68519,2609260,173946,605631,959956,536427,333300,66510,6770,14101,23606,13979,8054,791170,286818,179779,154245,97979,72349
"Arkansas","05",1985770,286117,681486,580739,280677,156751,1090477,151960,404990,314440,144702,74385,763468,85776,244857,244480,119982,68373,14579,1170,3481,4696,3070,2162,117246,47211,28158,17123,12923,11831
"California","06",25950818,4543530,5345542,7608015,5291984,3161747,10476318,910416,2462414,3931268,2129172,1043048,5634929,355403,973969,1772133,1469314,1064110,358505,41164,64570,117137,87635,47999,9481066,3236547,1844589,1787477,1605863,1006590
"Colorado","08",3668477,325019,791683,1105302,909794,536679,1103145,89747,308309,375068,229704,100317,2056136,87025,370363,630389,596455,371904,57855,3555,10248,19681,14815,9556,451341,144692,102763,80164,68820,54902
"Connecticut","09",2480297,242500,673582,611016,532055,421144,1164858,78540,379017,327576,231824,147901,770887,38950,150715,176788,212424,192010,101198,34702,29798,21231,8575,6892,443354,90308,114052,85421,79232,74341
"District of Columbia","11",477843,46497,84119,76804,113830,156593,134353,17826,47127,36831,19018,13551,253304,12250,25012,28921,76457,110664,9740,610,786,1114,3389,3841,80446,15811,11194,9938,14966,28537
"Delaware","10",651540,69644,203135,176992,117478,84291,232465,25752,89804,64713,34742,17454,332965,25299,93778,97024,66636,50228,11750,2278,3718,2988,1806,960,74360,16315,15835,12267,14294,15649
"Florida","12",14396066,1787348,4170468,4342392,2616384,1479474,3179713,373199,1028424,1019854,518943,239293,7033159,534542,1975486,2287739,1393775,841617,554819,89153,149082,178444,93422,44718,3628375,790454,1017476,856355,610244,353846
"Georgia","13",6693826,919657,1877212,1893426,1241995,761536,3052797,482271,1062347,863951,417855,226373,2671365,187031,598305,839503,641672,404854,96594,8636,20889,32088,22541,12440,873070,241719,195671,157884,159927,117869
"Hawaii","15",984320,82460,273162,313348,209097,106253,458201,27828,156616,144709,91097,37951,268211,7955,46516,96015,69397,48328,30111,2365,7488,10996,6141,3121,227797,44312,62542,61628,42462,16853
"Idaho","16",1065313,103895,292202,384075,194303,90838,396753,29446,124725,151014,66890,24678,578165,41535,147032,214131,116136,59331,10210,605,2245,4159,2388,813,80185,32309,18200,14771,8889,6016
"Illinois","17",8666079,991424,2281524,2494547,1776326,1122258,5149190,381122,1496474,1705933,1011449,554212,1819226,150676,380958,481019,460261,346312,101384,22981,23741,26175,17846,10641,1596279,436645,380351,281420,286770,211093
"Indiana","18",4369451,510793,1474872,1277478,704841,401467,2750133,282112,1023283,830802,416618,197318,1324349,145177,383969,394832,242250,158121,32346,4185,8178,10503,5833,3647,262623,79319,59442,41341,40140,42381
"Iowa","19",2067914,168645,651750,675094,386963,185462,1413941,90759,489470,480077,254489,99146,521639,38395,132900,170021,113263,67060,12505,1445,2914,3911,2695,1540,119829,38046,26466,21085,16516,17716
"Kansas","20",1886741,179213,494849,602333,389007,221339,978190,67998,291438,337545,192117,89092,726577,50852,165913,229716,171223,108873,17562,1373,3426,6374,3760,2629,164412,58990,34072,28698,21907,20745
"Kentucky","21",2986199,441659,988521,863451,406916,285652,1967914,320750,708757,557520,227966,152921,872698,87761,245615,274395,154748,110179,21191,1684,4723,8183,3947,2654,124396,31464,29426,23353,20255,19898
"Maine","23",961086,75628,310724,283707,185832,105195,561029,50458,217575,168981,89012,35003,350262,17711,81176,101977,87097,62301,10949,763,2692,3691,2284,1519,38846,6696,9281,9058,7439,6372
"Louisiana","22",3092069,486085,1046025,836507,473914,249538,2295330,376355,826894,615979,327203,148899,612348,62153,168500,184774,118793,78128,21820,1757,6363,6237,4811,2652,162571,45820,44268,29517,23107,19859
"Massachusetts","25",4706536,458080,1162683,1104912,1101605,879256,2572058,168850,751280,709766,593909,348253,1052975,43742,149367,201393,326695,331778,140930,41905,38774,28850,17135,14266,940573,203583,223262,164903,163866,184959
"Maryland","24",4095427,417716,1027608,1053106,860298,736699,1541762,163134,528313,437677,260441,152197,1723985,94983,343227,453798,424558,407419,61061,3697,10486,16940,16170,13768,768619,155902,145582,144691,159129,163315
"Michigan","26",6719972,656683,1966110,2210138,1147842,739199,4842100,400695,1520156,1705212,785010,431027,1289887,132105,329399,390805,246757,190821,47634,6614,11582,14906,8610,5922,540351,117269,104973,99215,107465,111429
"Minnesota","27",3698605,267049,938846,1206960,849439,436311,2302533,122894,666685,818317,493045,201592,1013443,49686,195816,304614,286006,177321,25529,1647,4784,8570,6530,3998,357100,92822,71561,75459,63858,53400
"Mississippi","28",1956101,325278,594140,619365,259993,157325,1320616,236989,416453,408601,165134,93439,564494,68895,160349,194837,84986,55427,14418,1630,3520,5204,2355,1709,56573,17764,13818,10723,7518,6750
"Missouri","29",4100209,442422,1268884,1233194,718198,437511,2465891,268108,843019,747200,397332,210232,1406551,127827,376593,439209,279192,183730,31591,2087,7628,10715,6815,4346,196176,44400,41644,36070,34859,39203
"Montana","30",703919,49444,206323,231844,145089,71219,332752,24058,107712,110546,66166,24270,347372,22687,92895,114490,74189,43111,6371,326,1530,2357,1375,783,17424,2373,4186,4451,3359,3055
"Nebraska","31",1233842,112366,329232,414792,251182,126270,733558,41483,216574,262711,149417,63373,385981,24922,89972,133056,86992,51039,10188,926,2012,3320,2640,1290,104115,45035,20674,15705,12133,10568
"New Hampshire","33",939471,67278,262891,270744,209224,129334,310444,28477,111608,92314,54473,23572,551507,26840,134479,161686,137834,90668,10873,1274,2147,3247,2567,1638,66647,10687,14657,13497,14350,13456
"Nevada","32",1968023,278818,556851,666233,306611,159510,196810,18508,63710,72339,29244,13009,1229745,99439,347912,467545,200169,114680,38002,3912,10405,14565,6299,2821,503466,156959,134824,111784,70899,29000
"New Jersey","34",6163699,666782,1722597,1426484,1439971,907865,2588589,177762,840634,678625,596971,294597,1654596,97989,398602,400290,436010,321705,169424,47824,52203,36275,21288,11834,1751090,343207,431158,311294,385702,279729
"New Mexico","35",1381630,207487,365014,437835,208790,162504,598576,87198,193689,203377,73643,40669,594554,42118,131224,201489,115301,104422,17240,1530,3092,6260,3658,2700,171260,76641,37009,26709,16188,14713
"New York","36",13660809,1895439,3591287,3353270,2718987,2101826,7483126,619251,2146761,2149227,1456309,1111578,1810441,128903,327954,383919,522190,447475,392063,124688,104594,78059,48338,36384,3975179,1022597,1011978,742065,692150,506389
"North Carolina","37",6784048,889694,1771742,2096896,1303604,722112,3378965,493610,1059196,1091659,518311,216189,2664920,175184,561771,863227,659543,405195,84097,7840,17518,28495,19124,11120,656066,213060,133257,113515,106626,89608
"North Dakota","38",485490,37462,131653,176105,102497,37773,299894,24306,85333,108888,61956,19411,161364,9376,40591,60866,35638,14893,3847,271,1171,1327,842,236,20385,3509,4558,5024,4061,3233
"Ohio","39",7888150,805643,2646608,2287272,1341204,807423,5561950,517095,2014431,1681303,891357,457764,1843794,202433,525961,509134,353431,252835,68864,12166,18167,20045,10557,7929,413542,73949,88049,76790,85859,88895
"Oklahoma","40",2553488,318653,803755,796716,422888,211476,1372627,146762,468851,432607,224082,100325,968536,98304,284316,322569,171564,91783,26475,2419,6442,10004,4952,2658,185850,71168,44146,31536,22290,16710
"Oregon","41",2797953,273693,655921,965412,561492,341435,977419,68952,274078,378578,179414,76397,1448064,95591,307536,507078,321173,216686,32663,2575,6065,10471,8729,4823,339807,106575,68242,69285,52176,43529
"Pennsylvania","42",8885953,898982,3161786,2151966,1621733,1051486,6205904,568371,2473246,1529721,1051649,582917,1811807,135144,474803,465373,413886,322601,162949,47586,50743,34799,17855,11966,705293,147881,162994,122073,138343,134002
"Rhode Island","44",729261,92361,203355,193149,144515,95881,375559,37398,119893,110821,70849,36598,213342,13304,44453,55388,54900,45297,17013,4878,4759,3752,2462,1162,123347,36781,34250,23188,16304,12824
"South Carolina","45",3325601,447476,978521,1001523,571099,326982,1698512,283555,582223,494778,222251,115705,1387758,102433,340437,453535,308612,182741,39416,3546,8366,13983,8959,4562,199915,57942,47495,39227,31277,23974
"South Dakota","46",560605,48034,170912,185545,109468,46646,334952,28508,111730,109588,63160,21966,201552,13065,53176,71055,42773,21483,3589,376,974,1175,640,424,20512,6085,5032,3727,2895,2773
"Tennessee","47",4478450,603524,1461364,1246789,738613,428160,2390684,358355,897403,643747,324111,167068,1782451,163970,490649,545085,361090,221657,39179,3373,8867,12702,9485,4752,266136,77826,64445,45255,43927,34683
"Texas","48",17454431,3005904,4372430,5065702,3288777,1721618,8566550,1083512,2508993,2820118,1519443,634484,4667554,307661,995448,1542959,1159959,661527,268098,32244,53712,88182,61472,32488,3952229,1582487,814277,614443,547903,393119
"Utah","49",1743090,143466,397812,634661,375297,191854,901652,51221,227355,356585,184122,82369,616159,30865,115245,226487,155080,88482,20363,1432,4148,7285,4718,2780,204916,59948,51064,44304,31377,18223
"Vermont","50",437900,33883,129511,113364,95590,65552,197764,19982,80450,54664,31454,11214,213586,10425,43916,52774,58259,48212,4322,134,966,1006,1225,991,22228,3342,4179,4920,4652,5135
"Virginia","51",5680765,623937,1378738,1544593,1220919,912578,2283434,325051,747060,667825,362176,181322,2418183,125908,444188,670725,633478,543884,109722,6052,17432,32436,30753,23049,869426,166926,170058,173607,194512,164323
"West Virginia","54",1293665,182074,524710,329460,155423,101998,885654,137673,383128,213891,94829,56133,376967,40663,134392,108479,54680,38753,7126,576,1978,2556,1068,948,23918,3162,5212,4534,4846,6164
"Washington","53",4896055,448558,1101904,1658245,1064440,622908,1778033,118113,477302,677701,353715,151202,2186991,122815,442600,763172,525103,333301,89461,5608,19382,32778,21117,10576,841570,202022,162620,184594,164505,127829
"Wyoming","56",388617,28130,111594,144939,67798,36156,128906,8305,40608,50911,19830,9252,239674,14646,65957,89238,45189,24644,3125,192,760,1201,634,338,16912,4987,4269,3589,2145,1922
"Wisconsin","55",3907816,323799,1222791,1226745,748413,386068,2627445,176073,909736,858096,482309,201231,1017109,78648,250407,317773,226268,144013,33289,5928,8432,9945,5324,3660,229973,63150,54216,40931,34512,37164
