"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Georgia","13",8129024,1315749,6813275,1330312,721292,1132034,891464,939900,643847,255966,898460,3944927,713711,3231216,747360,387628,560252,429235,441613,279713,103634,281781,3087442,386275,2701167,440540,244422,385722,326462,388716,294391,124337,496577,119203,19054,100149,19009,9450,14273,12890,13912,11169,4101,15345,977452,196709,780743,123403,79792,171787,122877,95659,58574,23894,104757
"Hawaii","15",1161603,145537,1016066,161418,83181,149786,138129,162906,113879,48161,158606,564394,76124,488270,81186,39241,69646,65874,80733,58451,24379,68760,314136,30209,283927,37467,20220,38614,35547,42495,32190,15103,62291,36519,5024,31495,5496,2532,4691,4153,4854,3182,1397,5190,246554,34180,212374,37269,21188,36835,32555,34824,20056,7282,22365
"Idaho","16",1295350,156519,1138831,241592,122156,200139,159895,158632,100862,37988,117567,520644,70105,450539,104054,48356,77178,62768,62275,39810,14792,41306,669290,69025,600265,119797,64335,103017,81283,84821,55519,21405,70088,12594,1546,11048,1930,1114,2074,1636,1605,1209,295,1185,92822,15843,76979,15811,8351,17870,14208,9931,4324,1496,4988
"Illinois","17",10410424,1455849,8954575,1617052,804330,1400519,1100242,1217164,913436,400245,1501587,6489130,936901,5552229,1073038,494303,828470,675410,776497,589172,254573,860766,2059110,199232,1859878,294417,159783,265884,201832,237911,192768,88898,418385,121558,18439,103119,22678,11869,16589,12709,13009,8842,3391,14032,1740626,301277,1439349,226919,138375,289576,210291,189747,122654,53383,208404
"Indiana","18",5309479,655610,4653869,896153,475644,780699,656682,704360,458381,177130,504820,3412655,421585,2991070,588771,306378,494714,427953,473028,298715,113431,288080,1544900,161335,1383565,254962,143271,227964,184054,198117,138093,54878,182226,39102,5329,33773,7194,2838,5322,5261,4320,3148,1440,4250,312822,67361,245461,45226,23157,52699,39414,28895,18425,7381,30264
"Iowa","19",2511755,214432,2297323,410163,215750,362432,321359,378627,250490,96672,261830,1710010,128109,1581901,268892,147978,250254,221552,270231,181218,68704,173072,640217,56536,583681,116051,56170,88809,76870,88314,59070,23784,74613,15550,1646,13904,2428,1157,2458,1948,2085,1389,608,1831,145978,28141,117837,22792,10445,20911,20989,17997,8813,3576,12314
"Kansas","20",2304149,244144,2060005,377443,197174,330430,284133,322384,210640,81463,256338,1236129,126901,1109228,213310,109254,177671,154553,180710,115952,42230,115548,853495,78285,775210,132143,70438,118547,99968,116060,81098,34422,122534,21256,2108,19148,3777,1659,3093,2592,2896,1816,751,2564,193269,36850,156419,28213,15823,31119,27020,22718,11774,4060,15692
"Kentucky","21",3584178,450574,3133604,678943,356964,544284,420347,438382,285323,106866,302495,2382313,297750,2084563,464903,248485,368369,282102,295030,185634,68543,171497,1029157,122482,906675,184849,94535,146318,116491,126475,88911,33821,115275,25984,2956,23028,4469,2178,3622,3362,3559,2129,927,2782,146724,27386,119338,24722,11766,25975,18392,13318,8649,3575,12941
"Maine","23",1120835,89654,1031181,195800,111221,176317,145196,152514,102173,40389,107571,668302,54962,613340,120402,70968,109689,89168,93293,59351,22137,48332,395829,28225,367604,64268,35126,58100,49484,53203,38141,16427,52855,12410,852,11558,2055,1076,1691,1403,1641,1348,576,1768,44294,5615,38679,9075,4051,6837,5141,4377,3333,1249,4616
"Louisiana","22",3734802,592375,3142427,671347,362880,532636,389543,415138,282247,112754,375882,2813224,458096,2355128,528679,282256,398817,291807,308219,207398,81216,256736,711707,92782,618925,112005,62966,98341,74929,85318,61002,25501,98863,26564,4272,22292,3679,1787,3880,2596,3629,2192,900,3629,183307,37225,146082,26984,15871,31598,20211,17972,11655,5137,16654
"Massachusetts","25",5656501,597499,5059002,887046,442637,663621,556019,647984,540030,260447,1061218,3196341,322967,2873374,509676,252870,390045,318397,378306,323711,155242,545127,1239160,100908,1138252,178330,80809,116264,105457,135014,123670,63961,334747,170232,22771,147461,42123,22678,21725,14864,15594,10492,4463,15522,1050768,150853,899915,156917,86280,135587,117301,119070,82157,36781,165822
"Maryland","24",4879229,597136,4282093,691175,320115,539258,483975,571546,471747,230135,974142,2004674,285004,1719670,351499,145938,234282,208894,241048,188201,84236,265572,1947351,173169,1774182,224914,112868,186238,171199,221404,205474,110938,541147,74698,9583,65115,10642,4016,6827,6293,8240,6752,3384,18961,852506,129380,723126,104120,57293,111911,97589,100854,71320,31577,148462
"Michigan","26",8117417,984130,7133287,1441427,740080,1164718,933901,1004441,672375,284761,891584,5979077,723129,5255948,1084323,544904,854894,697133,759579,506535,209874,598706,1461711,133369,1328342,244345,141515,217770,170157,181569,123076,54084,195826,60285,9228,51057,11880,4935,7966,6547,6809,4717,2100,6103,616344,118404,497940,100879,48726,84088,60064,56484,38047,18703,90949
"Minnesota","27",4418152,349568,4068584,681624,348975,575314,516420,640929,467111,196845,641366,2812902,209246,2603656,438503,223403,368489,333180,427924,311562,127970,372625,1158973,75844,1083129,167200,89133,141745,127819,159060,124218,55301,218653,32525,3271,29254,5702,2424,4274,3233,4534,2885,1335,4867,413752,61207,352545,70219,34015,60806,52188,49411,28446,12239,45221
"Mississippi","28",2383825,394364,1989461,450274,250451,356890,270226,273960,162446,59929,165285,1634478,277197,1357281,322982,180632,251634,185148,181934,103041,37293,94617,667058,97572,569486,116008,62397,93273,75600,83156,54147,20634,64271,17000,2836,14164,2696,1074,2168,1689,2332,1709,686,1810,65289,16759,48530,8588,6348,9815,7789,6538,3549,1316,4587
"Missouri","29",4924498,559303,4365195,841082,458310,737642,609053,653027,414398,163976,487707,3051234,356363,2694871,541277,287334,457347,382687,411030,252337,97910,264949,1605498,153819,1451679,259563,148606,239823,194897,213202,143768,58427,193393,38874,5317,33557,6196,3236,5271,4467,4871,3653,1521,4342,228892,43804,185088,34046,19134,35201,27002,23924,14640,6118,25023
"Montana","30",841483,74385,767098,151325,82145,133775,108436,109067,72785,28503,81062,412061,39380,372681,76473,38687,64886,53695,53622,35853,13654,35811,400845,31443,369402,69687,40365,64033,51351,52494,34817,14087,42568,7817,699,7118,1526,616,1303,979,776,800,298,820,20760,2863,17897,3639,2477,3553,2411,2175,1315,464,1863
"Nebraska","31",1499899,127635,1372264,245837,126665,213859,196965,219147,148353,57126,164312,909179,68973,840206,151794,78939,129260,117843,136027,94653,35016,96674,455525,33916,421609,72769,37671,62684,57410,66808,45651,19165,59451,12868,1203,11665,1890,863,1967,1440,2008,1364,535,1598,122327,23543,98784,19384,9192,19948,20272,14304,6685,2410,6589
"New Hampshire","33",1118047,93157,1024890,168256,86994,148077,126348,156442,112460,50533,175780,405247,38889,366358,70468,34839,58781,48518,59269,39295,15393,39795,625073,43014,582059,84063,45782,77800,68208,86865,66148,31929,121264,13038,1015,12023,2313,1040,1576,1337,1680,1152,820,2105,74689,10239,64450,11412,5333,9920,8285,8628,5865,2391,12616
"Nevada","32",2329582,347098,1982484,328011,191583,344321,298300,298836,192966,82207,246260,347572,88383,259189,64421,26349,40753,35464,33662,23260,10483,24797,1391444,157871,1233573,186901,116836,204628,169952,186525,130730,57676,180325,44548,7178,37370,6621,3885,5625,5941,5543,3695,1586,4474,546018,93666,452352,70068,44513,93315,86943,73106,35281,12462,36664
"New Jersey","34",7314415,1038094,6276321,1027222,527609,889882,688198,764280,661305,310861,1406964,3374612,517290,2857322,533366,234267,374796,308615,358335,325797,149810,572336,1842428,181040,1661388,215736,123300,210322,166757,197427,179035,87745,481066,192968,26287,166681,38956,20849,27503,20022,19409,13885,5853,20204,1904407,313477,1590930,239164,149193,277261,192804,189109,142588,67453,333358
"New Mexico","35",1670789,262554,1408235,306279,165976,243114,175889,183760,120686,51259,161272,784945,144760,640185,161536,77587,111518,81301,83770,52349,19663,52461,672991,75271,597720,104479,63850,96752,71643,82427,57791,26830,93948,20197,3088,17109,3476,1836,2344,2090,2279,1483,743,2858,192656,39435,153221,36788,22703,32500,20855,15284,9063,4023,12005
"New York","36",16320861,2387971,13932890,2532610,1345541,2051443,1608847,1815401,1396352,626243,2556453,9429812,1376377,8053435,1486752,728796,1123392,925095,1092919,848793,381860,1465828,2105843,207116,1898727,288400,153158,237887,194207,233648,200811,98837,491779,446577,62752,383825,101439,56876,60037,39818,41912,28450,11294,43999,4338629,741726,3596903,656019,406711,630127,449727,446922,318298,134252,554847
"North Carolina","37",8154450,1093466,7060984,1346179,779114,1231966,972941,1019333,643321,241912,826218,4210522,599543,3610979,780951,452793,651414,508029,519038,310178,104414,284162,3094967,333367,2761600,446106,251410,425190,360603,418438,287444,118474,453935,102739,14588,88151,17259,8362,15131,10490,12663,8307,3397,12542,746222,145968,600254,101863,66549,140231,93819,69194,37392,15627,75579
"North Dakota","38",600828,44300,556528,93410,46980,77453,76301,94482,63355,24157,80390,363139,25485,337654,54318,28464,46556,46158,57803,39993,14828,49534,207709,15021,192688,33241,15893,26780,26651,32691,21429,8749,27254,5004,437,4567,773,417,651,791,698,441,175,621,24976,3357,21619,5078,2206,3466,2701,3290,1492,405,2981
"Ohio","39",9445755,1042083,8403672,1656931,833493,1384231,1131168,1218068,834560,348950,996271,6801057,762001,6039056,1211107,597224,988466,830571,904851,612897,252314,641626,2089874,186440,1903434,352376,189240,314163,241917,259126,184507,78602,283503,82692,10766,71926,16905,7514,12017,9410,9175,6396,2756,7753,472132,82876,389256,76543,39515,69585,49270,44916,30760,15278,63389
"Oklahoma","40",3096132,423044,2673088,525594,290781,464360,373296,390729,242378,97515,288435,1722789,243021,1479768,305553,163627,255933,206590,217820,133600,52238,144407,1122742,132432,990310,182746,104329,164375,132113,144809,95153,40039,126746,32066,4392,27674,4919,2620,4507,3680,4844,2636,1018,3450,218535,43199,175336,32376,20205,39545,30913,23256,10989,4220,13832
"Oregon","41",3308259,378983,2929276,566748,293785,492027,381031,398349,277313,118768,401255,1282027,178540,1103487,246249,108215,174473,142616,153125,108398,43579,126832,1603367,137875,1465492,250971,148097,242809,185711,200669,143746,64809,228680,40948,4984,35964,8311,2896,5010,4312,4596,3653,1637,5549,381917,57584,324333,61217,34577,69735,48392,39959,21516,8743,40194
"Pennsylvania","42",10579008,1211177,9367831,1779374,898583,1493815,1215842,1341548,952688,405533,1280448,7435299,805689,6629610,1235012,646165,1082929,886199,988100,694756,287982,808467,2151819,236299,1915520,364653,165276,267854,225048,254467,196786,88487,352949,194975,28777,166198,49968,20825,27111,20431,19672,10267,4910,13014,796915,140412,656503,129741,66317,115921,84164,79309,50879,24154,106018
"Rhode Island","44",883773,93765,790008,150073,77698,116881,93711,109553,82139,37678,122275,462144,46888,415256,74625,41953,62043,50585,60659,45416,20543,59432,262675,23964,238711,47031,19169,30272,25495,29272,25290,12603,49579,21014,3497,17517,5461,2254,2351,1742,2511,1071,648,1479,137940,19416,118524,22956,14322,22215,15889,17111,10362,3884,11785
"South Carolina","45",3987945,532998,3454947,682750,398966,618970,478187,486031,311056,118114,360873,2100111,308293,1791818,396782,232500,337462,251677,248337,146367,50687,128006,1615143,177426,1437717,245829,142454,232217,191671,209524,147848,60694,207480,47394,5894,41500,8113,4211,5411,6586,6492,4023,1737,4927,225297,41385,183912,32026,19801,43880,28253,21678,12818,4996,20460
"South Dakota","46",677559,51815,625744,117406,58254,99692,93955,108561,63467,21985,62424,408610,30795,377815,72900,35978,58121,55482,66801,38655,13382,36496,239445,16804,222641,39067,20198,36397,33463,38045,23366,8054,24051,4443,432,4011,654,372,832,669,699,297,138,350,25061,3784,21277,4785,1706,4342,4341,3016,1149,411,1527
"Tennessee","47",5355966,704887,4651079,930656,534542,824827,634719,668256,411832,153706,492541,2972306,418257,2554049,561557,314264,462034,355403,364458,213162,75902,207269,2029840,218194,1811646,320908,189349,297604,235680,268564,178278,68894,252369,48692,7069,41623,7982,3430,6421,5648,6345,4195,2003,5599,305128,61367,243761,40209,27499,58768,37988,28889,16197,6907,27304
"Texas","48",21394996,3560726,17834270,3382754,1781752,2928742,2257209,2385812,1754775,702314,2640912,11308773,1959683,9349090,1969239,959081,1501244,1180779,1290811,938312,355341,1154283,5345807,614624,4731183,699391,390013,658679,543025,646649,533284,235555,1024587,329915,50885,279030,52250,25205,41696,34238,37181,30290,12271,45899,4410501,935534,3474967,661874,407453,727123,499167,411171,252889,99147,416143
"Utah","49",2226015,305960,1920055,407092,177808,290843,247323,266468,187945,80753,261823,1218214,173025,1045189,241839,97181,150742,128989,145329,103662,45178,132269,745225,86336,658889,126183,60028,94018,80823,89464,68353,29901,110119,25596,3513,22083,4564,2003,3488,2732,3039,2019,1060,3178,236980,43086,193894,34506,18596,42595,34779,28636,13911,4614,16257
"Vermont","50",527332,39079,488253,90335,48116,76638,65900,77291,51060,20165,58748,243690,19556,224134,41250,24363,37795,32786,37317,23379,8559,18685,251618,15923,235695,43059,20932,33954,29032,36353,25289,10801,36275,5490,424,5066,1123,379,660,755,771,413,172,793,26534,3176,23358,4903,2442,4229,3327,2850,1979,633,2995
"Virginia","51",6814328,830659,5983669,1043489,522306,850586,699521,817892,603473,263791,1182611,2937629,399878,2537751,546161,271864,409934,329942,366226,240944,92422,280258,2775069,260625,2514444,352595,177216,298520,248574,328176,272878,132941,703544,134410,16354,118056,19114,8001,13396,11906,16423,12792,5786,30638,967220,153802,813418,125619,65225,128736,109099,107067,76859,32642,168171
"West Virginia","54",1525411,209388,1316023,291818,151307,242480,177969,177409,112687,42655,119698,1038463,140947,897516,198935,106517,171166,125815,120607,74162,28235,72079,450238,61488,388750,86313,41571,65844,49371,53362,35440,13545,43304,8653,1509,7144,1426,698,1225,764,983,734,305,1009,28057,5444,22613,5144,2521,4245,2019,2457,2351,570,3306
"Washington","53",5823118,706106,5117012,888257,430061,745472,624142,715819,532993,241837,938431,2328113,321166,2006947,405851,177105,286364,243079,287118,213465,95561,298404,2444517,221550,2222967,324928,177856,309182,259197,314918,245424,113937,477525,109024,14421,94603,16163,7369,12106,11730,13179,10829,4834,18393,941464,148969,792495,141315,67731,137820,110136,100604,63275,27505,144109
"Wyoming","56",466777,41397,425380,74349,39920,63764,56636,62005,47008,20145,61553,166048,15380,150668,29951,14655,22813,19874,22037,15941,6225,19172,277359,22785,254574,40023,23248,37228,33724,37446,29497,13261,40147,3703,277,3426,490,182,475,682,704,203,173,517,19667,2955,16712,3885,1835,3248,2356,1818,1367,486,1717
"Wisconsin","55",4693889,409859,4284030,746993,419576,686288,586015,686093,469950,188694,500421,3197824,261889,2935935,505755,281119,467573,408006,489198,337611,131310,315363,1190817,99223,1091594,194443,110675,169627,137735,160679,113664,49371,155400,40840,5646,35194,7605,4043,6371,4615,5107,2823,1184,3446,264408,43101,221307,39190,23739,42717,35659,31109,15852,6829,26212
