"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Georgia","13",10201635,657428,1841775,1008606,1401609,1374423,1407042,647598,240153,322571,802397,498033,5613507,576676,1383798,600236,681167,572983,591948,289579,109622,152566,389553,265379,3427191,68796,377262,309768,484628,522560,596975,281048,104030,138474,348297,195353,137702,4385,19730,16993,25998,23220,22149,10179,3437,3302,5336,2973,1023235,7571,60985,81609,209816,255660,195970,66792,23064,28229,59211,34328
"Hawaii","15",1421658,91417,216166,129755,205405,177403,179765,94869,37392,51360,133674,104452,762893,74663,158090,71939,96910,79370,78100,41217,16482,24024,61218,60880,357550,12949,37690,38700,66902,47114,46316,26805,11112,14954,37568,17440,44504,2106,7550,4737,7509,6497,6159,3584,1134,1364,2579,1285,256711,1699,12836,14379,34084,44422,49190,23263,8664,11018,32309,24847
"Idaho","16",1657375,114112,320499,157451,216102,204514,198911,103638,42750,56949,146059,96390,789883,95525,218361,79244,98660,80914,68840,35878,14726,18134,46750,32851,754266,17240,92196,66665,95952,99597,109463,60911,25262,35919,92126,58935,14769,557,2286,1716,2504,2522,2894,1093,288,311,444,154,98457,790,7656,9826,18986,21481,17714,5756,2474,2585,6739,4450
"Illinois","17",12854526,785560,2173437,1229450,1782100,1661674,1739014,868658,328164,438537,1045472,802460,8633584,716247,1853943,914204,1094702,950466,1035876,536359,197740,263727,599373,470947,2279076,55060,220403,184387,337274,288911,341556,185480,74125,102774,275712,213394,141008,4313,20610,14701,20398,19307,20450,10328,4289,4653,12955,9004,1800858,9940,78481,116158,329726,402990,341132,136491,52010,67383,157432,109115
"Indiana","18",6614418,418329,1159526,667112,849743,821580,877806,451103,168401,232250,557797,410771,4517720,373998,943968,449621,545988,516045,558946,291379,108066,147622,337638,244449,1718953,39827,183231,171546,227155,223049,258751,137340,53416,75443,197810,151385,44085,962,5981,4796,7349,7612,7650,3703,1034,1231,2323,1444,333660,3542,26346,41149,69251,74874,52459,18681,5885,7954,20026,13493
"Iowa","19",3118102,196485,532219,321484,391056,367237,397965,213480,83837,113313,269334,231692,2206214,170275,418871,203127,247584,235181,268496,150804,59436,81377,195069,175994,737178,23901,97529,94109,104928,94479,102124,53201,21268,28110,67050,50479,18231,740,2523,2463,3754,2607,3009,1130,484,551,447,523,156479,1569,13296,21785,34790,34970,24336,8345,2649,3275,6768,4696
"Kansas","20",2903820,196826,521448,298805,383984,348347,360925,193073,72542,101597,235841,190432,1712311,169346,390658,174117,205497,165540,176324,102174,39400,54245,124709,110301,962930,24884,113325,98144,130570,130165,144784,77921,28903,41516,99499,73219,24799,1017,3371,2849,4326,4004,4746,2007,527,611,931,410,203780,1579,14094,23695,43591,48638,35071,10971,3712,5225,10702,6502
"Kentucky","21",4424376,274140,738452,425585,569513,557561,602145,309030,115096,160148,398816,273890,3074206,235877,586574,283841,362674,353229,379555,204505,76633,109282,277230,204806,1159881,35463,131444,120276,164352,164432,193333,93677,35167,46638,112065,63034,29587,901,3703,3792,5770,4566,5200,2669,676,677,1148,485,160702,1899,16731,17676,36717,35334,24057,8179,2620,3551,8373,5565
"Maine","23",1330158,64394,192433,112245,153745,154004,195412,109148,41668,56978,145926,104205,842630,56780,152163,72658,96916,91763,111694,60952,23388,31745,80547,64024,425858,6439,34899,34258,48811,52449,73685,43334,16638,22415,58482,34448,14114,674,1526,965,1760,2208,2413,1549,370,691,1112,846,47556,501,3845,4364,6258,7584,7620,3313,1272,2127,5785,4887
"Louisiana","22",4663461,310431,802302,458659,671295,571858,599607,312481,120292,160688,388168,267680,3637545,286936,694545,360734,503641,417139,446685,231859,89983,120075,286365,199583,802004,20621,91727,77308,119134,108883,115540,65436,25007,33853,86366,58129,30257,937,3582,3918,5433,5022,5624,2411,590,937,1112,691,193655,1937,12448,16699,43087,40814,31758,12775,4712,5823,14325,9277
"Massachusetts","25",6789319,362855,1020677,699251,947078,834956,973034,479483,178752,243482,589388,460363,4155175,326054,827106,429957,492672,402557,532397,273755,103558,140442,341919,284758,1345551,24623,111144,156809,215595,182163,209125,109270,41497,58764,144395,92166,191364,3999,24683,21752,31355,30599,31965,13387,4885,6278,13965,8496,1097229,8179,57744,90733,207456,219637,199547,83071,28812,37998,89109,74943
"Maryland","24",5996079,366750,980863,553039,827210,768393,868226,419679,152796,209938,496864,352321,2842527,298884,689133,312748,359225,261042,321065,160027,58141,77578,177214,127470,2170860,57982,222359,166534,287460,293371,363704,185024,70788,100319,247071,176248,87979,2740,14885,9293,15934,13088,14835,6996,2017,2124,3928,2139,894713,7144,54486,64464,164591,200892,168622,67632,21850,29917,68651,46464
"Michigan","26",9925568,571999,1636522,997075,1219595,1176764,1370424,725670,275179,377107,909353,665880,7598899,528932,1435706,792161,919915,864986,1000121,545637,204196,272354,609991,424900,1601124,34136,142522,134579,176725,174682,247198,131603,53188,80929,235965,189597,72349,2654,12468,9593,11781,10273,10270,4875,1562,1613,3754,3506,653196,6277,45826,60742,111174,126823,112835,43555,16233,22211,59643,47877
"Minnesota","27",5490726,349962,936376,505783,749397,677599,742604,388942,140271,196074,451386,352332,3723103,312807,764541,343222,452673,389653,457355,249732,90897,129024,293811,239388,1279265,30319,121804,113699,186076,179352,209938,111759,40665,56727,133216,95710,39961,1588,7692,5152,6807,6684,5804,2672,799,641,1369,753,448397,5248,42339,43710,103841,101910,69507,24779,7910,9682,22990,16481
"Mississippi","28",2986220,190855,535446,303818,389103,369658,383914,198562,73814,104023,257630,179397,2135948,167634,431924,215774,266738,245155,249140,130052,49998,72385,177106,130042,761874,22174,96047,79159,103417,104830,120327,62096,22226,29698,75556,46344,19504,608,2582,1896,4040,3430,3472,1658,430,353,690,345,68894,439,4893,6989,14908,16243,10975,4756,1160,1587,4278,2666
"Missouri","29",6075300,373141,1016268,585682,805939,730170,805345,424917,159951,217855,544197,411835,4016349,329716,820905,399837,497417,437114,480183,258647,96645,129602,314537,251746,1771263,39861,171362,153489,249139,234267,278906,147823,57223,80109,211407,147677,44853,1431,6275,5556,8062,7615,7531,3603,884,1168,1839,889,242835,2133,17726,26800,51321,51174,38725,14844,5199,6976,16414,11523
"Montana","30",1029862,61218,164940,99785,129445,118759,128243,76986,30760,43588,104273,71865,560853,53427,121117,53557,68464,57801,58577,37139,13597,19709,44148,33317,438050,7402,40835,42441,56560,56156,64850,37079,16426,22757,57306,36238,9188,298,1561,958,1268,1549,1316,1126,152,376,330,254,21771,91,1427,2829,3153,3253,3500,1642,585,746,2489,2056
"Nebraska","31",1893921,130827,338992,190260,253947,229310,234079,125147,48396,64365,152726,125872,1230013,113952,262922,119581,145264,128807,135766,75726,29781,39528,93040,85646,517907,14943,62859,54124,74186,67437,75338,41485,15994,21805,53057,36679,15341,714,2416,2023,2899,2699,2148,1106,495,240,467,134,130660,1218,10795,14532,31598,30367,20827,6830,2126,2792,6162,3413
"New Hampshire","33",1331848,64233,199624,128520,156374,156530,205335,108660,39496,53783,129717,89576,558538,50772,133674,63648,68611,54014,62494,31283,11583,16363,37182,28914,679741,12688,58702,56844,73087,85522,125319,70072,25205,33940,84151,54211,14700,200,1975,1652,1696,2504,3313,1108,441,553,691,567,78869,573,5273,6376,12980,14490,14209,6197,2267,2927,7693,5884
"Nevada","32",2887725,181207,488795,249700,418525,387707,387736,184727,70759,98239,262946,157384,749086,148502,311010,92764,81315,43881,34673,12736,3854,4772,9914,5665,1526431,29287,148077,119322,229181,207921,228400,122605,50489,71060,199806,120283,50464,1573,6301,4588,9090,8422,8138,4172,1286,1937,3219,1738,561744,1845,23407,33026,98939,127483,116525,45214,15130,20470,50007,29698
"New Jersey","34",8960161,526716,1473105,796641,1151431,1165156,1317652,636863,230893,307705,755476,598523,4699598,454886,1126328,529795,557600,469578,547382,268078,94704,123367,292116,235764,2066652,53953,226963,131140,220907,247174,350167,188059,71955,97723,259117,219494,214755,5010,23736,16585,26816,27450,36193,19278,7233,10070,26278,16106,1979156,12867,96078,119121,346108,420954,383910,161448,57001,76545,177965,127159
"New Mexico","35",2084828,131062,366665,205471,278395,244717,258110,140633,54519,76574,194658,134024,1110598,109527,274175,128320,149176,113368,111196,58219,21983,28253,67544,48837,748912,19592,75817,58949,91732,85660,104111,64986,26637,40262,108210,72956,24020,960,3778,2042,3383,3584,4005,2362,633,954,1662,657,201298,983,12895,16160,34104,42105,38798,15066,5266,7105,17242,11574
"New York","36",19798228,1176877,3026427,1934115,2883167,2485508,2744981,1345620,511817,681365,1675514,1332837,12496444,1086283,2569448,1357587,1592650,1268535,1529969,774387,292905,384223,914178,726279,2312004,52756,205598,243209,459058,306910,303428,157451,64452,85034,238194,195914,499124,13353,54455,39253,67280,57616,65894,33274,14687,22887,69685,60740,4490656,24485,196926,294066,764179,852447,845690,380508,139773,189221,453457,349904
"North Carolina","37",10052564,603983,1685699,978834,1318591,1302261,1376492,671370,252039,348358,904811,610126,5727179,526890,1259235,562089,625777,578448,648764,342995,133788,189049,493264,366880,3419879,66047,357809,331103,498664,504930,569781,275417,100750,138579,363095,213704,117535,3733,15630,14075,22858,19634,18809,8641,2141,3101,5542,3371,787971,7313,53025,71567,171292,199249,139138,44317,15360,17629,42910,26171
"North Dakota","38",745475,51766,118604,89615,111459,84411,88279,50086,18583,25476,56390,50806,474371,43520,86286,44671,57047,48455,52634,32022,12857,17015,39659,40205,238390,7758,29096,40172,44910,29886,31784,16505,5413,7601,15424,9841,5999,236,907,1009,1479,1060,581,380,49,98,163,37,26715,252,2315,3763,8023,5010,3280,1179,264,762,1144,723
"Ohio","39",11609756,695704,1931464,1094438,1482711,1397632,1573683,840367,317888,431227,1044159,800483,8716518,636685,1671366,846517,1086106,1015227,1138148,613652,227815,301456,684138,495408,2295214,50712,209905,190803,278406,269442,342830,188791,76492,111082,311226,265525,95689,2917,14102,9806,16917,15475,14777,7357,2128,2342,5806,4062,502335,5390,36091,47312,101282,97488,77928,30567,11453,16347,42989,35488
"Oklahoma","40",3896251,265113,691162,386488,538527,477005,482765,254932,94556,131373,331975,242355,2373899,232081,531863,237328,307382,247848,236198,126288,49021,70357,183669,151864,1255251,29904,138552,118259,172135,171066,202441,110968,39938,54283,134984,82721,37515,1286,5672,4082,6871,6103,6417,3246,1043,1118,1323,354,229586,1842,15075,26819,52139,51988,37709,14430,4554,5615,11999,7416
"Oregon","41",4025127,231854,632402,362918,558821,527675,514194,268331,111594,162249,392682,262407,1856549,201106,476593,201431,240164,191589,171989,92643,39397,54895,118733,68009,1723273,26685,127823,120701,233837,235775,261516,146618,62192,93273,244010,170843,46904,1488,6535,6218,7471,7549,7363,3522,1235,1575,2582,1366,398401,2575,21451,34568,77349,92762,73326,25548,8770,12506,27357,22189
"Pennsylvania","42",12790505,711647,1977270,1215635,1649488,1501781,1770235,937395,359994,486038,1195873,985149,9317125,642670,1614190,854361,1099160,988791,1214096,672253,261305,352907,866968,750424,2411260,56683,277398,265372,350685,312714,378665,192219,71371,96864,240186,169103,220389,4699,29615,23126,36267,34089,34205,17058,5563,7320,18027,10420,841731,7595,56067,72776,163376,166187,143269,55865,21755,28947,70692,55202
"Rhode Island","44",1056138,54571,156011,116295,140547,124511,149424,77086,28297,39252,93339,76805,600311,46504,118711,59537,70294,57071,76590,40902,14796,20851,50614,44441,287934,6350,26299,41943,40906,37793,41722,23419,8718,11708,28840,20236,23683,706,3031,2933,4393,3570,3973,1450,532,681,1442,972,144210,1011,7970,11882,24954,26077,27139,11315,4251,6012,12443,11156
"South Carolina","45",4893444,289964,800991,476888,638521,598756,649562,328870,130734,183902,489068,306188,2799756,242262,582982,276000,338189,299718,321563,169021,67690,96284,243275,162772,1803004,44186,196104,174956,239969,236560,279028,141184,56033,79376,224925,130683,52895,1326,6060,6093,9688,9064,8825,4524,1625,1657,2747,1286,237789,2190,15845,19839,50675,53414,40146,14141,5386,6585,18121,11447
"South Dakota","46",855444,60212,150749,83878,112691,98082,104537,58899,22360,31918,72564,59554,553063,51961,117085,49065,64948,54888,60199,35779,13776,20528,43983,40851,268752,7590,29021,30589,39776,36621,39942,21522,7991,10764,27228,17708,5271,88,911,683,961,814,859,509,99,73,175,99,28358,573,3732,3541,7006,5759,3537,1089,494,553,1178,896
"Tennessee","47",6597381,402578,1095069,621284,877784,838663,895003,447341,168364,237939,605154,408202,3995031,358782,851110,394455,472787,435384,456881,232648,89052,128939,332591,242402,2220291,38755,209582,189503,318298,316809,377030,191977,71446,100230,253691,152970,55105,1509,7098,7319,10694,9361,9151,4388,1411,1294,1899,981,326954,3532,27279,30007,76005,77109,51941,18328,6455,7476,16973,11849
"Texas","48",27419612,1981850,5231267,2752064,4002129,3705119,3494999,1633721,599544,803013,1915612,1300294,16407354,1801856,4185638,1853310,2208795,1694699,1551673,777539,297733,398623,951351,686137,5993592,127430,702520,496088,831065,874240,980510,498057,182124,250101,633793,417664,396271,17854,65700,44619,70173,66710,59015,27997,7649,9903,17475,9176,4622395,34710,277409,358047,892096,1069470,903801,330128,112038,144386,312993,187317
"Utah","49",2993941,254014,657397,339440,444931,398090,309683,147904,57713,77674,181190,125905,1863418,229465,524634,207667,248692,208508,146038,72076,28733,39972,90441,67192,851764,21642,112086,101877,137419,124573,116595,58921,23289,31008,75605,48749,30601,1204,5019,4015,6280,5763,3873,1483,532,591,1224,617,248158,1703,15658,25881,52540,59246,43177,15424,5159,6103,13920,9347
"Vermont","50",624636,29829,89951,66956,71987,70958,89138,49628,19823,26815,65301,44250,316795,23969,64153,30909,36844,33103,40139,20668,7818,11835,26944,20413,273476,5563,22690,31637,30227,32803,43904,26265,10874,13617,34822,21074,6152,74,885,871,796,1092,877,524,325,228,231,249,28213,223,2223,3539,4120,3960,4218,2171,806,1135,3304,2514
"Virginia","51",8365952,509922,1356352,818913,1162784,1096763,1171473,564368,211523,285987,706482,481385,4128158,428919,968871,446934,491827,394988,443084,227782,88312,120445,298954,218042,3064456,67309,301764,277200,446095,436295,514108,253621,95338,129633,328538,214555,158372,5612,25238,17800,30179,26192,25925,11113,3548,3671,5917,3177,1014966,8082,60479,76979,194683,239288,188356,71852,24325,32238,73073,45611
"West Virginia","54",1836843,101045,275824,166309,216829,225425,247043,135068,54647,78327,196401,139925,1281957,83087,207858,105358,139868,149228,155491,93218,39157,55302,144011,109379,515665,17573,65082,56043,69833,69528,85169,38905,14567,21584,49048,28333,9643,208,1117,1192,1542,1549,1993,928,243,176,482,213,29578,177,1767,3716,5586,5120,4390,2017,680,1265,2860,2000
"Washington","53",7169967,448145,1167231,658536,1050215,937825,949448,484838,186254,258435,619386,409654,3384336,385302,852849,368152,441399,326663,331863,179014,69530,94474,212881,122209,2672331,50829,237825,196686,383717,372272,424668,230699,90931,129428,326587,228689,126785,4105,18996,14223,23096,22003,19853,9152,2926,3062,6006,3363,986515,7909,57561,79475,202003,216887,173064,65973,22867,31471,73912,55393
"Wyoming","56",583200,37457,100901,56225,81398,71088,70920,41627,16569,22776,50406,33833,243643,28709,61130,24898,31945,25285,21219,12578,5152,6868,15336,10523,314274,8542,37431,28627,43857,40527,45329,27804,10945,15322,33632,22258,4564,100,1010,329,871,699,878,318,53,59,154,93,20719,106,1330,2371,4725,4577,3494,927,419,527,1284,959
"Wisconsin","55",5763217,337472,956478,561451,728204,692455,797083,422835,155933,214582,505120,391604,4117746,306390,790394,393517,483085,447224,531324,291408,107862,147463,340657,278422,1317100,27611,136603,135777,178187,175343,213057,112461,41800,57474,143188,95599,46980,1310,7243,5138,8075,7827,7349,3070,1108,1485,2846,1529,281391,2161,22238,27019,58857,62061,45353,15896,5163,8160,18429,16054
