"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Mercer County, New Jersey","34021",364445,21709,62155,39338,46952,53691,54791,22107,7576,10654,22726,22746,192543,18820,45694,22835,19932,22671,24528,9716,3424,4418,9427,11078,91386,2389,10714,8699,9076,12905,16500,7552,2882,4189,8753,7727,8580,142,1179,830,1258,1541,1540,598,141,213,743,395,71936,358,4568,6974,16686,16574,12223,4241,1129,1834,3803,3546
"Middlesex County, New Jersey","34023",798882,50702,134216,79943,111988,120693,119395,48118,16308,20598,48494,48427,381357,43327,95801,47915,38741,40553,45843,18563,5601,7413,16905,20695,163813,4985,21288,13214,17720,21985,28314,12915,4693,6274,15102,17323,19181,410,1607,1224,2600,3035,3742,2007,557,829,2067,1103,234531,1980,15520,17590,52927,55120,41496,14633,5457,6082,14420,9306
"Monmouth County, New Jersey","34025",628112,36105,118119,48246,63105,93461,108675,42594,14865,19370,41719,41853,349950,31145,90218,30833,32098,44493,51318,19693,6511,8062,17865,17714,188645,4348,22883,9925,15436,30324,39834,16060,5763,8278,17300,18494,8035,296,655,440,871,1257,1529,751,367,349,848,672,81482,316,4363,7048,14700,17387,15994,6090,2224,2681,5706,4973
"Morris County, New Jersey","34027",489811,28739,90631,34352,51677,77367,82608,32733,11815,15071,33279,31539,277487,25116,71801,22840,25016,36193,39741,15773,5263,6585,14202,14957,114581,2596,11800,5213,9612,19219,23671,10407,4063,5184,11540,11276,6296,146,908,341,764,1153,1301,425,109,321,567,261,91447,881,6122,5958,16285,20802,17895,6128,2380,2981,6970,5045
"Ocean County, New Jersey","34029",569374,38264,94885,41490,58989,70681,76589,34657,14252,20318,56714,62535,367407,34480,78303,29304,34915,43383,46720,20164,8174,10795,29414,31755,149242,3186,13129,7673,15100,18452,22325,11258,4561,7604,21654,24300,8568,369,1133,618,1490,1233,1306,582,181,224,877,555,44157,229,2320,3895,7484,7613,6238,2653,1336,1695,4769,5925
"Passaic County, New Jersey","34031",496204,34720,89871,50177,66840,72062,71066,28519,11158,12892,30404,28495,262235,31862,69823,29738,29237,28969,28626,10374,4066,4846,11178,13516,70543,1900,7995,5357,7697,10180,12026,6015,2554,3045,7102,6672,28855,389,2623,2659,3989,5358,5974,2075,1005,1024,2077,1682,134571,569,9430,12423,25917,27555,24440,10055,3533,3977,10047,6625
"Salem County, New Jersey","34033",65982,3908,11900,5423,7058,9171,10465,4422,1792,2195,4795,4853,41666,2875,8290,3728,3889,5471,6821,2729,1080,1315,2858,2610,21062,1022,3462,1496,2422,2897,3181,1501,609,739,1746,1987,882,3,30,57,180,186,205,48,4,76,23,70,2372,8,118,142,567,617,258,144,99,65,168,186
"Somerset County, New Jersey","34035",319347,20028,60917,20571,36061,51726,55618,20140,7247,8853,19421,18765,169430,17795,47241,13764,15221,21107,24218,8251,2893,3469,7356,8115,76159,1602,9062,2869,6450,11953,16622,6944,2717,3355,7191,7394,3514,74,315,238,251,390,858,578,115,197,302,196,70244,557,4299,3700,14139,18276,13920,4367,1522,1832,4572,3060
"Sussex County, New Jersey","34037",149996,8295,29161,11188,14322,23361,27577,10972,3680,4966,9408,7066,101697,7748,24017,8711,9856,15222,16306,6311,2040,2637,5098,3751,37084,463,4370,1971,2842,5861,8791,3713,1251,1793,3330,2699,1601,1,225,99,257,321,260,123,28,55,107,125,9614,83,549,407,1367,1957,2220,825,361,481,873,491
"Union County, New Jersey","34039",529547,35914,94865,44577,68328,80539,80966,32192,10728,14432,32690,34316,266584,31205,71050,24749,28216,29247,32391,12614,3712,5325,12003,16072,98183,3810,13250,5454,9187,15147,17430,7856,2814,3768,9506,9961,12231,341,1484,1089,1544,2306,1961,996,473,391,1018,628,152549,558,9081,13285,29381,33839,29184,10726,3729,4948,10163,7655
"Warren County, New Jersey","34041",108982,6484,20026,8356,10732,16908,18619,6926,2705,3622,7270,7334,70463,5499,15887,5931,6664,10095,11233,3924,1292,1866,3955,4117,28286,903,3595,1827,2398,4494,5390,2304,964,1322,2604,2485,1026,0,60,54,106,246,163,153,91,15,86,52,9207,82,484,544,1564,2073,1833,545,358,419,625,680
