"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Atlantic County, New Jersey","34001",39.4,27.8,52.2,42,41.1
"Bergen County, New Jersey","34003",40.8,28.2,47.6,44,44.6
"Burlington County, New Jersey","34005",39.6,29.3,47.4,42.2,42.8
"Camden County, New Jersey","34007",37.2,26.8,47.8,44.8,40.6
"Cape May County, New Jersey","34009",46.4,30.7,54.8,45.8,41.6
"Cumberland County, New Jersey","34011",36.5,31.3,48.1,47.9,36.4
"Essex County, New Jersey","34013",36,25.7,45.8,45.6,41.8
"Gloucester County, New Jersey","34015",38.2,28.5,47.2,40.2,44.6
"Hudson County, New Jersey","34017",34.1,23.8,33.3,47.5,40.7
"Hunterdon County, New Jersey","34019",42.4,36.8,48.5,45.8,43.6
"Mercer County, New Jersey","34021",37.4,29.4,46.1,41.2,39.3
"Middlesex County, New Jersey","34023",36.9,25.8,46,47.3,40
"Monmouth County, New Jersey","34025",40.6,32.1,47.7,48.2,43.3
"Morris County, New Jersey","34027",40.5,32.6,48.6,44,43
"Ocean County, New Jersey","34029",42.4,36.8,52.6,40,45.8
"Passaic County, New Jersey","34031",36,24.9,46.6,44.1,41.7
"Salem County, New Jersey","34033",40.4,38.9,42.8,44.8,38.7
"Somerset County, New Jersey","34035",39.7,28.8,48.6,50.6,41.7
"Sussex County, New Jersey","34037",40.6,35.4,48.3,42.5,46.3
"Union County, New Jersey","34039",37.8,26.9,46.3,42.2,42.2
"Warren County, New Jersey","34041",40.7,36.5,46.5,49.4,44.5
