"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Mercer County, New Jersey","34021",295910,36682,259228,50532,21648,37355,28569,34084,25862,11151,50027,138613,17247,121366,27279,9249,15581,13459,17774,13894,5723,18407,81107,7407,73700,13319,5604,8453,7290,8793,6860,3507,19874,7549,1231,6318,1766,680,1185,610,783,676,168,450,68641,10797,57844,8168,6115,12136,7210,6734,4432,1753,11296
"Middlesex County, New Jersey","34023",647028,98736,548292,92116,42946,73609,60475,76398,63115,29836,109797,263740,41464,222276,44791,18532,27189,25098,33926,26390,11791,34559,143267,14532,128735,18858,9365,15534,12635,17226,16795,7370,30952,17653,2531,15122,3129,1520,2556,1846,2299,1630,648,1494,222368,40209,182159,25338,13529,28330,20896,22947,18300,10027,42792
"Monmouth County, New Jersey","34025",503403,58928,444475,77029,34278,58632,46141,53654,46281,21812,106648,249831,30238,219593,43998,15852,27521,22338,28292,24317,11647,45628,167877,17152,150725,21314,10389,17660,15118,17192,15497,7507,46048,7300,890,6410,1418,816,883,810,848,642,198,795,78395,10648,67747,10299,7221,12568,7875,7322,5825,2460,14177
"Morris County, New Jersey","34027",391915,45298,346617,53888,21836,39941,33061,43671,37183,18207,98830,196856,23695,173161,31644,10618,17798,16114,23389,19495,9815,44288,103101,9433,93668,11174,5560,9216,7771,10420,9999,4629,34899,5524,704,4820,871,468,669,466,735,444,218,949,86434,11466,74968,10199,5190,12258,8710,9127,7245,3545,18694
"Ocean County, New Jersey","34029",458479,45389,413090,75440,40689,65685,50814,60219,44240,18946,57057,272552,27668,244884,47022,23368,35616,29339,36703,27881,11487,33468,136168,11831,124337,20427,11837,20451,15734,17971,13141,5926,18850,7314,1048,6266,1146,804,862,930,842,731,283,668,42445,4842,37603,6845,4680,8756,4811,4703,2487,1250,4071
"Passaic County, New Jersey","34031",393471,66246,327225,66117,33397,55241,41395,43472,31118,14093,42392,176152,29971,146181,31322,12566,19308,17280,20545,16546,7582,21032,62818,7548,55270,10102,4956,6653,6090,8001,5746,2544,11178,26637,5792,20845,5542,3051,4479,2896,2445,1111,458,863,127864,22935,104929,19151,12824,24801,15129,12481,7715,3509,9319
"Salem County, New Jersey","34033",53272,6267,47005,8953,3889,7441,6189,7367,5661,2238,5267,32499,3898,28601,5729,2245,4219,3878,4374,3609,1541,3006,17640,1963,15677,2669,1266,2633,1944,2486,1916,678,2085,858,147,711,163,174,196,26,75,44,19,14,2275,259,2016,392,204,393,341,432,92,0,162
"Somerset County, New Jersey","34035",252960,30583,222377,32168,14413,24877,21471,28775,23656,12359,64658,115074,14145,100929,17601,6622,9880,9856,14361,11771,5842,24996,67887,6066,61821,7207,3833,6416,5212,6822,6519,3346,22466,3220,315,2905,505,227,383,337,499,335,104,515,66779,10057,56722,6855,3731,8198,6066,7093,5031,3067,16681
"Sussex County, New Jersey","34037",120054,12795,107259,17929,7932,12496,12178,15334,12691,6590,22109,75844,8268,67576,12594,4986,7699,7647,10135,8092,4134,12289,33663,2967,30696,4157,2115,3580,3300,4044,3523,1897,8080,1430,123,1307,209,101,256,104,137,216,33,251,9117,1437,7680,969,730,961,1127,1018,860,526,1489
"Union County, New Jersey","34039",421867,55025,366842,65406,30158,57942,46521,50070,37394,16279,63072,180279,25100,155179,30350,11448,21013,17552,21776,17519,7882,27639,84496,8110,76386,12592,5697,8447,8214,9463,8320,3816,19837,11015,1441,9574,2058,876,1718,1730,1442,599,318,833,146077,20374,125703,20406,12137,26764,19025,17389,10956,4263,14763
"Warren County, New Jersey","34041",87339,9369,77970,13514,6293,10869,8755,11407,9067,4191,13874,52882,5996,46886,8826,3568,6650,5176,7346,5455,2583,7282,24773,2377,22396,3366,1889,2727,2430,2977,2765,1241,5001,975,92,883,209,72,59,176,72,126,15,154,8709,904,7805,1113,764,1433,973,1012,721,352,1437
